Iteration	1	2	3	4	5	simmap
19400	{3,2.70338:6,0.0236116:7,0.0217655:6,0.0123991:3,0.652219}	{2,1.70441}	{1,1.13997:4,0.015472:1,0.00464589:4,0.0680108:1,0.0308627:4,0.0337007:2,0.411747}	{2,0.21434:4,0.0229221:2,0.368709:4,0.0288614:1,0.298226:4,0.0247912:2,0.189197:6,0.000279573:3,0.561633}	{3,0}	((n1:{2,1.70441},n0:{1,1.13997:4,0.015472:1,0.00464589:4,0.0680108:1,0.0308627:4,0.0337007:2,0.411747}):{2,0.21434:4,0.0229221:2,0.368709:4,0.0288614:1,0.298226:4,0.0247912:2,0.189197:6,0.000279573:3,0.561633},n2:{3,2.70338:6,0.0236116:7,0.0217655:6,0.0123991:3,0.652219});
19500	{3,2.98266:6,0.107247:2,0.665326:6,0.00327805:3,0.192023}	{2,1.40228}	{1,0.807488:4,0.0395932:2,0.555201}	{2,0.370546:4,0.0500188:1,1.68317:4,0.0404381:2,0.07929:6,0.00608433:3,0.318704}	{3,0}	((n0:{1,0.807488:4,0.0395932:2,0.555201},n1:{2,1.40228}):{2,0.370546:4,0.0500188:1,1.68317:4,0.0404381:2,0.07929:6,0.00608433:3,0.318704},n2:{3,2.98266:6,0.107247:2,0.665326:6,0.00327805:3,0.192023});
19600	{3,3.36347}	{2,1.15075:4,0.0324956:1,0.256324:4,0.00340955:2,0.10662}	{1,1.25487:4,0.00343551:2,0.0106035:4,0.00176874:2,0.271245:4,0.00767311}	{4,0.0108503:1,0.282468:4,0.00253741:1,0.0022551:4,0.00896996:2,0.396675:4,0.0269576:1,0.179834:4,0.00721489:2,0.0735422:4,0.00239389:1,0.25634:4,0.024547:2,0.119:4,0.0161285:1,0.232544:4,4.73544e-05:2,0.0121905:6,0.122583:3,0.0367878}	{3,0}	((n1:{2,1.15075:4,0.0324956:1,0.256324:4,0.00340955:2,0.10662},n0:{1,1.25487:4,0.00343551:2,0.0106035:4,0.00176874:2,0.271245:4,0.00767311}):{4,0.0108503:1,0.282468:4,0.00253741:1,0.0022551:4,0.00896996:2,0.396675:4,0.0269576:1,0.179834:4,0.00721489:2,0.0735422:4,0.00239389:1,0.25634:4,0.024547:2,0.119:4,0.0161285:1,0.232544:4,4.73544e-05:2,0.0121905:6,0.122583:3,0.0367878},n2:{3,3.36347});
19700	{3,3.81686}	{2,0.58944:4,0.0307525:2,0.419515:4,0.00529823:2,0.0848079}	{1,0.763713:4,0.0262805:2,0.33982}	{2,0.648066:4,0.0742763:1,0.29329:4,0.0363481:1,0.293725:4,0.0435493:1,0.328833:4,0.084948:2,0.342486:4,0.00625151:2,0.0155083:4,0.00449082:2,0.178817:4,0.0254249:1,0.0679835:4,0.0445775:2,0.038155:6,0.0809233:3,0.0793963}	{3,0}	((n1:{2,0.58944:4,0.0307525:2,0.419515:4,0.00529823:2,0.0848079},n0:{1,0.763713:4,0.0262805:2,0.33982}):{2,0.648066:4,0.0742763:1,0.29329:4,0.0363481:1,0.293725:4,0.0435493:1,0.328833:4,0.084948:2,0.342486:4,0.00625151:2,0.0155083:4,0.00449082:2,0.178817:4,0.0254249:1,0.0679835:4,0.0445775:2,0.038155:6,0.0809233:3,0.0793963},n2:{3,3.81686});
19800	{3,2.95126:6,0.0463403:7,0.00876521:4,0.0141047:1,0.00664215:5,0.0285743:7,0.0035659:4,0.0555798:1,0.152009:5,0.0230468:7,0.00409596:6,0.0216423:3,0.037562}	{2,1.18319:4,0.00877199:1,0.048721}	{1,1.1592:4,0.0308126:1,0.0506728}	{1,0.0524284:4,0.0246097:1,0.194505:4,0.0929975:2,0.25567:4,0.0220076:1,0.0343586:4,0.0204366:2,0.0402656:4,0.00621435:2,0.327078:4,0.0240286:1,0.0432337:4,0.0227946:1,0.20212:4,0.0430147:1,0.117127:4,0.02608:1,0.240401:5,0.00730857:3,0.117051:5,0.00143443:3,0.0374677:6,0.000661979:2,0.0278476:6,0.00943122:3,0.121935}	{3,0}	((n1:{2,1.18319:4,0.00877199:1,0.048721},n0:{1,1.1592:4,0.0308126:1,0.0506728}):{1,0.0524284:4,0.0246097:1,0.194505:4,0.0929975:2,0.25567:4,0.0220076:1,0.0343586:4,0.0204366:2,0.0402656:4,0.00621435:2,0.327078:4,0.0240286:1,0.0432337:4,0.0227946:1,0.20212:4,0.0430147:1,0.117127:4,0.02608:1,0.240401:5,0.00730857:3,0.117051:5,0.00143443:3,0.0374677:6,0.000661979:2,0.0278476:6,0.00943122:3,0.121935},n2:{3,2.95126:6,0.0463403:7,0.00876521:4,0.0141047:1,0.00664215:5,0.0285743:7,0.0035659:4,0.0555798:1,0.152009:5,0.0230468:7,0.00409596:6,0.0216423:3,0.037562});
19900	{3,2.92946:6,0.0157847:3,0.0600909}	{2,0.559727:4,0.0540245:1,0.110018:4,0.0223056:2,0.205933}	{1,0.615564:4,0.00533106:2,0.101659:4,0.0263104:2,0.00413118:4,0.0321584:1,0.0209038:4,0.0341351:2,0.111816}	{2,0.0811687:4,0.00632741:2,0.164165:4,0.0163006:2,0.0497787:4,0.0360675:1,0.187226:4,0.0466857:1,0.0646289:4,0.00243793:2,0.178987:4,0.00685184:1,0.0215999:4,0.0591235:2,0.192223:4,0.00632136:2,0.0434428:4,0.0331009:1,0.0386885:4,0.00384553:2,0.166993:4,0.161275:2,0.0900939:4,0.0802643:2,0.054233:4,0.0288014:2,0.149867:4,0.0306902:2,0.031968:4,0.00308815:2,0.003231:6,0.00175009:3,0.0120974}	{3,0}	((n1:{2,0.559727:4,0.0540245:1,0.110018:4,0.0223056:2,0.205933},n0:{1,0.615564:4,0.00533106:2,0.101659:4,0.0263104:2,0.00413118:4,0.0321584:1,0.0209038:4,0.0341351:2,0.111816}):{2,0.0811687:4,0.00632741:2,0.164165:4,0.0163006:2,0.0497787:4,0.0360675:1,0.187226:4,0.0466857:1,0.0646289:4,0.00243793:2,0.178987:4,0.00685184:1,0.0215999:4,0.0591235:2,0.192223:4,0.00632136:2,0.0434428:4,0.0331009:1,0.0386885:4,0.00384553:2,0.166993:4,0.161275:2,0.0900939:4,0.0802643:2,0.054233:4,0.0288014:2,0.149867:4,0.0306902:2,0.031968:4,0.00308815:2,0.003231:6,0.00175009:3,0.0120974},n2:{3,2.92946:6,0.0157847:3,0.0600909});
20000	{3,2.76261:6,0.0321233:2,0.151396:4,0.0673464:2,0.0687406:6,0.0397781:2,0.279808:6,0.0165276:3,0.131053}	{2,1.47244:4,0.0195299:1,0.265854}	{1,1.42885:4,0.0966217:1,0.0465639:4,0.0021935:1,0.149335:4,0.0342631}	{4,0.0639571:1,0.440283:4,0.0151119:1,0.472134:5,0.0053185:7,0.0475274:6,0.0357449:7,0.00646644:5,0.0433447:3,0.00183187:6,0.011866:3,0.264588:6,0.0227126:3,0.360678}	{3,0}	((n1:{2,1.47244:4,0.0195299:1,0.265854},n0:{1,1.42885:4,0.0966217:1,0.0465639:4,0.0021935:1,0.149335:4,0.0342631}):{4,0.0639571:1,0.440283:4,0.0151119:1,0.472134:5,0.0053185:7,0.0475274:6,0.0357449:7,0.00646644:5,0.0433447:3,0.00183187:6,0.011866:3,0.264588:6,0.0227126:3,0.360678},n2:{3,2.76261:6,0.0321233:2,0.151396:4,0.0673464:2,0.0687406:6,0.0397781:2,0.279808:6,0.0165276:3,0.131053});
20100	{3,3.2978}	{2,0.779761:4,0.25209:1,0.069149}	{1,1.101}	{1,0.291481:4,0.030497:1,0.84251:4,0.0163945:1,0.305979:5,0.206007:3,0.503928}	{3,0}	((n1:{2,0.779761:4,0.25209:1,0.069149},n0:{1,1.101}):{1,0.291481:4,0.030497:1,0.84251:4,0.0163945:1,0.305979:5,0.206007:3,0.503928},n2:{3,3.2978});
20200	{3,2.98206:6,0.00814755:2,0.110133:4,0.000920964:7,0.0057186:6,0.00255525:7,0.000920662:5,0.00245866:3,0.0639405}	{2,1.19055:4,0.00204322:1,0.0502653:4,0.00357698:2,0.0185307:4,0.00124435:1,0.126169:4,0.00335565:1,0.0510598:4,0.00582878:1,0.0610555:4,0.00995763:1,0.00832952}	{1,1.17703:4,0.0157045:1,0.00405849:4,0.0483426:2,0.0834135:4,0.0112017:1,0.0472381:4,0.0245856:1,0.0673399:4,0.00328248:2,0.0327209:4,0.00589382:2,0.000994403:4,6.07717e-05:1,0.0100942}	{1,0.133931:4,0.00561148:1,0.160501:4,0.00459245:2,0.0698444:4,0.00955621:2,0.109683:4,0.0100367:1,0.129862:4,0.0203631:2,0.263345:4,0.0155135:2,0.0914179:4,0.00355184:2,0.0090089:4,0.000139549:1,0.095273:4,0.0127624:1,0.00596041:4,0.0104379:2,0.296023:6,0.00651554:2,0.0426218:4,0.0241879:2,0.0218376:4,0.0118463:2,0.0459313:4,0.000415638:1,0.00281897:5,0.000385471:3,0.0309173}	{3,0}	((n0:{1,1.17703:4,0.0157045:1,0.00405849:4,0.0483426:2,0.0834135:4,0.0112017:1,0.0472381:4,0.0245856:1,0.0673399:4,0.00328248:2,0.0327209:4,0.00589382:2,0.000994403:4,6.07717e-05:1,0.0100942},n1:{2,1.19055:4,0.00204322:1,0.0502653:4,0.00357698:2,0.0185307:4,0.00124435:1,0.126169:4,0.00335565:1,0.0510598:4,0.00582878:1,0.0610555:4,0.00995763:1,0.00832952}):{1,0.133931:4,0.00561148:1,0.160501:4,0.00459245:2,0.0698444:4,0.00955621:2,0.109683:4,0.0100367:1,0.129862:4,0.0203631:2,0.263345:4,0.0155135:2,0.0914179:4,0.00355184:2,0.0090089:4,0.000139549:1,0.095273:4,0.0127624:1,0.00596041:4,0.0104379:2,0.296023:6,0.00651554:2,0.0426218:4,0.0241879:2,0.0218376:4,0.0118463:2,0.0459313:4,0.000415638:1,0.00281897:5,0.000385471:3,0.0309173},n2:{3,2.98206:6,0.00814755:2,0.110133:4,0.000920964:7,0.0057186:6,0.00255525:7,0.000920662:5,0.00245866:3,0.0639405});
20300	{3,3.50032}	{2,0.771258:4,0.0237814:1,0.282018}	{1,1.07706}	{1,2.206:5,0.000924318:7,0.11211:6,0.10407:3,0.000161012}	{3,0}	((n0:{1,1.07706},n1:{2,0.771258:4,0.0237814:1,0.282018}):{1,2.206:5,0.000924318:7,0.11211:6,0.10407:3,0.000161012},n2:{3,3.50032});
20400	{3,3.16286:6,0.102949:2,0.328301:6,0.0206754:3,0.0439707}	{2,0.703411:4,0.147784:2,0.510289:4,0.223198:2,0.288799}	{1,0.921274:4,0.123052:2,0.00663292:4,0.168059:1,0.100273:4,0.0395239:2,0.203432:4,0.0919366:1,0.00139886:4,0.103586:2,0.114313}	{2,0.470277:4,0.0444546:2,0.139074:4,0.121999:1,0.392166:4,0.104995:1,0.232508:5,0.157135:1,0.0276943:5,0.0512764:3,0.0436922}	{3,0}	((n0:{1,0.921274:4,0.123052:2,0.00663292:4,0.168059:1,0.100273:4,0.0395239:2,0.203432:4,0.0919366:1,0.00139886:4,0.103586:2,0.114313},n1:{2,0.703411:4,0.147784:2,0.510289:4,0.223198:2,0.288799}):{2,0.470277:4,0.0444546:2,0.139074:4,0.121999:1,0.392166:4,0.104995:1,0.232508:5,0.157135:1,0.0276943:5,0.0512764:3,0.0436922},n2:{3,3.16286:6,0.102949:2,0.328301:6,0.0206754:3,0.0439707});
20500	{3,3.68598}	{2,1.77044:4,0.0449538:1,0.0767998}	{1,1.8922}	{1,0.437068:4,0.0389129:1,0.326716:4,0.00215578:2,0.32005:6,0.0867483:3,0.582139}	{3,0}	((n0:{1,1.8922},n1:{2,1.77044:4,0.0449538:1,0.0767998}):{1,0.437068:4,0.0389129:1,0.326716:4,0.00215578:2,0.32005:6,0.0867483:3,0.582139},n2:{3,3.68598});
20600	{0,0.699134:3,2.44457}	{0,0.714748:2,1.26112}	{0,0.724693:1,0.483693:4,0.0659385:2,0.117205:4,0.0280851:2,0.204387:4,0.0197956:2,0.332069}	{2,0.620979:6,0.0354582:3,0.511398}	{3,0}	((n1:{0,0.714748:2,1.26112},n0:{0,0.724693:1,0.483693:4,0.0659385:2,0.117205:4,0.0280851:2,0.204387:4,0.0197956:2,0.332069}):{2,0.620979:6,0.0354582:3,0.511398},n2:{0,0.699134:3,2.44457});
20700	{3,3.41304}	{2,1.31811}	{1,0.633216:4,0.0127566:1,0.109041:4,0.0473007:1,0.160288:4,0.0182043:2,0.337304}	{2,0.16506:4,0.00562792:1,0.247149:4,0.0382287:2,0.462436:4,0.0417124:1,0.347643:4,0.016127:2,0.190266:4,0.0240674:2,0.0647006:4,0.0226469:2,0.0778786:6,0.0120018:3,0.379381}	{3,0}	((n1:{2,1.31811},n0:{1,0.633216:4,0.0127566:1,0.109041:4,0.0473007:1,0.160288:4,0.0182043:2,0.337304}):{2,0.16506:4,0.00562792:1,0.247149:4,0.0382287:2,0.462436:4,0.0417124:1,0.347643:4,0.016127:2,0.190266:4,0.0240674:2,0.0647006:4,0.0226469:2,0.0778786:6,0.0120018:3,0.379381},n2:{3,3.41304});
20800	{3,0.953396:0,2.0697:3,0.176225}	{2,0.982294:4,0.00129141:2,0.0078655:4,0.0038474:2,0.00774642:4,0.00354762:2,0.0605061:4,0.00414857:2,0.0289622}	{1,1.02787:4,2.79153e-05:2,0.0525003:4,0.00246907:2,0.0173408}	{2,0.339988:4,0.00222609:1,0.225328:4,0.00639971:1,0.305888:4,0.00424351:2,0.180272:4,0.0105115:1,0.165621:4,0.0113691:1,0.0817047:4,0.00731496:1,0.12656:4,0.00432644:1,0.537825:4,0.00410724:7,0.00482048:4,0.00973192:2,0.0472751:6,0.00101341:3,0.0225869}	{3,0}	((n0:{1,1.02787:4,2.79153e-05:2,0.0525003:4,0.00246907:2,0.0173408},n1:{2,0.982294:4,0.00129141:2,0.0078655:4,0.0038474:2,0.00774642:4,0.00354762:2,0.0605061:4,0.00414857:2,0.0289622}):{2,0.339988:4,0.00222609:1,0.225328:4,0.00639971:1,0.305888:4,0.00424351:2,0.180272:4,0.0105115:1,0.165621:4,0.0113691:1,0.0817047:4,0.00731496:1,0.12656:4,0.00432644:1,0.537825:4,0.00410724:7,0.00482048:4,0.00973192:2,0.0472751:6,0.00101341:3,0.0225869},n2:{3,0.953396:0,2.0697:3,0.176225});
20900	{3,2.68332:6,0.0190126:2,0.074072:4,0.000459652:2,0.180015:6,0.0122064:2,0.266585:4,0.00355656:1,0.0119029:4,0.00160387:2,0.212302:4,0.103732:2,0.233325:4,0.0266299:2,0.000252376:4,0.00177826:2,0.0893951:6,0.00362068:3,0.037195}	{2,1.25509:4,0.0185282:1,0.456346}	{1,0.819099:4,0.025844:2,0.201246:4,0.0184364:2,0.219235:4,0.00730993:1,0.438797}	{1,0.310977:4,0.0686054:2,0.614277:6,0.0241989:2,0.188778:6,0.0102625:3,0.00671871:6,0.0184752:3,0.276505:6,0.0250476:2,0.0551348:4,0.0951538:1,0.12222:4,0.0107748:2,0.0657574:4,0.00257795:2,0.0369098:4,0.00504698:2,0.0955456:6,0.0373314:3,0.160701}	{3,0}	((n1:{2,1.25509:4,0.0185282:1,0.456346},n0:{1,0.819099:4,0.025844:2,0.201246:4,0.0184364:2,0.219235:4,0.00730993:1,0.438797}):{1,0.310977:4,0.0686054:2,0.614277:6,0.0241989:2,0.188778:6,0.0102625:3,0.00671871:6,0.0184752:3,0.276505:6,0.0250476:2,0.0551348:4,0.0951538:1,0.12222:4,0.0107748:2,0.0657574:4,0.00257795:2,0.0369098:4,0.00504698:2,0.0955456:6,0.0373314:3,0.160701},n2:{3,2.68332:6,0.0190126:2,0.074072:4,0.000459652:2,0.180015:6,0.0122064:2,0.266585:4,0.00355656:1,0.0119029:4,0.00160387:2,0.212302:4,0.103732:2,0.233325:4,0.0266299:2,0.000252376:4,0.00177826:2,0.0893951:6,0.00362068:3,0.037195});
21000	{0,0.815029:3,2.36848:6,0.0024321:2,0.201682:6,0.0181181:2,0.244792:6,0.00200917:2,0.0482538:6,0.00615207:3,0.24299}	{0,0.811645:2,0.680681:4,0.0112377:2,0.0644538:4,0.00201015:1,0.144414:4,0.000406035:2,0.0562586}	{0,0.820746:1,0.319959:4,0.0345719:1,0.181147:4,0.0293874:1,0.340048:4,0.0187208:2,0.0265255}	{2,0.149572:4,0.00300736:2,1.22393:6,0.0146504:3,0.556255:6,0.00439026:3,0.00610965:6,0.00213316:3,0.21878}	{3,0}	((n1:{0,0.811645:2,0.680681:4,0.0112377:2,0.0644538:4,0.00201015:1,0.144414:4,0.000406035:2,0.0562586},n0:{0,0.820746:1,0.319959:4,0.0345719:1,0.181147:4,0.0293874:1,0.340048:4,0.0187208:2,0.0265255}):{2,0.149572:4,0.00300736:2,1.22393:6,0.0146504:3,0.556255:6,0.00439026:3,0.00610965:6,0.00213316:3,0.21878},n2:{0,0.815029:3,2.36848:6,0.0024321:2,0.201682:6,0.0181181:2,0.244792:6,0.00200917:2,0.0482538:6,0.00615207:3,0.24299});
21100	{3,2.68569:6,0.00437442:2,0.0220186:4,0.00108086:1,0.0573082:4,0.00120542:2,0.000156504:4,0.000983501:2,0.00582015:4,0.00284012:1,0.129154:4,0.00410417:2,0.110922:4,0.0222311:7,0.0033894:6,0.00486244:2,0.00580906:4,0.000849805:2,0.0446141:4,0.00207344:2,0.300408:4,0.00685222:1,0.0150217:4,3.292e-05:2,0.106244:6,0.00156965:3,0.0824043}	{2,1.58107:4,0.00181611:2,0.0536587:4,0.00124639:1,0.0262017}	{1,1.44094:4,0.0120409:1,0.0250034:4,0.000239045:1,0.00149379:4,0.0129537:1,0.0915641:4,0.0015091:1,0.0267822:4,0.00791113:1,0.0435524}	{1,0.297095:4,0.000979463:1,0.430128:4,0.0253347:1,0.0173483:4,5.20302e-05:1,0.0382704:4,0.00219278:2,0.03503:4,0.00131819:2,0.044082:4,0.0140502:1,0.000758429:4,0.00231844:1,0.0194504:4,0.00626253:1,0.00892296:4,0.0309107:2,0.209206:6,0.00761999:2,0.195267:4,0.0042919:2,0.39601:4,0.00467219:1,0.0214889:4,0.00473852:1,0.00681217:4,0.00170124:2,0.0279651:4,0.00665962:7,0.00166644:6,0.00441747:3,0.0491803:6,0.0180221:3,0.023806}	{3,0}	((n1:{2,1.58107:4,0.00181611:2,0.0536587:4,0.00124639:1,0.0262017},n0:{1,1.44094:4,0.0120409:1,0.0250034:4,0.000239045:1,0.00149379:4,0.0129537:1,0.0915641:4,0.0015091:1,0.0267822:4,0.00791113:1,0.0435524}):{1,0.297095:4,0.000979463:1,0.430128:4,0.0253347:1,0.0173483:4,5.20302e-05:1,0.0382704:4,0.00219278:2,0.03503:4,0.00131819:2,0.044082:4,0.0140502:1,0.000758429:4,0.00231844:1,0.0194504:4,0.00626253:1,0.00892296:4,0.0309107:2,0.209206:6,0.00761999:2,0.195267:4,0.0042919:2,0.39601:4,0.00467219:1,0.0214889:4,0.00473852:1,0.00681217:4,0.00170124:2,0.0279651:4,0.00665962:7,0.00166644:6,0.00441747:3,0.0491803:6,0.0180221:3,0.023806},n2:{3,2.68569:6,0.00437442:2,0.0220186:4,0.00108086:1,0.0573082:4,0.00120542:2,0.000156504:4,0.000983501:2,0.00582015:4,0.00284012:1,0.129154:4,0.00410417:2,0.110922:4,0.0222311:7,0.0033894:6,0.00486244:2,0.00580906:4,0.000849805:2,0.0446141:4,0.00207344:2,0.300408:4,0.00685222:1,0.0150217:4,3.292e-05:2,0.106244:6,0.00156965:3,0.0824043});
21200	{3,2.8796:6,0.00195905:3,0.109237:6,0.0140713:3,0.250252}	{2,1.12742:4,0.0317263:1,0.0661195:4,0.0121093:2,0.0101922}	{1,1.12063:4,0.0181536:2,0.108789}	{2,0.0119657:4,0.00328464:2,0.272567:4,0.0183174:2,0.0383061:4,0.0348663:1,0.0119528:4,0.0127654:2,0.157505:4,0.000425007:2,0.0188009:4,0.0185108:1,0.368612:4,0.00958488:2,0.347635:4,0.00099834:1,0.0650882:4,0.000138295:2,0.032429:4,0.0037878:1,0.0642581:4,0.00154615:2,0.015404:4,0.000284154:1,0.262933:4,0.0331593:1,0.0581162:4,0.00990065:1,0.00878634:5,0.0037872:3,0.030719:5,0.0107844:7,0.00054135:6,0.00348001:3,0.0763065}	{3,0}	((n1:{2,1.12742:4,0.0317263:1,0.0661195:4,0.0121093:2,0.0101922},n0:{1,1.12063:4,0.0181536:2,0.108789}):{2,0.0119657:4,0.00328464:2,0.272567:4,0.0183174:2,0.0383061:4,0.0348663:1,0.0119528:4,0.0127654:2,0.157505:4,0.000425007:2,0.0188009:4,0.0185108:1,0.368612:4,0.00958488:2,0.347635:4,0.00099834:1,0.0650882:4,0.000138295:2,0.032429:4,0.0037878:1,0.0642581:4,0.00154615:2,0.015404:4,0.000284154:1,0.262933:4,0.0331593:1,0.0581162:4,0.00990065:1,0.00878634:5,0.0037872:3,0.030719:5,0.0107844:7,0.00054135:6,0.00348001:3,0.0763065},n2:{3,2.8796:6,0.00195905:3,0.109237:6,0.0140713:3,0.250252});
21300	{3,3.17659:6,0.0811426:3,0.200878:5,0.0399496:3,0.254916}	{2,1.13944}	{1,0.953634:4,0.0137037:2,0.172105}	{2,1.47705:4,0.0198174:2,0.414628:4,0.0161188:1,0.401435:4,0.0471566:2,0.0441854:4,0.0225284:1,0.0813477:5,0.0187678:3,0.0709996}	{3,0}	((n1:{2,1.13944},n0:{1,0.953634:4,0.0137037:2,0.172105}):{2,1.47705:4,0.0198174:2,0.414628:4,0.0161188:1,0.401435:4,0.0471566:2,0.0441854:4,0.0225284:1,0.0813477:5,0.0187678:3,0.0709996},n2:{3,3.17659:6,0.0811426:3,0.200878:5,0.0399496:3,0.254916});
21400	{3,3.53843:6,0.0660654:3,0.134129}	{2,0.669359:4,0.000451747:1,0.343839}	{1,0.813626:4,0.0347894:2,0.143356:4,0.00704081:1,0.014836}	{1,0.0968803:4,0.0642597:2,0.0236826:4,0.0351626:1,0.142777:4,0.0166695:1,0.106358:4,0.0140635:2,0.185851:4,0.0366703:2,0.0436575:4,0.000274172:2,0.0280422:4,0.0340993:1,0.470116:4,0.0619688:2,0.181247:4,0.0511911:2,0.0407822:4,0.00450572:2,0.430673:4,0.0401846:2,0.176112:4,0.00147097:1,0.229835:5,0.011555:3,0.0187045:6,0.00652921:3,0.171652}	{3,0}	((n1:{2,0.669359:4,0.000451747:1,0.343839},n0:{1,0.813626:4,0.0347894:2,0.143356:4,0.00704081:1,0.014836}):{1,0.0968803:4,0.0642597:2,0.0236826:4,0.0351626:1,0.142777:4,0.0166695:1,0.106358:4,0.0140635:2,0.185851:4,0.0366703:2,0.0436575:4,0.000274172:2,0.0280422:4,0.0340993:1,0.470116:4,0.0619688:2,0.181247:4,0.0511911:2,0.0407822:4,0.00450572:2,0.430673:4,0.0401846:2,0.176112:4,0.00147097:1,0.229835:5,0.011555:3,0.0187045:6,0.00652921:3,0.171652},n2:{3,3.53843:6,0.0660654:3,0.134129});
21500	{3,2.96178:6,0.0150441:2,0.459342:4,0.115442:1,0.000105506:5,0.00675424:1,0.0135299:4,0.03932:2,0.227864:6,0.00790548:3,0.0640073:6,0.0163766:3,0.023701}	{2,0.688455:4,0.0483844:1,0.0755573}	{1,0.812397}	{1,0.526537:4,0.0475102:2,0.910652:4,0.00321937:1,0.416544:4,0.027777:2,0.6967:6,0.000463396:3,0.0866363:6,0.0409838:3,0.294937:6,0.0226595:3,0.0641593}	{3,0}	((n1:{2,0.688455:4,0.0483844:1,0.0755573},n0:{1,0.812397}):{1,0.526537:4,0.0475102:2,0.910652:4,0.00321937:1,0.416544:4,0.027777:2,0.6967:6,0.000463396:3,0.0866363:6,0.0409838:3,0.294937:6,0.0226595:3,0.0641593},n2:{3,2.96178:6,0.0150441:2,0.459342:4,0.115442:1,0.000105506:5,0.00675424:1,0.0135299:4,0.03932:2,0.227864:6,0.00790548:3,0.0640073:6,0.0163766:3,0.023701});
21600	{3,3.07199}	{2,1.15193}	{1,0.899576:4,0.00141411:2,0.250944}	{2,0.0202048:4,0.0123576:2,0.591561:4,0.0345634:1,0.299437:4,0.011225:2,0.200145:4,0.00826785:1,0.178703:4,0.0155205:1,0.0243027:4,0.00619304:1,0.255477:4,0.0024988:1,0.0417043:4,0.0191194:1,0.0451343:4,0.0185981:1,0.0283639:4,0.0183698:2,0.0308311:6,0.00974342:3,0.0124112:6,0.0101599:3,0.0251675}	{3,0}	((n1:{2,1.15193},n0:{1,0.899576:4,0.00141411:2,0.250944}):{2,0.0202048:4,0.0123576:2,0.591561:4,0.0345634:1,0.299437:4,0.011225:2,0.200145:4,0.00826785:1,0.178703:4,0.0155205:1,0.0243027:4,0.00619304:1,0.255477:4,0.0024988:1,0.0417043:4,0.0191194:1,0.0451343:4,0.0185981:1,0.0283639:4,0.0183698:2,0.0308311:6,0.00974342:3,0.0124112:6,0.0101599:3,0.0251675},n2:{3,3.07199});
21700	{3,2.71528:6,0.00147973:7,0.00355048:5,0.012178:3,0.0664598:6,0.0283791:2,0.0291469:6,0.0129226:2,0.163799:4,0.019854:2,0.680314:6,0.00764374:3,0.0892036}	{2,0.925924:4,0.0168523:2,0.0407127:4,0.0164945:2,0.173149:4,0.0114669:2,0.430855}	{1,0.792791:4,0.0368046:2,0.203924:4,0.0053953:2,0.57654}	{2,1.17949:6,0.0632862:3,0.353606:6,0.0241669:3,0.336622:6,0.00526464:3,0.0534942:6,0.0598201:3,0.139009}	{3,0}	((n0:{1,0.792791:4,0.0368046:2,0.203924:4,0.0053953:2,0.57654},n1:{2,0.925924:4,0.0168523:2,0.0407127:4,0.0164945:2,0.173149:4,0.0114669:2,0.430855}):{2,1.17949:6,0.0632862:3,0.353606:6,0.0241669:3,0.336622:6,0.00526464:3,0.0534942:6,0.0598201:3,0.139009},n2:{3,2.71528:6,0.00147973:7,0.00355048:5,0.012178:3,0.0664598:6,0.0283791:2,0.0291469:6,0.0129226:2,0.163799:4,0.019854:2,0.680314:6,0.00764374:3,0.0892036});
