Iteration	1	2	3	4	5	simmap
0	{3,3}	{2,0.714448:6,0.285552}	{1,1}	{7,1.71897:5,0.0491169:3,0.231916}	{3,0}	((n0:{1,1},n1:{2,0.714448:6,0.285552}):{7,1.71897:5,0.0491169:3,0.231916},n2:{3,3});
100	{3,3.83983}	{2,0.0928416}	{1,0.0928416}	{4,0.762437:1,2.1627:5,0.360775:3,0.461072}	{3,0}	((n1:{2,0.0928416},n0:{1,0.0928416}):{4,0.762437:1,2.1627:5,0.360775:3,0.461072},n2:{3,3.83983});
200	{3,3.13524}	{2,0.136343}	{1,0.136343}	{4,1.60995:7,0.115945:6,1.15437:3,0.118633}	{3,0}	((n0:{1,0.136343},n1:{2,0.136343}):{4,1.60995:7,0.115945:6,1.15437:3,0.118633},n2:{3,3.13524});
300	{3,3.00887:5,0.780936:3,0.206523}	{2,0.100099}	{1,0.100099}	{4,0.702124:1,0.861544:4,0.476408:1,0.734418:4,0.347484:7,0.165213:6,0.163871:3,0.445163}	{3,0}	((n1:{2,0.100099},n0:{1,0.100099}):{4,0.702124:1,0.861544:4,0.476408:1,0.734418:4,0.347484:7,0.165213:6,0.163871:3,0.445163},n2:{3,3.00887:5,0.780936:3,0.206523});
400	{3,3.68114}	{2,0.94803:4,0.0396662}	{1,0.987696}	{4,0.0126085:2,1.66059:6,0.02658:3,0.993663}	{3,0}	((n0:{1,0.987696},n1:{2,0.94803:4,0.0396662}):{4,0.0126085:2,1.66059:6,0.02658:3,0.993663},n2:{3,3.68114});
500	{3,2.90733:6,0.0061757:2,0.0575752:6,0.0230269:3,0.167102:5,0.0963029:7,0.0151751:6,0.00912967:2,0.0697485:6,0.0156656:3,0.0301369}	{2,0.835007:4,0.0804742:2,0.0403841:4,0.0759456:1,0.180134}	{1,0.989972:4,0.0657934:2,0.0420157:4,0.0243029:1,0.0898611}	{1,0.0559368:4,0.00603293:1,0.252496:4,0.047088:1,0.104222:4,0.00590554:1,0.180849:4,0.0133819:1,0.296167:4,0.0810634:2,0.0293114:4,0.0615999:2,0.0072092:4,0.0313887:2,0.113457:4,0.15304:1,0.257065:5,0.0518039:3,0.0731146:6,0.00214248:2,0.119623:4,0.0116256:2,0.0193392:6,0.0914504:3,0.12011}	{3,0}	((n1:{2,0.835007:4,0.0804742:2,0.0403841:4,0.0759456:1,0.180134},n0:{1,0.989972:4,0.0657934:2,0.0420157:4,0.0243029:1,0.0898611}):{1,0.0559368:4,0.00603293:1,0.252496:4,0.047088:1,0.104222:4,0.00590554:1,0.180849:4,0.0133819:1,0.296167:4,0.0810634:2,0.0293114:4,0.0615999:2,0.0072092:4,0.0313887:2,0.113457:4,0.15304:1,0.257065:5,0.0518039:3,0.0731146:6,0.00214248:2,0.119623:4,0.0116256:2,0.0193392:6,0.0914504:3,0.12011},n2:{3,2.90733:6,0.0061757:2,0.0575752:6,0.0230269:3,0.167102:5,0.0963029:7,0.0151751:6,0.00912967:2,0.0697485:6,0.0156656:3,0.0301369});
600	{3,3.58541:6,0.00101288:3,0.0737624}	{2,0.82267:4,0.00143296:1,0.0344095:4,0.0177227:1,0.0121167:4,0.00081646:1,0.109649:4,0.0327464:2,0.045317}	{1,0.875395:4,0.00952034:2,0.018518:4,0.0500219:2,0.123425}	{2,0.0157941:4,0.00985415:1,0.275212:4,0.00695713:1,0.164469:4,0.000592342:2,0.0552715:4,0.015023:2,0.0251323:4,0.00421983:2,0.0728124:4,0.0119538:1,0.0457284:4,0.00261886:1,0.00559356:4,0.00999421:1,0.14256:4,0.000787562:1,0.0232266:4,0.00404554:1,0.319572:4,0.00262599:1,0.00166128:4,0.00897808:2,0.00161189:4,0.00309281:2,0.0879844:4,0.0017119:2,0.132478:4,0.0109717:1,0.242912:4,0.00335266:2,0.0409527:4,0.00788426:1,0.156055:4,0.0164374:1,0.0898056:4,0.00344853:2,0.0978592:4,0.00191465:1,0.349387:5,0.00154974:7,0.00720563:5,0.00582586:3,0.0150523:6,0.0141774:3,0.0669507}	{3,0}	((n0:{1,0.875395:4,0.00952034:2,0.018518:4,0.0500219:2,0.123425},n1:{2,0.82267:4,0.00143296:1,0.0344095:4,0.0177227:1,0.0121167:4,0.00081646:1,0.109649:4,0.0327464:2,0.045317}):{2,0.0157941:4,0.00985415:1,0.275212:4,0.00695713:1,0.164469:4,0.000592342:2,0.0552715:4,0.015023:2,0.0251323:4,0.00421983:2,0.0728124:4,0.0119538:1,0.0457284:4,0.00261886:1,0.00559356:4,0.00999421:1,0.14256:4,0.000787562:1,0.0232266:4,0.00404554:1,0.319572:4,0.00262599:1,0.00166128:4,0.00897808:2,0.00161189:4,0.00309281:2,0.0879844:4,0.0017119:2,0.132478:4,0.0109717:1,0.242912:4,0.00335266:2,0.0409527:4,0.00788426:1,0.156055:4,0.0164374:1,0.0898056:4,0.00344853:2,0.0978592:4,0.00191465:1,0.349387:5,0.00154974:7,0.00720563:5,0.00582586:3,0.0150523:6,0.0141774:3,0.0669507},n2:{3,3.58541:6,0.00101288:3,0.0737624});
700	{3,2.9398:5,0.0497133:7,0.0243893:5,0.0237377:1,0.0366637:5,0.0106463:7,0.00719002:4,0.00701126:2,0.0548134:4,0.0628823:2,0.00654607:4,0.0590881:2,0.0161702:6,0.0515096:2,0.200138:6,0.00743018:3,0.0439851}	{2,0.851655:4,0.00366057:1,0.173873:4,0.0200225:1,0.123115:4,0.0210302:1,0.134713:4,0.0229118:2,0.205118:4,0.0426155:2,0.118749}	{1,1.2539:4,0.00598664:2,0.189224:4,0.00787009:1,0.0439505:4,0.0884661:1,0.0449761:4,0.078753:2,0.00434038}	{2,0.199034:4,0.0289442:2,0.0714661:4,0.0273607:1,0.0649783:4,0.0614964:2,0.0277666:4,0.0548789:2,0.00689774:4,0.018868:2,0.0393871:4,0.138728:1,0.00975584:4,0.00953358:2,0.348028:6,0.00550729:7,0.037427:4,0.00171465:2,0.156787:6,0.00287214:2,0.0419752:4,0.00150763:2,0.209221:4,0.0743164:7,0.00194768:6,0.00257923:3,0.0673182:6,0.0120994:3,0.161856}	{3,0}	((n0:{1,1.2539:4,0.00598664:2,0.189224:4,0.00787009:1,0.0439505:4,0.0884661:1,0.0449761:4,0.078753:2,0.00434038},n1:{2,0.851655:4,0.00366057:1,0.173873:4,0.0200225:1,0.123115:4,0.0210302:1,0.134713:4,0.0229118:2,0.205118:4,0.0426155:2,0.118749}):{2,0.199034:4,0.0289442:2,0.0714661:4,0.0273607:1,0.0649783:4,0.0614964:2,0.0277666:4,0.0548789:2,0.00689774:4,0.018868:2,0.0393871:4,0.138728:1,0.00975584:4,0.00953358:2,0.348028:6,0.00550729:7,0.037427:4,0.00171465:2,0.156787:6,0.00287214:2,0.0419752:4,0.00150763:2,0.209221:4,0.0743164:7,0.00194768:6,0.00257923:3,0.0673182:6,0.0120994:3,0.161856},n2:{3,2.9398:5,0.0497133:7,0.0243893:5,0.0237377:1,0.0366637:5,0.0106463:7,0.00719002:4,0.00701126:2,0.0548134:4,0.0628823:2,0.00654607:4,0.0590881:2,0.0161702:6,0.0515096:2,0.200138:6,0.00743018:3,0.0439851});
800	{0,0.495923:3,3.00978:6,0.0182703:3,0.332772}	{0,0.505464:2,0.0712571:4,0.0233204:2,0.125006:4,0.00285231:1,0.213157}	{0,0.511821:1,0.0885996:4,0.0234527:2,0.0407386:4,0.0216771:2,0.125548:4,0.00624857:1,0.12297}	{1,0.366854:4,0.0197711:2,0.125017:4,0.0200038:1,0.170062:4,0.00850752:2,0.0954025:4,0.0346331:1,0.282438:4,0.0183091:2,0.578298:4,0.0237138:2,0.242123:4,0.0133031:1,0.00132072:4,0.0579137:1,0.0850295:4,0.00334038:1,0.285319:4,0.00558675:1,0.231446:4,0.0166368:1,0.154168:5,0.0392381:3,0.0372498}	{3,0}	((n0:{0,0.511821:1,0.0885996:4,0.0234527:2,0.0407386:4,0.0216771:2,0.125548:4,0.00624857:1,0.12297},n1:{0,0.505464:2,0.0712571:4,0.0233204:2,0.125006:4,0.00285231:1,0.213157}):{1,0.366854:4,0.0197711:2,0.125017:4,0.0200038:1,0.170062:4,0.00850752:2,0.0954025:4,0.0346331:1,0.282438:4,0.0183091:2,0.578298:4,0.0237138:2,0.242123:4,0.0133031:1,0.00132072:4,0.0579137:1,0.0850295:4,0.00334038:1,0.285319:4,0.00558675:1,0.231446:4,0.0166368:1,0.154168:5,0.0392381:3,0.0372498},n2:{0,0.495923:3,3.00978:6,0.0182703:3,0.332772});
900	{3,3.36535:5,0.0280289:3,0.256609:6,0.00127073:3,0.0212206:6,0.0541827:7,0.00316007:6,0.0384205:3,0.0221758:5,0.0469989:3,0.0126951}	{2,0.577995:4,0.0430522:2,0.228282:4,0.0123884:1,0.0981035:4,0.0319868:1,0.0729948:4,0.0159883:1,0.0746019}	{1,0.733781:4,0.00985806:1,0.0422985:4,0.01267:1,0.120588:4,0.00971132:1,0.226486}	{1,0.0139857:4,0.0109367:1,0.284922:4,0.0237458:1,0.138902:4,0.0801459:1,0.0364018:4,0.0172487:2,0.0226936:4,0.039675:2,0.0965624:4,0.0339478:1,0.186599:4,0.0742788:1,0.0526456:4,0.0489453:2,0.102328:4,0.0108934:2,0.0181206:4,0.0344575:1,0.0452797:4,0.000230637:1,0.198325:4,0.0689073:2,0.0121092:4,0.0601025:2,0.265389:4,0.0152494:2,0.220385:4,0.016282:7,0.0161907:5,0.0151954:1,0.189566:5,0.0120005:3,0.0995644:5,0.00313727:3,0.0040949:5,0.0547623:1,0.0105647:5,0.0192478:3,0.0361851:6,0.00429777:3,0.000218463}	{3,0}	((n0:{1,0.733781:4,0.00985806:1,0.0422985:4,0.01267:1,0.120588:4,0.00971132:1,0.226486},n1:{2,0.577995:4,0.0430522:2,0.228282:4,0.0123884:1,0.0981035:4,0.0319868:1,0.0729948:4,0.0159883:1,0.0746019}):{1,0.0139857:4,0.0109367:1,0.284922:4,0.0237458:1,0.138902:4,0.0801459:1,0.0364018:4,0.0172487:2,0.0226936:4,0.039675:2,0.0965624:4,0.0339478:1,0.186599:4,0.0742788:1,0.0526456:4,0.0489453:2,0.102328:4,0.0108934:2,0.0181206:4,0.0344575:1,0.0452797:4,0.000230637:1,0.198325:4,0.0689073:2,0.0121092:4,0.0601025:2,0.265389:4,0.0152494:2,0.220385:4,0.016282:7,0.0161907:5,0.0151954:1,0.189566:5,0.0120005:3,0.0995644:5,0.00313727:3,0.0040949:5,0.0547623:1,0.0105647:5,0.0192478:3,0.0361851:6,0.00429777:3,0.000218463},n2:{3,3.36535:5,0.0280289:3,0.256609:6,0.00127073:3,0.0212206:6,0.0541827:7,0.00316007:6,0.0384205:3,0.0221758:5,0.0469989:3,0.0126951});
1000	{3,3.2526:6,0.00115992:3,0.138354}	{2,1.45454:4,0.0502999:1,0.203199:4,0.00862646:2,0.578634}	{1,1.45342:4,0.0192557:2,0.44098:4,0.00803291:1,0.0556859:4,0.0422471:2,0.275681}	{2,0.269439:4,0.00881824:2,0.15331:4,0.000840957:1,0.306236:4,0.0349328:7,0.00866299:6,0.0196427:2,0.263927:6,0.016697:3,0.0143097}	{3,0}	((n1:{2,1.45454:4,0.0502999:1,0.203199:4,0.00862646:2,0.578634},n0:{1,1.45342:4,0.0192557:2,0.44098:4,0.00803291:1,0.0556859:4,0.0422471:2,0.275681}):{2,0.269439:4,0.00881824:2,0.15331:4,0.000840957:1,0.306236:4,0.0349328:7,0.00866299:6,0.0196427:2,0.263927:6,0.016697:3,0.0143097},n2:{3,3.2526:6,0.00115992:3,0.138354});
1100	{3,3.48086:6,0.0396119:2,0.0251403:6,0.0226351:3,0.0431125:6,0.0482058:2,0.0834319:6,0.0245411:2,0.0956674:6,0.00785992:3,0.0136139:6,0.0115453:3,0.101879}	{2,1.40559}	{1,1.3395:4,0.050344:2,0.0157429}	{2,0.114382:4,0.0128653:1,0.0114803:4,0.00157819:2,0.062353:4,0.0411578:2,0.0474678:4,0.00893674:1,0.556509:4,0.0915084:1,0.109898:4,0.0320988:2,0.0621943:4,0.0788859:1,0.313518:4,0.0153383:2,0.0214886:4,0.0141074:2,0.219487:4,0.00105824:2,0.0950448:6,0.00145663:7,0.0154366:4,0.0143451:2,0.138732:4,0.00982831:1,0.0203714:5,0.0312601:1,0.0209366:4,0.136599:1,0.102182:4,0.0190634:1,0.0369283:5,0.0126255:1,0.03194:5,0.0065163:1,0.0166788:4,0.00588384:7,0.00501445:6,0.0101834:3,0.0451773}	{3,0}	((n1:{2,1.40559},n0:{1,1.3395:4,0.050344:2,0.0157429}):{2,0.114382:4,0.0128653:1,0.0114803:4,0.00157819:2,0.062353:4,0.0411578:2,0.0474678:4,0.00893674:1,0.556509:4,0.0915084:1,0.109898:4,0.0320988:2,0.0621943:4,0.0788859:1,0.313518:4,0.0153383:2,0.0214886:4,0.0141074:2,0.219487:4,0.00105824:2,0.0950448:6,0.00145663:7,0.0154366:4,0.0143451:2,0.138732:4,0.00982831:1,0.0203714:5,0.0312601:1,0.0209366:4,0.136599:1,0.102182:4,0.0190634:1,0.0369283:5,0.0126255:1,0.03194:5,0.0065163:1,0.0166788:4,0.00588384:7,0.00501445:6,0.0101834:3,0.0451773},n2:{3,3.48086:6,0.0396119:2,0.0251403:6,0.0226351:3,0.0431125:6,0.0482058:2,0.0834319:6,0.0245411:2,0.0956674:6,0.00785992:3,0.0136139:6,0.0115453:3,0.101879});
1200	{0,0.801851:3,2.88258:6,0.0104983:3,0.0234384}	{0,0.838721:2,0.0175166:4,0.0143682:1,0.0644969:4,0.0233566:2,0.134518:4,0.0429649:1,0.258963:4,0.0469704:1,0.0785616:4,0.0185445:1,0.115461}	{0,0.807001:4,0.0469628:2,0.0863351:4,0.00778169:1,0.00624434:4,0.0177884:2,0.144269:4,0.00472233:2,0.0133429:4,0.041375:1,0.11675:4,0.00947794:2,0.00870607:4,0.0147998:1,0.0332779:4,0.0130768:2,0.179483:4,0.0207796:1,0.0822698}	{1,0.101366:4,0.0195653:1,0.0160227:4,0.00663774:1,0.00517548:4,0.0773948:1,0.0851337:4,0.0365486:2,0.0806914:4,0.00102035:1,0.0161054:4,0.00285973:1,0.246013:4,0.00864571:1,0.139826:4,0.00126691:1,0.342462:4,0.0232922:2,0.0491113:4,0.00485337:2,0.0473977:4,0.0115943:1,0.274906:4,0.00163866:1,0.0452266:4,0.0234014:2,0.0087052:4,0.0117894:1,0.0156629:4,0.00233884:1,0.00090383:4,0.0119454:1,0.048394:4,0.0252204:1,0.00729065:4,0.012647:1,0.0328852:4,0.0125503:2,0.112466:4,0.00691383:1,0.0612825:5,0.00712612:7,0.00985287:5,0.00143851:3,0.00635164}	{3,0}	((n1:{0,0.838721:2,0.0175166:4,0.0143682:1,0.0644969:4,0.0233566:2,0.134518:4,0.0429649:1,0.258963:4,0.0469704:1,0.0785616:4,0.0185445:1,0.115461},n0:{0,0.807001:4,0.0469628:2,0.0863351:4,0.00778169:1,0.00624434:4,0.0177884:2,0.144269:4,0.00472233:2,0.0133429:4,0.041375:1,0.11675:4,0.00947794:2,0.00870607:4,0.0147998:1,0.0332779:4,0.0130768:2,0.179483:4,0.0207796:1,0.0822698}):{1,0.101366:4,0.0195653:1,0.0160227:4,0.00663774:1,0.00517548:4,0.0773948:1,0.0851337:4,0.0365486:2,0.0806914:4,0.00102035:1,0.0161054:4,0.00285973:1,0.246013:4,0.00864571:1,0.139826:4,0.00126691:1,0.342462:4,0.0232922:2,0.0491113:4,0.00485337:2,0.0473977:4,0.0115943:1,0.274906:4,0.00163866:1,0.0452266:4,0.0234014:2,0.0087052:4,0.0117894:1,0.0156629:4,0.00233884:1,0.00090383:4,0.0119454:1,0.048394:4,0.0252204:1,0.00729065:4,0.012647:1,0.0328852:4,0.0125503:2,0.112466:4,0.00691383:1,0.0612825:5,0.00712612:7,0.00985287:5,0.00143851:3,0.00635164},n2:{0,0.801851:3,2.88258:6,0.0104983:3,0.0234384});
1300	{3,2.93766:6,0.0103676:3,0.150277}	{2,1.68756}	{1,0.958862:4,0.0457344:2,0.682962}	{2,0.555501:4,0.0419406:1,0.176245:4,0.026202:1,0.259913:4,0.0212409:7,0.000461873:5,0.0521694:7,0.0479982:6,0.0175608:3,0.119236:6,0.0630431:3,0.0292337}	{3,0}	((n1:{2,1.68756},n0:{1,0.958862:4,0.0457344:2,0.682962}):{2,0.555501:4,0.0419406:1,0.176245:4,0.026202:1,0.259913:4,0.0212409:7,0.000461873:5,0.0521694:7,0.0479982:6,0.0175608:3,0.119236:6,0.0630431:3,0.0292337},n2:{3,2.93766:6,0.0103676:3,0.150277});
1400	{3,2.63939:6,0.00168136:3,0.202941:5,0.0089935:3,0.168117:6,0.0096957:2,0.0744525:6,0.0106759:2,0.083813:4,0.0106154:2,0.0810163:4,0.0269647:7,0.0012682:4,0.0152745:7,0.00317171:6,0.0279401:3,0.10067:6,0.00727544:2,0.0407932:4,0.00814619:7,0.0407737:4,0.00471411:2,0.0576961:4,0.00206375:7,0.00305471:6,0.00199996:3,0.0114623:6,0.0218925:7,0.00628417:6,0.0252447:3,0.090676:5,0.00298601:3,0.0122729}	{2,0.730714:4,0.0227719:1,0.0850323:4,0.00208848:2,0.103372:4,0.00854785:1,0.0563661:4,0.0345798:1,0.0893358:4,0.0130848:1,0.236432:4,0.0128461:1,0.0477995:4,0.00984895:2,0.0407539}	{1,0.621035:4,0.0105273:1,0.0720347:4,0.0176798:1,0.188364:4,0.0149221:2,0.176518:4,0.00463119:1,0.265004:4,0.00432452:1,0.0699438:4,0.0354139:2,0.0131758}	{2,0.0449339:4,0.0197969:1,0.226063:4,0.0125795:2,0.46815:4,0.0289766:2,0.143292:4,0.000202116:2,0.0221867:4,0.00998666:2,0.0138581:4,0.0647965:1,0.078984:5,0.0207098:7,0.000572192:4,0.0119477:1,0.0134368:4,0.00233543:2,0.0158663:6,0.00307899:7,0.00386908:6,0.0223859:3,0.0470365:6,0.0321307:3,0.0339134:6,0.0502185:2,0.176636:6,0.034935:3,0.0154484:6,0.00805264:2,0.194921:6,0.0113362:3,0.13582:6,0.0143749:2,0.0673901:4,0.023059:2,0.0562362:6,0.000107632:2,0.100086:6,0.00833551:3,0.0221608:6,0.0172496:3,0.0329906}	{3,0}	((n0:{1,0.621035:4,0.0105273:1,0.0720347:4,0.0176798:1,0.188364:4,0.0149221:2,0.176518:4,0.00463119:1,0.265004:4,0.00432452:1,0.0699438:4,0.0354139:2,0.0131758},n1:{2,0.730714:4,0.0227719:1,0.0850323:4,0.00208848:2,0.103372:4,0.00854785:1,0.0563661:4,0.0345798:1,0.0893358:4,0.0130848:1,0.236432:4,0.0128461:1,0.0477995:4,0.00984895:2,0.0407539}):{2,0.0449339:4,0.0197969:1,0.226063:4,0.0125795:2,0.46815:4,0.0289766:2,0.143292:4,0.000202116:2,0.0221867:4,0.00998666:2,0.0138581:4,0.0647965:1,0.078984:5,0.0207098:7,0.000572192:4,0.0119477:1,0.0134368:4,0.00233543:2,0.0158663:6,0.00307899:7,0.00386908:6,0.0223859:3,0.0470365:6,0.0321307:3,0.0339134:6,0.0502185:2,0.176636:6,0.034935:3,0.0154484:6,0.00805264:2,0.194921:6,0.0113362:3,0.13582:6,0.0143749:2,0.0673901:4,0.023059:2,0.0562362:6,0.000107632:2,0.100086:6,0.00833551:3,0.0221608:6,0.0172496:3,0.0329906},n2:{3,2.63939:6,0.00168136:3,0.202941:5,0.0089935:3,0.168117:6,0.0096957:2,0.0744525:6,0.0106759:2,0.083813:4,0.0106154:2,0.0810163:4,0.0269647:7,0.0012682:4,0.0152745:7,0.00317171:6,0.0279401:3,0.10067:6,0.00727544:2,0.0407932:4,0.00814619:7,0.0407737:4,0.00471411:2,0.0576961:4,0.00206375:7,0.00305471:6,0.00199996:3,0.0114623:6,0.0218925:7,0.00628417:6,0.0252447:3,0.090676:5,0.00298601:3,0.0122729});
1500	{0,1.01022:3,2.15487:6,0.0477003:3,0.0673021:6,0.027618:2,0.181888:6,0.011463:3,0.00483308}	{0,0.979742:2,0.0729387:4,0.0025699:1,0.10711:4,0.0327037:2,0.0258728:4,0.00219328:1,0.238953:4,0.01514:1,0.0602316:4,0.0241848:2,0.0504356:4,0.0498259:1,0.00194875}	{0,1.03968:1,0.0398776:4,0.0038991:2,0.0229447:4,0.00891929:1,0.0437519:4,0.0117538:1,0.0910336:4,0.00185636:1,0.0157773:4,0.0131301:1,0.0290284:4,0.0557864:1,0.051762:4,0.00647704:2,0.192712:4,0.0226959:1,0.0127638}	{1,0.0254419:4,0.0242404:2,0.00418469:4,0.00968443:1,0.0670347:4,0.0400781:1,0.0294042:4,0.0122317:1,0.0102505:4,0.0199735:1,0.0732906:4,0.00388282:1,0.0181312:4,8.41465e-05:2,0.0132729:4,0.0234276:1,0.0262428:4,0.0254281:1,0.0508891:4,0.00723113:1,0.104163:4,0.00505787:2,0.325063:4,0.027966:1,0.12754:4,0.00803212:1,0.0722491:4,0.0347064:1,0.121419:4,0.00486889:1,0.0942578:4,0.0273236:2,0.0993342:4,0.0729846:2,0.0478039:6,0.028362:7,0.0193407:5,0.0812804:7,0.010872:6,0.00619079:3,0.0167717:5,0.00220657:7,0.00565864:6,0.0130415:3,0.00114485}	{3,0}	((n1:{0,0.979742:2,0.0729387:4,0.0025699:1,0.10711:4,0.0327037:2,0.0258728:4,0.00219328:1,0.238953:4,0.01514:1,0.0602316:4,0.0241848:2,0.0504356:4,0.0498259:1,0.00194875},n0:{0,1.03968:1,0.0398776:4,0.0038991:2,0.0229447:4,0.00891929:1,0.0437519:4,0.0117538:1,0.0910336:4,0.00185636:1,0.0157773:4,0.0131301:1,0.0290284:4,0.0557864:1,0.051762:4,0.00647704:2,0.192712:4,0.0226959:1,0.0127638}):{1,0.0254419:4,0.0242404:2,0.00418469:4,0.00968443:1,0.0670347:4,0.0400781:1,0.0294042:4,0.0122317:1,0.0102505:4,0.0199735:1,0.0732906:4,0.00388282:1,0.0181312:4,8.41465e-05:2,0.0132729:4,0.0234276:1,0.0262428:4,0.0254281:1,0.0508891:4,0.00723113:1,0.104163:4,0.00505787:2,0.325063:4,0.027966:1,0.12754:4,0.00803212:1,0.0722491:4,0.0347064:1,0.121419:4,0.00486889:1,0.0942578:4,0.0273236:2,0.0993342:4,0.0729846:2,0.0478039:6,0.028362:7,0.0193407:5,0.0812804:7,0.010872:6,0.00619079:3,0.0167717:5,0.00220657:7,0.00565864:6,0.0130415:3,0.00114485},n2:{0,1.01022:3,2.15487:6,0.0477003:3,0.0673021:6,0.027618:2,0.181888:6,0.011463:3,0.00483308});
1600	{3,3.78832:6,0.0299956:3,0.0204906}	{2,1.25313:4,0.0063964:1,0.131993:4,0.0159129:1,0.628752}	{1,1.56431:4,0.0202465:1,0.0645957:4,0.0751246:2,0.0817689:4,0.0166032:1,0.213537}	{1,0.86149:4,0.0865954:1,0.0802:4,0.0104323:1,0.233372:4,0.0434504:2,0.081926:4,0.0213886:2,0.101042:6,0.00694453:3,0.275776}	{3,0}	((n1:{2,1.25313:4,0.0063964:1,0.131993:4,0.0159129:1,0.628752},n0:{1,1.56431:4,0.0202465:1,0.0645957:4,0.0751246:2,0.0817689:4,0.0166032:1,0.213537}):{1,0.86149:4,0.0865954:1,0.0802:4,0.0104323:1,0.233372:4,0.0434504:2,0.081926:4,0.0213886:2,0.101042:6,0.00694453:3,0.275776},n2:{3,3.78832:6,0.0299956:3,0.0204906});
1700	{3,3.76195}	{2,1.14316}	{1,0.708508:4,0.105305:2,0.329351}	{2,2.24096:6,0.0823234:3,0.295508}	{3,0}	((n1:{2,1.14316},n0:{1,0.708508:4,0.105305:2,0.329351}):{2,2.24096:6,0.0823234:3,0.295508},n2:{3,3.76195});
1800	{3,3.01983:6,0.0589766:2,0.298256:4,0.0146657:2,0.0182696:6,0.0738893:3,0.0310602:5,0.0219455:3,0.131026:6,0.0147355:3,0.159786:6,0.00164127:3,0.0951342}	{2,0.718066}	{1,0.661863:4,0.0562031}	{4,0.000906494:2,0.0120988:4,0.00572359:1,0.481196:4,0.0300122:2,0.180615:4,0.0330942:2,0.0900559:4,0.0159319:2,0.433223:4,0.0141864:1,0.035773:4,0.0796799:1,0.241701:4,0.00723835:2,0.188113:4,0.03062:2,0.215894:4,0.0950498:1,0.0532549:4,0.00278041:1,0.204613:4,0.00431033:7,0.00247087:4,0.0239052:1,0.0493018:4,0.0151882:1,0.029903:4,0.0880911:2,0.0598872:6,0.0271784:3,0.246907:6,0.00841237:2,0.000342014:6,0.020308:7,0.0239785:6,0.0447059:3,0.0462541:5,0.0584328:3,0.0198152}	{3,0}	((n0:{1,0.661863:4,0.0562031},n1:{2,0.718066}):{4,0.000906494:2,0.0120988:4,0.00572359:1,0.481196:4,0.0300122:2,0.180615:4,0.0330942:2,0.0900559:4,0.0159319:2,0.433223:4,0.0141864:1,0.035773:4,0.0796799:1,0.241701:4,0.00723835:2,0.188113:4,0.03062:2,0.215894:4,0.0950498:1,0.0532549:4,0.00278041:1,0.204613:4,0.00431033:7,0.00247087:4,0.0239052:1,0.0493018:4,0.0151882:1,0.029903:4,0.0880911:2,0.0598872:6,0.0271784:3,0.246907:6,0.00841237:2,0.000342014:6,0.020308:7,0.0239785:6,0.0447059:3,0.0462541:5,0.0584328:3,0.0198152},n2:{3,3.01983:6,0.0589766:2,0.298256:4,0.0146657:2,0.0182696:6,0.0738893:3,0.0310602:5,0.0219455:3,0.131026:6,0.0147355:3,0.159786:6,0.00164127:3,0.0951342});
1900	{3,2.90616:6,0.240355:7,0.000125783:5,0.129179:7,0.0525909:6,0.00417127:3,0.282972:6,0.0269037:2,0.00771604:6,0.0452969:3,0.00910598}	{2,0.75811:4,0.234667:2,0.103838:4,0.0245716:1,0.193555}	{1,1.31474}	{1,0.423385:4,0.106654:2,0.67624:6,0.221739:7,0.0404749:6,0.486584:7,0.140901:6,0.065817:2,0.0813654:6,0.0827883:3,0.0638832}	{3,0}	((n1:{2,0.75811:4,0.234667:2,0.103838:4,0.0245716:1,0.193555},n0:{1,1.31474}):{1,0.423385:4,0.106654:2,0.67624:6,0.221739:7,0.0404749:6,0.486584:7,0.140901:6,0.065817:2,0.0813654:6,0.0827883:3,0.0638832},n2:{3,2.90616:6,0.240355:7,0.000125783:5,0.129179:7,0.0525909:6,0.00417127:3,0.282972:6,0.0269037:2,0.00771604:6,0.0452969:3,0.00910598});
2000	{3,3.51837}	{2,1.93848}	{1,1.41912:4,0.131563:1,0.295578:4,0.00507325:2,0.087143}	{2,1.21646:6,0.0964663:3,0.266968}	{3,0}	((n0:{1,1.41912:4,0.131563:1,0.295578:4,0.00507325:2,0.087143},n1:{2,1.93848}):{2,1.21646:6,0.0964663:3,0.266968},n2:{3,3.51837});
2100	{3,0.668332:0,2.87376:3,0.0290757:5,0.0204169:1,0.041109:4,0.0229923:1,0.214877:5,0.00335931:3,0.0494925}	{2,0.802957:4,0.00162236:2,0.17274:4,0.0013617:2,0.0262703}	{1,0.798723:4,0.00507037:2,0.201159}	{0,2.53956:6,0.0122229:2,0.035226:6,0.0129019:2,0.0798421:6,0.00691515:7,0.00523846:6,0.00086394:2,0.0595647:4,0.00178712:2,0.0117673:6,0.00341661:3,0.14915}	{3,0}	((n1:{2,0.802957:4,0.00162236:2,0.17274:4,0.0013617:2,0.0262703},n0:{1,0.798723:4,0.00507037:2,0.201159}):{0,2.53956:6,0.0122229:2,0.035226:6,0.0129019:2,0.0798421:6,0.00691515:7,0.00523846:6,0.00086394:2,0.0595647:4,0.00178712:2,0.0117673:6,0.00341661:3,0.14915},n2:{3,0.668332:0,2.87376:3,0.0290757:5,0.0204169:1,0.041109:4,0.0229923:1,0.214877:5,0.00335931:3,0.0494925});
