Iteration	1	2	3	4	5	simmap
297300	{3,0.17032:5,0.763933:1,0.501748}	{4,0.464259:2,0.639454:6,0.00363719:3,0.32865}	{4,0.292938:2,0.860067:6,0.577792:3,1.36812:5,0.30713:3,0.253055}	{5,0.24332:1,0.198169:5,0.579878:3,1.20174}	{3,0}	((n0:{4,0.464259:2,0.639454:6,0.00363719:3,0.32865},n2:{3,0.17032:5,0.763933:1,0.501748}):{5,0.24332:1,0.198169:5,0.579878:3,1.20174},n1:{4,0.292938:2,0.860067:6,0.577792:3,1.36812:5,0.30713:3,0.253055});
297400	{3,3.36988}	{4,0.493311:7,0.970292:5,0.379712:3,1.61553}	{4,0.181763:7,0.689964:4,0.0462862:1,0.15685:5,0.290092:7,0.247777:6,0.108347:7,0.302553:6,0.184189:3,1.16206}	{3,0.0889622}	{3,0}	((n2:{3,3.36988},n1:{4,0.181763:7,0.689964:4,0.0462862:1,0.15685:5,0.290092:7,0.247777:6,0.108347:7,0.302553:6,0.184189:3,1.16206}):{3,0.0889622},n0:{4,0.493311:7,0.970292:5,0.379712:3,1.61553});
297500	{3,1.23067:6,0.0113152:2,0.98224}	{4,1.02799:7,1.19623}	{4,1.76785:2,0.0330504:4,0.0534712:7,0.200126:6,0.416953:3,0.698064}	{7,0.464393:6,0.0214209:3,0.459474}	{3,0}	((n0:{4,1.02799:7,1.19623},n2:{3,1.23067:6,0.0113152:2,0.98224}):{7,0.464393:6,0.0214209:3,0.459474},n1:{4,1.76785:2,0.0330504:4,0.0534712:7,0.200126:6,0.416953:3,0.698064});
297600	{3,3.96085}	{4,0.606069:1,0.468341:5,0.560368:3,2.22781}	{4,0.0997789:2,0.382493:6,0.191655:3,1.23254:5,1.12177:3,0.834343}	{3,0.0982606}	{3,0}	(n2:{3,3.96085},(n0:{4,0.606069:1,0.468341:5,0.560368:3,2.22781},n1:{4,0.0997789:2,0.382493:6,0.191655:3,1.23254:5,1.12177:3,0.834343}):{3,0.0982606});
297700	{3,1.44936:6,0.461696:3,1.38325}	{4,0.695425:1,0.241872:5,0.0162876:3,2.6298}	{4,0.403198:7,0.0663796:4,0.84329:2,0.967164:6,0.0298555:2,0.287866:6,0.496695:3,0.19986}	{3,0.289076}	{3,0}	((n2:{3,1.44936:6,0.461696:3,1.38325},n1:{4,0.403198:7,0.0663796:4,0.84329:2,0.967164:6,0.0298555:2,0.287866:6,0.496695:3,0.19986}):{3,0.289076},n0:{4,0.695425:1,0.241872:5,0.0162876:3,2.6298});
297800	{3,0.788894:5,0.0379797:7,0.324682:5,0.758422:3,2.07372}	{4,2.22892:7,0.0703191:6,1.53292:3,0.151376}	{4,1.20857:1,1.54421:5,0.294911:3,0.935844}	{3,0.000161826}	{3,0}	((n1:{4,1.20857:1,1.54421:5,0.294911:3,0.935844},n0:{4,2.22892:7,0.0703191:6,1.53292:3,0.151376}):{3,0.000161826},n2:{3,0.788894:5,0.0379797:7,0.324682:5,0.758422:3,2.07372});
297900	{3,0.0475193:6,0.340213:2,1.30285}	{4,0.386459:1,0.0449094:4,0.0792857:2,1.17993}	{4,0.441988:7,0.909904:6,1.12519:3,0.856274}	{2,1.03788:6,0.266184:3,0.338709}	{3,0}	((n0:{4,0.386459:1,0.0449094:4,0.0792857:2,1.17993},n2:{3,0.0475193:6,0.340213:2,1.30285}):{2,1.03788:6,0.266184:3,0.338709},n1:{4,0.441988:7,0.909904:6,1.12519:3,0.856274});
298000	{3,1.20551:6,1.14576:3,0.276357}	{4,0.479917:2,1.10563:4,0.194676:7,0.203972:5,0.449865:3,0.19357}	{4,0.0308071:7,0.358827:4,0.548105:1,0.0368019:5,0.233103:1,0.484454:5,0.176401:3,0.0911005:6,0.197301:3,1.66216}	{3,1.19143}	{3,0}	((n0:{4,0.479917:2,1.10563:4,0.194676:7,0.203972:5,0.449865:3,0.19357},n2:{3,1.20551:6,1.14576:3,0.276357}):{3,1.19143},n1:{4,0.0308071:7,0.358827:4,0.548105:1,0.0368019:5,0.233103:1,0.484454:5,0.176401:3,0.0911005:6,0.197301:3,1.66216});
298100	{3,3.57483}	{4,0.449415:1,0.516742:5,0.169677:3,1.73308}	{4,0.439124:7,1.94064:5,0.14516:3,0.343987}	{3,0.705912}	{3,0}	((n1:{4,0.439124:7,1.94064:5,0.14516:3,0.343987},n0:{4,0.449415:1,0.516742:5,0.169677:3,1.73308}):{3,0.705912},n2:{3,3.57483});
298200	{3,2.92609:5,0.232029:3,0.698977}	{4,1.33493:7,1.09648:5,0.435569}	{4,0.669552:1,0.0886167:4,1.17685:1,0.931957}	{5,0.640731:3,0.349385}	{3,0}	((n0:{4,1.33493:7,1.09648:5,0.435569},n1:{4,0.669552:1,0.0886167:4,1.17685:1,0.931957}):{5,0.640731:3,0.349385},n2:{3,2.92609:5,0.232029:3,0.698977});
298300	{3,3.62517}	{4,0.353382:1,2.15054:4,0.129192:2,0.992051}	{4,0.437334:2,0.261265:6,1.82898:3,1.35984}	{6,0.154569:3,0.107671}	{3,0}	((n0:{4,0.353382:1,2.15054:4,0.129192:2,0.992051},n2:{3,3.62517}):{6,0.154569:3,0.107671},n1:{4,0.437334:2,0.261265:6,1.82898:3,1.35984});
298400	{3,0.126422:6,0.577387:3,0.965961:6,1.47558:3,0.0404355}	{4,0.591425:1,0.543476:5,0.896409:3,1.15447}	{4,0.281038:2,0.483915:4,0.00555275:1,0.384836:5,1.27672:1,0.141765:4,0.489861:2,0.119739:4,0.0592863:7,0.0422308:5,0.000727273:3,0.673939}	{3,0.773829}	{3,0}	((n2:{3,0.126422:6,0.577387:3,0.965961:6,1.47558:3,0.0404355},n0:{4,0.591425:1,0.543476:5,0.896409:3,1.15447}):{3,0.773829},n1:{4,0.281038:2,0.483915:4,0.00555275:1,0.384836:5,1.27672:1,0.141765:4,0.489861:2,0.119739:4,0.0592863:7,0.0422308:5,0.000727273:3,0.673939});
298500	{3,2.84171}	{4,0.0112013:7,1.21328:5,0.96602:7,0.563127:6,0.088079}	{4,0.670802:2,0.615999:4,1.61208:7,0.48675:6,0.293156:3,0.137467}	{6,0.534541:3,0.440001}	{3,0}	((n0:{4,0.0112013:7,1.21328:5,0.96602:7,0.563127:6,0.088079},n2:{3,2.84171}):{6,0.534541:3,0.440001},n1:{4,0.670802:2,0.615999:4,1.61208:7,0.48675:6,0.293156:3,0.137467});
298600	{3,1.49795}	{4,0.0280406:1,0.528285:4,0.144257:1,0.191874:5,0.206736:3,0.398755}	{4,0.321453:7,0.107002:6,0.548284:3,2.0739:6,0.0882184:3,0.201842}	{3,1.84275}	{3,0}	((n0:{4,0.0280406:1,0.528285:4,0.144257:1,0.191874:5,0.206736:3,0.398755},n2:{3,1.49795}):{3,1.84275},n1:{4,0.321453:7,0.107002:6,0.548284:3,2.0739:6,0.0882184:3,0.201842});
298700	{3,1.1082}	{4,0.7507:1,0.0552633:5,0.127519:3,0.174719}	{4,0.247965:7,1.40497:4,0.153683:7,0.779954:6,0.123333:3,0.805862}	{3,2.40757}	{3,0}	((n0:{4,0.7507:1,0.0552633:5,0.127519:3,0.174719},n2:{3,1.1082}):{3,2.40757},n1:{4,0.247965:7,1.40497:4,0.153683:7,0.779954:6,0.123333:3,0.805862});
298800	{3,0.946359}	{4,0.588119:1,0.35824}	{4,0.351656:1,0.949545:5,0.352072:3,1.60155}	{5,0.253928:7,1.12348:5,0.492184:3,0.438881}	{3,0}	((n2:{3,0.946359},n0:{4,0.588119:1,0.35824}):{5,0.253928:7,1.12348:5,0.492184:3,0.438881},n1:{4,0.351656:1,0.949545:5,0.352072:3,1.60155});
298900	{3,1.40854}	{4,0.153041:7,0.0331628:6,0.478433:2,0.0671669:6,0.0666484:3,0.610084}	{4,0.940581:2,1.4746:6,0.107713:3,0.499767}	{3,1.61413}	{3,0}	((n0:{4,0.153041:7,0.0331628:6,0.478433:2,0.0671669:6,0.0666484:3,0.610084},n2:{3,1.40854}):{3,1.61413},n1:{4,0.940581:2,1.4746:6,0.107713:3,0.499767});
299000	{3,0.598733:6,0.400544:7,0.71038}	{4,0.772502:1,0.937155}	{4,0.730522:2,0.664037:4,0.134209:1,0.0346385:5,0.0807774:3,1.76253}	{7,0.0995064:6,0.118693:3,1.47885}	{3,0}	((n0:{4,0.772502:1,0.937155},n2:{3,0.598733:6,0.400544:7,0.71038}):{7,0.0995064:6,0.118693:3,1.47885},n1:{4,0.730522:2,0.664037:4,0.134209:1,0.0346385:5,0.0807774:3,1.76253});
299100	{3,2.4197}	{4,0.928172:2,0.898486:6,0.547468:3,0.045577}	{4,0.384912:1,0.514698:5,1.84199:3,0.360229}	{3,0.682129}	{3,0}	((n0:{4,0.928172:2,0.898486:6,0.547468:3,0.045577},n2:{3,2.4197}):{3,0.682129},n1:{4,0.384912:1,0.514698:5,1.84199:3,0.360229});
299200	{3,0.125318:6,0.334027:3,2.97941}	{4,0.428085:7,0.681906:5,2.01932:3,0.30944}	{4,0.465321:1,0.149089:4,0.725527:7,1.0399:6,0.396614:3,0.831607}	{3,0.169304}	{3,0}	((n2:{3,0.125318:6,0.334027:3,2.97941},n0:{4,0.428085:7,0.681906:5,2.01932:3,0.30944}):{3,0.169304},n1:{4,0.465321:1,0.149089:4,0.725527:7,1.0399:6,0.396614:3,0.831607});
299300	{3,1.04527:6,0.503245:7,0.0379173:5,0.0460144:7,1.21007:6,0.34123:3,0.103589}	{4,1.00078:7,0.867989:5,1.46176:3,0.165237}	{4,1.40853:2,0.482648:4,0.566498:7,0.0747354:6,0.0710285:7,0.241006:6,0.365124:3,0.0777702}	{3,0.208435}	{3,0}	((n2:{3,1.04527:6,0.503245:7,0.0379173:5,0.0460144:7,1.21007:6,0.34123:3,0.103589},n1:{4,1.40853:2,0.482648:4,0.566498:7,0.0747354:6,0.0710285:7,0.241006:6,0.365124:3,0.0777702}):{3,0.208435},n0:{4,1.00078:7,0.867989:5,1.46176:3,0.165237});
299400	{3,3.46118}	{4,1.60368:7,0.478388:6,0.595649:7,0.221214:5,0.561047:3,0.0256254}	{4,0.0288246:7,0.776937:4,1.23339:1,0.254093:5,0.144501:3,1.02343}	{3,0.0244288}	{3,0}	((n1:{4,0.0288246:7,0.776937:4,1.23339:1,0.254093:5,0.144501:3,1.02343},n2:{3,3.46118}):{3,0.0244288},n0:{4,1.60368:7,0.478388:6,0.595649:7,0.221214:5,0.561047:3,0.0256254});
299500	{3,1.75594:5,0.724884:3,1.49228}	{4,0.295205:1,0.241589:5,0.210398:1,1.70954}	{4,0.781823:7,0.351995:6,1.01239:3,0.310524}	{5,0.00087007:3,1.51551}	{3,0}	((n1:{4,0.781823:7,0.351995:6,1.01239:3,0.310524},n0:{4,0.295205:1,0.241589:5,0.210398:1,1.70954}):{5,0.00087007:3,1.51551},n2:{3,1.75594:5,0.724884:3,1.49228});
299600	{3,0.861343:5,0.423296:3,2.6168}	{4,0.101843:2,0.435021:6,0.315813:3,0.852682:6,0.403147}	{4,0.962835:7,0.0575632:6,0.689948:3,0.398161}	{6,0.667976:3,1.12496}	{3,0}	((n1:{4,0.962835:7,0.0575632:6,0.689948:3,0.398161},n0:{4,0.101843:2,0.435021:6,0.315813:3,0.852682:6,0.403147}):{6,0.667976:3,1.12496},n2:{3,0.861343:5,0.423296:3,2.6168});
299700	{3,1.53076:6,0.0806434:3,2.012}	{4,0.13143:7,0.578566:5,0.602583:3,2.66588}	{4,2.49739:7,0.140615:5,0.0582076:3,0.92719}	{3,0.355054}	{3,0}	((n1:{4,2.49739:7,0.140615:5,0.0582076:3,0.92719},n2:{3,1.53076:6,0.0806434:3,2.012}):{3,0.355054},n0:{4,0.13143:7,0.578566:5,0.602583:3,2.66588});
299800	{3,2.66449}	{4,0.0145392:1,0.387333:5,1.34595:3,0.308788:5,0.4447:3,0.163184}	{4,0.0580757:2,0.0822172:6,0.0864745:2,1.20529:6,0.13937:3,1.614}	{3,0.520938}	{3,0}	((n0:{4,0.0145392:1,0.387333:5,1.34595:3,0.308788:5,0.4447:3,0.163184},n2:{3,2.66449}):{3,0.520938},n1:{4,0.0580757:2,0.0822172:6,0.0864745:2,1.20529:6,0.13937:3,1.614});
299900	{3,0.854197:5,0.521315:7,0.368084:6,0.262986:3,0.424297}	{4,0.0192832:7,0.527011:6,1.88459}	{4,0.0490427:2,0.237525:4,0.0660072:1,0.194122:4,0.235024:1,0.674077:5,0.0236446:1,1.12382:5,0.257103:3,0.55645}	{6,0.393445:3,0.592486}	{3,0}	((n2:{3,0.854197:5,0.521315:7,0.368084:6,0.262986:3,0.424297},n0:{4,0.0192832:7,0.527011:6,1.88459}):{6,0.393445:3,0.592486},n1:{4,0.0490427:2,0.237525:4,0.0660072:1,0.194122:4,0.235024:1,0.674077:5,0.0236446:1,1.12382:5,0.257103:3,0.55645});
300000	{3,3.96632}	{4,0.254945:1,1.29551:4,0.496943:7,0.706994:6,0.000302671:3,1.15595}	{4,0.275738:7,0.563158:5,1.54556:1,0.796941:5,0.441236:3,0.288016}	{3,0.0556684}	{3,0}	(n2:{3,3.96632},(n0:{4,0.254945:1,1.29551:4,0.496943:7,0.706994:6,0.000302671:3,1.15595},n1:{4,0.275738:7,0.563158:5,1.54556:1,0.796941:5,0.441236:3,0.288016}):{3,0.0556684});
300100	{3,0.18988:6,1.04064:3,0.21122:5,0.423714:1,0.0755608}	{4,0.802653:1,1.13836}	{4,0.829268:7,0.167566:6,0.202868:3,2.27951}	{1,0.864328:5,0.558856:3,0.115013}	{3,0}	((n2:{3,0.18988:6,1.04064:3,0.21122:5,0.423714:1,0.0755608},n0:{4,0.802653:1,1.13836}):{1,0.864328:5,0.558856:3,0.115013},n1:{4,0.829268:7,0.167566:6,0.202868:3,2.27951});
300200	{3,0.6817:5,0.244133:1,0.503469:5,0.282329}	{4,0.210352:7,1.09937:5,0.12709:3,0.274819}	{4,0.535043:1,0.3271:5,0.427724:3,1.76582}	{5,0.483824:3,0.860231}	{3,0}	((n0:{4,0.210352:7,1.09937:5,0.12709:3,0.274819},n2:{3,0.6817:5,0.244133:1,0.503469:5,0.282329}):{5,0.483824:3,0.860231},n1:{4,0.535043:1,0.3271:5,0.427724:3,1.76582});
300300	{3,1.64971:5,0.435194}	{4,0.017942:7,0.352068:5,0.277468:3,1.43742}	{4,0.227453:2,0.278908:4,0.94028:2,0.231766:6,0.510415:7,0.251919:5,0.0363343:3,1.14609}	{5,0.533516:7,0.137717:5,0.167382:3,0.699653}	{3,0}	((n0:{4,0.017942:7,0.352068:5,0.277468:3,1.43742},n2:{3,1.64971:5,0.435194}):{5,0.533516:7,0.137717:5,0.167382:3,0.699653},n1:{4,0.227453:2,0.278908:4,0.94028:2,0.231766:6,0.510415:7,0.251919:5,0.0363343:3,1.14609});
300400	{3,0.164644:6,0.154861:2,1.2161:6,0.273839:3,0.288807:6,0.782294:3,0.434641}	{4,0.0178728:7,0.966236:5,0.236952:3,2.09413}	{4,0.566558:1,0.157374:4,0.275868:7,0.122985:5,1.28309:3,0.592797:6,0.497406:3,0.11626}	{3,0.297152}	{3,0}	((n2:{3,0.164644:6,0.154861:2,1.2161:6,0.273839:3,0.288807:6,0.782294:3,0.434641},n0:{4,0.0178728:7,0.966236:5,0.236952:3,2.09413}):{3,0.297152},n1:{4,0.566558:1,0.157374:4,0.275868:7,0.122985:5,1.28309:3,0.592797:6,0.497406:3,0.11626});
300500	{3,0.269575:6,1.31793:3,1.12469}	{4,0.767811:7,0.907579:6,1.93649:3,0.127679}	{4,0.71812:2,1.99408}	{6,0.90356:3,0.123802}	{3,0}	((n2:{3,0.269575:6,1.31793:3,1.12469},n1:{4,0.71812:2,1.99408}):{6,0.90356:3,0.123802},n0:{4,0.767811:7,0.907579:6,1.93649:3,0.127679});
300600	{3,1.24963:5,0.326966:3,1.06818}	{4,0.681389:7,0.0446977:4,0.853689:7,0.0232498:6,0.219383:3,0.822367}	{4,1.24317:7,0.138627:6,0.334437:3,1.35109}	{3,0.422547}	{3,0}	((n0:{4,0.681389:7,0.0446977:4,0.853689:7,0.0232498:6,0.219383:3,0.822367},n2:{3,1.24963:5,0.326966:3,1.06818}):{3,0.422547},n1:{4,1.24317:7,0.138627:6,0.334437:3,1.35109});
300700	{3,1.46118}	{4,0.0923976:2,0.253154:6,0.196434:3,0.919195}	{4,0.579083:7,0.742407:6,1.08601:7,0.0508673:6,0.00642022:3,0.61015}	{3,1.61376}	{3,0}	((n0:{4,0.0923976:2,0.253154:6,0.196434:3,0.919195},n2:{3,1.46118}):{3,1.61376},n1:{4,0.579083:7,0.742407:6,1.08601:7,0.0508673:6,0.00642022:3,0.61015});
300800	{3,1.01132}	{4,0.118493:2,0.25263:6,0.314986:3,0.325209}	{4,0.734416:7,0.098014:6,0.109816:7,0.379727:6,1.07969:2,0.202512:6,0.747613:3,0.251685}	{3,2.59216}	{3,0}	((n0:{4,0.118493:2,0.25263:6,0.314986:3,0.325209},n2:{3,1.01132}):{3,2.59216},n1:{4,0.734416:7,0.098014:6,0.109816:7,0.379727:6,1.07969:2,0.202512:6,0.747613:3,0.251685});
300900	{3,1.10785}	{4,0.0548625:2,0.580743:6,0.397683:3,0.074563}	{4,0.0213099:2,0.174422:4,0.294466:7,0.234495:6,0.0220373:3,0.661019:6,0.0502132:3,1.9749}	{3,2.32501}	{3,0}	((n2:{3,1.10785},n0:{4,0.0548625:2,0.580743:6,0.397683:3,0.074563}):{3,2.32501},n1:{4,0.0213099:2,0.174422:4,0.294466:7,0.234495:6,0.0220373:3,0.661019:6,0.0502132:3,1.9749});
301000	{3,1.18561}	{4,0.325145:2,0.296818:4,0.134867:1,0.428782}	{4,0.326806:2,0.886961:6,1.46593:3,1.1535}	{5,0.241431:3,2.40615}	{3,0}	((n2:{3,1.18561},n0:{4,0.325145:2,0.296818:4,0.134867:1,0.428782}):{5,0.241431:3,2.40615},n1:{4,0.326806:2,0.886961:6,1.46593:3,1.1535});
301100	{3,1.04928}	{4,1.04928}	{4,0.194801:2,3.27434:6,0.03061:3,0.334992}	{7,0.181792:5,0.293782:7,0.587567:5,0.621945:1,0.546719:5,0.123745:3,0.42991}	{3,0}	((n0:{4,1.04928},n2:{3,1.04928}):{7,0.181792:5,0.293782:7,0.587567:5,0.621945:1,0.546719:5,0.123745:3,0.42991},n1:{4,0.194801:2,3.27434:6,0.03061:3,0.334992});
301200	{3,1.54752}	{4,1.16737:7,0.307007:5,0.0731368}	{4,1.11223:7,0.776636:6,0.137841:7,0.0915008:6,0.202214:3,0.919563}	{5,0.99638:3,0.696092}	{3,0}	((n0:{4,1.16737:7,0.307007:5,0.0731368},n2:{3,1.54752}):{5,0.99638:3,0.696092},n1:{4,1.11223:7,0.776636:6,0.137841:7,0.0915008:6,0.202214:3,0.919563});
301300	{3,1.87767}	{4,0.372725:2,0.321881:6,0.837665:3,0.3454}	{4,0.147887:7,0.554852:5,0.278042:3,0.871017:6,0.730079:3,1.2939}	{3,1.9981}	{3,0}	((n2:{3,1.87767},n0:{4,0.372725:2,0.321881:6,0.837665:3,0.3454}):{3,1.9981},n1:{4,0.147887:7,0.554852:5,0.278042:3,0.871017:6,0.730079:3,1.2939});
301400	{3,0.934574}	{4,0.880192:2,0.0543828}	{4,0.981503:7,0.910981:5,0.0299025:3,2.01498}	{6,0.347483:3,0.0819339:6,0.206476:3,2.3669}	{3,0}	((n0:{4,0.880192:2,0.0543828},n2:{3,0.934574}):{6,0.347483:3,0.0819339:6,0.206476:3,2.3669},n1:{4,0.981503:7,0.910981:5,0.0299025:3,2.01498});
301500	{3,0.115437:6,0.0291626:2,0.529523}	{4,0.247549:2,0.426573}	{4,0.172683:1,1.45791:5,0.19364:3,1.98604}	{2,1.69337:6,0.160867:7,0.922483:5,0.197461:3,0.161967}	{3,0}	((n2:{3,0.115437:6,0.0291626:2,0.529523},n0:{4,0.247549:2,0.426573}):{2,1.69337:6,0.160867:7,0.922483:5,0.197461:3,0.161967},n1:{4,0.172683:1,1.45791:5,0.19364:3,1.98604});
301600	{3,1.08627}	{4,0.586424:7,0.144127:5,0.328351:3,0.0273691}	{4,0.275387:2,0.274011:6,0.331193:3,1.59339:6,1.0282:3,0.0870205}	{3,1.68808:5,0.636923:3,0.177922}	{3,0}	((n2:{3,1.08627},n0:{4,0.586424:7,0.144127:5,0.328351:3,0.0273691}):{3,1.68808:5,0.636923:3,0.177922},n1:{4,0.275387:2,0.274011:6,0.331193:3,1.59339:6,1.0282:3,0.0870205});
301700	{3,1.33779}	{4,0.0651202:7,0.0221094:6,0.507891:3,0.742668}	{4,0.947294:7,0.819405:6,1.226:3,0.183456}	{3,1.83836}	{3,0}	((n2:{3,1.33779},n0:{4,0.0651202:7,0.0221094:6,0.507891:3,0.742668}):{3,1.83836},n1:{4,0.947294:7,0.819405:6,1.226:3,0.183456});
301800	{3,0.916451:5,0.0604173:1,0.199324}	{4,1.17619}	{4,0.652929:1,1.74993:5,0.129482:3,1.17402}	{4,1.35562:7,0.594806:5,0.283886:3,0.29586}	{3,0}	((n2:{3,0.916451:5,0.0604173:1,0.199324},n0:{4,1.17619}):{4,1.35562:7,0.594806:5,0.283886:3,0.29586},n1:{4,0.652929:1,1.74993:5,0.129482:3,1.17402});
301900	{3,0.795949}	{4,0.0342285:7,0.76172}	{4,0.348624:2,2.73877:6,0.197603:3,0.355335}	{7,0.509908:5,0.682385:3,0.510261:6,0.513416:3,0.628414}	{3,0}	((n2:{3,0.795949},n0:{4,0.0342285:7,0.76172}):{7,0.509908:5,0.682385:3,0.510261:6,0.513416:3,0.628414},n1:{4,0.348624:2,2.73877:6,0.197603:3,0.355335});
302000	{3,0.889813}	{4,0.0538482:7,0.18225:6,0.629909:3,0.0238047}	{4,2.17955:7,0.0402801:6,0.679627:3,0.19066}	{3,2.2003}	{3,0}	((n2:{3,0.889813},n0:{4,0.0538482:7,0.18225:6,0.629909:3,0.0238047}):{3,2.2003},n1:{4,2.17955:7,0.0402801:6,0.679627:3,0.19066});
302100	{3,1.46204}	{4,0.677114:7,0.0904244:6,0.134029:3,0.560474}	{4,0.788223:1,1.55863:5,0.532482:3,0.312783}	{3,1.73008}	{3,0}	((n2:{3,1.46204},n0:{4,0.677114:7,0.0904244:6,0.134029:3,0.560474}):{3,1.73008},n1:{4,0.788223:1,1.55863:5,0.532482:3,0.312783});
302200	{3,2.01317}	{4,1.14032:2,0.377557:6,0.192573:3,0.302722}	{4,0.267145:1,0.585776:5,0.887657:1,1.3754:5,0.615919:3,0.000286}	{3,1.30532:5,0.00490644:3,0.408781}	{3,0}	((n0:{4,1.14032:2,0.377557:6,0.192573:3,0.302722},n2:{3,2.01317}):{3,1.30532:5,0.00490644:3,0.408781},n1:{4,0.267145:1,0.585776:5,0.887657:1,1.3754:5,0.615919:3,0.000286});
302300	{3,1.74776}	{4,0.282687:7,0.0128586:5,1.24831:3,0.203906}	{4,0.378756:7,0.452864:5,0.304967:7,0.892928:5,0.350764:3,0.935361}	{3,0.178245:5,0.202745:7,0.0291699:6,0.0527284:3,0.280923:6,0.601215:3,0.222857}	{3,0}	((n0:{4,0.282687:7,0.0128586:5,1.24831:3,0.203906},n2:{3,1.74776}):{3,0.178245:5,0.202745:7,0.0291699:6,0.0527284:3,0.280923:6,0.601215:3,0.222857},n1:{4,0.378756:7,0.452864:5,0.304967:7,0.892928:5,0.350764:3,0.935361});
302400	{3,1.56943}	{4,0.0863871:7,0.435765:4,0.0434997:7,0.0957771:6,0.709261:3,0.198743}	{4,0.12087:7,0.453538:4,0.116771:7,0.379617:4,0.352683:7,0.0602876:5,0.0288415:7,0.297228:6,0.137953:3,1.28736}	{3,1.08998:5,0.52824:3,0.0474957}	{3,0}	((n2:{3,1.56943},n0:{4,0.0863871:7,0.435765:4,0.0434997:7,0.0957771:6,0.709261:3,0.198743}):{3,1.08998:5,0.52824:3,0.0474957},n1:{4,0.12087:7,0.453538:4,0.116771:7,0.379617:4,0.352683:7,0.0602876:5,0.0288415:7,0.297228:6,0.137953:3,1.28736});
302500	{3,1.46188}	{4,0.365252:7,0.227222:5,0.312893:3,0.55651}	{4,0.104954:1,0.316816:5,0.650514:3,1.40514:5,1.13248:3,0.0436651}	{3,2.19169}	{3,0}	((n2:{3,1.46188},n0:{4,0.365252:7,0.227222:5,0.312893:3,0.55651}):{3,2.19169},n1:{4,0.104954:1,0.316816:5,0.650514:3,1.40514:5,1.13248:3,0.0436651});
302600	{3,0.323183:6,0.347718:3,1.17624}	{4,0.00271132:1,0.00125354:5,0.414145:3,1.42904}	{4,0.063184:2,0.0238326:4,0.291905:1,2.25948:5,0.0889902:7,0.275299:6,0.231705:3,0.0584607}	{3,0.03323:6,0.632665:3,0.779818}	{3,0}	((n2:{3,0.323183:6,0.347718:3,1.17624},n0:{4,0.00271132:1,0.00125354:5,0.414145:3,1.42904}):{3,0.03323:6,0.632665:3,0.779818},n1:{4,0.063184:2,0.0238326:4,0.291905:1,2.25948:5,0.0889902:7,0.275299:6,0.231705:3,0.0584607});
302700	{3,1.6595}	{4,0.583088:7,0.068463:5,0.815187:3,0.192763}	{4,0.0775265:1,1.6242:5,0.225772:3,1.37368}	{3,1.64168}	{3,0}	((n0:{4,0.583088:7,0.068463:5,0.815187:3,0.192763},n2:{3,1.6595}):{3,1.64168},n1:{4,0.0775265:1,1.6242:5,0.225772:3,1.37368});
302800	{3,3.96133}	{4,0.360532:7,0.125099:5,0.443674:1,0.8911:5,0.0982636:1,0.456991}	{4,0.540965:1,1.83469}	{1,0.0828132:4,0.0491462:7,0.0879207:5,0.47487:3,0.535657:6,0.00765365:3,0.347609}	{3,0}	((n1:{4,0.540965:1,1.83469},n0:{4,0.360532:7,0.125099:5,0.443674:1,0.8911:5,0.0982636:1,0.456991}):{1,0.0828132:4,0.0491462:7,0.0879207:5,0.47487:3,0.535657:6,0.00765365:3,0.347609},n2:{3,3.96133});
302900	{3,0.178198:5,0.217448:7,0.761425:6,0.45769:7,0.236511:5,1.15525:3,0.110778}	{4,0.663485:7,0.0174948:4,0.0451944:7,0.502011:5,0.586089:7,0.384903:6,0.000424776:3,0.190215}	{4,0.448785:2,0.939037:6,0.0788356:3,0.923158}	{3,0.264343:5,0.0857551:3,0.377383}	{3,0}	((n1:{4,0.448785:2,0.939037:6,0.0788356:3,0.923158},n0:{4,0.663485:7,0.0174948:4,0.0451944:7,0.502011:5,0.586089:7,0.384903:6,0.000424776:3,0.190215}):{3,0.264343:5,0.0857551:3,0.377383},n2:{3,0.178198:5,0.217448:7,0.761425:6,0.45769:7,0.236511:5,1.15525:3,0.110778});
303000	{3,0.767902:5,0.846954:7,0.789197:6,0.406806:3,0.435368}	{4,0.173233:7,0.431796:5,0.732061:3,1.72614}	{4,0.0977524:2,0.691494:4,0.759507:7,1.01901:6,0.132493:3,0.362968}	{3,0.183002}	{3,0}	((n0:{4,0.173233:7,0.431796:5,0.732061:3,1.72614},n1:{4,0.0977524:2,0.691494:4,0.759507:7,1.01901:6,0.132493:3,0.362968}):{3,0.183002},n2:{3,0.767902:5,0.846954:7,0.789197:6,0.406806:3,0.435368});
303100	{3,0.0473614:6,0.651689:3,3.28768}	{4,0.432717:2,1.09631:6,0.541684:3,0.568298}	{4,0.455819:1,0.0782527:5,0.17774:3,1.9272}	{3,1.34772}	{3,0}	((n1:{4,0.455819:1,0.0782527:5,0.17774:3,1.9272},n0:{4,0.432717:2,1.09631:6,0.541684:3,0.568298}):{3,1.34772},n2:{3,0.0473614:6,0.651689:3,3.28768});
