Iteration	1	2	3	4	5	simmap
0	{3,0.8}	{4,0.288998:1,0.0598027:5,0.319458:3,0.131742}	{4,0.55554:2,0.430782:6,0.656225:3,1.35745}	{3,2.2}	{3,0}	(n1:{4,0.55554:2,0.430782:6,0.656225:3,1.35745},(n0:{4,0.288998:1,0.0598027:5,0.319458:3,0.131742},n2:{3,0.8}):{3,2.2});
100	{3,1.04006}	{4,0.953491:2,0.0865684}	{4,0.0915919:1,0.458257:5,0.88321:3,1.71011}	{6,0.244382:7,0.0637118:6,1.72703:3,0.0679813}	{3,0}	((n2:{3,1.04006},n0:{4,0.953491:2,0.0865684}):{6,0.244382:7,0.0637118:6,1.72703:3,0.0679813},n1:{4,0.0915919:1,0.458257:5,0.88321:3,1.71011});
200	{3,0.74201}	{4,0.74201}	{4,0.412445:1,1.97181:4,0.0323851:1,0.463019:4,0.0488642:7,0.404856:5,0.305229:3,0.12041}	{7,2.01846:5,0.069206:3,0.180259:6,0.481881:3,0.267202}	{3,0}	((n0:{4,0.74201},n2:{3,0.74201}):{7,2.01846:5,0.069206:3,0.180259:6,0.481881:3,0.267202},n1:{4,0.412445:1,1.97181:4,0.0323851:1,0.463019:4,0.0488642:7,0.404856:5,0.305229:3,0.12041});
300	{3,1.00358}	{4,0.115346:2,0.0346782:6,0.148173:2,0.705388}	{4,0.616711:7,0.0284437:6,0.312356:3,2.05816}	{6,0.372003:3,1.64009}	{3,0}	((n2:{3,1.00358},n0:{4,0.115346:2,0.0346782:6,0.148173:2,0.705388}):{6,0.372003:3,1.64009},n1:{4,0.616711:7,0.0284437:6,0.312356:3,2.05816});
400	{3,2.31086:6,0.210531:3,1.04622}	{4,0.166998:7,0.231266:5,1.31215:3,0.0469954:5,0.623298:3,0.667965}	{4,0.774326:7,0.023872:5,0.207298:7,0.195317:5,0.0134584:3,1.8344}	{3,0.518941}	{3,0}	((n0:{4,0.166998:7,0.231266:5,1.31215:3,0.0469954:5,0.623298:3,0.667965},n1:{4,0.774326:7,0.023872:5,0.207298:7,0.195317:5,0.0134584:3,1.8344}):{3,0.518941},n2:{3,2.31086:6,0.210531:3,1.04622});
500	{3,1.18602:6,0.15619:3,1.20932}	{4,0.969263:2,1.58227}	{4,0.312312:2,0.79415:4,1.22944:2,0.760342:6,0.25537:3,0.154355}	{6,0.013543:3,0.704367:5,0.10523:3,0.131297}	{3,0}	((n0:{4,0.969263:2,1.58227},n2:{3,1.18602:6,0.15619:3,1.20932}):{6,0.013543:3,0.704367:5,0.10523:3,0.131297},n1:{4,0.312312:2,0.79415:4,1.22944:2,0.760342:6,0.25537:3,0.154355});
600	{3,1.41032:5,0.122598:7,0.712047:6,0.694369:3,0.646061}	{4,0.651109:1,0.294447:5,0.720698:7,0.430342:6,0.114152:3,0.857614}	{4,1.60484:1,0.410308:5,0.0691522:3,0.984058}	{3,0.51703}	{3,0}	((n0:{4,0.651109:1,0.294447:5,0.720698:7,0.430342:6,0.114152:3,0.857614},n1:{4,1.60484:1,0.410308:5,0.0691522:3,0.984058}):{3,0.51703},n2:{3,1.41032:5,0.122598:7,0.712047:6,0.694369:3,0.646061});
700	{3,0.0977833:5,0.0455972:3,1.10849:5,0.42085:7,0.102589:5,0.615581:7,0.280288:4,0.425291:2,0.340353:6,0.222296:3,0.167083}	{4,2.18076:2,0.120402:6,0.100161:3,0.627911}	{4,0.0478323:2,0.0340474:6,0.457824:3,0.387721:6,0.517861:7,0.16174:5,1.22079:7,0.032717:5,0.0465569:3,0.122141}	{3,0.796974}	{3,0}	((n1:{4,0.0478323:2,0.0340474:6,0.457824:3,0.387721:6,0.517861:7,0.16174:5,1.22079:7,0.032717:5,0.0465569:3,0.122141},n0:{4,2.18076:2,0.120402:6,0.100161:3,0.627911}):{3,0.796974},n2:{3,0.0977833:5,0.0455972:3,1.10849:5,0.42085:7,0.102589:5,0.615581:7,0.280288:4,0.425291:2,0.340353:6,0.222296:3,0.167083});
800	{3,1.75402:6,0.767477:3,0.533641:6,0.772736:3,0.0220732}	{4,0.0859753:7,2.23866:6,0.331322:3,0.20033}	{4,2.08263:7,0.323898:5,0.13625:3,0.313502}	{3,0.993666}	{3,0}	((n0:{4,0.0859753:7,2.23866:6,0.331322:3,0.20033},n1:{4,2.08263:7,0.323898:5,0.13625:3,0.313502}):{3,0.993666},n2:{3,1.75402:6,0.767477:3,0.533641:6,0.772736:3,0.0220732});
900	{3,2.84487}	{4,1.65201:1,1.19286}	{4,0.607913:7,0.0288113:5,0.868532:3,2.07197}	{5,0.317696:3,0.41466}	{3,0}	((n0:{4,1.65201:1,1.19286},n2:{3,2.84487}):{5,0.317696:3,0.41466},n1:{4,0.607913:7,0.0288113:5,0.868532:3,2.07197});
1000	{3,0.641973:5,0.297526:7,0.00972533:5,0.8968:3,0.168047}	{4,0.504523:2,0.174516:4,0.455746:1,0.153909:5,0.637333:3,0.0880442}	{4,0.457691:1,0.154674:5,0.810014:1,0.105723:5,0.00224858:7,0.105258:6,0.614938:3,1.31496}	{3,1.55144}	{3,0}	((n0:{4,0.504523:2,0.174516:4,0.455746:1,0.153909:5,0.637333:3,0.0880442},n2:{3,0.641973:5,0.297526:7,0.00972533:5,0.8968:3,0.168047}):{3,1.55144},n1:{4,0.457691:1,0.154674:5,0.810014:1,0.105723:5,0.00224858:7,0.105258:6,0.614938:3,1.31496});
1100	{3,0.966094:6,1.04458:3,0.483207}	{4,0.395981:1,0.342668:5,0.155243:3,0.901843:6,0.306017:7,0.0489496:5,0.167064:3,0.176115}	{4,0.74772:2,2.06677:6,0.0762282:3,0.753453}	{3,1.15029}	{3,0}	((n2:{3,0.966094:6,1.04458:3,0.483207},n0:{4,0.395981:1,0.342668:5,0.155243:3,0.901843:6,0.306017:7,0.0489496:5,0.167064:3,0.176115}):{3,1.15029},n1:{4,0.74772:2,2.06677:6,0.0762282:3,0.753453});
1200	{3,1.9654}	{4,0.358718:2,0.447662:6,0.276008:3,0.883016}	{4,0.790618:7,0.591383:6,0.122214:3,2.09682}	{3,1.63563}	{3,0}	((n2:{3,1.9654},n0:{4,0.358718:2,0.447662:6,0.276008:3,0.883016}):{3,1.63563},n1:{4,0.790618:7,0.591383:6,0.122214:3,2.09682});
1300	{3,0.699048:5,0.472014:3,2.00297}	{4,0.621312:7,0.11286:5,0.485771:3,0.354979:5,0.512374:3,1.08673}	{4,0.154453:2,0.408935:6,0.381019:3,2.93488}	{3,0.705262}	{3,0}	((n2:{3,0.699048:5,0.472014:3,2.00297},n0:{4,0.621312:7,0.11286:5,0.485771:3,0.354979:5,0.512374:3,1.08673}):{3,0.705262},n1:{4,0.154453:2,0.408935:6,0.381019:3,2.93488});
1400	{3,2.62877}	{4,0.460067:1,0.696621:5,0.047229:3,1.42485}	{4,2.94566:7,0.348879:5,0.457668:3,0.129276}	{3,1.25271}	{3,0}	((n2:{3,2.62877},n0:{4,0.460067:1,0.696621:5,0.047229:3,1.42485}):{3,1.25271},n1:{4,2.94566:7,0.348879:5,0.457668:3,0.129276});
1500	{3,0.240871:5,0.4265:7,0.712546:6,0.0130048:3,1.07048}	{4,0.0384116:7,0.649519:5,0.0502563:3,1.72522}	{4,0.055799:1,0.161496:5,0.783036:7,0.438632:4,0.356098:2,0.603731:6,0.0411859:3,0.920261:6,0.414589:3,0.149717}	{3,0.47589:6,0.609246:3,0.376005}	{3,0}	((n0:{4,0.0384116:7,0.649519:5,0.0502563:3,1.72522},n2:{3,0.240871:5,0.4265:7,0.712546:6,0.0130048:3,1.07048}):{3,0.47589:6,0.609246:3,0.376005},n1:{4,0.055799:1,0.161496:5,0.783036:7,0.438632:4,0.356098:2,0.603731:6,0.0411859:3,0.920261:6,0.414589:3,0.149717});
1600	{3,2.94756}	{4,0.102171:7,0.373227:5,0.42145:1,0.483577:5,0.456949:3,1.11018}	{4,0.0983852:1,1.68761:5,0.0542166:3,1.63772}	{3,0.530379}	{3,0}	((n0:{4,0.102171:7,0.373227:5,0.42145:1,0.483577:5,0.456949:3,1.11018},n2:{3,2.94756}):{3,0.530379},n1:{4,0.0983852:1,1.68761:5,0.0542166:3,1.63772});
1700	{3,2.26025}	{4,1.67545:1,0.0352936:5,0.219675:3,0.329831}	{4,0.234911:7,1.11051:6,0.328095:7,0.148774:5,0.0404293:3,1.56051}	{3,1.16298}	{3,0}	((n2:{3,2.26025},n0:{4,1.67545:1,0.0352936:5,0.219675:3,0.329831}):{3,1.16298},n1:{4,0.234911:7,1.11051:6,0.328095:7,0.148774:5,0.0404293:3,1.56051});
1800	{3,2.1774}	{4,0.998697:7,0.259221:4,0.43538:7,0.144259:5,0.339844}	{4,0.332372:7,1.22528:5,0.712796:3,0.794342:6,0.696992:3,0.0711367}	{5,0.0429504:3,1.61257}	{3,0}	((n0:{4,0.998697:7,0.259221:4,0.43538:7,0.144259:5,0.339844},n2:{3,2.1774}):{5,0.0429504:3,1.61257},n1:{4,0.332372:7,1.22528:5,0.712796:3,0.794342:6,0.696992:3,0.0711367});
1900	{3,2.31436}	{4,0.128164:7,1.275:6,0.209946:3,0.701255}	{4,1.55926:1,0.343638:5,0.469353:3,0.13816:6,0.599113:3,0.555853}	{3,0.124085:5,0.0783261:3,1.1486}	{3,0}	((n0:{4,0.128164:7,1.275:6,0.209946:3,0.701255},n2:{3,2.31436}):{3,0.124085:5,0.0783261:3,1.1486},n1:{4,1.55926:1,0.343638:5,0.469353:3,0.13816:6,0.599113:3,0.555853});
2000	{3,1.68754}	{4,1.18062:7,0.0110378:6,0.0122612:3,0.483619}	{4,0.721587:1,0.778977:4,0.113606:1,1.43749:5,0.0767835:3,0.00699727}	{3,1.4479}	{3,0}	((n0:{4,1.18062:7,0.0110378:6,0.0122612:3,0.483619},n2:{3,1.68754}):{3,1.4479},n1:{4,0.721587:1,0.778977:4,0.113606:1,1.43749:5,0.0767835:3,0.00699727});
2100	{3,2.12782}	{4,0.220463:1,0.504855:5,0.0833988:3,1.31911}	{4,1.92366:7,0.10559:5,0.26054:3,0.185846:6,0.0550214:3,0.340477:6,0.069068:3,0.668321}	{3,1.4807}	{3,0}	((n2:{3,2.12782},n0:{4,0.220463:1,0.504855:5,0.0833988:3,1.31911}):{3,1.4807},n1:{4,1.92366:7,0.10559:5,0.26054:3,0.185846:6,0.0550214:3,0.340477:6,0.069068:3,0.668321});
2200	{3,1.6636:5,0.0345996}	{4,0.784176:1,0.914019}	{4,0.864438:2,0.53287:6,0.717884:3,0.389227:6,0.434317:3,0.641296}	{5,0.077353:3,1.80448}	{3,0}	((n2:{3,1.6636:5,0.0345996},n0:{4,0.784176:1,0.914019}):{5,0.077353:3,1.80448},n1:{4,0.864438:2,0.53287:6,0.717884:3,0.389227:6,0.434317:3,0.641296});
2300	{3,1.36843}	{4,0.219433:1,0.0333018:5,0.54597:1,0.399571:5,0.170157}	{4,0.162587:7,0.588319:5,0.0244816:1,2.30234:5,0.340596:3,0.229926}	{5,0.743338:3,0.190257:5,0.186877:3,1.15935}	{3,0}	((n0:{4,0.219433:1,0.0333018:5,0.54597:1,0.399571:5,0.170157},n2:{3,1.36843}):{5,0.743338:3,0.190257:5,0.186877:3,1.15935},n1:{4,0.162587:7,0.588319:5,0.0244816:1,2.30234:5,0.340596:3,0.229926});
2400	{3,1.09595}	{4,0.0943994:1,0.515071:5,0.486481}	{4,2.71867:7,0.481955:5,0.0736182:3,0.35749}	{5,0.249998:3,2.28579}	{3,0}	((n0:{4,0.0943994:1,0.515071:5,0.486481},n2:{3,1.09595}):{5,0.249998:3,2.28579},n1:{4,2.71867:7,0.481955:5,0.0736182:3,0.35749});
2500	{3,1.01702:6,0.59008:3,0.0142228}	{4,0.674714:7,0.121609:5,0.220799:3,0.604201}	{4,1.27797:2,0.200039:6,0.991048:3,0.56391}	{3,1.41164}	{3,0}	((n0:{4,0.674714:7,0.121609:5,0.220799:3,0.604201},n2:{3,1.01702:6,0.59008:3,0.0142228}):{3,1.41164},n1:{4,1.27797:2,0.200039:6,0.991048:3,0.56391});
2600	{3,2.15087}	{4,0.273871:1,0.0197976:5,1.8572}	{4,1.46:2,0.197757:6,0.646714:3,1.30678}	{5,0.446078:3,1.0143}	{3,0}	((n0:{4,0.273871:1,0.0197976:5,1.8572},n2:{3,2.15087}):{5,0.446078:3,1.0143},n1:{4,1.46:2,0.197757:6,0.646714:3,1.30678});
2700	{3,2.51231}	{4,0.291716:7,0.170338:6,0.634368:3,1.41589}	{4,1.5621:7,1.59646:6,0.566947:3,0.232487}	{3,1.44568}	{3,0}	((n0:{4,0.291716:7,0.170338:6,0.634368:3,1.41589},n2:{3,2.51231}):{3,1.44568},n1:{4,1.5621:7,1.59646:6,0.566947:3,0.232487});
2800	{3,1.43547}	{4,0.0925393:1,0.453505:5,0.230558:3,0.658864}	{4,0.057911:1,2.07699:5,0.163999:7,0.370562:6,0.242667:3,0.156618:5,0.661099:3,0.141954}	{3,2.43634}	{3,0}	((n2:{3,1.43547},n0:{4,0.0925393:1,0.453505:5,0.230558:3,0.658864}):{3,2.43634},n1:{4,0.057911:1,2.07699:5,0.163999:7,0.370562:6,0.242667:3,0.156618:5,0.661099:3,0.141954});
2900	{3,1.81112:5,0.492168:3,1.23036}	{4,0.378579:7,0.124077:6,0.260271:2,0.568355:6,0.0705498:3,2.13182}	{4,0.145397:7,0.368368:4,0.0513148:1,2.30158:4,0.125613:2,0.411334:6,0.00878702:3,0.503779}	{3,0.382526}	{3,0}	((n0:{4,0.378579:7,0.124077:6,0.260271:2,0.568355:6,0.0705498:3,2.13182},n2:{3,1.81112:5,0.492168:3,1.23036}):{3,0.382526},n1:{4,0.145397:7,0.368368:4,0.0513148:1,2.30158:4,0.125613:2,0.411334:6,0.00878702:3,0.503779});
3000	{3,3.4935}	{4,1.29692:7,1.10111:6,0.431049:3,0.0940766:5,0.0530106:3,0.372255:6,0.0283251:3,0.116761}	{4,1.09858:7,1.80708:5,0.218546:3,0.469148}	{3,0.0998454}	{3,0}	((n0:{4,1.29692:7,1.10111:6,0.431049:3,0.0940766:5,0.0530106:3,0.372255:6,0.0283251:3,0.116761},n2:{3,3.4935}):{3,0.0998454},n1:{4,1.09858:7,1.80708:5,0.218546:3,0.469148});
3100	{3,3.21716}	{4,0.0851228:2,1.93574:4,0.70748:1,0.0516143}	{4,0.0825715:7,0.00237295:4,0.994202:1,1.70081}	{1,0.208904:5,0.0407257:3,0.187572}	{3,0}	((n0:{4,0.0851228:2,1.93574:4,0.70748:1,0.0516143},n1:{4,0.0825715:7,0.00237295:4,0.994202:1,1.70081}):{1,0.208904:5,0.0407257:3,0.187572},n2:{3,3.21716});
3200	{3,2.79916}	{4,0.0188086:1,1.66915:5,0.642769:3,0.468431}	{4,0.546264:1,1.5799:4,0.828529:1,0.542494:5,0.204081:3,0.276146}	{3,1.17826}	{3,0}	((n0:{4,0.0188086:1,1.66915:5,0.642769:3,0.468431},n2:{3,2.79916}):{3,1.17826},n1:{4,0.546264:1,1.5799:4,0.828529:1,0.542494:5,0.204081:3,0.276146});
3300	{3,2.47698}	{4,0.289:7,0.112425:6,0.406605:2,0.0536982:6,0.257802:2,0.0482538:6,0.122627:7,0.224103:5,0.310311:3,0.652157}	{4,0.0558847:2,0.894003:6,0.0654898:7,0.362943:4,0.348119:1,0.16125:5,0.303682:1,0.0934076:5,0.0399659:3,0.67535}	{3,0.523113}	{3,0}	((n2:{3,2.47698},n0:{4,0.289:7,0.112425:6,0.406605:2,0.0536982:6,0.257802:2,0.0482538:6,0.122627:7,0.224103:5,0.310311:3,0.652157}):{3,0.523113},n1:{4,0.0558847:2,0.894003:6,0.0654898:7,0.362943:4,0.348119:1,0.16125:5,0.303682:1,0.0934076:5,0.0399659:3,0.67535});
3400	{3,1.1206:6,0.913516:3,1.04925}	{4,1.8953:1,0.107157:5,0.911168:3,0.617505}	{4,0.359579:7,0.677517:6,0.47367:3,1.57261}	{3,0.447756}	{3,0}	((n2:{3,1.1206:6,0.913516:3,1.04925},n1:{4,0.359579:7,0.677517:6,0.47367:3,1.57261}):{3,0.447756},n0:{4,1.8953:1,0.107157:5,0.911168:3,0.617505});
3500	{3,2.37247}	{4,0.0465983:7,0.91998:5,0.385314:1,0.565971:5,0.209822:3,0.24479}	{4,0.513478:2,0.252372:6,0.0330774:3,1.26131:5,0.338327:3,1.19111}	{3,1.2172}	{3,0}	((n2:{3,2.37247},n0:{4,0.0465983:7,0.91998:5,0.385314:1,0.565971:5,0.209822:3,0.24479}):{3,1.2172},n1:{4,0.513478:2,0.252372:6,0.0330774:3,1.26131:5,0.338327:3,1.19111});
3600	{3,0.929188:5,0.0313932:7,0.114758:5,1.23326:1,0.0450831}	{4,0.240617:1,2.11306}	{4,0.111855:1,1.34437:5,0.0365089:1,0.167372:5,0.801379:3,1.18446}	{1,1.13468:5,0.0131719:3,0.144404}	{3,0}	((n0:{4,0.240617:1,2.11306},n2:{3,0.929188:5,0.0313932:7,0.114758:5,1.23326:1,0.0450831}):{1,1.13468:5,0.0131719:3,0.144404},n1:{4,0.111855:1,1.34437:5,0.0365089:1,0.167372:5,0.801379:3,1.18446});
3700	{3,1.68314}	{4,0.500065:1,1.18308}	{4,0.0398279:1,0.170113:4,1.02536:7,0.799348:5,1.18382:3,0.18144}	{5,1.69788:3,0.0188875}	{3,0}	((n0:{4,0.500065:1,1.18308},n2:{3,1.68314}):{5,1.69788:3,0.0188875},n1:{4,0.0398279:1,0.170113:4,1.02536:7,0.799348:5,1.18382:3,0.18144});
3800	{3,0.423573:6,0.403578}	{4,0.349503:2,0.477648}	{4,0.347041:7,1.55058:5,0.94318:7,0.303393:6,0.494253:3,0.0766221}	{6,0.0523329:3,0.109102:5,1.62549:7,0.76264:6,0.209748:3,0.128604}	{3,0}	((n2:{3,0.423573:6,0.403578},n0:{4,0.349503:2,0.477648}):{6,0.0523329:3,0.109102:5,1.62549:7,0.76264:6,0.209748:3,0.128604},n1:{4,0.347041:7,1.55058:5,0.94318:7,0.303393:6,0.494253:3,0.0766221});
3900	{3,1.29707:6,0.393247}	{4,0.242436:2,1.44788}	{4,0.656206:7,0.163508:6,1.14393:2,0.0976867:6,1.85881:3,0.0720471}	{6,1.94577:3,0.356097}	{3,0}	((n0:{4,0.242436:2,1.44788},n2:{3,1.29707:6,0.393247}):{6,1.94577:3,0.356097},n1:{4,0.656206:7,0.163508:6,1.14393:2,0.0976867:6,1.85881:3,0.0720471});
4000	{3,0.521606:5,0.235714:1,0.121519}	{4,0.0156231:1,0.409634:5,0.218383:1,0.235199}	{4,0.197828:7,0.0644738:5,0.168176:1,0.253403:5,0.0564184:1,1.1839:5,0.246775:3,1.42356}	{1,0.977332:5,1.13555:3,0.602825}	{3,0}	((n0:{4,0.0156231:1,0.409634:5,0.218383:1,0.235199},n2:{3,0.521606:5,0.235714:1,0.121519}):{1,0.977332:5,1.13555:3,0.602825},n1:{4,0.197828:7,0.0644738:5,0.168176:1,0.253403:5,0.0564184:1,1.1839:5,0.246775:3,1.42356});
4100	{3,0.627112:5,0.59222:3,0.607208}	{4,0.128951:7,0.27574:4,0.0233771:2,0.134221:6,0.250408:3,0.426084:5,0.231147:3,0.356613}	{4,0.457385:2,0.119994:4,0.188489:7,1.02687:5,0.701649:3,1.07274}	{3,0.150963:6,0.142522:7,0.587525:6,0.385075:3,0.474496}	{3,0}	((n0:{4,0.128951:7,0.27574:4,0.0233771:2,0.134221:6,0.250408:3,0.426084:5,0.231147:3,0.356613},n2:{3,0.627112:5,0.59222:3,0.607208}):{3,0.150963:6,0.142522:7,0.587525:6,0.385075:3,0.474496},n1:{4,0.457385:2,0.119994:4,0.188489:7,1.02687:5,0.701649:3,1.07274});
4200	{3,0.183363:6,0.00793074:3,0.0896369:5,0.415093:3,0.740173}	{4,0.15742:1,0.562297:5,0.0822442:3,0.634235}	{4,0.226857:1,0.136834:4,0.107426:7,0.597314:4,0.262271:2,0.654951:4,0.097709:1,0.55742:5,0.318768:3,0.782081}	{3,2.30544}	{3,0}	((n2:{3,0.183363:6,0.00793074:3,0.0896369:5,0.415093:3,0.740173},n0:{4,0.15742:1,0.562297:5,0.0822442:3,0.634235}):{3,2.30544},n1:{4,0.226857:1,0.136834:4,0.107426:7,0.597314:4,0.262271:2,0.654951:4,0.097709:1,0.55742:5,0.318768:3,0.782081});
4300	{3,1.28984}	{4,0.0202545:7,0.207081:6,0.123166:3,0.939335}	{4,0.429513:7,0.593794:6,0.555379:2,0.418928:6,0.932424:3,0.338741}	{3,1.97894}	{3,0}	((n0:{4,0.0202545:7,0.207081:6,0.123166:3,0.939335},n2:{3,1.28984}):{3,1.97894},n1:{4,0.429513:7,0.593794:6,0.555379:2,0.418928:6,0.932424:3,0.338741});
4400	{3,0.090462:6,0.694674:3,1.05262}	{4,0.313467:1,0.913414:5,0.253173:3,0.357704}	{4,0.460167:7,0.621861:6,0.0421223:3,1.09954:6,0.771878:3,0.237949}	{3,0.90658:6,0.355154:3,0.134029}	{3,0}	((n0:{4,0.313467:1,0.913414:5,0.253173:3,0.357704},n2:{3,0.090462:6,0.694674:3,1.05262}):{3,0.90658:6,0.355154:3,0.134029},n1:{4,0.460167:7,0.621861:6,0.0421223:3,1.09954:6,0.771878:3,0.237949});
4500	{3,0.668863}	{4,0.463452:1,0.20541}	{4,0.722417:1,0.00624316:4,0.0692244:7,0.292066:5,0.321217:7,0.017164:6,0.4443:3,1.16261}	{5,1.2381:3,1.12828}	{3,0}	((n0:{4,0.463452:1,0.20541},n2:{3,0.668863}):{5,1.2381:3,1.12828},n1:{4,0.722417:1,0.00624316:4,0.0692244:7,0.292066:5,0.321217:7,0.017164:6,0.4443:3,1.16261});
4600	{3,1.19774}	{4,0.145678:7,0.21689:5,0.738161:3,0.0970103}	{4,0.495101:7,1.15752:6,0.171433:7,0.17304:6,0.22976:7,0.524294:5,0.113426:3,1.09775}	{3,2.76459}	{3,0}	((n2:{3,1.19774},n0:{4,0.145678:7,0.21689:5,0.738161:3,0.0970103}):{3,2.76459},n1:{4,0.495101:7,1.15752:6,0.171433:7,0.17304:6,0.22976:7,0.524294:5,0.113426:3,1.09775});
4700	{3,0.690566:5,0.0411888:7,0.266756:4,0.0343232:2,0.0246883}	{4,0.401457:2,0.656065}	{4,0.364516:1,1.04789:5,0.0681674:7,0.589666:5,0.285957:3,1.10689}	{2,1.19421:6,0.699637:3,0.511711}	{3,0}	((n2:{3,0.690566:5,0.0411888:7,0.266756:4,0.0343232:2,0.0246883},n0:{4,0.401457:2,0.656065}):{2,1.19421:6,0.699637:3,0.511711},n1:{4,0.364516:1,1.04789:5,0.0681674:7,0.589666:5,0.285957:3,1.10689});
4800	{3,0.853218}	{4,0.853218}	{4,0.72832:7,0.0624874:6,0.213129:3,2.79672}	{7,0.0374935:5,0.762837:1,0.909246:5,1.01896:3,0.218908}	{3,0}	((n0:{4,0.853218},n2:{3,0.853218}):{7,0.0374935:5,0.762837:1,0.909246:5,1.01896:3,0.218908},n1:{4,0.72832:7,0.0624874:6,0.213129:3,2.79672});
4900	{3,0.190643:5,0.0215924:7,0.0488634:5,0.260385:1,0.333258}	{4,0.124154:1,0.730588}	{4,0.0245586:7,0.0189147:4,0.152014:2,0.679983:6,0.061957:2,1.73817:6,0.333212:3,0.647412}	{1,1.21513:5,0.470218:3,1.11612}	{3,0}	((n2:{3,0.190643:5,0.0215924:7,0.0488634:5,0.260385:1,0.333258},n0:{4,0.124154:1,0.730588}):{1,1.21513:5,0.470218:3,1.11612},n1:{4,0.0245586:7,0.0189147:4,0.152014:2,0.679983:6,0.061957:2,1.73817:6,0.333212:3,0.647412});
5000	{3,0.824578}	{4,0.0575458:7,0.16066:5,0.161864:3,0.444509}	{4,0.300842:7,0.950069:6,0.385116:3,0.650422:5,0.918771:3,0.70156}	{3,0.150393:5,0.0831516:3,1.32328:5,0.288552:1,0.758428:5,0.346029:3,0.132364}	{3,0}	((n2:{3,0.824578},n0:{4,0.0575458:7,0.16066:5,0.161864:3,0.444509}):{3,0.150393:5,0.0831516:3,1.32328:5,0.288552:1,0.758428:5,0.346029:3,0.132364},n1:{4,0.300842:7,0.950069:6,0.385116:3,0.650422:5,0.918771:3,0.70156});
5100	{3,0.127828:6,0.340647:7,0.294864:4,0.104679:1,0.277891}	{4,0.0219418:1,1.12397}	{4,0.0236755:7,0.919486:6,0.158482:3,2.18459}	{1,0.555136:4,0.135391:1,0.0422006:4,0.0207463:2,0.766413:6,0.0335228:3,0.586916}	{3,0}	((n2:{3,0.127828:6,0.340647:7,0.294864:4,0.104679:1,0.277891},n0:{4,0.0219418:1,1.12397}):{1,0.555136:4,0.135391:1,0.0422006:4,0.0207463:2,0.766413:6,0.0335228:3,0.586916},n1:{4,0.0236755:7,0.919486:6,0.158482:3,2.18459});
5200	{3,0.823273}	{4,0.0682383:1,0.501098:5,0.225971:3,0.0279649}	{4,0.0266685:7,0.342167:5,0.214711:3,2.77912}	{3,2.5394}	{3,0}	((n2:{3,0.823273},n0:{4,0.0682383:1,0.501098:5,0.225971:3,0.0279649}):{3,2.5394},n1:{4,0.0266685:7,0.342167:5,0.214711:3,2.77912});
5300	{3,0.479574}	{4,0.106792:1,0.372782}	{4,0.0389931:7,0.966797:5,0.466781:7,0.0475619:6,0.0966959:2,0.449298:6,0.340203:7,0.00710311:6,0.0932675:3,0.959205}	{5,0.251206:3,2.73512}	{3,0}	((n0:{4,0.106792:1,0.372782},n2:{3,0.479574}):{5,0.251206:3,2.73512},n1:{4,0.0389931:7,0.966797:5,0.466781:7,0.0475619:6,0.0966959:2,0.449298:6,0.340203:7,0.00710311:6,0.0932675:3,0.959205});
5400	{3,0.705032}	{4,0.705032}	{4,0.163541:2,0.169033:4,0.745196:1,1.80842:4,0.0662549:7,0.182:6,0.156042:3,0.164098}	{7,1.12368:4,0.416162:1,0.0228053:4,0.356357:7,0.459289:6,0.322:3,0.0492625}	{3,0}	((n0:{4,0.705032},n2:{3,0.705032}):{7,1.12368:4,0.416162:1,0.0228053:4,0.356357:7,0.459289:6,0.322:3,0.0492625},n1:{4,0.163541:2,0.169033:4,0.745196:1,1.80842:4,0.0662549:7,0.182:6,0.156042:3,0.164098});
5500	{3,0.267313:6,0.0379764:2,0.279391}	{4,0.116041:2,0.468639}	{4,1.02295:7,0.150502:6,0.240459:7,0.38608:6,0.503237:3,1.62266}	{2,0.169645:6,0.0967845:7,1.19718:5,0.476707:3,0.0903451:6,0.58965:3,0.720897}	{3,0}	((n0:{4,0.116041:2,0.468639},n2:{3,0.267313:6,0.0379764:2,0.279391}):{2,0.169645:6,0.0967845:7,1.19718:5,0.476707:3,0.0903451:6,0.58965:3,0.720897},n1:{4,1.02295:7,0.150502:6,0.240459:7,0.38608:6,0.503237:3,1.62266});
5600	{3,1.07284}	{4,0.630631:2,0.44221}	{4,0.907899:7,0.0221369:6,0.429036:3,0.0780259:6,1.12644:3,0.69693}	{6,0.497716:3,0.400341:6,0.142443:3,1.14713}	{3,0}	((n2:{3,1.07284},n0:{4,0.630631:2,0.44221}):{6,0.497716:3,0.400341:6,0.142443:3,1.14713},n1:{4,0.907899:7,0.0221369:6,0.429036:3,0.0780259:6,1.12644:3,0.69693});
5700	{3,1.38647}	{4,1.33789:7,0.0485767}	{4,0.581276:2,1.19659:4,0.090707:1,0.865568:5,0.0628555:3,0.394563}	{7,0.965238:5,0.522694:3,0.317166}	{3,0}	((n0:{4,1.33789:7,0.0485767},n2:{3,1.38647}):{7,0.965238:5,0.522694:3,0.317166},n1:{4,0.581276:2,1.19659:4,0.090707:1,0.865568:5,0.0628555:3,0.394563});
