Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5
0	2	4	2	4	3	3	3	2	3	3
100	4	4	2	4	3	3	3	4	3	3
200	4	4	2	4	3	3	3	4	3	3
300	1	4	1	4	3	3	3	1	3	3
400	1	4	4	4	3	3	3	4	3	3
500	1	4	4	4	3	3	3	4	3	3
600	1	4	4	4	3	3	3	4	3	3
700	2	4	4	4	3	3	3	4	3	3
800	1	4	1	4	3	3	3	1	3	3
900	1	4	1	4	3	3	3	1	3	3
1000	4	4	1	4	3	3	3	4	3	3
1100	3	4	3	4	3	3	3	3	3	3
1200	3	4	3	4	3	3	3	3	3	3
1300	3	4	3	4	3	3	3	3	3	3
1400	3	4	3	4	3	3	3	3	3	3
1500	3	4	3	4	3	3	3	3	3	3
1600	3	4	3	4	3	3	3	3	3	3
1700	3	4	3	4	3	3	3	3	3	3
1800	3	4	3	4	3	3	3	3	3	3
1900	3	4	3	4	3	3	3	3	3	3
2000	3	4	3	4	3	3	3	3	3	3
2100	1	4	3	4	5	3	3	5	3	3
2200	3	4	3	4	3	3	3	3	3	3
2300	3	4	3	4	3	3	3	3	3	3
2400	3	4	3	4	5	3	3	5	3	3
2500	3	4	3	4	3	3	3	3	3	3
2600	1	4	3	4	1	3	3	1	3	3
2700	3	4	3	4	3	3	3	3	3	3
2800	3	4	3	4	3	3	3	3	3	3
2900	3	4	3	4	3	3	3	3	3	3
3000	3	4	3	4	3	3	3	3	3	3
3100	1	4	3	4	1	3	3	1	3	3
3200	3	4	3	4	3	3	3	3	3	3
3300	3	4	3	4	3	3	3	3	3	3
3400	3	4	3	4	3	3	3	3	3	3
3500	3	4	3	4	3	3	3	3	3	3
3600	3	4	3	4	3	3	3	3	3	3
3700	3	4	3	4	3	3	3	3	3	3
3800	3	4	3	4	3	3	3	3	3	3
3900	1	4	5	4	3	3	3	5	3	3
4000	2	4	2	4	3	3	3	2	3	3
4100	1	4	1	4	3	3	3	1	3	3
4200	2	4	7	4	3	3	3	7	3	3
4300	3	4	3	4	3	3	3	3	3	3
4400	3	4	3	4	3	3	3	3	3	3
4500	2	4	2	4	3	3	3	2	3	3
4600	2	4	2	4	3	3	3	2	3	3
4700	1	4	1	4	3	3	3	1	3	3
4800	2	4	2	4	3	3	3	2	3	3
4900	3	4	3	4	3	3	3	3	3	3
5000	2	4	2	4	3	3	3	2	3	3
5100	7	4	3	4	3	3	3	7	3	3
5200	3	4	3	4	3	3	3	3	3	3
5300	2	4	3	4	3	3	3	6	3	3
5400	2	4	7	4	3	3	3	7	3	3
5500	2	4	2	4	3	3	3	2	3	3
5600	1	4	4	4	3	3	3	4	3	3
5700	1	4	1	4	3	3	3	1	3	3
5800	2	4	2	4	3	3	3	2	3	3
5900	1	4	5	4	3	3	3	5	3	3
6000	2	4	2	4	3	3	3	2	3	3
6100	1	4	1	4	3	3	3	1	3	3
6200	2	4	7	4	3	3	3	7	3	3
6300	3	4	3	4	3	3	3	3	3	3
6400	2	4	2	4	3	3	3	2	3	3
6500	1	4	1	4	3	3	3	1	3	3
6600	7	4	2	4	3	3	3	7	3	3
6700	1	4	1	4	3	3	3	1	3	3
6800	2	4	2	4	3	3	3	2	3	3
6900	3	4	3	4	3	3	3	3	3	3
7000	3	4	3	4	3	3	3	3	3	3
7100	3	4	3	4	3	3	3	3	3	3
7200	6	4	2	4	3	3	3	6	3	3
7300	4	4	2	4	3	3	3	4	3	3
7400	3	4	3	4	3	3	3	3	3	3
7500	2	4	2	4	3	3	3	2	3	3
7600	3	4	2	4	3	3	3	6	3	3
7700	3	4	2	4	3	3	3	6	3	3
7800	3	4	3	4	6	3	3	6	3	3
7900	3	4	3	4	3	3	3	3	3	3
8000	3	4	3	4	3	3	3	3	3	3
8100	2	4	7	4	3	3	3	7	3	3
8200	2	4	2	4	3	3	3	2	3	3
8300	4	4	2	4	3	3	3	4	3	3
8400	1	4	6	4	3	3	3	7	3	3
8500	2	4	2	4	3	3	3	2	3	3
8600	7	4	3	4	1	3	3	7	3	3
8700	3	4	3	4	3	3	3	3	3	3
8800	3	4	3	4	3	3	3	3	3	3
8900	2	4	3	4	6	3	3	6	3	3
9000	3	4	3	4	3	3	3	3	3	3
9100	1	4	1	4	3	3	3	1	3	3
9200	3	4	7	4	3	3	3	7	3	3
9300	6	4	3	4	2	3	3	6	3	3
9400	3	4	6	4	3	3	3	6	3	3
9500	3	4	3	4	3	3	3	3	3	3
9600	2	4	3	4	2	3	3	2	3	3
9700	6	4	3	4	3	3	3	6	3	3
9800	2	4	2	4	3	3	3	2	3	3
9900	3	4	3	4	3	3	3	3	3	3
10000	3	4	1	4	3	3	3	5	3	3
10100	2	4	2	4	3	3	3	2	3	3
10200	2	4	3	4	3	3	3	6	3	3
10300	2	4	2	4	3	3	3	2	3	3
10400	5	4	2	4	3	3	3	7	3	3
10500	3	4	3	4	3	3	3	3	3	3
10600	3	4	2	4	3	3	3	6	3	3
10700	3	4	1	4	3	3	3	5	3	3
10800	1	4	4	4	3	3	3	4	3	3
10900	3	4	3	4	2	3	3	6	3	3
11000	3	4	3	4	3	3	3	3	3	3
11100	1	4	1	4	3	3	3	1	3	3
11200	2	4	2	4	3	3	3	2	3	3
11300	3	4	3	4	3	3	3	3	3	3
11400	2	4	2	4	3	3	3	2	3	3
11500	7	4	1	4	3	3	3	7	3	3
11600	4	4	2	4	3	3	3	4	3	3
11700	2	4	2	4	3	3	3	2	3	3
11800	2	4	2	4	3	3	3	2	3	3
11900	3	4	5	4	3	3	3	5	3	3
12000	2	4	2	4	3	3	3	2	3	3
12100	3	4	3	4	3	3	3	3	3	3
12200	5	4	1	4	3	3	3	5	3	3
12300	2	4	4	4	3	3	3	4	3	3
12400	4	4	2	4	3	3	3	4	3	3
12500	1	4	1	4	3	3	3	1	3	3
12600	1	4	1	4	3	3	3	1	3	3
12700	3	4	3	4	3	3	3	3	3	3
12800	3	4	3	4	3	3	3	3	3	3
12900	2	4	7	4	3	3	3	7	3	3
13000	3	4	3	4	3	3	3	3	3	3
13100	7	4	2	4	3	3	3	7	3	3
13200	5	4	1	4	3	3	3	5	3	3
13300	2	4	2	4	3	3	3	2	3	3
13400	4	4	2	4	3	3	3	4	3	3
13500	2	4	4	4	3	3	3	4	3	3
13600	1	4	1	4	3	3	3	1	3	3
13700	4	4	2	4	3	3	3	4	3	3
13800	2	4	2	4	3	3	3	2	3	3
13900	1	4	4	4	3	3	3	4	3	3
14000	4	4	2	4	3	3	3	4	3	3
14100	1	4	3	4	3	3	3	5	3	3
14200	3	4	3	4	3	3	3	3	3	3
14300	4	4	1	4	3	3	3	4	3	3
14400	2	4	2	4	3	3	3	2	3	3
14500	2	4	2	4	3	3	3	2	3	3
14600	5	4	1	4	3	3	3	5	3	3
14700	1	4	1	4	3	3	3	1	3	3
14800	2	4	2	4	3	3	3	2	3	3
14900	3	4	3	4	3	3	3	3	3	3
15000	3	4	3	4	3	3	3	3	3	3
15100	3	4	3	4	3	3	3	3	3	3
15200	1	4	1	4	3	3	3	1	3	3
15300	4	4	1	4	3	3	3	4	3	3
15400	2	4	1	4	3	3	3	4	3	3
15500	2	4	7	4	3	3	3	7	3	3
15600	3	4	3	4	3	3	3	3	3	3
15700	3	4	3	4	3	3	3	3	3	3
15800	3	4	3	4	3	3	3	3	3	3
15900	3	4	3	4	3	3	3	3	3	3
16000	3	4	3	4	3	3	3	3	3	3
16100	3	4	3	4	3	3	3	3	3	3
16200	5	4	3	4	3	3	3	5	3	3
16300	3	4	3	4	3	3	3	3	3	3
16400	3	4	3	4	3	3	3	3	3	3
16500	3	4	3	4	3	3	3	3	3	3
16600	2	4	2	4	3	3	3	2	3	3
16700	1	4	1	4	3	3	3	1	3	3
16800	2	4	2	4	3	3	3	2	3	3
16900	3	4	2	4	3	3	3	6	3	3
17000	2	4	2	4	3	3	3	2	3	3
17100	3	4	3	4	3	3	3	3	3	3
17200	3	4	3	4	3	3	3	3	3	3
17300	3	4	3	4	3	3	3	3	3	3
17400	2	4	2	4	3	3	3	2	3	3
17500	3	4	3	4	3	3	3	3	3	3
17600	1	4	7	4	3	3	3	7	3	3
17700	3	4	2	4	2	3	3	2	3	3
17800	3	4	1	4	3	3	3	5	3	3
17900	3	4	3	4	3	3	3	3	3	3
18000	2	4	5	4	3	3	3	7	3	3
18100	4	4	1	4	3	3	3	4	3	3
18200	2	4	2	4	3	3	3	2	3	3
18300	2	4	3	4	3	3	3	6	3	3
18400	1	4	4	4	3	3	3	4	3	3
18500	1	4	1	4	3	3	3	1	3	3
18600	2	4	2	4	3	3	3	2	3	3
18700	2	4	2	4	3	3	3	2	3	3
18800	2	4	2	4	3	3	3	2	3	3
18900	1	4	1	4	3	3	3	1	3	3
19000	2	4	2	4	3	3	3	2	3	3
19100	1	4	1	4	3	3	3	1	3	3
19200	3	4	3	4	3	3	3	3	3	3
19300	1	4	2	4	3	3	3	4	3	3
19400	4	4	1	4	3	3	3	4	3	3
19500	1	4	1	4	3	3	3	1	3	3
19600	3	4	3	4	3	3	3	3	3	3
19700	1	4	1	4	3	3	3	1	3	3
19800	1	4	5	4	3	3	3	5	3	3
19900	2	4	2	4	3	3	3	2	3	3
20000	6	4	3	4	2	3	3	6	3	3
20100	1	4	1	4	3	3	3	1	3	3
20200	1	4	1	4	3	3	3	1	3	3
20300	3	4	3	4	3	3	3	3	3	3
20400	2	4	6	4	3	3	3	6	3	3
20500	1	4	1	4	3	3	3	1	3	3
20600	2	4	2	4	3	3	3	2	3	3
20700	5	4	1	4	3	3	3	5	3	3
20800	1	4	1	4	3	3	3	1	3	3
20900	2	4	2	4	3	3	3	2	3	3
21000	6	4	3	4	3	3	3	6	3	3
21100	2	4	2	4	3	3	3	2	3	3
21200	1	4	2	4	3	3	3	4	3	3
21300	3	4	1	4	3	3	3	5	3	3
21400	2	4	2	4	3	3	3	2	3	3
21500	2	4	2	4	3	3	3	2	3	3
21600	2	4	2	4	3	3	3	2	3	3
21700	3	4	7	4	3	3	3	7	3	3
21800	2	4	2	4	3	3	3	2	3	3
21900	2	4	2	4	3	3	3	2	3	3
22000	1	4	1	4	3	3	3	1	3	3
22100	2	4	6	4	3	3	3	6	3	3
22200	3	4	1	4	3	3	3	5	3	3
22300	4	4	2	4	3	3	3	4	3	3
22400	1	4	1	4	3	3	3	1	3	3
22500	1	4	4	4	3	3	3	4	3	3
22600	2	4	6	4	3	3	3	6	3	3
22700	3	4	3	4	3	3	3	3	3	3
22800	1	4	1	4	3	3	3	1	3	3
22900	3	4	3	4	3	3	3	3	3	3
23000	6	4	2	4	3	3	3	6	3	3
23100	5	4	1	4	3	3	3	5	3	3
23200	1	4	6	4	3	3	3	7	3	3
23300	4	4	2	4	3	3	3	4	3	3
23400	2	4	2	4	3	3	3	2	3	3
23500	4	4	2	4	3	3	3	4	3	3
23600	1	4	7	4	3	3	3	7	3	3
23700	1	4	1	4	3	3	3	1	3	3
23800	5	4	1	4	3	3	3	5	3	3
23900	1	4	1	4	3	3	3	1	3	3
24000	1	4	1	4	3	3	3	1	3	3
24100	2	4	2	4	3	3	3	2	3	3
24200	2	4	2	4	3	3	3	2	3	3
24300	1	4	1	4	3	3	3	1	3	3
24400	3	4	3	4	3	3	3	3	3	3
24500	4	4	2	4	3	3	3	4	3	3
24600	1	4	3	4	3	3	3	5	3	3
24700	2	4	7	4	3	3	3	7	3	3
24800	2	4	2	4	3	3	3	2	3	3
24900	3	4	3	4	3	3	3	3	3	3
25000	3	4	4	4	3	3	3	7	3	3
25100	1	4	4	4	3	3	3	4	3	3
25200	2	4	2	4	3	3	3	2	3	3
25300	2	4	2	4	3	3	3	2	3	3
25400	2	4	2	4	3	3	3	2	3	3
25500	2	4	2	4	3	3	3	2	3	3
25600	1	4	1	4	3	3	3	1	3	3
25700	1	4	7	4	3	3	3	7	3	3
25800	2	4	2	4	3	3	3	2	3	3
25900	1	4	1	4	3	3	3	1	3	3
26000	2	4	2	4	3	3	3	2	3	3
26100	2	4	2	4	3	3	3	2	3	3
26200	3	4	3	4	3	3	3	3	3	3
26300	7	4	1	4	3	3	3	7	3	3
26400	1	4	1	4	3	3	3	1	3	3
26500	2	4	2	4	3	3	3	2	3	3
26600	4	4	2	4	3	3	3	4	3	3
26700	1	4	1	4	3	3	3	1	3	3
26800	2	4	2	4	3	3	3	2	3	3
26900	4	4	2	4	3	3	3	4	3	3
27000	1	4	1	4	3	3	3	1	3	3
27100	4	4	2	4	3	3	3	4	3	3
27200	2	4	4	4	3	3	3	4	3	3
27300	1	4	1	4	3	3	3	1	3	3
