Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	epoch_times[1]	epoch_times[2]	epoch_times[3]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	kappa	p_allopatry	p_sympatry	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
39400	-17612.04	-17603.54	-8.500158	9.242416	0.248176	0.246952	0.254005	0.250867	0.09562536	0.645441	0.687805	0.391414	0.681884	0.00939695	0.0100137	0.00569858	0.00992752	0.202573	0.797427	0.0006993173	2.34687	1.87306	0	1.66007	3.752859	1	1	1	2.327003	0.7974269	0.2025731	0.01455897	3.752859	0.618262	0.864699	1.07391	1.44313
39500	-17616.79	-17607.78	-9.009238	37.37365	0.248749	0.245858	0.250969	0.254423	0.08948645	1.16638	1.57292	1.2519	0.45072	0.00993477	0.0133976	0.0106633	0.00383907	0.353235	0.646765	0.001452946	0.783372	1.06637	0	1.018375	3.932557	1	1	1	1.843753	0.6467653	0.3532347	0.008517642	3.932557	0.800413	0.939528	1.04521	1.21485
39600	-17619.84	-17608.26	-11.57331	22.57687	0.250563	0.245046	0.257117	0.247274	0.02829403	1.13179	1.28722	1.41324	0.204805	0.0110959	0.0126197	0.0138552	0.00200788	0.842968	0.157032	0.1556915	1.44006	0.450177	0	0.9642871	3.227919	1	1	1	2.087596	0.157032	0.842968	0.009803847	3.227919	0.746597	0.919621	1.05514	1.27865
39700	-17622.52	-17607.37	-15.14982	37.71054	0.244273	0.251792	0.249841	0.254095	0.4061561	0.971097	1.35779	0.75101	1.58	0.00810979	0.0113391	0.00627182	0.0131949	0.997587	0.00241329	0.156026	1.86171	1.07671	0	0.8157226	3.431011	1	1	1	1.96048	0.002413295	0.9975867	0.008351171	3.431011	0.801267	0.93983	1.04504	1.21386
39800	-17617.35	-17606.33	-11.01981	3.7171	0.250197	0.24696	0.249742	0.2531	0.2471102	1.22591	0.905826	0.958351	0.0849165	0.0181196	0.0133886	0.0141649	0.00125511	0.596939	0.403061	0.08159042	0.472513	0.195719	0	0.6393855	3.26811	1	1	1	1.973218	0.4030611	0.5969389	0.01478054	3.26811	0.438112	0.764821	1.08433	1.71274
39900	-17612.51	-17604.69	-7.813757	32.40668	0.242775	0.24781	0.254335	0.25508	0.06478486	0.534918	0.479225	0.516605	0.322061	0.010317	0.00924282	0.00996377	0.0062116	0.475446	0.524554	0.05779365	0.729786	2.4055	0	1.503718	3.518443	1	1	1	1.997193	0.5245537	0.4754463	0.019287	3.518443	0.786382	0.9345	1.0479	1.23122
40000	-17615.09	-17607.49	-7.596059	32.20657	0.254173	0.250516	0.247196	0.248115	0.0818885	0.667134	0.528656	0.429081	0.50908	0.0117171	0.00928498	0.00753611	0.00894115	0.231883	0.768117	0.05015072	0.665201	0.726731	0	1.041201	3.322376	1	1	1	2.289918	0.7681167	0.2318833	0.01756335	3.322376	0.785752	0.934271	1.04802	1.23196
40100	-17613.34	-17606.74	-6.60381	21.38606	0.248152	0.246824	0.258759	0.246266	0.1840383	0.34937	0.31593	0.353715	0.448276	0.00879036	0.00794899	0.00889969	0.0112789	0.166798	0.833202	0.01973603	0.987988	2.89216	0	0.935411	3.288866	1	1	1	1.835424	0.8332019	0.1667981	0.02516059	3.288866	0.740077	0.917093	1.05626	1.28657
40200	-17614.93	-17607.19	-7.740248	11.11121	0.252082	0.244754	0.252743	0.250421	0.02558625	0.297076	0.288069	0.354814	2.0542	0.00454133	0.00440365	0.00542397	0.0314022	0.237005	0.762995	0.001199658	0.527085	0.95627	0	1.268196	3.011659	1	1	1	1.8743	0.7629955	0.2370045	0.0152868	3.011659	0.648545	0.878694	1.07017	1.40259
40300	-17619.24	-17610.23	-9.007311	25.61819	0.238125	0.252122	0.249529	0.260224	0.004546776	0.388292	0.495952	0.899887	0.893723	0.00404952	0.00517232	0.00938499	0.0093207	0.156821	0.843179	0.03619952	0.52254	0.604717	0	0.5038919	3.702568	1	1	1	2.149081	0.843179	0.156821	0.01042907	3.702568	0.761227	0.925201	1.05254	1.26103
40400	-17613.07	-17603.64	-9.435097	46.36348	0.250316	0.244595	0.248404	0.256685	0.2426666	0.2807	0.282489	1.03219	0.70117	0.00320368	0.0032241	0.0117806	0.00800259	0.0063058	0.993694	0.02952645	3.2725	2.78184	0	0.7908361	3.838806	1	1	1	2.320488	0.9936942	0.006305805	0.0114132	3.838806	0.819985	0.946358	1.04133	1.19233
40500	-17614.38	-17604.02	-10.35656	21.08096	0.24945	0.253616	0.246694	0.250239	0.05081612	0.68539	0.781514	1.67733	0.648036	0.00510869	0.00582517	0.0125023	0.00483026	0.185801	0.814199	0.1505712	1.46409	2.28824	0	0.9170112	3.395969	1	1	1	1.950472	0.8141993	0.1858007	0.007453695	3.395969	0.738323	0.916408	1.05656	1.28871
40600	-17615.35	-17607.33	-8.025521	26.14264	0.245722	0.252278	0.245563	0.256437	0.1110933	0.417874	0.511994	0.5034	1.11157	0.00541468	0.00663426	0.0065229	0.0144033	0.326627	0.673373	0.06543584	2.57477	2.30383	0	1.064284	3.765818	1	1	1	1.878929	0.6733725	0.3266275	0.01295768	3.765818	0.763499	0.926056	1.05213	1.25831
40700	-17616.68	-17605.85	-10.82994	49.69369	0.249909	0.244678	0.253448	0.251965	0.02599448	0.649816	0.501162	1.70325	1.579	0.00427161	0.00329442	0.0111964	0.0103797	0.264176	0.735824	0.06186717	3.2214	3.08214	0	1.157715	3.513249	1	1	1	2.355227	0.7358243	0.2641757	0.006573568	3.513249	0.825886	0.948376	1.04014	1.1856
40800	-17611.67	-17603.63	-8.033222	33.8953	0.246088	0.249985	0.246328	0.257599	0.09067021	0.391897	0.412709	1.74597	0.0990443	0.00274155	0.00288715	0.0122141	0.000692875	0.0812889	0.918711	0.02709542	0.967391	1.75976	0	1.101327	3.896171	1	1	1	2.2246	0.9187111	0.08128892	0.006995603	3.896171	0.790898	0.93613	1.04704	1.22593
40900	-17614.56	-17604.01	-10.55194	41.45376	0.248037	0.249854	0.252743	0.249366	0.03568671	0.50131	0.448735	1.97291	1.88719	0.00341541	0.00305722	0.0134414	0.0128574	0.524015	0.475985	0.05640277	1.25417	0.550725	0	0.8176751	3.3464	1	1	1	2.380504	0.4759847	0.5240153	0.006812982	3.3464	0.81006	0.942921	1.04331	1.20371
41000	-17614.85	-17605.98	-8.861328	48.93405	0.247877	0.248226	0.257773	0.246125	0.1011156	0.568935	0.47061	2.12202	0.646988	0.00357064	0.00295355	0.0133178	0.00406051	0.683107	0.316893	0.003142379	2.40077	1.61606	0	1.577997	3.554537	1	1	1	1.857872	0.3168931	0.6831069	0.006276012	3.554537	0.824592	0.947935	1.0404	1.18707
41100	-17619.21	-17610.29	-8.924298	47.80425	0.241737	0.254387	0.248028	0.255848	0.04868657	0.63964	0.555405	2.19251	0.182631	0.00396123	0.00343957	0.013578	0.00113101	0.883237	0.116763	0.06498987	1.68566	2.20827	0	0.6250474	3.606505	1	1	1	2.429676	0.1167633	0.8832367	0.006192901	3.606505	0.822611	0.947258	1.0408	1.18933
41200	-17618.79	-17609.05	-9.743971	26.12048	0.237001	0.245103	0.258511	0.259385	0.1313828	0.601909	0.424248	2.83543	0.795582	0.00288809	0.00203564	0.013605	0.00381738	0.860879	0.139121	0.01656197	0.26591	0.601821	0	1.27776	3.909948	1	1	1	1.946935	0.139121	0.860879	0.004798222	3.909948	0.763404	0.926021	1.05215	1.25842
41300	-17611.15	-17603.7	-7.45371	20.35418	0.246469	0.249655	0.253392	0.250484	0.07232381	0.404099	0.352995	1.80813	0.650519	0.00283976	0.00248063	0.0127064	0.00457144	0.712635	0.287365	0.01696725	2.29725	2.39955	0	0.98839	3.711454	1	1	1	2.054617	0.2873647	0.7126353	0.007027383	3.711454	0.733994	0.91471	1.0573	1.294
41400	-17620.3	-17608.96	-11.33161	41.98853	0.250512	0.246924	0.257357	0.245207	0.03797304	0.585742	0.567933	2.28415	2.33891	0.0033703	0.00326783	0.0131427	0.0134578	0.544297	0.455703	0.01840806	0.14865	0.979152	0	1.227533	3.791938	1	1	1	2.286665	0.4557029	0.5442971	0.005753897	3.791938	0.811222	0.943326	1.04308	1.20237
41500	-17614.29	-17603.96	-10.32683	14.64391	0.249	0.245116	0.254821	0.251063	0.09450701	1.02469	1.25577	2.18877	0.0597523	0.0059581	0.00730176	0.0127267	0.000347433	0.366214	0.633786	0.01469731	0.510864	3.36944	0	0.6714103	3.933492	1	1	1	2.226925	0.633786	0.366214	0.005814551	3.933492	0.690115	0.896827	1.06432	1.34874
41600	-17612.11	-17604.86	-7.248076	3.189801	0.244148	0.242529	0.257411	0.255913	0.06963561	0.479938	0.442285	0.748498	0.375207	0.00640764	0.00590494	0.00999318	0.00500938	0.69874	0.30126	0.005123343	1.16281	2.04039	0	1.519673	3.962439	1	1	1	2.141421	0.3012597	0.6987403	0.01335098	3.962439	0.403432	0.741523	1.08331	1.77174
41700	-17617.5	-17608.26	-9.242651	13.20304	0.251581	0.245734	0.248878	0.253807	0.09712347	0.714372	0.779337	0.648321	0.539033	0.0105544	0.0115143	0.00957857	0.00796391	0.35515	0.64485	0.1552841	3.4276	1.48268	0	1.049231	3.272974	0	1	1	1.730027	0.6448501	0.3551499	0.01477444	3.272974	0.675046	0.890392	1.06653	1.36803
41800	-17612.75	-17605.59	-7.160122	28.82571	0.241109	0.248992	0.253556	0.256344	0.136153	0.610983	0.677169	0.984072	0.12183	0.00756328	0.00838259	0.0121817	0.00150812	0.210365	0.789635	0.001548479	2.29166	1.69193	0	0.9379531	3.739043	1	1	1	1.876915	0.789635	0.210365	0.01237888	3.739043	0.774176	0.930034	1.05018	1.24561
41900	-17610.93	-17602.86	-8.068744	16.07373	0.250325	0.248397	0.251226	0.250052	0.0543356	0.574675	0.52334	1.40193	0.261762	0.00492909	0.00448879	0.0120246	0.00224518	0.123972	0.876028	0.07320142	2.15296	2.89682	0	0.5848701	3.862746	1	1	1	2.23405	0.8760282	0.1239718	0.008577189	3.862746	0.703141	0.902266	1.06232	1.33227
42000	-17614.14	-17604.46	-9.680797	7.171643	0.250555	0.244423	0.256201	0.248821	0.0698005	0.359942	0.430031	1.31929	0.999545	0.00382865	0.00457418	0.0140331	0.010632	0.0956498	0.90435	0.04827191	1.77856	2.96166	0	1.824277	3.019157	1	1	1	1.953347	0.9043502	0.09564978	0.01063686	3.019157	0.573107	0.842499	1.07855	1.50584
42100	-17614.96	-17604.89	-10.06618	16.61773	0.249506	0.257533	0.24429	0.248671	0.06829884	0.496209	0.493405	1.61645	2.09877	0.0034236	0.00340425	0.0111527	0.0144805	0.943854	0.056146	0.02824566	2.10834	0.678024	0	1.168765	3.64961	1	1	1	2.145141	0.05614602	0.943854	0.006899514	3.64961	0.707676	0.904133	1.06161	1.32658
42200	-17615.61	-17606.09	-9.527391	44.2717	0.24945	0.247755	0.253615	0.24918	0.09713753	0.844304	1.02837	2.04405	0.260627	0.00618457	0.00753287	0.0149728	0.00190911	0.863898	0.136102	0.04312709	2.64381	3.081	0	1.04776	3.373487	1	1	1	2.144672	0.1361021	0.8638979	0.007325047	3.373487	0.815952	0.944968	1.04214	1.19694
42300	-17626.89	-17607.91	-18.97949	8.392992	0.248655	0.248499	0.249285	0.253561	0.0713749	1.58931	1.17911	3.41591	2.48191	0.00447133	0.00331728	0.00961028	0.00698258	0.425955	0.574045	0.0263383	2.91568	2.32727	0	3.463331	3.750237	1	1	1	2.387804	0.5740454	0.4259546	0.002813385	3.750237	0.601572	0.856686	1.07576	1.46598
42400	-17623.01	-17608.39	-14.62065	19.65915	0.252272	0.240728	0.259262	0.247738	0.106731	1.76974	1.88226	4.45123	0.268441	0.00511126	0.00543625	0.0128558	0.000775295	0.850441	0.149559	0.09828203	1.12287	1.87594	0	0.5040025	3.771146	1	1	1	2.514668	0.1495594	0.8504406	0.002888142	3.771146	0.729643	0.912991	1.05803	1.29933
42500	-17614.57	-17602.33	-12.23434	48.17096	0.251285	0.246204	0.252693	0.249817	0.1458577	1.02903	1.17136	2.36461	1.34748	0.00492841	0.00561008	0.011325	0.00645359	0.0493064	0.950694	0.05021514	3.23934	2.88135	0	1.024854	3.490366	1	1	1	2.174232	0.9506936	0.04930645	0.004789385	3.490366	0.823262	0.947481	1.04067	1.18859
42600	-17614.62	-17603.09	-11.52452	44.50528	0.247579	0.248723	0.254114	0.249584	0.08961166	0.731472	0.726689	0.19912	2.919	0.00516464	0.00513087	0.00140591	0.0206099	0.2276	0.7724	0.140551	0.377196	3.35944	0	1.119955	3.950482	1	1	1	2.072315	0.7724001	0.2275999	0.007060613	3.950482	0.816416	0.945128	1.04205	1.19641
42700	-17612.72	-17604.53	-8.18966	29.42904	0.24766	0.252249	0.247234	0.252857	0.04520068	0.394778	0.472376	0.776219	2.28621	0.00414451	0.00495915	0.008149	0.0240014	0.930232	0.069768	0.02225476	1.5544	1.40543	0	0.7456355	3.300546	1	1	1	1.924287	0.06976801	0.930232	0.01049833	3.300546	0.776381	0.930847	1.04977	1.243
42800	-17613.17	-17604.69	-8.486598	15.08605	0.248942	0.24831	0.258413	0.244335	0.1235201	0.329147	0.330638	1.21552	0.495168	0.00345764	0.0034733	0.0127689	0.00520167	0.497981	0.502019	0.1069789	0.592414	3.3416	0	0.5419078	3.679754	1	1	1	2.025487	0.5020186	0.4979814	0.01050486	3.679754	0.694328	0.898598	1.06368	1.34339
42900	-17611.82	-17606.03	-5.786454	45.53158	0.248751	0.254534	0.254474	0.242241	0.07764145	0.407583	0.460528	0.837327	0.252956	0.00581815	0.00657393	0.0119526	0.00361088	0.16122	0.83878	0.007096343	0.457318	1.99476	0	0.8144945	3.410856	1	1	1	1.986832	0.8387796	0.1612204	0.01427476	3.410856	0.818413	0.945817	1.04165	1.19412
43000	-17612.66	-17606.31	-6.349031	20.87698	0.243424	0.251219	0.250832	0.254526	0.0528036	0.249762	0.205901	1.06297	0.381289	0.00374005	0.00308325	0.0159174	0.00570959	0.413807	0.586193	0.04232142	3.3532	1.7819	0	0.8407273	3.21065	0	1	1	1.874418	0.5861927	0.4138073	0.01497444	3.21065	0.737129	0.915941	1.05677	1.29016
43100	-17613.14	-17604.43	-8.710025	35.70839	0.254359	0.24831	0.245423	0.251908	0.03905295	0.0953098	0.235997	1.00756	0.153313	0.00218807	0.00541789	0.0231311	0.00351968	0.109509	0.890491	0.0957956	2.87631	0.865361	0	1.066274	3.217527	1	1	1	2.204854	0.8904906	0.1095094	0.02295744	3.217527	0.796025	0.937967	1.04606	1.21995
43200	-17617.55	-17607.61	-9.938136	45.85743	0.253885	0.240012	0.260063	0.24604	0.1271161	0.208631	0.340919	1.68567	0.637458	0.00238749	0.00390135	0.0192901	0.00729482	0.89977	0.10023	0.1495394	0.88895	1.24645	0	0.9591871	3.071027	1	1	1	2.026113	0.1002301	0.8997699	0.01144361	3.071027	0.819034	0.946031	1.04152	1.19341
43300	-17614.37	-17604.74	-9.626903	45.83215	0.246223	0.248407	0.260356	0.245014	0.1170158	0.409339	0.321924	1.92108	0.236429	0.00371526	0.00292186	0.0174362	0.00214589	0.383061	0.616939	0.07850766	2.48275	2.89847	0	1.441013	3.436151	1	1	1	2.227196	0.6169389	0.3830611	0.009076254	3.436151	0.818986	0.946014	1.04153	1.19347
43400	-17612.97	-17605.15	-7.819477	37.19361	0.248755	0.250744	0.247721	0.25278	0.09235902	0.406107	0.416002	1.73952	0.198676	0.00349604	0.00358123	0.0149749	0.00171034	0.438061	0.561939	0.0253016	0.134647	2.1432	0	1.110666	3.570188	1	1	1	2.236265	0.5619388	0.4380612	0.008608678	3.570188	0.799953	0.939365	1.04529	1.21539
43500	-17614.73	-17603.44	-11.29283	43.91798	0.247163	0.242059	0.256365	0.254413	0.1436319	0.278125	0.922182	4.37554	0.940952	0.00122505	0.00406191	0.0192728	0.00414458	0.444019	0.555981	0.00519721	1.72935	2.83695	0	1.162837	3.850249	1	1	1	2.121093	0.5559812	0.4440188	0.004404668	3.850249	0.815243	0.944722	1.04228	1.19775
43600	-17612.19	-17603.04	-9.145866	22.81545	0.245435	0.249003	0.252725	0.252837	0.04698051	0.43174	0.485304	2.10779	1.06706	0.003117	0.00350371	0.0152174	0.00770376	0.75149	0.24851	0.05682772	1.38255	2.43109	0	0.8257527	3.309761	1	1	1	2.087937	0.2485105	0.7514895	0.007219626	3.309761	0.747845	0.920102	1.05492	1.27714
43700	-17612.34	-17603.96	-8.384604	10.93379	0.2451	0.250237	0.252144	0.252518	0.04195222	0.610705	0.35604	2.47999	0.823653	0.00402231	0.002345	0.016334	0.00542485	0.325406	0.674594	0.004606062	1.17866	2.75741	0	0.9437638	3.487121	1	1	1	2.12042	0.6745943	0.3254057	0.006586332	3.487121	0.645981	0.877535	1.07051	1.40598
43800	-17611	-17602.64	-8.360579	16.53539	0.253644	0.24573	0.251734	0.248891	0.09436536	0.478801	0.242061	2.26361	0.439921	0.00408855	0.00206699	0.0193293	0.00375654	0.32625	0.67375	0.05466052	2.86065	2.71377	0	0.8619409	3.402223	1	1	1	2.088539	0.6737498	0.3262502	0.008539135	3.402223	0.707003	0.903857	1.06171	1.32743
43900	-17613.76	-17605.18	-8.577964	13.37564	0.250754	0.247313	0.251122	0.250811	0.028048	0.446388	0.375604	1.80945	0.358042	0.00363739	0.00306061	0.0147443	0.00291751	0.873299	0.126701	0.1135369	0.584548	2.48965	0	0.6683137	3.136233	1	1	1	1.961614	0.1267009	0.8732991	0.008148502	3.136233	0.67697	0.891223	1.06626	1.36555
44000	-17617.76	-17607.54	-10.21999	11.17679	0.247114	0.241298	0.253851	0.257737	0.09261396	0.37431	0.462237	1.70822	1.6315	0.00250906	0.00309844	0.0114505	0.0109362	0.808584	0.191416	0.08380117	2.33504	2.11973	0	0.429013	3.724019	1	1	1	1.96763	0.1914164	0.8085836	0.006703141	3.724019	0.649479	0.879114	1.07005	1.40136
44100	-17612.75	-17603.45	-9.293749	33.16876	0.246737	0.24846	0.254414	0.250389	0.01441501	0.667766	0.632726	1.92898	0.353578	0.00549361	0.00520534	0.0158695	0.00290883	0.570059	0.429941	0.002379446	1.91922	1.79187	0	1.637775	3.018664	1	1	1	1.933734	0.4299407	0.5700593	0.008226851	3.018664	0.78873	0.935349	1.04745	1.22847
44200	-17618.07	-17604.92	-13.14849	24.79958	0.258365	0.246011	0.248211	0.247413	0.07248832	1.25484	1.40028	2.1403	0.888027	0.00701773	0.00783114	0.0119697	0.00496633	0.0664996	0.9335	0.1651245	1.00611	3.29108	0	0.900509	3.439887	1	1	1	2.138143	0.9335004	0.0664996	0.005592543	3.439887	0.757543	0.923808	1.0532	1.26544
44300	-17618.29	-17606.88	-11.4111	40.7535	0.253599	0.242746	0.254724	0.248931	0.04667979	1.96201	2.03159	1.94808	0.656368	0.0104748	0.0108462	0.0104004	0.00350421	0.767004	0.232996	0.02282712	2.26541	0.33326	0	0.9830697	3.81356	1	1	1	1.832639	0.2329959	0.7670041	0.005338786	3.81356	0.808504	0.942377	1.04362	1.2055
44400	-17610.24	-17603.3	-6.947391	5.894512	0.249159	0.245759	0.255203	0.249879	0.1160876	0.50131	0.574254	0.778197	0.335567	0.00666973	0.00764022	0.0103536	0.00446459	0.372812	0.627188	0.02071116	0.775787	2.4295	0	1.096266	3.648431	1	1	1	1.978123	0.6271881	0.3728119	0.01330461	3.648431	0.535463	0.822663	1.08149	1.56038
44500	-17613.87	-17603.14	-10.73661	41.51492	0.249958	0.246704	0.254228	0.24911	0.4044664	0.364148	0.389928	0.373624	0.680992	0.00732336	0.00784183	0.00751393	0.0136954	0.486106	0.513894	0.05719606	0.700082	0.245936	0	0.9887028	3.281425	1	1	1	1.973228	0.5138936	0.4861064	0.02011097	3.281425	0.810194	0.942967	1.04329	1.20355
44600	-17613.72	-17607.38	-6.334754	5.992511	0.243346	0.25173	0.248093	0.256831	0.09162606	0.341567	0.43243	0.497767	0.450818	0.00723937	0.00916518	0.01055	0.00955492	0.0801328	0.919867	0.03535195	2.94212	0.49523	0	1.11218	3.071729	1	1	1	1.816017	0.9198672	0.08013278	0.0211946	3.071729	0.538718	0.824429	1.08128	1.55558
44700	-17614.24	-17605.06	-9.176035	13.10174	0.253851	0.247	0.250655	0.248494	0.1815589	0.538488	0.730982	0.169939	0.864766	0.00994436	0.0134992	0.00313829	0.0159698	0.224787	0.775213	0.001185692	2.35637	0.32388	0	1.608681	3.386811	1	1	1	2.108681	0.7752128	0.2247872	0.01846719	3.386811	0.673901	0.889897	1.0667	1.3695
44800	-17619.48	-17610.25	-9.225385	8.053166	0.242344	0.252901	0.260296	0.244459	0.08191348	0.507298	0.448395	0.21023	0.812365	0.00835071	0.0073811	0.00346063	0.0133725	0.375637	0.624363	0.1604676	0.599107	3.37585	0	0.6259908	3.948266	1	1	1	2.302395	0.6243628	0.3756372	0.01646115	3.948266	0.59424	0.853095	1.07652	1.47614
44900	-17613.76	-17604.57	-9.184337	30.17899	0.247236	0.250749	0.245692	0.256323	0.03950074	0.275576	0.23489	0.0548296	1.84194	0.00594047	0.00506342	0.00118194	0.0397058	0.331726	0.668274	0.06042548	3.28005	1.16201	0	0.8368743	3.070705	0	1	1	2.101605	0.6682738	0.3317262	0.02155652	3.070705	0.779033	0.931821	1.04928	1.23987
45000	-17611.55	-17603.2	-8.356643	27.40875	0.249832	0.247567	0.253739	0.248863	0.04747991	0.378779	0.341141	0.63713	0.801477	0.00590393	0.00531727	0.00993076	0.0124924	0.506435	0.493565	0.1301016	2.3603	1.02251	0	0.9261714	3.175643	1	1	1	2.022546	0.4935646	0.5064354	0.01558672	3.175643	0.768724	0.928011	1.05118	1.25208
45100	-17615.71	-17604.61	-11.09816	21.4319	0.247726	0.251508	0.255003	0.245763	0.1867597	0.618543	0.644614	1.35422	0.729749	0.00537288	0.00559934	0.0117632	0.00633886	0.471983	0.528017	0.1642248	1.69396	2.16103	0	1.012888	3.368061	1	1	1	1.9359	0.5280166	0.4719834	0.008686355	3.368061	0.740338	0.917194	1.05622	1.28625
45200	-17615.17	-17606.3	-8.875156	25.57275	0.243373	0.247592	0.25955	0.249485	0.121232	0.931914	0.964169	1.17055	0.137447	0.00917733	0.00949496	0.0115274	0.00135355	0.200572	0.799428	0.02169666	2.81	2.69502	0	0.9875784	3.752443	1	1	1	2.257994	0.7994276	0.2005724	0.009847826	3.752443	0.761027	0.925126	1.05258	1.26127
45300	-17619.19	-17611.14	-8.054857	35.11236	0.260402	0.243026	0.241877	0.254695	0.08568767	0.868631	0.727484	0.959114	0.454003	0.00933596	0.00781893	0.0103085	0.00487958	0.154011	0.845989	0.002846208	0.778733	3.40174	0	1.443022	3.702241	1	1	1	1.932115	0.8459892	0.1540108	0.0107479	3.702241	0.794382	0.93738	1.04637	1.22187
45400	-17616.34	-17607.13	-9.212237	23.28503	0.252229	0.249217	0.247309	0.251246	0.1109729	0.30627	0.368166	0.444581	0.66594	0.00571747	0.00687295	0.00829946	0.0124318	0.538592	0.461408	0.1838489	0.634249	1.47339	0	0.9797516	3.02101	1	1	1	2.213683	0.4614079	0.5385921	0.01866805	3.02101	0.750247	0.921025	1.0545	1.27423
45500	-17617.09	-17607.53	-9.565101	32.51083	0.246436	0.256597	0.248164	0.248804	0.1103272	1.36908	1.3055	0.848446	0.54656	0.0130274	0.0124224	0.00807335	0.00520077	0.102184	0.897816	0.0118814	2.2342	3.38135	0	0.5230867	3.706208	1	1	1	2.39187	0.8978155	0.1021845	0.009515461	3.706208	0.786707	0.934617	1.04784	1.23084
45600	-17613.15	-17604.02	-9.131746	7.003398	0.250632	0.246277	0.2519	0.251192	0.03925791	0.695405	0.558904	1.49338	0.754233	0.00457885	0.00368007	0.0098331	0.00496621	0.398846	0.601154	0.02058101	3.31847	3.39349	0	1.657094	3.976294	1	1	1	1.997452	0.6011542	0.3988458	0.006584445	3.976294	0.568676	0.840229	1.07895	1.51215
45700	-17613.35	-17604.27	-9.084566	42.2564	0.249259	0.255521	0.245796	0.249424	0.1037038	0.369003	0.429392	1.45826	0.228259	0.00317634	0.00369617	0.0125526	0.00196483	0.512814	0.487186	0.1278855	3.08966	0.178481	0	1.012853	3.756124	1	1	1	2.141273	0.4871857	0.5128143	0.008607908	3.756124	0.811796	0.943526	1.04297	1.20171
45800	-17613.77	-17604.38	-9.391584	35.71807	0.245477	0.247836	0.254014	0.252673	0.028693	0.629034	0.742198	3.37099	0.405868	0.00253274	0.00298838	0.0135729	0.00163418	0.809227	0.190773	0.001421608	2.79365	0.198676	0	1.071112	3.772963	1	1	1	2.411336	0.1907727	0.8092273	0.00402639	3.772963	0.796052	0.937977	1.04605	1.21992
45900	-17615.58	-17605.57	-10.00795	3.015603	0.246023	0.24892	0.246741	0.258316	0.09700824	0.35642	0.799354	3.35644	0.18524	0.0018395	0.00412551	0.0173228	0.000956032	0.722809	0.277191	0.07181123	2.82757	1.77726	0	1.015489	3.982772	1	1	1	2.120623	0.2771911	0.7228089	0.005161051	3.982772	0.390465	0.732388	1.08259	1.79455
46000	-17618.99	-17610.48	-8.518204	41.28515	0.258089	0.247094	0.247698	0.247119	0.0464971	0.502468	0.252195	2.83114	0.596547	0.00329836	0.00165549	0.0185845	0.00391593	0.962734	0.0372656	0.01801	0.429388	3.37272	0	0.6681694	3.769211	1	1	1	2.36565	0.03726563	0.9627344	0.006564329	3.769211	0.809689	0.942791	1.04339	1.20413
46100	-17617.93	-17607.05	-10.88751	40.50311	0.239619	0.254218	0.259282	0.246881	0.02779252	0.68813	0.709497	2.07806	0.200172	0.00423488	0.00436638	0.0127888	0.0012319	0.626855	0.373145	0.1646324	0.739098	0.549232	0	0.5322034	3.658134	1	1	1	2.144058	0.3731448	0.6268552	0.006154186	3.658134	0.807939	0.942179	1.04373	1.20615
46200	-17624.51	-17610.68	-13.83296	5.211728	0.252885	0.251755	0.248993	0.246366	0.09424762	1.44425	2.20701	4.68197	1.10819	0.00355227	0.00542833	0.0115157	0.0027257	0.178332	0.821668	0.02230648	0.486928	2.30072	0	1.107957	3.506071	1	1	1	1.999464	0.8216684	0.1783316	0.00245959	3.506071	0.51064	0.808862	1.08291	1.59758
46300	-17619.37	-17605.36	-14.01144	8.440721	0.252964	0.250999	0.247973	0.248063	0.06664335	0.969884	0.775675	4.70382	1.20366	0.0038932	0.00311363	0.0188816	0.00483159	0.163103	0.836897	0.07316506	0.534126	3.43743	0	1.918472	3.091421	1	0	1	1.798012	0.8368974	0.1631026	0.004014094	3.091421	0.60257	0.857171	1.07565	1.46461
46400	-17612.6	-17602.58	-10.02006	9.224529	0.251153	0.248093	0.250688	0.250066	0.04271159	0.334499	0.733359	3.27945	1.27712	0.00163025	0.00357418	0.0159831	0.00622431	0.259959	0.740041	0.01683218	2.60211	0.718335	0	1.061316	3.918835	1	1	1	2.069381	0.7400409	0.2599591	0.004873707	3.918835	0.617932	0.864542	1.07394	1.44358
46500	-17615.82	-17605.03	-10.7911	20.1064	0.249247	0.242538	0.248252	0.259963	0.06344752	0.78052	0.949237	4.75113	0.157804	0.00248305	0.00301978	0.0151146	0.000502016	0.817358	0.182642	0.06079338	1.53746	0.712887	0	0.8759361	3.802951	1	1	1	2.036193	0.1826418	0.8173582	0.003181273	3.802951	0.732467	0.914108	1.05756	1.29587
