Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
5500	-17388.85	-17373.57	-15.27735	11.34526	0.252242	0.246822	0.250774	0.250162	0.101493	0.185341	0.213785	1.13407	2.34241	0.00134965	0.00155679	0.00825832	0.0170574	0.309334	0.690666	0.04303504	0.01011728	0.767769	0	0.9792503	3.671953	1	1	1.35588	0.6906662	0.3093338	19.32277	0.007282012	3.671953	0.651843	0.880177	1.06974	1.39824
5600	-17393.62	-17371.96	-21.66219	43.39609	0.252152	0.247837	0.245628	0.254382	0.1039471	0.0864378	0.234671	1.32022	3.12893	0.000548485	0.00148909	0.00837734	0.0198544	0.343445	0.656555	0.2194758	0.01903605	0.590821	0	1.579096	3.254575	1	1	1.28555	0.6565547	0.3434453	75.45246	0.006345437	3.254575	0.814181	0.944354	1.04249	1.19897
5700	-17389.57	-17374.15	-15.41566	26.2154	0.253711	0.252583	0.245544	0.248162	0.1097997	0.125348	0.272007	0.769438	2.46414	0.000952681	0.00206732	0.00584794	0.0187282	0.595697	0.404303	0.01428978	0.0173479	0.154653	0	1.410813	3.462357	1	1	1.384374	0.4043027	0.5956973	19.03366	0.00760027	3.462357	0.763809	0.926173	1.05208	1.25794
5800	-17390.33	-17375.08	-15.2534	41.07077	0.242517	0.247739	0.252349	0.257395	0.06787686	0.0540398	0.200045	0.415524	4.00621	0.000312673	0.00115746	0.00240421	0.0231798	0.245892	0.754108	0.01862391	0.01823177	0.182291	0	0.5368672	3.829617	1	1	1.361185	0.7541082	0.2458918	12.9836	0.005785978	3.829617	0.809214	0.942625	1.04348	1.20468
5900	-17389.74	-17371.81	-17.92955	39.33709	0.249164	0.24763	0.25503	0.248176	0.0906629	0.105127	0.221123	1.91992	3.06406	0.000587515	0.00123578	0.0107297	0.0171239	0.154002	0.845998	0.1037419	0.006642003	0.550039	0	1.120062	3.46467	1	1	1.218304	0.8459982	0.1540018	19.32071	0.005588629	3.46467	0.805237	0.941231	1.04426	1.20927
6000	-17389.37	-17371.81	-17.55905	37.47456	0.254479	0.246686	0.246872	0.251963	0.1730112	0.107121	0.210985	2.7106	0.60656	0.000755553	0.00148814	0.0191186	0.00427824	0.111973	0.888027	0.08228602	0.01731547	0.795966	0	0.3530406	3.343504	1	1	1.316842	0.8880273	0.1119727	40.87699	0.007053284	3.343504	0.80067	0.939619	1.04516	1.21456
6100	-17388.92	-17373.38	-15.54729	6.042212	0.250393	0.241346	0.25342	0.254841	0.1835081	0.182234	0.267526	1.49895	2.23036	0.0011253	0.00165198	0.00925605	0.0137725	0.389321	0.610679	0.07767495	0.0001715351	0.429012	0	0.4688364	3.622577	1	1	1.392686	0.610679	0.389321	5.143928	0.006175018	3.622577	0.540343	0.825307	1.08116	1.55319
6200	-17391.46	-17374.15	-17.30777	3.127789	0.247048	0.251269	0.25363	0.248053	0.1250484	0.10824	0.272485	0.875604	3.45656	0.000750117	0.00188835	0.00606803	0.0239543	0.806164	0.193836	0.08315289	0.02642572	0.620518	0	0.7001051	3.254238	1	1	1.15329	0.1938357	0.8061643	53.45663	0.006930104	3.254238	0.398912	0.738367	1.08308	1.77964
6300	-17391.07	-17373.98	-17.08597	39.24263	0.246285	0.246909	0.254537	0.252269	0.1432299	0.136866	0.235782	3.57947	2.78249	0.000621171	0.0010701	0.0162455	0.0126284	0.906685	0.0933153	0.08261139	0.01223181	0.636873	0	1.194183	3.03365	1	1	1.316226	0.09331529	0.9066847	2.817872	0.004538526	3.03365	0.805013	0.941152	1.04431	1.20953
6400	-17397.2	-17377.98	-19.22669	20.19149	0.245076	0.251697	0.262044	0.241183	0.1337771	0.178255	0.254074	2.63261	5.63835	0.000646899	0.00092205	0.00955389	0.0204619	0.873425	0.126575	0.07162527	0.001023765	0.682895	0	1.903698	3.722255	1	1	1.339894	0.1265749	0.8734251	2.013663	0.003629056	3.722255	0.732994	0.914316	1.05747	1.29522
6500	-17398.2	-17379.76	-18.43933	39.13495	0.239829	0.250662	0.257043	0.252466	0.102747	0.31707	0.208354	0.594334	6.55945	0.00151817	0.000997628	0.00284575	0.0314076	0.543528	0.456472	0.03317768	0.03274204	0.73513	0	1.16728	3.17332	1	1	1.16441	0.4564724	0.5435276	94.22842	0.004788138	3.17332	0.804756	0.941062	1.04436	1.20982
6600	-17395.71	-17375.52	-20.19186	21.68985	0.255043	0.243742	0.25528	0.245935	0.08712537	0.218851	0.234087	0.518588	6.46534	0.000949284	0.00101537	0.00224941	0.0280439	0.719737	0.280263	0.0594018	0.01431675	0.895167	0	2.196727	3.878648	1	1	1.184925	0.2802627	0.7197373	50.93351	0.004337573	3.878648	0.741789	0.917759	1.05597	1.28448
6700	-17398.36	-17378.05	-20.30469	47.63367	0.250957	0.241767	0.244465	0.262811	0.02254883	0.366737	0.565102	1.44707	9.64495	0.000963266	0.00148429	0.00380086	0.0253333	0.440854	0.559146	0.1178095	0.01124751	0.191919	0	0.3717393	3.358405	1	1	1.491928	0.5591456	0.4408544	5.192587	0.002626586	3.358405	0.822306	0.947154	1.04086	1.18968
6800	-17397.81	-17376.06	-21.74345	17.44911	0.25568	0.254811	0.241428	0.248081	0.2520011	0.352954	0.384713	1.49535	11.5392	0.000817243	0.000890779	0.00346239	0.0267184	0.301618	0.698382	0.04798619	0.01775962	0.702506	0	0.8173945	3.402615	1	1	1.245745	0.6983817	0.3016183	31.92365	0.002315439	3.402615	0.714215	0.906803	1.06056	1.31842
6900	-17393.95	-17375.96	-17.991	48.85256	0.251207	0.250307	0.242437	0.256049	0.05266533	0.127952	0.312555	0.270492	16.1304	0.000319492	0.000780438	0.000675409	0.040277	0.283901	0.716099	0.0008624345	0.0201475	0.48543	0	0.7267998	3.045108	1	1	1.415372	0.7160987	0.2839013	13.12627	0.002496961	3.045108	0.824451	0.947887	1.04043	1.18723
7000	-17398.18	-17373.36	-24.82639	33.99092	0.247316	0.246834	0.255359	0.25049	0.04817449	0.297965	0.562745	2.41867	11.5194	0.000653562	0.00123434	0.00530515	0.0252669	0.791095	0.208905	0.1872649	0.03769081	0.642082	0	0.5331718	3.731849	1	1	1.276142	0.208905	0.791095	86.77408	0.002193417	3.731849	0.791178	0.936231	1.04699	1.22561
7100	-17395.93	-17374.02	-21.91179	36.14873	0.252348	0.243753	0.245077	0.258822	0.1707448	0.435804	0.537467	0.285602	19.1722	0.000785053	0.000968186	0.00051448	0.0345366	0.292265	0.707735	0.02431925	0.02099878	0.154355	0	0.7140065	3.438519	1	1	1.277744	0.7077349	0.2922651	86.75229	0.001801389	3.438519	0.797214	0.938391	1.04583	1.21857
7200	-17397.22	-17377.21	-20.00176	36.99456	0.245306	0.24527	0.253466	0.255957	0.04243113	0.218227	0.189999	5.32708	2.81756	0.0006924	0.000602838	0.016902	0.0089397	0.0802922	0.919708	0.006255785	0.00332132	1.23652	0	1.42184	3.67883	1	1	1.236124	0.9197078	0.08029223	85.42386	0.003172849	3.67883	0.79944	0.939183	1.04539	1.21598
7300	-17390.56	-17372.25	-18.3167	20.38283	0.253842	0.249402	0.250989	0.245766	0.2418631	0.26975	0.424436	3.62679	1.0043	0.00127937	0.00201301	0.0172011	0.00476319	0.329868	0.670132	0.01841482	0.004608688	0.451761	0	1.533938	3.532815	1	1	1.299815	0.6701322	0.3298678	23.43141	0.004742787	3.532815	0.734168	0.914779	1.05727	1.29378
7400	-17394.41	-17374.71	-19.70212	27.722	0.24205	0.246813	0.256647	0.25449	0.1342565	0.0701495	0.142795	1.95389	0.700849	0.000597292	0.00121584	0.0166365	0.00596742	0.624249	0.375751	0.1185514	0.0005618739	0.332292	0	2.540077	3.412513	1	1	1.439175	0.3757509	0.6242491	18.25837	0.008514556	3.412513	0.769964	0.928473	1.05096	1.25061
7500	-17389.73	-17372.89	-16.83987	20.98718	0.251259	0.253066	0.247886	0.247789	0.05959843	0.18145	0.418009	1.96948	2.32166	0.00106027	0.00244255	0.0115083	0.0135661	0.779185	0.220815	0.04988472	0.02926856	0.244973	0	1.09385	3.339112	1	1	1.342561	0.2208154	0.7791846	33.79423	0.005843292	3.339112	0.737776	0.916194	1.05666	1.28937
7600	-17393.13	-17380.15	-12.97627	31.52289	0.244568	0.244671	0.257712	0.25305	0.1060954	0.172338	0.197632	0.370463	3.22827	0.00147446	0.00169086	0.00316954	0.0276198	0.904353	0.0956468	0.008103792	0.01513008	0.805842	0	0.7346069	3.233605	1	1	1.5184	0.09564677	0.9043532	4.446123	0.0085556	3.233605	0.783556	0.933473	1.04843	1.23454
7700	-17390.21	-17372.79	-17.41547	24.48865	0.255559	0.251015	0.2476	0.245827	0.07573541	0.274005	0.408159	1.51402	3.66834	0.00134968	0.00201049	0.00745767	0.0180693	0.263717	0.736283	0.02855422	0.01318302	0.40694	0	0.6883381	3.269527	1	1	1.378022	0.7362825	0.2637175	78.2244	0.004925753	3.269527	0.756098	0.92326	1.05346	1.26718
7800	-17394.91	-17379.31	-15.59852	45.21704	0.247032	0.260636	0.240255	0.252076	0.1115108	0.118624	0.233	2.2686	2.28103	0.00065072	0.00127813	0.0124445	0.0125127	0.0608885	0.939112	0.03241152	0.005995075	0.217459	0	0.9085417	3.659087	1	1	1.526989	0.9391115	0.0608885	7.18601	0.005485558	3.659087	0.817808	0.945609	1.04177	1.19481
7900	-17386.82	-17372.86	-13.95357	45.95285	0.254187	0.244906	0.250394	0.250513	0.05305687	0.141615	0.257888	2.82538	0.130074	0.00101197	0.00184285	0.02019	0.000929499	0.15952	0.84048	0.03218821	0.007965526	0.174618	0	0.9248254	3.377477	1	1	1.442959	0.8404803	0.1595197	14.54959	0.007145944	3.377477	0.819214	0.946093	1.04149	1.19321
8000	-17392.31	-17375.29	-17.02423	33.54386	0.258804	0.248671	0.245838	0.246688	0.1099022	0.330649	0.820918	1.97842	2.49191	0.00166885	0.00414332	0.00998542	0.0125771	0.21143	0.78857	0.08383395	0.01588624	0.397771	0	0.4962643	3.527853	1	1	1.330274	0.7885705	0.2114295	11.508	0.00504718	3.527853	0.789858	0.935756	1.04724	1.22715
8100	-17393.9	-17378.35	-15.55017	25.48034	0.257264	0.243423	0.250301	0.249012	0.1788199	0.248861	0.471934	3.79353	1.50665	0.000890166	0.00168809	0.0135693	0.00538923	0.391944	0.608056	0.06412623	0.006060918	1.56161	0	0.4546938	3.812688	1	1	1.273139	0.6080557	0.3919443	2.21549	0.003576959	3.812688	0.760618	0.924972	1.05265	1.26176
8200	-17390.33	-17372.58	-17.74863	23.34286	0.250313	0.251437	0.252955	0.245296	0.1786516	0.208698	0.262337	5.74128	0.650165	0.000791826	0.00099534	0.0217831	0.00246681	0.871563	0.128437	0.02958034	0.01409727	0.937301	0	0.4818769	3.172968	1	1	1.366029	0.1284366	0.8715634	47.7323	0.003794123	3.172968	0.750538	0.921137	1.05445	1.27388
8300	-17396.58	-17372.59	-23.99385	9.136542	0.244188	0.249821	0.253961	0.25203	0.07614649	0.562961	0.98159	7.55956	0.961571	0.00128886	0.00224729	0.0173071	0.00220146	0.738161	0.261839	0.2753282	0.01521085	0.594609	0	0.822026	3.894736	1	1	1.326186	0.2618392	0.7381608	94.85559	0.002289438	3.894736	0.616297	0.863767	1.07413	1.4458
8400	-17396.85	-17375.23	-21.61687	39.5972	0.261396	0.243261	0.249147	0.246196	0.02292864	0.225905	0.541775	6.23537	0.334454	0.000686833	0.00164719	0.0189578	0.00101686	0.945749	0.0542507	0.08576292	0.01082197	0.861732	0	2.70633	3.681248	1	1	1.382841	0.05425069	0.9457493	45.73359	0.003040362	3.681248	0.805849	0.941446	1.04414	1.20856
8500	-17395.84	-17374.71	-21.12719	22.71606	0.248585	0.255296	0.246806	0.249312	0.2116568	0.147607	0.140236	4.43367	3.0895	0.000604087	0.000573921	0.018145	0.0126439	0.804129	0.195871	0.05247152	0.02077583	1.62386	0	0.6393312	3.039757	1	1	1.338164	0.1958711	0.8041289	80.62627	0.004092533	3.039757	0.747327	0.919903	1.05501	1.27776
8600	-17396.73	-17378.85	-17.87742	36.08693	0.249769	0.247283	0.251033	0.251915	0.1507861	0.450219	0.322533	3.63871	0.116198	0.00215138	0.00154123	0.0173877	0.000555256	0.601836	0.398164	0.07236169	0.0313424	0.534071	0	1.11368	3.905501	1	1	1.499235	0.3981644	0.6018356	77.6677	0.004778526	3.905501	0.797048	0.938332	1.04586	1.21876
8700	-17389.6	-17372.35	-17.25135	28.61115	0.253257	0.243296	0.253967	0.24948	0.04503726	0.157344	0.561529	4.17488	0.870294	0.00069903	0.00249471	0.0185478	0.00386646	0.63199	0.36801	0.0314632	0.01634607	0.27261	0	0.8213727	3.487085	1	1	1.394788	0.3680096	0.6319904	78.7522	0.004442702	3.487085	0.773375	0.929738	1.05033	1.24656
8800	-17396.1	-17374.43	-21.66452	39.68981	0.243845	0.257095	0.249868	0.249192	0.2062762	0.281582	0.360668	5.69484	2.07658	0.000932263	0.0011941	0.0188545	0.00687515	0.899382	0.100618	0.05389045	0.02679497	0.25252	0	1.696095	3.118687	1	1	1.341879	0.1006178	0.8993822	50.14905	0.003310808	3.118687	0.806066	0.941522	1.0441	1.20831
8900	-17394.98	-17374.26	-20.71875	32.78621	0.247323	0.242593	0.25617	0.253913	0.1059803	0.238861	0.293679	12.1939	0.974929	0.000432376	0.000531604	0.0220728	0.00176477	0.771026	0.228974	0.05803073	0.01595413	2.26659	0	0.7884535	3.358261	1	1	1.356855	0.2289741	0.7710259	88.06882	0.001810154	3.358261	0.787561	0.934926	1.04767	1.22984
9000	-17394.64	-17373.69	-20.94542	7.670924	0.247852	0.249478	0.256123	0.246547	0.0389611	0.268281	0.243044	13.0775	1.22132	0.000457986	0.000414904	0.0223248	0.00208493	0.00846427	0.991536	0.1117026	0.0005664786	2.01088	0	0.8437088	3.36664	1	1	1.32852	0.9915357	0.008464269	29.6788	0.001707116	3.36664	0.585477	0.848747	1.0774	1.48838
9100	-17393.48	-17374.87	-18.61384	48.25207	0.24671	0.252407	0.244987	0.255897	0.06731596	0.0660445	0.180367	8.99201	0.556625	0.000139862	0.00038196	0.0190423	0.00117876	0.442249	0.557751	0.03300604	0.003559363	0.387852	0	0.7967934	3.654411	1	1	1.439156	0.5577514	0.4422486	46.2025	0.00211769	3.654411	0.823404	0.947529	1.04064	1.18843
9200	-17392.71	-17372.53	-20.17517	11.64878	0.248135	0.246446	0.250547	0.254871	0.09477159	0.147022	0.335139	8.57071	1.20737	0.000314232	0.000716298	0.0183183	0.00258054	0.293647	0.706353	0.07349529	0.02103201	2.22217	0	0.520865	3.863468	1	1	1.23085	0.706353	0.293647	88.69682	0.002137319	3.863468	0.655981	0.882027	1.06919	1.39281
9300	-17395.72	-17373.35	-22.37529	42.94933	0.255787	0.243102	0.251582	0.249528	0.1895221	0.200284	0.285281	14.8779	0.455005	0.000298267	0.000424846	0.0221564	0.000677602	0.213005	0.786995	0.1374498	0.002752872	2.63385	0	0.564176	3.613068	1	1	1.382278	0.786995	0.213005	50.56475	0.00148922	3.613068	0.813257	0.944034	1.04268	1.20003
9400	-17398.77	-17379.99	-18.77744	8.996884	0.242164	0.251828	0.258027	0.247981	0.06840276	0.234931	0.389255	12.7229	1.80916	0.000437893	0.000725542	0.0237146	0.00337213	0.371466	0.628534	0.001181125	0.02689399	1.70747	0	0.7106202	3.049474	1	1	1.559263	0.6285338	0.3714662	9.560712	0.001863924	3.049474	0.613659	0.86251	1.07443	1.4494
9500	-17388.26	-17371.19	-17.07032	17.75575	0.249664	0.247569	0.249889	0.252878	0.04544861	0.317439	0.516218	10.9192	0.417265	0.000585094	0.00095148	0.0201259	0.000769092	0.749887	0.250113	0.05881397	0.008562155	0.102716	0	0.7705433	3.560367	1	1	1.357879	0.2501128	0.7498872	8.443614	0.001843173	3.560367	0.716517	0.907736	1.06019	1.31555
9600	-17393.67	-17372.92	-20.74246	22.95865	0.250356	0.240385	0.255963	0.253296	0.05972915	0.23781	0.405646	16.4454	0.100916	0.000341177	0.000581966	0.0235936	0.000144781	0.807554	0.192446	0.0661488	0.001599434	2.01063	0	1.021426	3.112546	1	1	1.249733	0.1924458	0.8075542	67.30095	0.001434665	3.112546	0.748585	0.920387	1.05479	1.27624
9700	-17393.88	-17373.4	-20.47681	45.97683	0.259814	0.245551	0.246528	0.248108	0.07343454	0.148723	0.48185	12.3848	0.962083	0.000289037	0.000936453	0.0240692	0.00186977	0.42224	0.57776	0.1080136	0.008999577	0.3781	0	0.9053473	3.032144	1	1	1.290748	0.5777601	0.4222399	29.06222	0.001943456	3.032144	0.81926	0.946108	1.04148	1.19315
9800	-17401.5	-17377.48	-24.01423	4.902493	0.25334	0.249907	0.244242	0.252511	0.1041452	1.15886	2.78781	12.9381	0.300261	0.00202637	0.00487473	0.0226234	0.000525033	0.763511	0.236489	0.1470715	0.004646842	0.165523	0	0.9603674	3.524818	1	1	1.408061	0.2364894	0.7635106	16.60501	0.00174859	3.524818	0.497977	0.801586	1.08347	1.61697
9900	-17397.13	-17378.35	-18.7834	1.923784	0.255174	0.248806	0.250323	0.245698	0.02724582	0.410218	0.286921	11.2067	0.306322	0.000684837	0.000478999	0.018709	0.000511388	0.510538	0.489462	0.02545993	0.0115022	2.81541	0	0.9355553	3.979759	1	1	1.207848	0.4894615	0.5105385	89.38919	0.001669448	3.979759	0.284004	0.646656	1.06796	2.00138
10000	-17395.87	-17375.49	-20.38077	34.25336	0.243672	0.242674	0.259254	0.2544	0.04321217	0.28207	0.42579	10.9038	1.8287	0.000480309	0.000725037	0.018567	0.00311392	0.0583887	0.941611	0.02785489	0.00705256	0.603824	0	0.3063406	3.529394	1	1	1.381628	0.9416113	0.05838871	18.66999	0.001702804	3.529394	0.791941	0.936505	1.04684	1.22471
10100	-17397.23	-17374.03	-23.19781	27.76918	0.248474	0.251385	0.2532	0.24694	0.4426992	0.197863	0.409826	7.44685	0.891449	0.000445011	0.000921733	0.0167486	0.00200494	0.550148	0.449852	0.05264285	0.004115958	1.1346	0	1.055859	3.885822	1	1	1.194749	0.4498522	0.5501478	40.55595	0.002249082	3.885822	0.770149	0.928541	1.05092	1.25039
10200	-17388.44	-17371.75	-16.68823	33.75355	0.249151	0.251046	0.250441	0.249361	0.03618437	0.10134	0.198358	6.79486	0.5477	0.000293776	0.000575023	0.0196977	0.00158774	0.545776	0.454224	0.02186786	0.005901875	1.17316	0	0.7109999	3.616962	1	1	1.246677	0.4542243	0.5457757	38.01199	0.002898916	3.616962	0.79048	0.93598	1.04712	1.22642
10300	-17393.77	-17375.78	-17.98999	48.73515	0.247007	0.250994	0.252885	0.249114	0.1763031	0.222151	0.953193	8.61309	0.925774	0.000546159	0.00234343	0.0211753	0.00227602	0.535711	0.464289	0.01198719	0.003468258	0.49827	0	0.8507409	3.083482	1	1	1.36898	0.4642894	0.5357106	8.448125	0.002458502	3.083482	0.824248	0.947817	1.04047	1.18746
10400	-17396.72	-17373.31	-23.40416	7.647829	0.251374	0.249943	0.251436	0.247247	0.2136158	0.261488	0.366369	6.54283	2.57484	0.000848846	0.00118931	0.0212395	0.0083585	0.315156	0.684844	0.02758323	0.002998655	0.114214	0	2.498442	3.050206	1	1	1.344812	0.6848437	0.3151563	26.21649	0.003246218	3.050206	0.584929	0.848473	1.07745	1.48915
10500	-17399.3	-17372.78	-26.51637	13.20302	0.251626	0.247279	0.248799	0.252297	0.1085594	0.645015	0.856277	7.18683	4.62197	0.00137204	0.00182143	0.0152875	0.00983161	0.135392	0.864608	0.1955771	0.009854615	0.351473	0	1.429574	3.066248	1	1	1.387609	0.8646082	0.1353918	79.238	0.002127149	3.066248	0.675046	0.890392	1.06653	1.36803
10600	-17393.3	-17372.42	-20.88649	49.38657	0.247042	0.251064	0.254192	0.247701	0.08414387	0.27723	0.512286	7.59778	2.67033	0.000619343	0.00114446	0.0169737	0.00596562	0.84741	0.15259	0.01052971	0.01181581	1.08796	0	1.185502	3.737123	1	1	1.332651	0.1525899	0.8474101	85.39814	0.002234037	3.737123	0.825366	0.948199	1.04024	1.18619
10700	-17394.33	-17374.02	-20.30518	22.77065	0.251516	0.247566	0.247066	0.253852	0.3361363	0.477075	0.485312	5.58809	0.963057	0.00152254	0.00154883	0.0178339	0.00307351	0.456418	0.543582	0.04405754	0.008829977	0.377651	0	1.43407	3.755421	1	1	1.330862	0.5435824	0.4564176	11.20524	0.003191408	3.755421	0.747612	0.920013	1.05496	1.27742
10800	-17394.15	-17372.47	-21.67678	20.08932	0.249869	0.246612	0.251485	0.252033	0.1367288	0.0843939	0.158475	7.77472	3.24372	0.000197017	0.00036996	0.0181501	0.00757246	0.254088	0.745912	0.01366829	0.02145603	0.13674	0	0.8800705	3.543685	1	1	1.31741	0.7459117	0.2540883	71.01955	0.002334497	3.543685	0.732361	0.914066	1.05758	1.296
10900	-17400.16	-17380.15	-20.00844	2.561513	0.261337	0.242045	0.250153	0.246466	0.07427996	0.140343	0.369749	8.48946	1.33105	0.000286478	0.000754757	0.0173293	0.00271703	0.725463	0.274537	0.05420057	0.04909394	1.30391	0	1.034514	3.750586	1	1	1.157488	0.2745371	0.7254629	97.26555	0.002041269	3.750586	0.352212	0.703943	1.07929	1.86455
11000	-17392.37	-17376.77	-15.60038	29.02973	0.243247	0.256445	0.254111	0.246197	0.03818975	0.138101	0.346592	7.63947	0.691676	0.000331713	0.000832498	0.0183497	0.00166137	0.352687	0.647313	0.02314261	0.004118263	0.279839	0	1.446259	3.742459	1	1	1.111797	0.6473133	0.3526867	3.440191	0.002401956	3.742459	0.774929	0.930312	1.05004	1.24472
11100	-17400.59	-17379.02	-21.57446	32.45238	0.247962	0.244927	0.247706	0.259405	0.2714969	0.101195	0.149148	8.59439	0.703402	0.000286925	0.000422889	0.0243682	0.0019944	0.430414	0.569586	0.05624647	0.03093078	2.74286	0	0.5501434	3.373891	1	1	1.235441	0.5695856	0.4304144	68.24615	0.002835366	3.373891	0.786525	0.934551	1.04787	1.23105
11200	-17394.18	-17375.82	-18.35857	28.88083	0.247213	0.244775	0.254883	0.253129	0.1361641	0.194226	0.208057	6.66276	1.19482	0.000552858	0.00059223	0.0189654	0.00340102	0.413239	0.586761	0.07700976	0.007897609	0.542018	0	0.4079951	3.936507	1	1	1.437246	0.586761	0.413239	10.46239	0.002846473	3.936507	0.77438	0.930109	1.05014	1.24537
11300	-17391.99	-17375.16	-16.82762	22.08458	0.251489	0.242491	0.258096	0.247924	0.1002518	0.134079	0.387533	4.70607	1.43878	0.000496521	0.00143511	0.0174275	0.00532808	0.276515	0.723485	0.06936956	0.01546361	0.571272	0	0.4321744	3.601602	1	1	1.476759	0.7234847	0.2765153	6.374164	0.003703202	3.601602	0.743963	0.918603	1.05559	1.28184
11400	-17393.5	-17372.18	-21.32628	48.92604	0.253206	0.243454	0.253635	0.249705	0.0476195	0.185364	0.343083	5.62142	5.58519	0.000436305	0.000807541	0.0132316	0.0131463	0.302725	0.697275	0.005277787	0.002569516	1.08387	0	0.842306	3.739502	1	1	1.458044	0.6972746	0.3027254	93.8025	0.002353775	3.739502	0.824578	0.94793	1.0404	1.18709
11500	-17398.71	-17376.26	-22.44953	38.30488	0.24318	0.251961	0.250995	0.253865	0.3184558	0.252903	0.244798	2.96284	6.27718	0.000731105	0.000707672	0.00856511	0.0181464	0.770619	0.229381	0.04235893	0.02276617	0.852266	0	0.386103	3.93968	1	1	1.326107	0.2293813	0.7706187	15.06002	0.002890846	3.93968	0.802746	0.940353	1.04475	1.21215
11600	-17393.35	-17373.7	-19.65019	48.57391	0.255617	0.240097	0.253993	0.250294	0.09012329	0.050879	0.114777	2.54988	4.25811	0.000226727	0.00051147	0.0113628	0.0189749	0.705326	0.294674	0.01228214	0.02163394	1.37473	0	0.8085357	3.954725	1	1	1.342353	0.2946744	0.7053256	49.31235	0.004456194	3.954725	0.823968	0.947722	1.04053	1.18778
11700	-17396.85	-17373.22	-23.63937	25.39185	0.246909	0.249652	0.248995	0.254445	0.09689902	0.136746	0.485705	4.94046	4.29047	0.000432015	0.00153447	0.0156082	0.0135547	0.280607	0.719393	0.006319313	0.01597729	0.519813	0	3.184952	3.256929	1	1	1.362691	0.7193929	0.2806071	17.43332	0.003159262	3.256929	0.760225	0.924823	1.05272	1.26223
11800	-17393.76	-17376.38	-17.37184	25.70949	0.250788	0.242652	0.261358	0.245203	0.1106859	0.154401	0.254321	5.14778	1.47385	0.000647063	0.0010658	0.0215732	0.00617658	0.605079	0.394921	0.0008276511	0.02576575	0.862576	0	0.8181761	3.140162	1	1	1.311428	0.3949213	0.6050787	46.51591	0.004190784	3.140162	0.761627	0.925352	1.05247	1.26055
11900	-17389.13	-17373.81	-15.31549	4.987309	0.2486	0.246229	0.25787	0.247302	0.0698777	0.17459	0.263047	4.83115	0.137862	0.000697814	0.00105137	0.0193095	0.000551019	0.994535	0.00546545	0.001348983	0.01883827	0.601092	0	1.038761	3.812682	1	1	1.469908	0.005465451	0.9945345	30.24453	0.003996875	3.812682	0.50155	0.803656	1.08332	1.61147
12000	-17390.36	-17375.41	-14.94642	49.8559	0.251298	0.242563	0.246932	0.259206	0.03667185	0.0479815	0.103866	2.86563	1.04572	0.000291733	0.000631517	0.0174234	0.00635811	0.667552	0.332448	0.001667997	0.01047128	0.598118	0	1.201342	3.501861	1	1	1.432169	0.3324479	0.6675521	3.712499	0.006080123	3.501861	0.826159	0.948469	1.04008	1.18529
12100	-17390.66	-17373.45	-17.20939	35.92517	0.251557	0.242261	0.248256	0.257926	0.1081338	0.073501	0.0864093	4.12925	0.122545	0.000340645	0.000400469	0.0191372	0.000567942	0.0701195	0.929881	0.0382318	0.00503902	1.77372	0	0.9173092	3.852255	1	1	1.387644	0.9298805	0.07011945	41.83596	0.004634555	3.852255	0.796613	0.938177	1.04594	1.21927
12200	-17391.51	-17373.58	-17.93043	5.669233	0.246217	0.247179	0.248463	0.258141	0.06203013	0.187456	0.281852	4.95801	0.840141	0.000816358	0.00122745	0.0215918	0.00365876	0.267344	0.732656	0.1009685	0.003610265	0.396881	0	0.8388877	3.104297	1	1	1.189353	0.7326564	0.2673436	68.97245	0.004354936	3.104297	0.527703	0.818413	1.08198	1.5719
12300	-17388.73	-17372.14	-16.59256	17.25839	0.254925	0.245334	0.247735	0.252006	0.1559863	0.0775399	0.196632	2.70459	0.736175	0.000477677	0.00121133	0.0166614	0.00453514	0.948592	0.051408	0.03053465	0.01024479	0.653167	0	0.4745955	3.943012	1	1	1.31331	0.051408	0.948592	40.44347	0.006160407	3.943012	0.712754	0.906209	1.0608	1.32024
12400	-17391.46	-17375.31	-16.15345	25.13756	0.249022	0.245979	0.253702	0.251297	0.0535256	0.164428	0.41706	4.81332	0.25593	0.000763792	0.0019373	0.0223585	0.00118883	0.832627	0.167373	0.01958935	0.03953823	0.39152	0	0.8604797	3.039019	1	1	1.275415	0.1673731	0.8326269	75.26267	0.004645134	3.039019	0.759085	0.924392	1.05293	1.26359
12500	-17393.37	-17373.48	-19.89278	28.89735	0.248734	0.252087	0.248792	0.250387	0.09904704	0.0162021	0.101426	3.22121	0.217279	9.46303e-05	0.000592392	0.0188139	0.00126905	0.781375	0.218625	0.05589426	0.01435213	1.21279	0	1.391139	3.982169	1	1	1.25507	0.2186249	0.7813751	29.5641	0.005840631	3.982169	0.774441	0.930132	1.05013	1.24529
