Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
2400	-17393.51	-17373.95	-19.5624	4.481152	0.256925	0.247832	0.245252	0.24999	0.2302401	0.154578	0.263044	2.25038	4.38116	0.000683453	0.00116302	0.00994985	0.0193709	0.111208	0.888792	0.142516	0.009717824	2.89272	0.635038	0	1.582298	3.553691	1	1	1	1.236123	0.8887921	0.1112079	7.185304	0.004421399	3.553691	0.478988	0.790361	1.08407	1.64658
2500	-17393.68	-17378.98	-14.70636	6.781735	0.254901	0.254319	0.248829	0.24195	0.05292466	0.137996	0.195343	2.83174	1.54116	0.000703877	0.000996383	0.0144438	0.00786097	0.509207	0.490793	0.04564905	0.02110812	3.21006	0.788824	0	1.585397	3.863895	1	1	1	1.408465	0.490793	0.509207	6.517355	0.005100688	3.863895	0.562618	0.837098	1.07946	1.52082
2600	-17400.97	-17383.44	-17.52724	4.78955	0.241341	0.262395	0.246435	0.249829	0.2562048	0.263202	0.470944	1.13388	2.87337	0.00146258	0.00261698	0.00630085	0.015967	0.919741	0.080259	0.09708766	0.002837507	2.59856	0.786342	0	0.6798861	3.735757	1	1	1	1.30249	0.08025901	0.919741	31.25473	0.005556878	3.735757	0.493095	0.798737	1.08365	1.62452
2700	-17387.58	-17371.59	-15.98469	7.80382	0.25313	0.24833	0.248173	0.250367	0.07974302	0.171566	0.194128	1.22932	3.26414	0.000985345	0.00111492	0.00706025	0.0187467	0.332115	0.667885	0.01709048	0.01645016	3.20395	0.864623	0	1.33075	3.626862	1	1	1	1.303793	0.6678855	0.3321145	84.60403	0.00574324	3.626862	0.588589	0.850298	1.07709	1.48402
2800	-17391.62	-17374.95	-16.66854	26.45776	0.25211	0.247423	0.248132	0.252335	0.192439	0.0655143	0.104897	0.952678	2.52135	0.000544181	0.000871302	0.00791323	0.0209431	0.217393	0.782607	0.07304211	0.01283616	3.34867	0.988423	0	0.6395485	3.53189	1	1	1	1.242412	0.7826074	0.2173926	25.52214	0.008306299	3.53189	0.764833	0.926557	1.05189	1.25672
2900	-17389.37	-17371.81	-17.56017	36.42346	0.257062	0.245094	0.247949	0.249895	0.2023582	0.103562	0.149404	0.803247	1.66713	0.00103007	0.00148603	0.00798942	0.0165819	0.933288	0.0667119	0.06297677	0.001539842	3.36038	0.406615	0	0.9378745	3.669447	1	1	1	1.377661	0.06671194	0.9332881	19.99751	0.009946397	3.669447	0.797945	0.938651	1.04568	1.21772
3000	-17393.17	-17375.97	-17.19654	47.04211	0.247681	0.246175	0.256798	0.249347	0.09098646	0.110949	0.159031	0.358331	2.99367	0.00101103	0.00144918	0.00326531	0.0272799	0.989431	0.0105686	0.00323435	0.01130537	2.90562	0.352559	0	0.9942579	3.448998	1	1	1	1.343965	0.01056855	0.9894314	60.24737	0.009112529	3.448998	0.821237	0.946787	1.04108	1.1909
3100	-17392.9	-17376.07	-16.83478	19.44344	0.250059	0.254415	0.254617	0.240909	0.05300347	0.0898481	0.173639	1.27496	4.55464	0.000431256	0.000833437	0.00611961	0.0218615	0.795997	0.204003	0.01193551	0.03214072	3.02014	1.34994	0	0.4983797	3.8023	1	1	1	1.287973	0.204003	0.795997	68.61018	0.004799829	3.8023	0.728247	0.912438	1.05826	1.30105
3200	-17391.66	-17375.33	-16.33099	44.69105	0.248282	0.245991	0.254138	0.251589	0.05577241	0.118267	0.116456	1.20306	2.76741	0.000885712	0.000872149	0.00900979	0.0207253	0.538305	0.461695	0.01388637	0.01286432	3.2448	0.847374	0	1.591638	3.327392	1	1	1	1.166162	0.4616947	0.5383053	73.04308	0.007489078	3.327392	0.816783	0.945255	1.04197	1.19599
3300	-17390.35	-17378.07	-12.28134	19.24186	0.240953	0.250713	0.256185	0.252148	0.108112	0.255833	0.323633	0.464028	3.75762	0.00171085	0.00216426	0.00310313	0.0251286	0.237939	0.762061	0.004776826	0.00665653	2.81113	0.825065	0	0.2956573	3.190359	1	1	1	1.40397	0.7620605	0.2379395	2.495917	0.006687378	3.190359	0.726924	0.911912	1.05849	1.30268
3400	-17392.23	-17376.81	-15.41951	6.442742	0.25005	0.253356	0.252907	0.243687	0.1086913	0.347109	0.659169	0.339117	5.69412	0.00158897	0.00301749	0.00155238	0.0260661	0.284992	0.715008	0.02071306	0.004629289	3.05705	0.681442	0	1.175037	3.269037	1	1	1	1.338457	0.7150083	0.2849917	23.803	0.004577715	3.269037	0.552826	0.83197	1.08025	1.53495
3500	-17392.96	-17371.97	-20.98767	16.3873	0.249246	0.251858	0.250176	0.24872	0.2342246	0.338275	0.542957	4.24664	4.15505	0.000921308	0.00147877	0.0115659	0.0113165	0.305706	0.694294	0.01882237	0.01282979	3.47942	0.831847	0	0.3939328	3.717602	1	1	1	1.26608	0.6942944	0.3057056	40.24053	0.002723545	3.717602	0.705781	0.903355	1.06191	1.32896
3600	-17391.49	-17371.53	-19.95886	47.35173	0.248862	0.24922	0.254899	0.24702	0.04980773	0.177452	0.283724	5.60904	3.49938	0.000503249	0.000804633	0.0159071	0.00992413	0.41375	0.58625	0.1327453	0.02000195	2.92344	1.00158	0	0.846529	3.365693	1	1	1	1.263297	0.5862495	0.4137505	76.50845	0.00283597	3.365693	0.821799	0.94698	1.04097	1.19026
3700	-17388.86	-17371.89	-16.96681	23.42111	0.248604	0.247	0.252638	0.251758	0.2265725	0.0390196	0.0931288	4.09157	0.248998	0.000215633	0.000514657	0.0226112	0.00137603	0.392857	0.607143	0.01341175	0.01728593	2.5584	0.914047	0	0.5367399	3.320464	1	1	1	1.39523	0.6071429	0.3928571	12.89538	0.005526287	3.320464	0.75093	0.921287	1.05438	1.27341
3800	-17386.07	-17371.68	-14.39057	18.85762	0.247502	0.248906	0.249848	0.253745	0.01331381	0.0976082	0.200272	3.51527	0.420764	0.000526487	0.00108024	0.0189609	0.00226955	0.365676	0.634324	0.01453435	0.001941499	3.00551	0.780987	0	0.9824062	3.694703	1	1	1	1.220899	0.6343242	0.3656758	54.52945	0.005393876	3.694703	0.724345	0.910883	1.05891	1.30586
3900	-17391.59	-17374.14	-17.45082	45.83595	0.255835	0.254482	0.24356	0.246123	0.2211175	0.0689516	0.174939	2.33964	0.780288	0.000540787	0.00137204	0.0183498	0.00611979	0.0267922	0.973208	0.0799345	0.004622451	3.16193	0.634858	0	0.4522757	3.449737	1	1	1	1.339793	0.9732078	0.02679221	61.12847	0.007842996	3.449737	0.818993	0.946017	1.04153	1.19346
4000	-17391.13	-17373.12	-18.00652	23.9686	0.254603	0.243665	0.251239	0.250492	0.0221706	0.0818811	0.0959646	2.53609	0.14089	0.00063431	0.00074341	0.0196464	0.00109144	0.575264	0.424736	0.002537213	0.03017133	3.15794	0.455383	0	0.2339857	3.811515	1	1	1	1.33392	0.4247361	0.5752639	54.7308	0.007746714	3.811515	0.753622	0.922317	1.0539	1.27016
4100	-17390.73	-17373.04	-17.6889	14.01871	0.255184	0.241359	0.251875	0.251582	0.04008076	0.131791	0.21314	1.59338	1.78145	0.000845	0.00136658	0.0102162	0.011422	0.497217	0.502783	0.09572709	0.0006600256	2.8598	0.364274	0	0.982685	3.838737	1	1	1	1.354962	0.5027829	0.4972171	23.3904	0.006411656	3.838737	0.683843	0.894168	1.06525	1.35674
4200	-17389.97	-17373.53	-16.44316	28.47548	0.249026	0.246443	0.254894	0.249637	0.03832872	0.0555788	0.240163	3.07535	2.78316	0.000252888	0.00109276	0.0139931	0.0126636	0.34417	0.65583	0.004193988	0.0107232	2.95933	1.11775	0	1.184351	3.743223	1	1	1	1.329974	0.6558297	0.3441703	23.50857	0.004550085	3.743223	0.772865	0.929549	1.05042	1.24716
4300	-17391.2	-17375.07	-16.12993	43.20098	0.247576	0.245164	0.259613	0.247647	0.139419	0.0843749	0.0980278	2.07038	1.2606	0.000722106	0.000838952	0.0177189	0.0107886	0.445807	0.554193	0.03258826	0.0126418	2.57085	1.09096	0	1.112934	3.223305	1	1	1	1.472199	0.5541927	0.4458073	23.25397	0.00855831	3.223305	0.813779	0.944215	1.04257	1.19943
4400	-17397.45	-17375.73	-21.71814	37.92322	0.257452	0.242523	0.244029	0.255996	0.09279838	0.0365694	0.0560907	1.43026	0.0914791	0.00047047	0.000721613	0.0184005	0.00117689	0.288723	0.711277	0.3183463	0.003374389	3.42892	1.24006	0	0.5255908	3.883664	1	1	1	1.490798	0.711277	0.288723	36.05504	0.01286512	3.883664	0.8018	0.940019	1.04494	1.21325
4500	-17387.44	-17373.77	-13.66986	36.70069	0.24971	0.248474	0.254104	0.247713	0.09760464	0.111426	0.218707	2.98472	0.966563	0.000720695	0.00141459	0.019305	0.00625168	0.924016	0.0759836	0.02197888	0.01706146	2.90654	0.983621	0	0.6975665	3.297916	1	1	1	1.251457	0.0759836	0.9240164	32.59189	0.006467945	3.297916	0.798675	0.938911	1.04554	1.21687
4600	-17389.92	-17371.21	-18.71076	30.1708	0.252967	0.24888	0.247593	0.25056	0.0906465	0.0624461	0.195643	2.32078	0.555136	0.000454218	0.00142307	0.0168808	0.00403793	0.840743	0.159257	0.009038251	0.01057064	2.39464	0.508669	0	1.652329	3.761188	1	1	1	1.231724	0.1592567	0.8407433	70.11475	0.007273773	3.761188	0.779005	0.931811	1.04929	1.2399
4700	-17396.38	-17380.69	-15.6964	18.70533	0.255901	0.250428	0.248099	0.245572	0.06200269	0.0600318	0.0606356	2.8875	1.24239	0.000385406	0.000389283	0.0185379	0.0079762	0.463136	0.536864	0.09499546	0.005511966	2.84306	1.15586	0	0.7130867	3.755232	1	1	1	0.9628674	0.5368642	0.4631358	9.69825	0.00642004	3.755232	0.723302	0.910466	1.05908	1.30715
4800	-17390.55	-17375.09	-15.45408	13.89403	0.253742	0.254342	0.244381	0.247536	0.1061626	0.157998	0.190611	3.45175	0.222118	0.000825141	0.000995464	0.0180267	0.00116001	0.343699	0.656301	0.001366448	0.008188046	3.00163	1.46329	0	1.500784	3.877863	1	1	1	1.380711	0.6563006	0.3436994	41.96759	0.005222482	3.877863	0.682546	0.893614	1.06544	1.3584
4900	-17386.68	-17372.32	-14.36114	2.615734	0.248971	0.24284	0.253374	0.254815	0.03662947	0.0786438	0.274627	4.5154	0.157989	0.000334223	0.00116712	0.0191897	0.000671425	0.811193	0.188807	0.00297473	0.01659568	2.85743	0.882861	0	0.5266077	3.847906	1	1	1	1.402018	0.1888073	0.8111927	60.48979	0.004249835	3.847906	0.357162	0.707757	1.07983	1.85525
5000	-17395.27	-17376.68	-18.58885	41.00798	0.260061	0.240517	0.247851	0.251572	0.1234825	0.174313	0.181736	5.60993	0.0914225	0.000580951	0.00060569	0.0186968	0.000304694	0.490926	0.509074	0.2347349	0.001769892	2.81077	1.09635	0	0.6578508	3.633859	1	1	1	1.280176	0.5090745	0.4909255	49.43041	0.003332809	3.633859	0.809074	0.942576	1.04351	1.20484
5100	-17388.97	-17373.53	-15.44071	37.60323	0.256428	0.244651	0.247899	0.251022	0.04438541	0.142154	0.232734	4.86679	0.318993	0.000522153	0.000854864	0.0178764	0.00117171	0.717956	0.282044	0.007537212	0.01308857	2.74284	0.590387	0	0.8725473	3.749995	1	1	1	1.374892	0.2820441	0.7179559	95.98049	0.003673145	3.749995	0.800996	0.939734	1.04509	1.21418
