Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	epoch_times[1]	epoch_times[2]	epoch_times[3]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	kappa	p_allopatry	p_sympatry	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
312300	-17392.24	-17376.82	-15.42105	26.66008	0.252027	0.249601	0.245133	0.253238	0.3436762	0.153704	0.296229	4.0304	2.63464	0.000501911	0.000967315	0.013161	0.00860323	0.549494	0.450506	0.08211321	1.20311	0.145892	0	1.883621	3.756847	1	1	1	1.14151	0.4505065	0.5494935	0.003265429	3.756847	0.765677	0.926873	1.05174	1.25571
312400	-17389.01	-17374.99	-14.01777	36.43888	0.250909	0.249682	0.244369	0.25504	0.1242706	0.69101	1.64195	5.13297	3.01539	0.00186232	0.00442517	0.0138337	0.00812667	0.709263	0.290737	0.05454404	2.52131	3.19414	0	0.9682387	3.435845	1	1	1	1.410213	0.2907366	0.7092634	0.002695067	3.435845	0.797986	0.938666	1.04568	1.21767
312500	-17385.21	-17377.09	-8.127444	9.480631	0.248202	0.252302	0.249348	0.250148	0.2556763	0.488442	0.461059	2.13866	0.540368	0.00398298	0.00375969	0.0174396	0.00440642	0.605642	0.394358	0.006339033	3.13897	1.58138	0	0.6287886	3.319002	1	1	1	1.351111	0.3943576	0.6056424	0.008154468	3.319002	0.622571	0.866732	1.0734	1.43729
312600	-17385.09	-17377.35	-7.738301	35.33084	0.255349	0.24129	0.25343	0.249931	0.08653794	0.497809	0.515255	2.48167	0.244414	0.00391195	0.00404904	0.0195017	0.00192068	0.801685	0.198315	0.08911	0.352762	0.914174	0	0.6361449	3.313863	1	1	1	1.397262	0.1983153	0.8016847	0.007858322	3.313863	0.794989	0.937597	1.04625	1.22116
312700	-17383.55	-17376.24	-7.305991	33.3374	0.260534	0.241119	0.253269	0.245078	0.0480803	0.255453	0.520138	2.51223	0.989751	0.00154963	0.00315526	0.0152397	0.00600403	0.0068297	0.99317	0.01244496	2.98531	2.37802	0	0.9703789	3.556048	1	1	1	1.366904	0.9931703	0.006829704	0.006066202	3.556048	0.789239	0.935533	1.04736	1.22787
312800	-17386.08	-17375.46	-10.62248	45.17723	0.25504	0.24802	0.253199	0.24374	0.02721897	0.29448	0.586951	2.53007	1.64047	0.00147114	0.00293224	0.0126395	0.00819533	0.527071	0.472929	0.1154251	3.00657	0.797288	0	1.231701	3.862915	1	1	1	1.340819	0.4729292	0.5270708	0.004995716	3.862915	0.817731	0.945582	1.04178	1.1949
312900	-17391.63	-17381.22	-10.41196	16.07055	0.247393	0.262082	0.242361	0.248164	0.05077665	0.853383	1.66257	1.49617	1.9986	0.00471896	0.00919355	0.0082734	0.0110517	0.285678	0.714322	0.0414098	1.4001	3.37327	0	0.7892509	3.826652	1	1	1	1.512973	0.7143217	0.2856783	0.005529714	3.826652	0.703114	0.902255	1.06232	1.33231
313000	-17391.01	-17380.65	-10.36275	30.95264	0.253506	0.261168	0.242009	0.243317	0.08811561	0.695098	1.57184	2.57599	1.52229	0.0039042	0.00882864	0.0144687	0.00855032	0.588266	0.411734	0.03752557	0.479797	1.46221	0	0.8947929	3.383377	1	1	1	1.241208	0.4117335	0.5882665	0.005616758	3.383377	0.781672	0.932786	1.04879	1.23676
313100	-17381.18	-17374.97	-6.218169	9.815562	0.24844	0.246828	0.24833	0.256403	0.1055257	0.187601	0.442391	2.56405	0.3959	0.00122479	0.00288824	0.01674	0.00258472	0.890849	0.109151	0.006075607	0.592666	1.41944	0	0.8111995	3.899225	1	1	1	1.227337	0.1091509	0.8908491	0.006528712	3.899225	0.628385	0.869454	1.07271	1.42945
313200	-17385.64	-17376.93	-8.711623	16.88409	0.254365	0.252083	0.246548	0.247005	0.03327141	0.376953	0.295937	2.50645	0.948828	0.00225321	0.00176894	0.0149821	0.00567156	0.488241	0.511759	0.009497728	2.85216	3.26502	0	1.795524	3.944433	1	1	1	1.346505	0.5117594	0.4882406	0.005977436	3.944433	0.70982	0.905012	1.06127	1.3239
313300	-17385.64	-17377.09	-8.553167	38.46517	0.246333	0.251559	0.246791	0.255317	0.02233162	0.163351	0.152982	2.38272	0.434561	0.00123401	0.00115568	0.0179999	0.00328283	0.894802	0.105198	0.103757	0.2906	2.02329	0	1.087138	3.64241	1	1	1	1.455351	0.1051984	0.8948016	0.007554356	3.64241	0.803139	0.940492	1.04467	1.2117
313400	-17383.34	-17375.93	-7.410135	19.72694	0.248705	0.245778	0.254741	0.250776	0.07491618	0.301408	0.560853	3.02016	0.138735	0.00215198	0.00400435	0.0215632	0.000990534	0.844132	0.155868	0.05391097	1.54412	0.83553	0	0.6503665	3.188076	1	1	1	1.365349	0.1558683	0.8441317	0.007139742	3.188076	0.730076	0.913163	1.05796	1.2988
313500	-17383.5	-17374.49	-9.009136	26.69901	0.250712	0.246939	0.246613	0.255737	0.1059788	0.291171	0.508143	2.04438	0.786227	0.00200661	0.00350187	0.0140889	0.00541829	0.938798	0.0612021	0.16246	0.414246	2.30995	0	0.8505494	3.8408	1	1	1	1.267885	0.06120206	0.9387979	0.00689151	3.8408	0.765839	0.926934	1.05171	1.25552
313600	-17387.05	-17378.2	-8.84325	47.56279	0.247877	0.245483	0.254141	0.252498	0.04438933	0.297931	0.751606	2.62214	0.467496	0.00173941	0.0043881	0.0153088	0.00272938	0.335273	0.664727	0.008127824	1.82454	1.52034	0	1.8397	3.819312	1	1	1	1.544153	0.6647274	0.3352726	0.005838294	3.819312	0.822179	0.94711	1.04089	1.18982
313700	-17383.31	-17374.2	-9.110104	12.71629	0.251086	0.242905	0.250712	0.255297	0.09243152	0.186327	0.516979	2.89503	1.87608	0.000848581	0.00235445	0.0131847	0.00854414	0.16755	0.83245	0.03282094	1.54591	1.61013	0	0.9980244	3.659088	1	1	1	1.424177	0.83245	0.16755	0.004554247	3.659088	0.669426	0.887953	1.06733	1.37529
313800	-17382.97	-17374.87	-8.100889	15.38583	0.249219	0.244895	0.249583	0.256303	0.1812928	0.102022	0.178549	2.97995	0.650285	0.000639662	0.00111948	0.0186839	0.00407719	0.42917	0.57083	0.01788295	0.66988	1.13791	0	0.7259869	3.291889	1	1	1	1.396448	0.5708303	0.4291697	0.006269851	3.291889	0.697087	0.899752	1.06326	1.3399
313900	-17386.24	-17378.46	-7.772901	27.8491	0.246433	0.24939	0.244335	0.259842	0.1198312	0.194774	0.182739	2.11879	0.791724	0.00136617	0.00128175	0.0148615	0.00555324	0.327694	0.672306	0.04777334	3.22036	3.00653	0	1.1598	3.856881	1	1	1	1.37102	0.6723062	0.3276938	0.00701412	3.856881	0.770461	0.928658	1.05087	1.25001
314000	-17387.15	-17376.5	-10.65088	44.57546	0.257679	0.241507	0.255304	0.24551	0.211443	0.173986	0.304586	1.78103	1.22512	0.00114882	0.00201117	0.01176	0.00808942	0.445026	0.554974	0.208422	2.16896	0.158596	0	0.8314918	3.97857	1	1	1	1.174336	0.5549735	0.4450265	0.006602944	3.97857	0.816555	0.945176	1.04202	1.19625
314100	-17380.14	-17373.86	-6.283178	41.17826	0.245928	0.251068	0.253606	0.249397	0.1337492	0.297977	0.637487	1.61312	0.416192	0.0035356	0.00756402	0.0191402	0.00493827	0.228442	0.771558	0.01764408	0.969221	1.32492	0	0.7234388	3.127979	1	1	1	1.224723	0.7715582	0.2284418	0.01186537	3.127979	0.809452	0.942709	1.04343	1.20441
314200	-17382.56	-17375.25	-7.312027	32.38892	0.245986	0.252528	0.252615	0.24887	0.07611582	0.516714	0.668269	2.70786	0.289949	0.00341102	0.00441149	0.0178756	0.00191406	0.0304179	0.969582	0.03390186	2.45313	3.40467	0	1.006405	3.906224	1	1	1	1.170873	0.9695821	0.03041793	0.00660137	3.906224	0.786326	0.934479	1.04791	1.23129
314300	-17387.59	-17379.32	-8.266716	10.93572	0.248647	0.252876	0.257772	0.240705	0.2010003	0.162735	0.522282	2.89065	0.493509	0.000979537	0.00314372	0.0173994	0.00297053	0.209437	0.790563	0.0149367	0.624344	0.490253	0	0.9458742	3.989783	1	1	1	1.300105	0.7905632	0.2094368	0.006019205	3.989783	0.646009	0.877548	1.0705	1.40594
314400	-17387.22	-17377.78	-9.442503	28.0575	0.257479	0.248341	0.239719	0.25446	0.0791244	0.208243	0.511729	3.60868	0.327329	0.00115653	0.00284201	0.0200417	0.00181791	0.00632015	0.99368	0.05616935	0.261675	2.21393	0	0.2609438	3.657531	1	1	1	1.313594	0.9936798	0.006320151	0.005553751	3.657531	0.771269	0.928958	1.05072	1.24905
314500	-17386.17	-17374.46	-11.71257	30.29274	0.247317	0.246104	0.255264	0.251315	0.01732491	0.172745	0.498449	4.96258	1.78109	0.000533964	0.00154073	0.0153396	0.00550545	0.670208	0.329792	0.1140695	1.27139	0.968944	0	0.5413491	3.947724	1	1	1	1.245289	0.3297925	0.6702075	0.00309105	3.947724	0.779427	0.931966	1.04921	1.2394
314600	-17384.13	-17374.46	-9.669925	12.12408	0.256146	0.242989	0.247905	0.252961	0.04026914	0.0961521	0.28698	2.74371	1.11487	0.000547719	0.00163475	0.0156292	0.00635075	0.90331	0.0966895	0.009538062	0.398746	0.875564	0	2.057608	3.731138	1	1	1	1.208838	0.09668951	0.9033105	0.005696382	3.731138	0.662171	0.884771	1.06834	1.38471
314700	-17386.54	-17375.73	-10.81846	19.7927	0.254671	0.24713	0.250589	0.247611	0.28151	0.63394	0.623036	4.2528	0.466565	0.00255147	0.00250759	0.0171166	0.00187782	0.622509	0.377491	0.03720486	1.09243	1.8804	0	0.9245706	3.860037	1	1	1	1.361769	0.3774912	0.6225088	0.004024789	3.860037	0.730495	0.913329	1.05789	1.29829
314800	-17382.83	-17372.98	-9.84829	4.331087	0.248836	0.248434	0.24873	0.254	0.1763194	0.17775	0.316701	4.02919	0.432441	0.000801534	0.00142811	0.0181689	0.00195002	0.130136	0.869864	0.1343189	3.07328	2.44756	0	0.9580179	3.74038	1	1	1	1.271006	0.8698642	0.1301358	0.004509332	3.74038	0.471675	0.785933	1.08422	1.65817
314900	-17388.55	-17375.96	-12.59306	22.30545	0.249338	0.240201	0.258324	0.252137	0.09950535	0.284219	0.818028	5.01691	1.47853	0.000898537	0.00258614	0.0158606	0.00467427	0.118779	0.881221	0.1797639	3.36471	0.799258	0	1.032835	3.775276	1	1	1	1.26947	0.8812207	0.1187793	0.003161427	3.775276	0.745155	0.919064	1.05539	1.28039
315000	-17385.36	-17377.07	-8.290079	25.2802	0.251436	0.248054	0.246457	0.254053	0.1210251	0.180412	0.244216	4.97205	0.736442	0.00066025	0.000893752	0.0181961	0.00269514	0.337511	0.662489	0.00502758	2.84182	1.1517	0	1.151403	3.589265	1	1	1	1.083135	0.6624891	0.3375109	0.003659682	3.589265	0.759727	0.924635	1.05281	1.26282
315100	-17385.91	-17375.95	-9.962299	10.6072	0.246855	0.248208	0.246913	0.258024	0.05184125	0.210332	0.185192	4.05758	0.741711	0.000861528	0.000758552	0.01662	0.00303808	0.284484	0.715516	0.07928224	2.2283	1.33904	0	1.626204	3.994704	1	1	1	1.373756	0.7155155	0.2844845	0.004096041	3.994704	0.641107	0.87532	1.07113	1.41244
315200	-17383.05	-17373.67	-9.371921	20.29207	0.254915	0.24515	0.251702	0.248233	0.03924142	0.29688	0.494747	4.08861	1.1319	0.00108956	0.00181574	0.0150054	0.00415411	0.435126	0.564874	0.01877737	1.93773	1.46735	0	1.448014	3.977337	1	1	1	1.345486	0.564874	0.435126	0.003670039	3.977337	0.733613	0.91456	1.05736	1.29446
315300	-17386.63	-17375.27	-11.35959	48.24596	0.255314	0.252361	0.240752	0.251573	0.1676235	0.134748	0.20489	2.69833	1.50178	0.000843605	0.00128274	0.0168932	0.00940201	0.258782	0.741218	0.02388956	2.12058	2.32979	0	2.202474	3.177329	1	1	1	1.312274	0.7412181	0.2587819	0.006260597	3.177329	0.823394	0.947526	1.04064	1.18844
315400	-17384.61	-17375.02	-9.588559	2.28596	0.25357	0.248466	0.244821	0.253143	0.0892319	0.0843414	0.223568	4.78515	1.19236	0.000348047	0.000922584	0.0197466	0.00492043	0.394319	0.605681	0.03424349	2.4719	1.46668	0	1.009112	3.60251	1	1	1	1.242732	0.6056812	0.3943188	0.004126642	3.60251	0.325177	0.682342	1.07574	1.91674
315500	-17388.04	-17380.03	-8.0085	12.77656	0.258772	0.246446	0.247994	0.246788	0.01009374	0.0929712	0.132861	3.3834	0.282606	0.000481001	0.000687377	0.0175045	0.0014621	0.781182	0.218818	0.03511659	0.931621	3.19268	0	0.7693354	3.635834	1	1	1	1.252263	0.2188176	0.7811824	0.005173652	3.635834	0.670138	0.888263	1.06723	1.37437
315600	-17382.89	-17375.83	-7.053596	14.34275	0.249058	0.256473	0.250367	0.244103	0.07782149	0.162014	0.383843	4.23099	0.482202	0.000691491	0.00163828	0.0180583	0.00205809	0.63413	0.36587	0.005347047	0.583887	1.06015	0	0.8123648	3.619308	1	1	1	1.285414	0.3658702	0.6341298	0.004268098	3.619308	0.687142	0.895569	1.06476	1.35253
315700	-17387.04	-17374.59	-12.44211	36.63167	0.255502	0.246203	0.253868	0.244427	0.2373246	0.113701	0.315411	2.52904	0.303563	0.000764622	0.0021211	0.0170074	0.00204142	0.595275	0.404725	0.2477151	1.53131	2.47665	0	1.57578	3.83986	1	1	1	1.245779	0.4047248	0.5952752	0.006724863	3.83986	0.798494	0.938847	1.04558	1.21708
315800	-17383.99	-17374.12	-9.866272	19.3421	0.250876	0.246813	0.254141	0.248171	0.1245522	0.112539	0.339105	4.98688	1.02917	0.000382259	0.00115183	0.0169389	0.00349576	0.698167	0.301833	0.03700212	2.35876	2.97592	0	1.171599	3.667156	1	1	1	1.392362	0.3018334	0.6981666	0.003396691	3.667156	0.727584	0.912175	1.05838	1.30187
315900	-17385.66	-17373.52	-12.14437	13.52217	0.244529	0.247677	0.254469	0.253324	0.173875	0.323204	0.564226	12.6508	0.822973	0.000468955	0.000818668	0.0183558	0.0011941	0.128048	0.871952	0.03002734	1.33512	3.0671	0	0.7708882	3.824017	1	1	1	1.300276	0.8719521	0.1280479	0.001450957	3.824017	0.678576	0.891914	1.06602	1.36349
316000	-17382.44	-17374.13	-8.306403	47.53011	0.254793	0.250083	0.246931	0.248193	0.06500828	0.121659	0.429953	6.68433	0.146762	0.000397981	0.00140649	0.0218663	0.000480101	0.2596	0.7404	0.006366959	2.09356	2.72861	0	0.4965994	3.315427	1	1	1	1.266548	0.7403998	0.2596002	0.003271276	3.315427	0.822121	0.94709	1.0409	1.18989
316100	-17387.97	-17374.01	-13.96822	18.90686	0.254147	0.243901	0.246949	0.255003	0.05550152	0.528798	1.4143	9.43541	2.09672	0.000939721	0.00251334	0.0167675	0.00372605	0.245967	0.754033	0.02856255	2.58797	2.90834	0	1.251172	3.838538	1	1	1	1.303068	0.7540328	0.2459672	0.001777087	3.838538	0.72468	0.911017	1.05886	1.30545
316200	-17386.93	-17375.09	-11.83782	23.52027	0.253249	0.240439	0.255286	0.251027	0.1289213	0.150137	0.247266	13.6373	0.278022	0.000266112	0.000438269	0.0241715	0.000492783	0.258984	0.741016	0.03162827	1.56946	2.98992	0	1.194607	3.814881	1	1	1	1.415132	0.7410161	0.2589839	0.001772462	3.814881	0.751424	0.921477	1.05429	1.27281
316300	-17386.46	-17373.81	-12.65379	32.50508	0.248138	0.252859	0.248515	0.250488	0.09320101	0.0854344	0.251816	10.1115	0.609323	0.000172561	0.000508619	0.0204233	0.00123072	0.120262	0.879738	0.1216644	1.87503	1.74522	0	1.305853	3.588892	1	1	1	1.171176	0.8797384	0.1202616	0.002019809	3.588892	0.786689	0.934611	1.04784	1.23086
316400	-17390.93	-17379.79	-11.14279	12.73829	0.243025	0.246655	0.250601	0.259719	0.1630388	0.365124	0.242922	5.80533	0.280436	0.00106891	0.000711161	0.0169953	0.000820984	0.601813	0.398187	0.02936473	2.74693	1.50619	0	2.077481	3.929202	1	1	1	1.378123	0.3981871	0.6018129	0.002927531	3.929202	0.669687	0.888066	1.0673	1.37495
316500	-17385.53	-17374.7	-10.83342	36.18304	0.252813	0.248537	0.251987	0.246663	0.1472653	0.278406	0.277615	9.38271	0.38058	0.000674284	0.000672369	0.0227244	0.000921743	0.352058	0.647942	0.03727857	2.36144	1.8546	0	0.3445398	3.213974	1	1	1	1.310421	0.6479417	0.3520583	0.002421945	3.213974	0.797306	0.938424	1.04581	1.21846
316600	-17386.24	-17374.58	-11.65298	20.3482	0.247861	0.245445	0.251206	0.255488	0.02570268	0.289244	0.288876	10.2337	0.113355	0.000561171	0.000560458	0.0198548	0.000219923	0.400074	0.599926	0.1051708	0.915632	1.53753	0	1.127537	3.906131	1	1	1	1.333376	0.5999261	0.4000739	0.001940134	3.906131	0.733957	0.914695	1.05731	1.29404
316700	-17388.81	-17374.5	-14.30914	22.10589	0.251397	0.247714	0.249432	0.251457	0.07931622	0.492957	0.707599	7.81349	2.05833	0.00108288	0.00155438	0.0171639	0.00452154	0.176096	0.823904	0.07548441	0.528238	0.163309	0	0.2680867	3.499259	1	1	1	1.378481	0.8239039	0.1760961	0.002196698	3.499259	0.744079	0.918648	1.05557	1.2817
316800	-17389.33	-17374.6	-14.72582	48.54008	0.251535	0.243917	0.253639	0.250908	0.2771256	0.254841	0.306006	6.30859	2.76677	0.000750111	0.000900712	0.018569	0.00814384	0.0479621	0.952038	0.08023282	2.25168	3.09083	0	1.156598	3.358831	1	1	1	1.417126	0.9520379	0.04796213	0.002943443	3.358831	0.823909	0.947702	1.04054	1.18785
316900	-17386.95	-17374.89	-12.05474	33.99225	0.249494	0.25293	0.245788	0.251789	0.04113308	0.0940113	0.381535	5.64289	0.0864119	0.0003282	0.00133196	0.0196997	0.00030167	0.352491	0.647509	0.08448755	2.15987	2.29931	0	2.085477	3.538744	1	1	1	1.317277	0.6475095	0.3524905	0.003491069	3.538744	0.791182	0.936232	1.04699	1.2256
317000	-17383.74	-17374.22	-9.517111	32.78938	0.248741	0.247814	0.255566	0.247879	0.08119823	0.146261	0.49818	3.52538	1.02511	0.000652004	0.00222079	0.0157155	0.00456975	0.0258105	0.974189	0.1157037	0.357472	3.14864	0	0.833079	3.632778	1	1	1	1.334709	0.9741895	0.02581055	0.004457815	3.632778	0.787571	0.93493	1.04767	1.22983
317100	-17382.38	-17374.76	-7.621667	2.552683	0.248778	0.249414	0.252093	0.249716	0.1365465	0.159622	0.190279	3.64958	0.503647	0.000869376	0.00103634	0.0198772	0.00274309	0.543889	0.456111	0.02663793	2.53381	2.54531	0	0.5628903	3.413593	1	1	1	1.269471	0.456111	0.543889	0.005446449	3.413593	0.351395	0.703309	1.0792	1.86609
317200	-17385.72	-17375.25	-10.46992	35.81835	0.248489	0.255145	0.246229	0.250136	0.05048668	0.253978	0.477739	3.65367	0.493494	0.00129558	0.00243702	0.0186379	0.00251739	0.810928	0.189072	0.1875293	1.73642	1.20754	0	1.200963	3.407373	1	1	1	1.347365	0.1890724	0.8109276	0.005101159	3.407373	0.796324	0.938074	1.046	1.2196
317300	-17388.33	-17377.32	-11.01126	35.38715	0.252118	0.243801	0.254943	0.249137	0.2753789	0.42017	0.273487	3.09379	0.0965287	0.00314338	0.00204601	0.0231453	0.000722151	0.952229	0.0477714	0.1800965	2.39906	2.53954	0	0.8235641	3.176888	1	1	1	1.281056	0.04777138	0.9522286	0.007481203	3.176888	0.795144	0.937653	1.04623	1.22098
317400	-17387.95	-17374.63	-13.32764	39.87272	0.254092	0.2438	0.251016	0.251092	0.4330849	0.745859	1.07671	2.53286	0.163554	0.00576489	0.00832212	0.019577	0.00126414	0.691014	0.308986	0.03478437	2.18549	2.17993	0	1.391076	3.559213	1	1	1	1.255558	0.308986	0.691014	0.007729193	3.559213	0.806492	0.941672	1.04402	1.20782
317500	-17385.96	-17378.63	-7.331135	4.956144	0.254312	0.251116	0.252412	0.24216	0.1066725	0.211626	0.435963	2.02831	0.776508	0.00166598	0.00343203	0.0159675	0.00611292	0.888676	0.111324	0.06612928	1.77434	3.37278	0	0.8633023	3.482809	1	1	1	1.21434	0.1113243	0.8886757	0.007872312	3.482809	0.500246	0.802902	1.08338	1.61347
317600	-17386.46	-17378.51	-7.946183	48.03254	0.259039	0.238592	0.248765	0.253604	0.1445896	0.112364	0.185713	3.10272	0.864241	0.000634345	0.00104844	0.0175163	0.00487903	0.719402	0.280598	0.02555174	2.26216	0.131699	0	0.5360703	3.359576	1	1	1	1.215168	0.2805982	0.7194018	0.005645447	3.359576	0.823017	0.947397	1.04072	1.18887
317700	-17383.07	-17373.96	-9.111041	28.81527	0.248319	0.24897	0.254154	0.248556	0.04187888	0.14406	0.131958	3.8359	1.00622	0.00069628	0.000637784	0.0185399	0.00486332	0.134081	0.865919	0.03561652	0.786282	1.51047	0	1.340838	3.534115	1	1	1	1.272223	0.8659193	0.1340807	0.004833251	3.534115	0.774137	0.930019	1.05019	1.24565
317800	-17387.98	-17376.19	-11.78489	10.68786	0.255339	0.246839	0.252658	0.245164	0.07658823	0.303199	0.299453	3.86906	0.42034	0.00156776	0.00154839	0.0200058	0.00217347	0.666186	0.333814	0.2354945	2.7764	2.96792	0	1.460889	3.391252	1	1	1	1.49486	0.333814	0.666186	0.005170726	3.391252	0.64233	0.875877	1.07098	1.41082
317900	-17384.35	-17376.63	-7.715648	11.37516	0.24885	0.249466	0.249005	0.252679	0.07474147	0.131848	0.35088	4.0284	0.500638	0.000726982	0.00193467	0.0222117	0.00276041	0.89632	0.10368	0.008965525	0.990338	1.63412	0	0.9030214	3.098072	1	1	1	1.617306	0.1036797	0.8963203	0.005513782	3.098072	0.652257	0.880362	1.06968	1.3977
318000	-17384.04	-17374.71	-9.32906	46.0783	0.251441	0.250028	0.246706	0.251824	0.1187618	0.205612	0.299897	3.53779	2.06844	0.000781001	0.00113914	0.013438	0.00785681	0.965597	0.0344029	0.03166051	0.91551	2.00181	0	0.8617121	3.635954	1	1	1	1.36113	0.03440288	0.9655971	0.003798421	3.635954	0.819451	0.946174	1.04144	1.19294
318100	-17386.5	-17376.33	-10.16967	33.79937	0.250935	0.240818	0.248998	0.259249	0.06564984	0.206248	0.198772	7.74228	0.163247	0.000501443	0.000483268	0.0188235	0.000396897	0.701572	0.298428	0.06369324	2.17936	2.809	0	1.420384	3.731391	1	1	1	1.334842	0.2984276	0.7015724	0.002431267	3.731391	0.790615	0.936028	1.04709	1.22626
318200	-17386.53	-17376.51	-10.01574	16.99557	0.251499	0.249978	0.251157	0.247366	0.03412233	0.158363	0.501889	7.04138	0.19471	0.000501968	0.00159085	0.0223193	0.000617179	0.824394	0.175606	0.07560474	2.21876	2.03727	0	0.3844661	3.024698	1	1	1	1.265947	0.1756058	0.8243942	0.003169736	3.024698	0.710704	0.905373	1.06113	1.3228
318300	-17387.66	-17374.11	-13.5445	8.110873	0.250549	0.246832	0.254917	0.247702	0.0493827	0.104235	0.180889	8.50247	1.70225	0.000254548	0.00044174	0.0207635	0.00415699	0.840654	0.159346	0.1237865	0.62687	1.91372	0	1.02757	3.545399	1	1	1	1.520122	0.159346	0.840654	0.002442057	3.545399	0.595514	0.853722	1.07639	1.47437
318400	-17390.95	-17379.31	-11.64557	1.45725	0.251198	0.243681	0.252155	0.252966	0.1348952	0.0822986	0.462112	7.3109	0.450787	0.000228131	0.00128097	0.0202658	0.00124958	0.319735	0.680265	0.02449545	3.36904	2.25448	0	1.762197	3.534092	1	1	1	1.319515	0.6802654	0.3197346	0.002771992	3.534092	0.218642	0.581283	1.04781	2.15227
318500	-17388.07	-17373.78	-14.29422	27.39918	0.246338	0.250375	0.253646	0.249641	0.02187073	0.39966	0.552512	14.2792	0.628396	0.00067703	0.000935962	0.0241892	0.00106451	0.514495	0.485505	0.09351348	2.87488	2.81948	0	1.556891	3.050032	1	1	1	1.441475	0.4855055	0.5144945	0.001694013	3.050032	0.768686	0.927997	1.05119	1.25213
318600	-17395.05	-17375.24	-19.81048	48.82892	0.256534	0.246597	0.248425	0.248444	0.04595588	1.31103	1.72479	15.0747	0.850382	0.00199582	0.00262569	0.0229487	0.00129456	0.987939	0.0120606	0.01352313	1.94546	0.74857	0	3.498762	3.144782	1	1	1	1.218348	0.01206059	0.9879394	0.001522328	3.144782	0.82441	0.947873	1.04044	1.18728
318700	-17386.85	-17373.32	-13.52646	8.337338	0.250804	0.248156	0.250217	0.250823	0.02120936	0.381064	0.812256	24.7525	0.168167	0.000374816	0.000798939	0.0243467	0.00016541	0.539002	0.460998	0.01480178	2.28621	1.89208	0	0.8533754	3.178253	1	1	1	1.417893	0.4609985	0.5390015	0.0009836047	3.178253	0.600399	0.856114	1.07588	1.4676
318800	-17397.7	-17380.17	-17.52733	47.39567	0.247871	0.247124	0.253508	0.251496	0.07990546	2.06045	4.91408	15.0916	0.225354	0.00239523	0.00571252	0.0175436	0.000261969	0.85024	0.14976	0.03792057	2.11254	1.09763	0	0.6649995	3.63631	1	1	1	1.322697	0.1497598	0.8502402	0.001162481	3.63631	0.821878	0.947007	1.04095	1.19016
318900	-17390.73	-17377.28	-13.45198	16.13204	0.254325	0.253266	0.24895	0.24346	0.07504534	0.520723	0.984278	14.6558	0.952954	0.000666247	0.00125935	0.0187516	0.00121927	0.772569	0.227431	0.04241651	3.06961	0.949757	0	0.4612584	3.908731	1	1	1	1.416009	0.2274312	0.7725688	0.001279466	3.908731	0.703637	0.902471	1.06224	1.33165
319000	-17384.87	-17375.46	-9.411622	34.80806	0.254131	0.243141	0.248513	0.254215	0.1027846	0.187173	0.28671	10.2242	0.336521	0.000343637	0.000526379	0.0187709	0.000617829	0.748388	0.251612	0.004071951	2.42719	2.46947	0	1.027616	3.613945	1	1	1	1.324181	0.251612	0.748388	0.001835931	3.613945	0.793527	0.937074	1.04654	1.22286
319100	-17390.78	-17378.59	-12.19392	5.968245	0.246731	0.251646	0.248631	0.252992	0.06296738	0.45571	0.445897	11.0353	1.7253	0.000869349	0.000850629	0.0210518	0.00329132	0.669483	0.330517	0.009816882	2.97988	2.96344	0	0.4790626	3.359105	1	1	1	1.574599	0.330517	0.669483	0.001907681	3.359105	0.537919	0.823997	1.08133	1.55676
319200	-17388.65	-17377.56	-11.08592	46.17265	0.249268	0.24721	0.248951	0.254571	0.0629341	0.244758	0.294883	6.05656	2.52278	0.000833335	0.001004	0.020621	0.00858939	0.0482076	0.951792	0.005404143	0.741697	2.44162	0	1.275669	3.271383	1	1	1	1.270862	0.9517924	0.04820762	0.003404736	3.271383	0.819628	0.946235	1.0414	1.19273
319300	-17391.22	-17376.57	-14.64936	34.22907	0.254012	0.251891	0.244395	0.249702	0.1160051	0.486387	0.413684	8.89295	2.45959	0.0010554	0.000897643	0.0192966	0.00533701	0.18034	0.81966	0.184748	0.499804	2.39438	0	0.7171358	3.106347	1	1	1	1.349041	0.8196596	0.1803404	0.002169875	3.106347	0.791871	0.93648	1.04685	1.2248
319400	-17386.27	-17375	-11.26131	14.64259	0.258067	0.242122	0.247879	0.251932	0.07925778	0.204994	0.46275	4.76078	0.261361	0.000922552	0.00208256	0.0214254	0.00117623	0.115703	0.884297	0.2563841	2.31368	3.41319	0	0.9436044	3.333886	1	0	1	1.212251	0.8842973	0.1157027	0.004500394	3.333886	0.690102	0.896821	1.06432	1.34876
