Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
4000	-17386.85	-17375.19	-11.66172	15.40708	0.253735	0.244414	0.245558	0.256292	0.04953321	0.061908	0.222543	5.32353	1.13291	0.000202578	0.000728215	0.0174199	0.00370716	0.221948	0.778052	0.006335815	0.0103568	2.96226	1.9332	0	1.146815	3.899244	1	1	1	1.246666	0.7780517	0.2219483	3.869063	0.003272246	3.899244	0.697279	0.899832	1.06323	1.33966
4100	-17394.61	-17373.93	-20.67146	41.54424	0.250699	0.249854	0.255967	0.24348	0.2552469	0.133308	0.121426	4.5469	4.36352	0.000451775	0.000411507	0.0154093	0.0147878	0.109603	0.890397	0.04238326	0.0152528	3.10978	2.12604	0	0.741591	3.819404	1	1	1	1.263278	0.8903972	0.1096028	88.26934	0.00338896	3.819404	0.810258	0.94299	1.04327	1.20348
4200	-17389.85	-17375.53	-14.32778	3.758401	0.245392	0.248594	0.26165	0.244364	0.07495195	0.0551867	0.174377	4.52136	0.23719	0.000266916	0.000843392	0.021868	0.00114719	0.42527	0.57473	0.004711709	0.01090117	3.16163	1.99906	0	0.7934172	3.498847	1	1	1	1.39688	0.5747296	0.4252704	92.98127	0.004836588	3.498847	0.440577	0.766417	1.08435	1.70865
4300	-17391.94	-17372.92	-19.02757	9.730491	0.251215	0.245058	0.25637	0.247356	0.2570947	0.116696	0.273011	6.29916	2.9516	0.000279019	0.000652765	0.0150612	0.00705723	0.252544	0.747456	0.04443972	0.01932442	3.06943	1.94256	0	0.4798245	3.90087	1	1	1	1.331827	0.747456	0.252544	64.55011	0.002390982	3.90087	0.626934	0.868777	1.07289	1.4314
4400	-17397.75	-17373.62	-24.13143	38.3206	0.254054	0.244936	0.25234	0.24867	0.108979	0.122332	0.241774	9.15648	8.05225	0.000252992	0.000500009	0.0189364	0.0166527	0.33376	0.66624	0.05862128	0.01572709	2.7547	2.02642	0	1.261343	3.291454	1	1	1	1.093691	0.6662405	0.3337595	47.55821	0.002068083	3.291454	0.802784	0.940367	1.04474	1.21211
4500	-17389.16	-17374.36	-14.79913	7.574257	0.258618	0.242626	0.254181	0.244575	0.07356703	0.088837	0.106013	6.43907	0.506736	0.00029186	0.000348288	0.0211546	0.0016648	0.501318	0.498682	0.05033023	0.004331195	2.83723	2.05258	0	1.222156	3.456003	1	1	1	1.262781	0.4986822	0.5013178	15.66392	0.003285344	3.456003	0.583168	0.84759	1.07762	1.49162
4600	-17394.25	-17375.12	-19.13189	31.0959	0.247226	0.252004	0.250816	0.249954	0.1025439	0.0951209	0.107041	8.90828	0.588444	0.000238048	0.000267878	0.0222937	0.00147263	0.430479	0.569521	0.01996614	0.02247247	3.2215	1.80064	0	0.503741	3.284302	1	1	1	1.3085	0.5695214	0.4304786	53.36981	0.002502579	3.284302	0.78215	0.932961	1.0487	1.23619
4700	-17386.32	-17374.01	-12.3095	23.63699	0.246187	0.246928	0.252454	0.254432	0.05672789	0.158372	0.276786	9.94168	0.612829	0.000325453	0.000568791	0.02043	0.00125936	0.2793	0.7207	0.01419506	0.0125838	2.90603	2.05901	0	0.8739413	3.620254	1	1	1	1.203133	0.7206997	0.2793003	6.060154	0.002054988	3.620254	0.752002	0.921698	1.05419	1.27211
4800	-17389.83	-17374.48	-15.34927	34.30732	0.248079	0.245842	0.255131	0.250947	0.05636628	0.0942039	0.343795	6.15405	0.616242	0.000282689	0.00103167	0.0184672	0.00184923	0.306196	0.693804	0.0001922686	0.005686365	2.9741	1.8466	0	1.950282	3.680625	1	1	1	1.146299	0.6938041	0.3061959	33.64145	0.003000818	3.680625	0.792097	0.936561	1.04681	1.22453
4900	-17387.76	-17372.59	-15.17085	42.9382	0.256632	0.248049	0.245717	0.249602	0.0337071	0.0440474	0.120022	4.54893	1.38311	0.000194726	0.000530595	0.02011	0.00611449	0.266782	0.733218	0.01748515	0.0163138	3.0253	1.9787	0	0.9169304	3.360129	1	1	1	1.391189	0.7332181	0.2667819	66.0518	0.004420829	3.360129	0.813234	0.944026	1.04268	1.20006
