Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5
0	2	2	4	1	3	3	3	4	3	3
100	2	2	1	1	3	3	3	4	3	3
200	2	2	1	1	3	3	3	4	3	3
300	1	2	1	1	3	3	3	1	3	3
400	3	2	3	1	3	3	3	3	3	3
500	3	2	3	1	3	3	3	3	3	3
600	1	2	1	1	3	3	3	1	3	3
700	2	2	2	1	3	3	3	2	3	3
800	2	2	2	1	3	3	3	2	3	3
900	2	2	1	1	3	3	3	4	3	3
1000	3	2	1	1	1	3	3	1	3	3
1100	2	2	2	1	3	3	3	2	3	3
1200	1	2	2	1	3	3	3	4	3	3
1300	1	2	1	1	3	3	3	1	3	3
1400	2	2	2	1	3	3	3	2	3	3
1500	2	2	2	1	3	3	3	2	3	3
1600	3	2	6	1	2	3	3	6	3	3
1700	1	2	1	1	3	3	3	1	3	3
1800	2	2	2	1	3	3	3	2	3	3
1900	1	2	1	1	3	3	3	1	3	3
2000	2	2	2	1	3	3	3	2	3	3
2100	2	2	2	1	3	3	3	2	3	3
2200	1	2	1	1	3	3	3	1	3	3
2300	2	2	2	1	3	3	3	2	3	3
2400	2	2	7	1	3	3	3	7	3	3
2500	1	2	1	1	3	3	3	1	3	3
2600	2	2	1	1	3	3	3	4	3	3
2700	2	2	2	1	3	3	3	2	3	3
2800	1	2	1	1	3	3	3	1	3	3
2900	2	2	2	1	3	3	3	2	3	3
3000	2	2	2	1	3	3	3	2	3	3
3100	1	2	1	1	3	3	3	1	3	3
3200	2	2	2	1	3	3	3	2	3	3
3300	2	2	2	1	3	3	3	2	3	3
3400	2	2	2	1	3	3	3	2	3	3
3500	3	2	3	1	3	3	3	3	3	3
3600	1	2	1	1	3	3	3	1	3	3
3700	3	2	3	1	3	3	3	3	3	3
3800	2	2	2	1	3	3	3	2	3	3
3900	1	2	1	1	3	3	3	1	3	3
4000	1	2	1	1	3	3	3	1	3	3
4100	2	2	1	1	3	3	3	4	3	3
4200	1	2	1	1	3	3	3	1	3	3
4300	1	2	1	1	3	3	3	1	3	3
4400	2	2	2	1	3	3	3	2	3	3
4500	1	2	1	1	3	3	3	1	3	3
4600	1	2	1	1	3	3	3	1	3	3
4700	1	2	1	1	3	3	3	1	3	3
4800	1	2	1	1	3	3	3	1	3	3
4900	3	2	3	1	3	3	3	3	3	3
5000	1	2	1	1	3	3	3	1	3	3
5100	2	2	2	1	3	3	3	2	3	3
5200	3	2	3	1	3	3	3	3	3	3
5300	3	2	3	1	3	3	3	3	3	3
5400	1	2	1	1	3	3	3	1	3	3
5500	2	2	2	1	3	3	3	2	3	3
5600	3	2	3	1	3	3	3	3	3	3
5700	2	2	2	1	3	3	3	2	3	3
5800	1	2	1	1	3	3	3	1	3	3
5900	2	2	2	1	3	3	3	2	3	3
6000	3	2	3	1	3	3	3	3	3	3
6100	2	2	2	1	3	3	3	2	3	3
6200	2	2	1	1	3	3	3	4	3	3
6300	1	2	1	1	3	3	3	1	3	3
6400	4	2	1	1	3	3	3	4	3	3
6500	2	2	4	1	3	3	3	4	3	3
6600	2	2	2	1	3	3	3	2	3	3
6700	1	2	1	1	3	3	3	1	3	3
6800	1	2	1	1	3	3	3	1	3	3
6900	2	2	2	1	3	3	3	2	3	3
7000	2	2	6	1	3	3	3	6	3	3
7100	1	2	1	1	3	3	3	1	3	3
7200	1	2	1	1	3	3	3	1	3	3
7300	2	2	5	1	3	3	3	7	3	3
7400	1	2	1	1	3	3	3	1	3	3
7500	2	2	2	1	3	3	3	2	3	3
7600	2	2	2	1	3	3	3	2	3	3
7700	2	2	2	1	3	3	3	2	3	3
7800	1	2	1	1	3	3	3	1	3	3
7900	2	2	2	1	3	3	3	2	3	3
8000	2	2	2	1	3	3	3	2	3	3
8100	2	2	2	1	3	3	3	2	3	3
8200	1	2	2	1	3	3	3	4	3	3
8300	1	2	1	1	3	3	3	1	3	3
8400	1	2	1	1	3	3	3	1	3	3
8500	2	2	2	1	3	3	3	2	3	3
8600	1	2	1	1	3	3	3	1	3	3
8700	2	2	1	1	3	3	3	4	3	3
8800	1	2	1	1	3	3	3	1	3	3
8900	3	2	3	1	3	3	3	3	3	3
9000	3	2	3	1	3	3	3	3	3	3
9100	3	2	3	1	3	3	3	3	3	3
9200	2	2	2	1	3	3	3	2	3	3
9300	1	2	1	1	3	3	3	1	3	3
9400	1	2	1	1	3	3	3	1	3	3
9500	2	2	3	1	3	3	3	6	3	3
9600	2	2	2	1	3	3	3	2	3	3
9700	1	2	1	1	3	3	3	1	3	3
9800	6	2	1	1	3	3	3	7	3	3
9900	2	2	2	1	3	3	3	2	3	3
10000	2	2	2	1	3	3	3	2	3	3
10100	2	2	2	1	3	3	3	2	3	3
10200	2	2	2	1	3	3	3	2	3	3
10300	3	2	3	1	3	3	3	3	3	3
10400	2	2	2	1	3	3	3	2	3	3
10500	2	2	2	1	3	3	3	2	3	3
10600	1	2	1	1	3	3	3	1	3	3
10700	2	2	2	1	3	3	3	2	3	3
10800	3	2	3	1	3	3	3	3	3	3
10900	1	2	1	1	3	3	3	1	3	3
11000	1	2	3	1	3	3	3	5	3	3
11100	1	2	1	1	3	3	3	1	3	3
11200	1	2	1	1	3	3	3	1	3	3
11300	2	2	2	1	3	3	3	2	3	3
11400	3	2	3	1	3	3	3	3	3	3
11500	3	2	3	1	3	3	3	3	3	3
11600	1	2	1	1	3	3	3	1	3	3
11700	1	2	1	1	3	3	3	1	3	3
11800	1	2	1	1	3	3	3	1	3	3
11900	1	2	1	1	3	3	3	1	3	3
12000	1	2	1	1	3	3	3	1	3	3
12100	2	2	2	1	3	3	3	2	3	3
12200	1	2	1	1	3	3	3	1	3	3
12300	2	2	2	1	3	3	3	2	3	3
12400	1	2	1	1	3	3	3	1	3	3
12500	2	2	2	1	3	3	3	2	3	3
12600	1	2	1	1	3	3	3	1	3	3
12700	2	2	2	1	3	3	3	2	3	3
12800	4	2	1	1	3	3	3	4	3	3
12900	1	2	1	1	3	3	3	1	3	3
13000	1	2	1	1	3	3	3	1	3	3
13100	2	2	2	1	3	3	3	2	3	3
13200	3	2	3	1	3	3	3	3	3	3
13300	1	2	1	1	3	3	3	1	3	3
13400	1	2	1	1	3	3	3	1	3	3
13500	1	2	1	1	3	3	3	1	3	3
13600	2	2	2	1	3	3	3	2	3	3
13700	2	2	2	1	3	3	3	2	3	3
13800	2	2	2	1	3	3	3	2	3	3
13900	1	2	1	1	3	3	3	1	3	3
14000	2	2	2	1	3	3	3	2	3	3
14100	1	2	1	1	3	3	3	1	3	3
14200	3	2	1	1	1	3	3	1	3	3
14300	3	2	1	1	1	3	3	1	3	3
14400	3	2	3	1	3	3	3	3	3	3
14500	2	2	2	1	3	3	3	2	3	3
14600	1	2	1	1	3	3	3	1	3	3
14700	2	2	2	1	3	3	3	2	3	3
14800	2	2	2	1	3	3	3	2	3	3
14900	3	2	3	1	3	3	3	3	3	3
15000	1	2	4	1	3	3	3	4	3	3
15100	3	2	3	1	3	3	3	3	3	3
15200	1	2	1	1	3	3	3	1	3	3
15300	2	2	1	1	3	3	3	4	3	3
15400	2	2	2	1	3	3	3	2	3	3
15500	3	2	3	1	3	3	3	3	3	3
15600	3	2	3	1	3	3	3	3	3	3
15700	3	2	3	1	3	3	3	3	3	3
15800	3	2	1	1	1	3	3	1	3	3
15900	1	2	1	1	3	3	3	1	3	3
16000	1	2	1	1	3	3	3	1	3	3
16100	1	2	1	1	3	3	3	1	3	3
16200	2	2	2	1	3	3	3	2	3	3
16300	2	2	2	1	3	3	3	2	3	3
16400	2	2	2	1	3	3	3	2	3	3
16500	2	2	3	1	2	3	3	2	3	3
16600	2	2	2	1	3	3	3	2	3	3
16700	2	2	2	1	3	3	3	2	3	3
16800	1	2	1	1	3	3	3	1	3	3
16900	2	2	2	1	3	3	3	2	3	3
17000	3	2	3	1	3	3	3	3	3	3
17100	3	2	3	1	3	3	3	3	3	3
17200	1	2	1	1	3	3	3	1	3	3
17300	4	2	1	1	3	3	3	4	3	3
17400	3	2	3	1	3	3	3	3	3	3
17500	3	2	3	1	3	3	3	3	3	3
17600	3	2	3	1	3	3	3	3	3	3
17700	1	2	1	1	3	3	3	1	3	3
17800	3	2	3	1	6	3	3	6	3	3
17900	3	2	3	1	3	3	3	3	3	3
18000	1	2	1	1	3	3	3	1	3	3
18100	1	2	1	1	3	3	3	1	3	3
18200	2	2	2	1	3	3	3	2	3	3
18300	2	2	2	1	3	3	3	2	3	3
18400	1	2	1	1	3	3	3	1	3	3
18500	4	2	1	1	3	3	3	4	3	3
18600	3	2	3	1	3	3	3	3	3	3
18700	1	2	1	1	3	3	3	1	3	3
18800	2	2	2	1	3	3	3	2	3	3
18900	1	2	1	1	3	3	3	1	3	3
19000	2	2	2	1	3	3	3	2	3	3
19100	3	2	3	1	3	3	3	3	3	3
19200	1	2	3	1	1	3	3	1	3	3
19300	1	2	1	1	3	3	3	1	3	3
19400	1	2	1	1	3	3	3	1	3	3
19500	1	2	1	1	3	3	3	1	3	3
19600	2	2	2	1	3	3	3	2	3	3
19700	2	2	2	1	3	3	3	2	3	3
19800	2	2	6	1	3	3	3	6	3	3
19900	2	2	4	1	3	3	3	4	3	3
20000	3	2	3	1	3	3	3	3	3	3
20100	1	2	1	1	3	3	3	1	3	3
20200	3	2	3	1	3	3	3	3	3	3
20300	2	2	2	1	3	3	3	2	3	3
20400	2	2	2	1	3	3	3	2	3	3
20500	2	2	3	1	2	3	3	2	3	3
20600	3	2	3	1	3	3	3	3	3	3
20700	1	2	1	1	3	3	3	1	3	3
20800	1	2	1	1	3	3	3	1	3	3
20900	1	2	1	1	3	3	3	1	3	3
21000	1	2	1	1	3	3	3	1	3	3
21100	1	2	1	1	3	3	3	1	3	3
21200	1	2	4	1	3	3	3	4	3	3
21300	1	2	1	1	3	3	3	1	3	3
21400	2	2	2	1	3	3	3	2	3	3
21500	1	2	1	1	3	3	3	1	3	3
21600	2	2	2	1	3	3	3	2	3	3
21700	3	2	3	1	3	3	3	3	3	3
21800	2	2	2	1	3	3	3	2	3	3
21900	1	2	1	1	3	3	3	1	3	3
22000	2	2	2	1	3	3	3	2	3	3
22100	3	2	3	1	3	3	3	3	3	3
22200	3	2	6	1	3	3	3	6	3	3
22300	2	2	2	1	3	3	3	2	3	3
22400	4	2	1	1	3	3	3	4	3	3
22500	2	2	2	1	3	3	3	2	3	3
22600	2	2	2	1	3	3	3	2	3	3
22700	2	2	2	1	3	3	3	2	3	3
22800	2	2	2	1	3	3	3	2	3	3
22900	1	2	1	1	3	3	3	1	3	3
23000	1	2	1	1	3	3	3	1	3	3
23100	2	2	2	1	3	3	3	2	3	3
23200	2	2	2	1	3	3	3	2	3	3
23300	1	2	1	1	3	3	3	1	3	3
23400	2	2	4	1	3	3	3	4	3	3
23500	2	2	2	1	3	3	3	2	3	3
23600	1	2	1	1	3	3	3	1	3	3
23700	2	2	2	1	3	3	3	2	3	3
23800	2	2	2	1	3	3	3	2	3	3
23900	1	2	1	1	3	3	3	1	3	3
24000	2	2	2	1	3	3	3	2	3	3
24100	1	2	1	1	3	3	3	1	3	3
24200	1	2	1	1	3	3	3	1	3	3
24300	2	2	2	1	3	3	3	2	3	3
24400	2	2	2	1	3	3	3	2	3	3
24500	2	2	2	1	3	3	3	2	3	3
24600	1	2	1	1	3	3	3	1	3	3
24700	2	2	2	1	3	3	3	2	3	3
24800	2	2	2	1	3	3	3	2	3	3
24900	1	2	1	1	3	3	3	1	3	3
25000	1	2	1	1	3	3	3	1	3	3
25100	2	2	2	1	3	3	3	2	3	3
25200	1	2	2	1	3	3	3	4	3	3
25300	2	2	2	1	3	3	3	2	3	3
25400	3	2	3	1	3	3	3	3	3	3
25500	2	2	1	1	3	3	3	4	3	3
25600	3	2	3	1	3	3	3	3	3	3
25700	3	2	3	1	3	3	3	3	3	3
25800	1	2	2	1	3	3	3	4	3	3
25900	2	2	2	1	3	3	3	2	3	3
26000	2	2	2	1	3	3	3	2	3	3
26100	3	2	3	1	3	3	3	3	3	3
26200	3	2	3	1	3	3	3	3	3	3
26300	2	2	2	1	3	3	3	2	3	3
26400	1	2	1	1	3	3	3	1	3	3
26500	4	2	1	1	3	3	3	4	3	3
26600	1	2	1	1	3	3	3	1	3	3
26700	1	2	1	1	3	3	3	1	3	3
26800	1	2	1	1	3	3	3	1	3	3
26900	2	2	2	1	3	3	3	2	3	3
27000	1	2	1	1	3	3	3	1	3	3
27100	1	2	1	1	3	3	3	1	3	3
27200	1	2	1	1	3	3	3	1	3	3
27300	2	2	2	1	3	3	3	2	3	3
27400	2	2	2	1	3	3	3	2	3	3
27500	2	2	2	1	3	3	3	2	3	3
27600	1	2	1	1	3	3	3	1	3	3
27700	2	2	2	1	3	3	3	2	3	3
27800	1	2	1	1	3	3	3	1	3	3
27900	3	2	3	1	3	3	3	3	3	3
28000	3	2	3	1	3	3	3	3	3	3
28100	2	2	3	1	2	3	3	2	3	3
28200	3	2	3	1	3	3	3	3	3	3
28300	3	2	3	1	3	3	3	3	3	3
28400	1	2	1	1	3	3	3	1	3	3
28500	3	2	3	1	3	3	3	3	3	3
28600	1	2	1	1	3	3	3	1	3	3
28700	2	2	2	1	3	3	3	2	3	3
28800	2	2	2	1	3	3	3	2	3	3
28900	1	2	1	1	3	3	3	1	3	3
29000	1	2	1	1	3	3	3	1	3	3
29100	3	2	3	1	3	3	3	3	3	3
29200	1	2	1	1	3	3	3	1	3	3
29300	3	2	3	1	3	3	3	3	3	3
29400	3	2	3	1	3	3	3	3	3	3
29500	1	2	1	1	3	3	3	1	3	3
29600	1	2	1	1	3	3	3	1	3	3
29700	2	2	2	1	3	3	3	2	3	3
29800	2	2	2	1	3	3	3	2	3	3
29900	1	2	1	1	3	3	3	1	3	3
30000	1	2	2	1	3	3	3	4	3	3
30100	2	2	2	1	3	3	3	2	3	3
30200	2	2	2	1	3	3	3	2	3	3
30300	1	2	1	1	3	3	3	1	3	3
30400	2	2	2	1	3	3	3	2	3	3
30500	2	2	2	1	3	3	3	2	3	3
30600	1	2	1	1	3	3	3	1	3	3
30700	1	2	1	1	3	3	3	1	3	3
