Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rate_multiplier[5]	branch_rate_multiplier[6]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	ingroup_older_island[4]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
48900	-25839.44	-25819.85	-19.5885	46.56412	0.250141	0.244467	0.250179	0.255213	0.05419113	0.347732	0.50683	0.707156	0.292271	1.20079	0.642302	0.00754836	0.011002	0.0153505	0.00634443	0.0260661	0.0139427	0.151052	0.848948	0.005165662	0.008865341	10.1261	7.93961	2.05465	0	1.426568	3.6999	0	0	1	1	2.00897	0.848948	0.151052	44.22127	0.02170739	9.226145	0.820358	0.946486	1.04126	1.1919
49000	-25840.26	-25818.1	-22.16014	40.53899	0.248947	0.2466	0.25561	0.248844	0.03327129	0.397798	0.478845	0.768865	0.437995	1.07836	0.267814	0.00927882	0.0111693	0.0179341	0.0102164	0.0251532	0.00624687	0.246261	0.753739	0.09084983	0.008270466	10.1795	7.86594	1.97831	0	0.5366022	3.668226	0	0	1	1	1.980773	0.7537386	0.2462614	30.49418	0.02332545	9.722795	0.80802	0.942208	1.04372	1.20606
49100	-25839.2	-25816.39	-22.80515	48.47728	0.24751	0.246266	0.247229	0.258995	0.2057704	0.669787	0.717401	0.922647	0.516373	0.990127	0.328267	0.0140117	0.0150077	0.0193014	0.0108023	0.020713	0.00686721	0.382614	0.617386	0.02919932	0.007789378	9.81485	8.00034	1.99728	0	0.4290378	3.285425	0	0	1	1	2.035011	0.6173863	0.3826137	44.00728	0.02091958	9.449004	0.823799	0.947664	1.04056	1.18798
49200	-25841.75	-25821.79	-19.96156	12.92947	0.252791	0.251749	0.24473	0.25073	0.1080288	0.774337	0.764065	0.908036	0.493186	1.01471	0.462383	0.0131344	0.0129602	0.0154022	0.00836549	0.0172117	0.007843	0.275925	0.724075	0.006472224	0.02021171	10.1108	7.92588	1.89591	0	0.3562244	3.840339	0	0	1	1	1.98418	0.724075	0.275925	13.80765	0.01696212	10.37759	0.671924	0.88904	1.06698	1.37206
49300	-25838.12	-25816.96	-21.16319	31.57977	0.250749	0.243531	0.248554	0.257166	0.1396876	0.918616	0.961528	0.957903	0.638478	0.927622	0.488211	0.0148806	0.0155757	0.015517	0.0103427	0.0150265	0.0079085	0.60816	0.39184	0.08760072	0.002176741	9.94122	7.98731	1.99747	0	1.223183	4.047901	0	0	1	1	2.059906	0.3918403	0.6081597	13.59067	0.01619893	9.626501	0.783741	0.933541	1.0484	1.23432
49400	-25840.31	-25817.2	-23.11315	8.756741	0.246323	0.252964	0.247006	0.253707	0.0794568	0.69538	0.786236	0.960566	0.355714	0.979437	0.885016	0.0114515	0.0129477	0.0158186	0.0058579	0.0161293	0.0145744	0.554311	0.445689	0.121393	0.009507509	10.1336	8.02371	2.00638	0	0.5781835	3.886854	0	0	1	1	2.204658	0.4456889	0.5543111	55.45063	0.01646798	9.58871	0.608988	0.860273	1.07495	1.45578
49500	-25845.95	-25820.19	-25.7598	14.98954	0.235823	0.254691	0.256013	0.253473	0.1435618	0.787276	0.8183	1.00889	0.462343	1.13196	0.893355	0.0113037	0.0117491	0.0144857	0.0066383	0.0162527	0.0128268	0.307033	0.692967	0.0108792	0.01092207	10.025	7.7362	2.01553	0	0.3915767	4.134548	0	0	1	1	2.195192	0.692967	0.307033	93.95494	0.01435796	9.931698	0.693423	0.898219	1.06382	1.34454
49600	-25838.49	-25818.91	-19.58115	29.3925	0.242584	0.252181	0.244529	0.260706	0.1529303	0.84693	0.8915	1.05768	0.654937	1.09595	0.928737	0.0123852	0.013037	0.0154672	0.00957757	0.0160267	0.0135815	0.214367	0.785633	0.01483658	0.0002986908	9.97389	7.90758	2.03239	0	0.8606467	3.933605	0	0	1	1	2.057837	0.7856335	0.2143665	6.220831	0.01462366	8.255804	0.776249	0.930799	1.0498	1.24315
49700	-25842.75	-25820.15	-22.59837	13.48995	0.247353	0.25093	0.251507	0.25021	0.1873743	0.577775	0.851504	1.04458	0.805218	1.27891	0.457876	0.00813972	0.011996	0.0147161	0.0113439	0.0180174	0.00645057	0.408383	0.591617	0.0721596	0.008882019	10.0708	8.12668	2.02598	0	0.8792278	4.220327	0	0	1	1	2.11625	0.5916165	0.4083835	22.37235	0.01408804	8.877287	0.678225	0.891763	1.06607	1.36394
49800	-25839.09	-25816.12	-22.97671	45.27553	0.248278	0.249563	0.245484	0.256675	0.2451993	0.432257	0.555477	0.784567	0.327598	1.03239	0.732262	0.00848674	0.010906	0.0154038	0.00643192	0.0202695	0.0143769	0.554596	0.445404	0.006924789	0.002680163	10.0558	7.96388	1.95502	0	1.433753	4.128138	0	0	1	1	2.094989	0.4454042	0.5545958	55.28965	0.01963356	9.525602	0.817921	0.945648	1.04175	1.19468
49900	-25832.68	-25816.49	-16.18588	40.43152	0.241073	0.250847	0.25367	0.25441	0.09850687	0.363788	0.376151	0.578255	0.428659	0.872078	0.393727	0.00897878	0.0092839	0.0142721	0.0105799	0.0215241	0.0097177	0.364152	0.635848	0.01303751	0.004784783	9.98705	7.95655	1.99326	0	0.6320397	4.208682	0	0	1	1	2.05295	0.6358484	0.3641516	19.17607	0.02468135	8.823314	0.807776	0.942122	1.04376	1.20634
50000	-25839.75	-25816.11	-23.63132	29.08409	0.241639	0.253113	0.250529	0.254718	0.1747779	0.261664	0.267725	0.448714	0.312608	0.624967	0.563577	0.00802795	0.0082139	0.0137667	0.00959092	0.0191742	0.0172907	0.00482544	0.995175	0.1344129	0.001736566	10.0948	7.79648	1.93101	0	1.044799	4.615616	0	0	1	1	2.123874	0.9951746	0.004825444	90.90114	0.03068037	8.025983	0.775128	0.930385	1.05001	1.24448
50100	-25835.51	-25816.22	-19.29427	37.57472	0.241531	0.25365	0.249273	0.255545	0.05493599	0.377399	0.378283	0.470457	0.245712	0.475436	0.765187	0.010423	0.0104475	0.0129931	0.0067861	0.0131306	0.021133	0.0386889	0.961311	0.04058953	0.01156992	10.0631	8.08979	1.9509	0	0.3566839	4.919293	0	0	1	1	2.119494	0.9613111	0.03868886	74.22542	0.02761808	8.681064	0.800924	0.939709	1.04511	1.21426
50200	-25838.94	-25816.72	-22.22151	35.0273	0.249545	0.247457	0.246743	0.256256	0.1321759	0.395918	0.427136	0.404853	0.0646506	0.36018	0.877959	0.0111094	0.0119854	0.0113601	0.00181409	0.0101066	0.0246354	0.0468907	0.953109	0.1042466	0.01794139	10.0561	8.15059	2.10401	0	0.3978421	5.591436	0	0	1	1	2.015039	0.9531093	0.04689068	30.98389	0.02805989	10.45316	0.794144	0.937295	1.04642	1.22214
50300	-25841.04	-25821.25	-19.78825	14.05884	0.251478	0.239336	0.253044	0.256141	0.009492596	0.399931	0.546309	0.424802	0.0602659	0.40459	0.676577	0.0129357	0.0176703	0.0137401	0.00194929	0.0130864	0.0218838	0.132938	0.867062	0.001153445	0.005431683	10.105	7.88913	1.99649	0	0.8039655	4.636337	0	0	1	1	2.07882	0.8670625	0.1329375	27.09987	0.03234485	9.776695	0.684258	0.894344	1.06519	1.35621
50400	-25839.87	-25820.29	-19.5832	29.19295	0.244958	0.250304	0.256145	0.248594	0.07960969	0.665496	0.674219	0.454849	0.326656	0.405079	0.767067	0.0150359	0.0152329	0.0102766	0.00738029	0.00915214	0.0173307	0.392833	0.607167	0.07140496	0.008028157	10.0669	8.02737	1.9476	0	1.142517	5.918998	0	0	1	1	2.118805	0.6071665	0.3928335	35.90075	0.02259346	10.18581	0.775526	0.930532	1.04993	1.24401
50500	-25844.5	-25821.88	-22.6264	22.03017	0.253443	0.248263	0.244297	0.253997	0.04530179	0.543778	0.560335	0.481211	0.232848	0.507673	0.770451	0.0124913	0.0128716	0.0110541	0.00534883	0.0116619	0.0176983	0.109001	0.890999	0.08819841	0.01575974	10.0642	8.02558	2.16503	0	2.183019	5.203528	0	0	1	1	1.888372	0.8909988	0.1090012	23.13169	0.02297134	10.05728	0.743667	0.918488	1.05564	1.2822
50600	-25839.82	-25819.82	-19.99787	27.11439	0.24118	0.250612	0.255069	0.253139	0.1444236	0.711888	0.947171	0.621391	0.324675	0.570339	1.09528	0.0128521	0.0170998	0.0112183	0.00586152	0.0102966	0.0197737	0.336198	0.663802	0.01490058	0.008221729	9.97287	7.9698	1.9375	0	1.284556	5.124605	0	0	1	1	2.162066	0.6638017	0.3361983	21.73762	0.01805352	9.405062	0.767541	0.92757	1.0514	1.25349
50700	-25836.88	-25819.01	-17.86772	42.47028	0.247242	0.255332	0.2461	0.251326	0.09414706	0.566194	0.736643	0.553276	0.332769	0.554135	0.494657	0.0134634	0.0175164	0.0131562	0.00791281	0.0131766	0.0117623	0.827755	0.172245	0.05381213	0.004472975	10.0242	8.10545	2.09241	0	1.11081	4.642602	0	0	1	1	1.965837	0.1722446	0.8277554	8.188539	0.0237787	9.623159	0.812251	0.943684	1.04288	1.20119
50800	-25837.36	-25817.94	-19.41809	19.15558	0.241679	0.249516	0.249788	0.259017	0.06322866	0.407377	0.506779	0.455475	0.354635	0.470249	0.453699	0.00925592	0.0115144	0.0103487	0.00805758	0.0106844	0.0103084	0.789517	0.210483	0.06969312	0.0127072	9.88453	7.96876	2.05265	0	1.16092	5.626066	0	0	1	1	2.029125	0.2104832	0.7895168	57.03747	0.02272077	10.41164	0.726351	0.911684	1.05858	1.30338
50900	-25837.51	-25819.65	-17.86004	11.31541	0.23936	0.254017	0.252069	0.254555	0.07622629	0.355079	0.467141	0.377627	0.328063	0.406626	0.417195	0.00971424	0.01278	0.0103311	0.00897513	0.0111245	0.0114136	0.0690745	0.930925	0.02257285	0.008079193	9.82564	7.86475	1.97279	0	0.8139586	5.923661	0	0	1	1	2.009959	0.9309255	0.06907452	18.75108	0.02735799	10.00439	0.651427	0.87999	1.06979	1.39879
51000	-25838.34	-25819.24	-19.09837	8.963893	0.24466	0.251627	0.257823	0.24589	0.07137406	0.447491	0.487694	0.430418	0.331699	0.365781	0.476427	0.0110983	0.0120954	0.0106749	0.00822652	0.0090718	0.011816	0.324858	0.675142	0.01715558	0.01799898	9.87741	7.8384	1.95546	0	0.6880918	6.015233	0	0	1	1	2.162707	0.6751422	0.3248578	69.67839	0.02480116	10.44354	0.613027	0.862209	1.0745	1.45026
51100	-25839.62	-25818.1	-21.51819	29.91744	0.249043	0.254689	0.248548	0.247721	0.07152389	0.562505	0.608839	0.559226	0.481922	0.475442	0.951095	0.00968979	0.010488	0.0096333	0.00830165	0.00819002	0.0163837	0.384405	0.615595	0.05882749	0.01252178	9.89501	8.05373	1.86755	0	0.5301602	6.534809	0	0	1	1	2.183646	0.615595	0.384405	99.2278	0.01722614	10.1802	0.778119	0.931486	1.04945	1.24094
51200	-25841.34	-25820.6	-20.74074	29.87179	0.24705	0.2467	0.251379	0.254871	0.0824285	0.644929	0.750597	0.564752	0.362132	0.425342	1.84852	0.0118694	0.0138141	0.0103938	0.00666472	0.00782805	0.0340204	0.186073	0.813927	0.05101394	0.00262623	9.95734	8.0705	1.90874	0	1.328989	6.956929	0	0	1	1	2.079	0.8139274	0.1860726	20.75309	0.01840413	9.179185	0.777958	0.931427	1.04948	1.24113
51300	-25837.25	-25818.02	-19.22585	43.93494	0.246532	0.251092	0.245118	0.257258	0.03189895	0.532203	0.624249	0.510969	0.470612	0.509315	1.63766	0.00899602	0.0105519	0.0086371	0.00795493	0.00860914	0.0276819	0.266648	0.733352	0.04053101	0.01021986	10.0968	7.98606	1.91168	0	0.7045506	7.180564	0	0	1	1	2.150243	0.7333515	0.2666485	12.37841	0.01690337	9.338492	0.815277	0.944734	1.04228	1.19771
51400	-25835.92	-25817.17	-18.74976	40.0979	0.248811	0.251053	0.247129	0.253007	0.06090767	0.339655	0.432521	0.397994	0.303787	0.418363	1.42633	0.00790174	0.0100622	0.00925894	0.00706731	0.00973279	0.0331821	0.65319	0.34681	0.00621338	0.0008356182	10.0918	8.12104	1.96894	0	0.9254448	6.513327	0	0	1	1	2.232153	0.3468099	0.6531901	48.68891	0.02326401	8.91122	0.807013	0.941855	1.04391	1.20722
51500	-25838.88	-25818.45	-20.42383	26.62244	0.25123	0.253419	0.24376	0.251591	0.1351295	0.467387	0.618579	0.62673	0.375646	0.604637	1.56203	0.00753319	0.00997005	0.0101014	0.00605454	0.00974534	0.0251764	0.814165	0.185835	0.03884776	0.003719716	9.96872	8.06512	2.08946	0	0.6313804	6.133681	0	0	1	1	2.086289	0.1858353	0.8141647	41.60411	0.01611768	9.374165	0.765521	0.926815	1.05177	1.2559
51600	-25837.79	-25818.39	-19.39455	17.88617	0.248232	0.25727	0.247708	0.24679	0.1530735	0.575013	0.702056	0.64437	0.528099	0.649981	1.23534	0.00927362	0.0113225	0.0103922	0.008517	0.0104827	0.0199232	0.594494	0.405506	0.02350405	0.003534707	9.97894	8.0222	2.11212	0	0.5531013	5.932756	0	0	1	1	2.076709	0.4055064	0.5944936	11.52669	0.01612767	8.973409	0.717479	0.908125	1.06004	1.31436
51700	-25835.87	-25819.7	-16.1685	33.75648	0.251088	0.246727	0.258278	0.243908	0.05452285	0.502205	0.548361	0.467682	0.535651	0.472441	0.443636	0.0101543	0.0110875	0.00945626	0.0108306	0.00955249	0.00897005	0.11894	0.88106	0.0256207	0.001564514	10.0523	8.03483	1.94242	0	0.9312693	6.21657	0	0	1	1	2.100332	0.8810602	0.1189398	11.71484	0.02021941	9.597487	0.790489	0.935983	1.04712	1.22641
51800	-25837.91	-25816.51	-21.39587	13.63392	0.250843	0.247011	0.246798	0.255348	0.06561828	0.552191	0.570385	0.546529	0.508801	0.508545	0.461514	0.0108757	0.011234	0.0107642	0.0100211	0.010016	0.00908976	0.320394	0.679606	0.04478059	0.007392216	10.0035	8.23829	2.04002	0	0.8271321	5.658001	0	0	1	1	2.148553	0.6796059	0.3203941	78.57497	0.01969551	10.19841	0.679785	0.892433	1.06585	1.36193
51900	-25837.3	-25818.09	-19.21185	49.24583	0.245381	0.247565	0.255335	0.251719	0.07580551	0.408273	0.469077	0.646524	0.636735	0.704639	0.829168	0.00756013	0.00868604	0.0119719	0.0117906	0.013048	0.015354	0.0795166	0.920483	0.07393686	0.003827493	9.94866	8.00521	2.11961	0	1.01284	5.539004	0	0	1	1	1.97792	0.9204834	0.07951663	17.91745	0.01851731	8.208158	0.825127	0.948117	1.04029	1.18646
52000	-25833.67	-25815.7	-17.96501	16.34442	0.247063	0.253521	0.248466	0.25095	0.1323684	0.428693	0.47479	0.556023	0.478985	0.631564	0.738254	0.00811709	0.00898991	0.010528	0.00906934	0.0119584	0.0139785	0.186875	0.813125	0.01728392	0.00106344	10.1398	8.02167	1.94286	0	1.110054	5.648642	0	0	1	1	2.097148	0.8131247	0.1868753	7.921348	0.01893451	9.31024	0.705424	0.903208	1.06196	1.32941
52100	-25834.85	-25817.84	-17.01681	32.6983	0.250409	0.242867	0.251677	0.255047	0.0346745	0.633298	0.808346	0.594253	0.512134	0.536579	0.475445	0.0117383	0.0149828	0.0110145	0.00949246	0.00994555	0.00881243	0.750527	0.249473	0.02344643	0.002302726	10.1157	8.05467	1.95048	0	0.6857531	5.512547	0	0	1	1	2.109346	0.249473	0.750527	6.293846	0.0185351	10.13573	0.78729	0.934828	1.04773	1.23016
52200	-25841.01	-25819.21	-21.79514	25.37108	0.244903	0.248505	0.245388	0.261204	0.1804595	0.541673	0.622471	0.599502	0.936306	0.598321	0.178075	0.00918583	0.010556	0.0101665	0.0158781	0.0101465	0.00301983	0.814791	0.185209	0.1127871	0.002973796	9.97277	8.00726	2.06396	0	1.048156	5.873422	0	0	1	1	1.884207	0.185209	0.814791	98.81584	0.01695826	8.294111	0.760133	0.924788	1.05274	1.26234
52300	-25840.95	-25818.74	-22.21269	43.70623	0.242841	0.245209	0.249873	0.262077	0.09808234	0.575854	0.722554	0.569661	0.982764	0.492206	1.26465	0.0081567	0.0102346	0.00806898	0.0139204	0.00697186	0.0179132	0.994647	0.00535339	0.03682146	0.00623267	10.0261	8.1344	2.01665	0	1.850444	7.583997	0	0	1	1	2.070086	0.005353394	0.9946466	30.20095	0.01416454	8.668605	0.814814	0.944574	1.04237	1.19824
52400	-25840.32	-25820.43	-19.88545	31.15665	0.250749	0.256538	0.243705	0.249008	0.06076514	0.447315	0.514842	0.441902	0.765393	0.460595	0.149342	0.0074468	0.00857098	0.00735669	0.0127421	0.00766789	0.00248621	0.46735	0.53265	0.02743005	0.004059332	9.99969	8.18879	2.04794	0	0.4772823	8.369946	0	1	1	1	1.977381	0.5326496	0.4673504	96.37431	0.01664778	10.26465	0.782352	0.933035	1.04866	1.23596
52500	-25835.63	-25816.27	-19.35701	13.50339	0.245081	0.250292	0.2469	0.257727	0.08423566	0.489216	0.649546	0.54452	0.831135	0.518766	0.657039	0.00711093	0.00944138	0.0079148	0.0120808	0.00754045	0.00955029	0.947419	0.052581	0.02756341	0.003206998	10.0173	8.0673	2.03258	0	1.359846	7.833021	0	0	1	1	2.035712	0.05258097	0.947419	43.00091	0.01453535	9.949213	0.678372	0.891826	1.06605	1.36375
52600	-25838.76	-25819.55	-19.21063	33.07035	0.247725	0.252093	0.24709	0.253092	0.06365176	0.497556	0.716707	0.681147	1.01457	0.60654	0.0815984	0.00660227	0.00951028	0.00903842	0.0134628	0.00804843	0.00108276	0.377898	0.622102	0.03740335	0.008185865	10.0889	7.94811	2.01553	0	0.7846775	7.325282	0	0	1	1	2.171732	0.6221017	0.3778983	30.41652	0.01326941	9.755959	0.788431	0.935241	1.04751	1.22882
52700	-25839.05	-25820.49	-18.56089	28.17893	0.248112	0.252822	0.249012	0.250054	0.1011679	0.766461	0.881859	0.627819	1.42055	0.620763	0.175213	0.00855728	0.00984565	0.00700938	0.01586	0.00693061	0.00195619	0.347168	0.652832	0.006179465	0.002546158	10.1032	7.91684	1.89542	0	0.7333851	8.589673	0	1	1	1	2.084604	0.6528324	0.3471676	6.741984	0.01116466	8.959563	0.771736	0.929131	1.05063	1.2485
52800	-25838.57	-25820.12	-18.44851	36.81375	0.25225	0.244164	0.251202	0.252384	0.05220278	0.512368	0.551725	0.659923	1.21533	0.71774	0.829841	0.00620203	0.00667844	0.00798812	0.0147111	0.00868798	0.0100449	0.616425	0.383575	0.006994825	0.002973639	9.98803	8.10075	2.02136	0	0.6645344	7.591851	0	0	1	1	1.945394	0.3835749	0.6164251	34.82522	0.01210464	8.327848	0.79897	0.939016	1.04549	1.21653
52900	-25846.2	-25821.87	-24.32366	42.55094	0.253249	0.246031	0.249402	0.251318	0.1260027	0.73415	0.899308	0.625466	1.40741	0.559976	0.470984	0.00831462	0.0101851	0.00708372	0.0159396	0.00634202	0.00533413	0.926385	0.0736147	0.06215568	0.00216076	10.0155	7.90563	2.2026	0	0.8104922	8.782013	0	1	1	1	2.323968	0.07361472	0.9263853	98.57223	0.01132551	8.782013	0.812421	0.943743	1.04284	1.20099
53000	-25842.32	-25823.25	-19.06991	46.74226	0.242126	0.252244	0.252666	0.252964	0.1300178	0.771569	0.742194	0.462328	1.17968	0.524175	0.475087	0.00986565	0.00949005	0.00591155	0.0150839	0.00670235	0.00607469	0.0765305	0.92347	0.01537865	0.002184173	9.99863	8.09744	1.96086	0	0.9320449	10.14349	1	1	1	1	2.037709	0.9234695	0.07653049	15.55878	0.01278648	10.14349	0.820687	0.946599	1.04119	1.19152
53100	-25842.51	-25821.87	-20.6369	17.76605	0.250902	0.245684	0.255792	0.247622	0.03518256	0.447046	0.574813	0.388518	0.756593	0.400181	0.239537	0.00981257	0.012617	0.00852788	0.0166071	0.00878389	0.00525778	0.00633251	0.993667	0.01235909	0.001954839	10.1989	7.97605	2.1807	0	0.4555017	6.748856	0	0	1	1	1.97502	0.9936675	0.006332506	54.88135	0.02194978	8.241526	0.716593	0.907767	1.06018	1.31546
53200	-25843.82	-25821.72	-22.10172	29.29765	0.244772	0.251769	0.249283	0.254176	0.19439	0.377853	0.427243	0.441619	0.60248	0.374227	0.129362	0.00929142	0.0105059	0.0108594	0.014815	0.00920225	0.00318101	0.276609	0.723391	0.1299643	0.01074073	10.1431	8.03678	1.92874	0	0.3242202	6.057328	0	0	1	1	2.253806	0.7233906	0.2766094	18.32743	0.02459003	9.343736	0.775906	0.930672	1.04986	1.24356
53300	-25835.08	-25815.71	-19.37518	46.4611	0.245367	0.24968	0.255369	0.249585	0.1822861	0.503499	0.522046	0.421059	0.423622	0.385002	0.717332	0.0111242	0.0115339	0.00930277	0.00935938	0.00850613	0.0158485	0.122417	0.877583	0.03892895	0.01131907	9.988	7.97957	2.07086	0	0.5622356	6.476467	0	0	1	1	2.055412	0.8775827	0.1224173	37.99955	0.02209372	9.528751	0.820166	0.94642	1.0413	1.19212
53400	-25839.17	-25818.64	-20.52761	16.9777	0.240806	0.253789	0.252504	0.252902	0.05626154	0.46907	0.554418	0.349427	0.377092	0.266027	0.879921	0.0114691	0.0135559	0.00854374	0.00922015	0.00650454	0.0215147	0.309121	0.690879	0.02473406	0.01570005	10.0515	8.15415	1.86776	0	1.300334	7.455786	0	0	1	1	1.991782	0.6908795	0.3091205	76.983	0.02445069	9.525158	0.710563	0.905315	1.06115	1.32297
53500	-25835.79	-25816.69	-19.09946	9.78954	0.248086	0.245149	0.251301	0.255464	0.06611057	0.548132	0.559416	0.330829	0.42054	0.25465	1.08833	0.0128228	0.0130868	0.0077393	0.00983797	0.00595721	0.0254601	0.266601	0.733399	0.0206302	0.0100624	9.96264	7.93884	1.86771	0	0.4353791	8.273178	0	1	1	1	2.038557	0.7333988	0.2666012	47.64949	0.02339366	9.871666	0.627943	0.869248	1.07276	1.43004
53600	-25849.75	-25822.92	-26.82887	10.9588	0.241269	0.251829	0.245491	0.261411	0.007926743	0.539908	0.632414	0.394397	0.522536	0.304864	2.07278	0.0108888	0.0127544	0.00795414	0.0105384	0.00614845	0.0418035	0.0846333	0.915367	0.03965006	0.01521374	10.0095	8.08339	2.00937	0	4.066866	8.055668	0	0	1	1	2.201277	0.9153667	0.08463332	6.456179	0.02016784	9.090384	0.646346	0.8777	1.07046	1.40549
53700	-25843.93	-25820.66	-23.26293	19.04188	0.243565	0.252618	0.247363	0.256454	0.01061236	0.570632	0.547147	0.326593	0.571367	0.280982	1.52333	0.0127993	0.0122725	0.00732549	0.0128158	0.00630243	0.0341683	0.150966	0.849034	0.02130774	0.008682728	10.0082	7.97559	1.77537	0	0.583128	8.253649	0	1	1	1	2.279599	0.8490339	0.1509661	54.39449	0.02242999	8.896248	0.725591	0.911381	1.05871	1.30432
53800	-25839.81	-25820.1	-19.70798	40.98369	0.247641	0.247996	0.250829	0.253534	0.0926564	0.530321	0.512386	0.296641	0.524804	0.252246	0.199549	0.0128608	0.0124259	0.00719386	0.012727	0.00611722	0.00483927	0.731815	0.268185	0.02593719	0.009768345	9.97	8.15079	1.80431	0	0.4734076	8.374405	0	1	1	1	2.240438	0.2681849	0.7318151	20.26775	0.02425104	9.984241	0.80902	0.942557	1.04352	1.2049
53900	-25837.54	-25819.28	-18.26229	16.76442	0.24287	0.251062	0.252559	0.253509	0.1141678	0.361919	0.461193	0.308555	0.531234	0.250674	0.16644	0.00899496	0.0114623	0.00766869	0.0132031	0.00623015	0.00413663	0.403118	0.596882	0.004067981	0.02722175	9.96221	8.12429	2.04225	0	0.4146972	8.255083	0	1	1	1	1.997217	0.5968817	0.4031183	70.36733	0.02485354	9.639931	0.708863	0.90462	1.06142	1.3251
54000	-25837.62	-25819.41	-18.20781	34.53284	0.24858	0.256933	0.246611	0.247876	0.08414226	0.558237	0.694183	0.373124	0.585942	0.300974	0.650093	0.0109288	0.0135902	0.00730478	0.0114712	0.00589227	0.0127271	0.969952	0.0300481	0.0002117545	0.002684942	10.1575	7.86727	1.85149	0	0.9316641	8.555395	0	1	1	1	2.154328	0.0300481	0.9699519	4.21596	0.01957732	10.04759	0.792745	0.936794	1.04669	1.22378
54100	-25843.35	-25821	-22.35479	12.09922	0.250155	0.237475	0.250959	0.261411	0.0368378	0.555507	0.647478	0.410461	0.652132	0.325832	3.68797	0.00911857	0.0106283	0.00673765	0.0107047	0.00534849	0.0605375	0.726085	0.273915	0.0143683	0.008585286	9.90239	8.08667	1.93697	0	0.5020697	9.478342	0	1	1	1	2.120526	0.2739149	0.7260851	69.72814	0.01641487	10.04438	0.661855	0.884631	1.06839	1.38513
54200	-25849.16	-25820.5	-28.66304	48.41727	0.248647	0.255021	0.244522	0.25181	0.237742	0.490525	0.576907	0.458443	0.556753	0.360929	4.30055	0.00787212	0.00925841	0.00735725	0.00893498	0.00579231	0.0690168	0.297655	0.702345	0.1428142	0.01226839	10.0273	7.83195	2.07555	0	1.139758	9.409064	0	1	1	1	2.054706	0.7023453	0.2976547	52.81154	0.01604836	10.10839	0.823694	0.947628	1.04058	1.18809
54300	-25841.38	-25817.76	-23.62568	31.02139	0.238427	0.252862	0.252784	0.255927	0.1631493	0.518831	0.567678	0.30263	0.396529	0.244206	3.63373	0.0112914	0.0123545	0.0065862	0.00862973	0.00531471	0.0790815	0.379042	0.620958	0.0519036	0.008092251	10.0449	7.96131	2.0905	0	0.7949217	9.444253	0	1	1	1	2.159244	0.620958	0.379042	62.0234	0.02176318	10.13227	0.781901	0.93287	1.04874	1.23648
54400	-25842.94	-25819.05	-23.89617	18.82478	0.249879	0.246633	0.250999	0.252489	0.1179518	0.55138	0.577023	0.418744	0.675449	0.352722	4.82193	0.00923411	0.00966356	0.00701282	0.0113119	0.00590713	0.0807541	0.00997233	0.990028	0.0128797	0.008631451	9.84174	7.98604	2.04887	0	0.8110124	9.60326	0	1	1	1	2.146453	0.9900277	0.009972326	52.04946	0.01674726	9.943101	0.724121	0.910794	1.05895	1.30614
54500	-25841.81	-25817.7	-24.10923	30.23832	0.242759	0.248637	0.250359	0.258245	0.1631786	0.556559	0.637738	0.358566	0.69775	0.333321	1.2669	0.00954533	0.0109376	0.00614962	0.0119668	0.00571665	0.0217281	0.497113	0.502887	0.08222044	0.009932638	9.7502	8.00866	1.98101	0	0.5859816	9.685644	0	1	1	1	2.044217	0.5028866	0.4971134	31.64876	0.01715061	10.36313	0.779239	0.931897	1.04924	1.23962
54600	-25838.19	-25818.46	-19.7385	45.14328	0.245169	0.254151	0.248798	0.251881	0.1473988	0.466582	0.558698	0.406996	0.608064	0.35966	0.246503	0.00963351	0.0115354	0.00840325	0.0125547	0.0074259	0.00508955	0.490271	0.509729	0.1319996	0.007865972	9.98517	7.98416	1.9096	0	1.630295	7.444957	0	0	1	1	1.916544	0.5097292	0.4902708	6.378261	0.02064701	10.19181	0.817665	0.945559	1.0418	1.19498
54700	-25837.72	-25816.44	-21.2749	29.84991	0.244092	0.246463	0.252807	0.256638	0.0982149	0.497023	0.591102	0.419521	0.642355	0.403488	0.270871	0.0114571	0.0136258	0.00967058	0.0148072	0.00930101	0.00624398	0.852483	0.147517	0.01080541	0.003373029	10.1608	8.08678	2.05826	0	2.429766	6.076496	0	0	1	1	2.034391	0.1475172	0.8524828	30.61907	0.02305148	8.625798	0.777881	0.931399	1.0495	1.24122
