Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rate_multiplier[5]	branch_rate_multiplier[6]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	ingroup_older_island[4]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
1100	-25838.83	-25818.75	-20.08092	41.93557	0.243324	0.254396	0.248558	0.253722	0.1902277	0.407035	0.440936	0.421544	0.457485	0.410722	0.109841	0.0112971	0.012238	0.0116998	0.0126973	0.0113994	0.00304861	0.188518	0.811482	0.05208206	0.0159047	10.0244	7.93654	1.86907	0	1.045454	5.153226	0	0	1	1	1.91013	0.811482	0.188518	41.92306	0.0277546	9.740021	0.811108	0.943286	1.04311	1.2025
1200	-25840.7	-25823.31	-17.39299	16.9259	0.245571	0.25068	0.249109	0.254639	0.06042895	0.304547	0.394346	0.40308	0.427176	0.473098	0.576617	0.00754851	0.00977427	0.00999074	0.010588	0.0117262	0.014292	0.332336	0.667664	0.01091877	0.01352231	10.0609	8.02376	1.96562	0	0.2837358	6.270402	0	0	1	1	1.90262	0.6676642	0.3323358	31.62733	0.02478599	9.173774	0.710152	0.905148	1.06121	1.32349
1300	-25837.58	-25816.96	-20.61789	30.81679	0.250752	0.25039	0.242647	0.256211	0.08364804	0.225054	0.287567	0.325606	0.461419	0.349321	0.231566	0.00573229	0.00732454	0.00829343	0.0117527	0.00889748	0.00589817	0.257813	0.742187	0.01468059	0.002779673	9.85103	7.80123	2.09826	0	1.118523	7.501836	0	0	1	1	2.108651	0.7421872	0.2578128	77.41573	0.02547075	10.38144	0.781215	0.93262	1.04887	1.23729
1400	-25837.96	-25815.58	-22.37878	41.97906	0.246363	0.25172	0.248366	0.253551	0.06386358	0.367772	0.455908	0.427741	0.429303	0.382088	0.53359	0.00853587	0.0105815	0.00992773	0.00996397	0.00886814	0.0123845	0.72496	0.27504	0.1824946	0.001514999	9.82337	8.00969	1.86605	0	1.012085	6.290843	0	0	1	1	2.036692	0.2750398	0.7249602	10.854	0.02320966	9.563376	0.811202	0.943319	1.04309	1.20239
1500	-25836.39	-25818.68	-17.70752	34.40862	0.246821	0.250749	0.252334	0.250096	0.02507134	0.278845	0.331761	0.40302	0.340697	0.373018	0.208143	0.00904264	0.0107586	0.0130695	0.0110484	0.0120966	0.00674986	0.501894	0.498106	0.04833394	0.01385606	10.1065	8.00395	2.0317	0	0.7981986	5.264168	0	0	1	1	1.990036	0.4981056	0.5018944	38.07755	0.03242891	9.881647	0.792389	0.936666	1.04675	1.22419
1600	-25838.54	-25822.05	-16.48983	47.00178	0.247984	0.248339	0.253818	0.24986	0.05930133	0.211979	0.216798	0.251884	0.312898	0.271263	0.197381	0.00779298	0.00797014	0.00926002	0.0115031	0.00997243	0.0072563	0.671967	0.328033	0.01699414	0.02552807	9.94401	8.0037	1.95272	0	1.027106	6.236655	0	0	1	1	2.205373	0.3280332	0.6719668	51.49242	0.03676299	10.13983	0.821163	0.946762	1.04109	1.19098
1700	-25834.91	-25816.08	-18.8306	36.27341	0.244272	0.252799	0.249037	0.253892	0.08636389	0.222186	0.288466	0.206637	0.23429	0.16958	0.126598	0.0126523	0.0164266	0.0117669	0.0133416	0.00965671	0.00720911	0.338008	0.661992	0.01847847	8.941384e-05	10.0023	7.8736	2.10082	0	1.849615	5.375466	0	0	1	1	2.022227	0.6619919	0.3380081	32.18265	0.05694473	8.384936	0.797547	0.93851	1.04576	1.21818
1800	-25838.95	-25819.01	-19.93506	25.55942	0.249334	0.248276	0.246846	0.255544	0.06899487	0.250054	0.272366	0.175981	0.262759	0.117102	0.432191	0.0115617	0.0125933	0.00813682	0.0121492	0.00541441	0.0199832	0.333064	0.666936	0.06280053	0.0005805403	9.95511	8.12535	2.04685	0	1.798528	8.268709	0	1	1	1	2.12882	0.6669363	0.3330637	27.07185	0.0462369	9.439142	0.760968	0.925104	1.05259	1.26134
1900	-25839.01	-25820	-19.00875	14.39159	0.241441	0.251428	0.252393	0.254738	0.04444506	0.255828	0.289275	0.16128	0.283087	0.1252	0.205877	0.0128235	0.0145	0.0080842	0.0141898	0.00627568	0.0103196	0.289669	0.710331	0.03189702	0.02064273	10.1036	7.94423	2.09327	0	1.220382	8.374755	0	1	1	1	2.084744	0.7103314	0.2896686	81.02123	0.05012525	9.421094	0.68763	0.895776	1.06469	1.3519
2000	-25836.51	-25817.27	-19.24054	17.06873	0.247473	0.248982	0.24827	0.255276	0.117401	0.419307	0.448167	0.208029	0.362849	0.17482	0.815229	0.0125208	0.0133826	0.0062119	0.0108349	0.00522025	0.0243433	0.772169	0.227831	0.007496242	0.007056128	10.0806	8.01584	1.8564	0	0.560663	9.270698	0	1	1	1	2.164461	0.2278313	0.7721687	47.14708	0.02986074	10.47691	0.711279	0.905608	1.06104	1.32208
2100	-25836.13	-25816.28	-19.85001	45.22826	0.247948	0.248869	0.247836	0.255346	0.107944	0.326322	0.345632	0.174946	0.285706	0.135674	0.352125	0.0136851	0.0144949	0.00733682	0.0119818	0.00568982	0.0147673	0.0423122	0.957688	0.05949965	0.009074034	10.1556	7.90232	1.9876	0	0.8537327	8.315629	0	1	1	1	2.117905	0.9576878	0.04231215	66.70768	0.04193755	9.889882	0.81783	0.945616	1.04176	1.19479
2200	-25843.62	-25819.4	-24.22035	43.67582	0.242689	0.247331	0.249567	0.260412	0.1780799	0.477928	0.566901	0.262435	0.404767	0.253991	0.899028	0.0127013	0.0150658	0.0069744	0.010757	0.00674998	0.0238923	0.120138	0.879862	0.1787335	0.01015116	9.89027	8.14342	1.9348	0	0.8693118	8.350498	0	1	1	1	2.153163	0.8798618	0.1201382	55.6223	0.02657571	9.660739	0.814752	0.944552	1.04238	1.19831
2300	-25844.21	-25821.3	-22.90941	7.837215	0.251302	0.24346	0.251113	0.254126	0.1065938	0.529154	0.754439	0.357683	0.497918	0.27884	1.59049	0.0114276	0.0162929	0.00772452	0.010753	0.00602182	0.0343482	0.047491	0.952509	0.02286404	0.02159285	9.934	7.79349	2.07696	0	1.080193	8.288113	0	1	1	1	2.137216	0.952509	0.04749097	82.66019	0.021596	9.573052	0.58936	0.850681	1.07701	1.48294
2400	-25838.91	-25818.61	-20.3045	31.63333	0.248535	0.256246	0.2446	0.250619	0.1112305	0.858754	1.03103	0.447969	0.690058	0.372464	1.0895	0.0141331	0.0169684	0.00737255	0.0113568	0.00612991	0.0179306	0.0723123	0.927688	9.324929e-05	0.007461335	10.0588	7.97213	2.03733	0	0.9138722	8.56443	0	1	1	1	2.145321	0.9276877	0.07231225	62.55948	0.01645774	9.765247	0.783915	0.933604	1.04836	1.23412
2500	-25837.45	-25818.31	-19.13826	43.54991	0.244531	0.252501	0.250569	0.252399	0.08828424	0.65775	0.692686	0.314066	0.552779	0.23442	1.02283	0.0156315	0.0164617	0.0074638	0.0131368	0.005571	0.0243076	0.38199	0.61801	0.007590163	0.006911779	10.0382	7.79864	1.93318	0	1.054259	8.416793	0	1	1	1	1.945121	0.6180104	0.3819896	12.88936	0.02376505	9.342211	0.814496	0.944464	1.04243	1.19861
2600	-25839.48	-25819.63	-19.84792	37.95266	0.245998	0.243489	0.246991	0.263522	0.05507125	0.583495	0.589328	0.364403	0.522546	0.276185	0.293435	0.0127228	0.01285	0.00794561	0.0113938	0.00602205	0.00639818	0.925672	0.0743283	0.05933898	0.004262209	9.91527	8.13716	2.10224	0	0.4885121	8.001599	0	0	1	1	2.159471	0.07432825	0.9256717	38.90133	0.02180445	10.40621	0.801873	0.940045	1.04492	1.21316
2700	-25843.28	-25816.91	-26.37263	34.97545	0.245257	0.247979	0.250056	0.256708	0.02507536	0.628987	0.731493	0.552235	0.641584	0.407661	1.00476	0.00999853	0.011628	0.00877847	0.0101988	0.00648029	0.015972	0.742557	0.257443	0.01723745	0.005443032	9.9296	7.90383	2.37358	0	1.508132	7.761862	0	0	1	1	2.055564	0.257443	0.742557	23.90368	0.01589626	9.958986	0.793999	0.937243	1.04645	1.22231
2800	-25834.29	-25816.6	-17.69397	39.41	0.245836	0.255861	0.247206	0.251097	0.04745109	0.374149	0.439898	0.397672	0.519377	0.396107	0.669292	0.00789672	0.00928441	0.00839319	0.0109619	0.00836016	0.014126	0.474383	0.525617	0.02668648	0.009670512	9.86253	8.06707	1.98401	0	1.034247	7.3414	0	0	1	1	2.143895	0.5256172	0.4743828	19.57018	0.02110582	9.697176	0.805409	0.941291	1.04423	1.20907
2900	-25840.61	-25817.36	-23.24666	47.3896	0.248711	0.248993	0.251122	0.251174	0.1676602	0.38087	0.437946	0.484406	0.364861	0.571725	1.09955	0.00743767	0.00855225	0.00945952	0.00712504	0.0111647	0.0214721	0.466379	0.533621	0.02893893	0.005746528	9.97313	7.90245	1.83712	0	0.3235073	6.651983	0	0	1	1	2.110941	0.5336206	0.4663794	96.45238	0.0195281	9.966422	0.821867	0.947004	1.04095	1.19018
3000	-25835.28	-25817.86	-17.42417	27.90671	0.247675	0.25251	0.246984	0.252831	0.09360274	0.455479	0.450796	0.543249	0.496046	0.62142	0.67959	0.0085393	0.00845151	0.0101848	0.00929985	0.0116504	0.0127409	0.156647	0.843353	0.01048812	0.02196335	9.98254	8.0258	1.97757	0	0.6091648	6.148651	0	0	1	1	2.063585	0.8433527	0.1566473	46.15864	0.01874796	9.858737	0.770685	0.928741	1.05083	1.24975
3100	-25836.77	-25817.16	-19.60622	25.03341	0.24694	0.247415	0.245985	0.25966	0.05896298	0.38068	0.463886	0.474965	0.490064	0.480227	1.11877	0.00649691	0.00791696	0.00810604	0.00836373	0.00819584	0.0190935	0.344175	0.655825	0.03529623	0.007235546	10.0173	7.95068	2.12332	0	0.7485434	7.478914	0	0	1	1	2.02493	0.6558249	0.3441751	95.78235	0.0170666	10.38456	0.758613	0.924214	1.05301	1.26416
3200	-25837.16	-25817.57	-19.58633	36.01606	0.249388	0.245831	0.25323	0.251551	0.09721465	0.517452	0.562761	0.492321	0.447881	0.430453	1.25715	0.00959438	0.0104345	0.00912841	0.00830441	0.00798126	0.0233095	0.131511	0.868489	0.02508684	0.01047927	9.9576	7.96995	1.87432	0	0.6118438	7.188375	0	0	1	1	1.988234	0.8684889	0.1315111	66.72406	0.01854157	9.704052	0.796858	0.938264	1.04589	1.21898
3300	-25838.19	-25816.77	-21.41551	31.95984	0.246671	0.24884	0.253397	0.251092	0.03475822	1.0776	1.07137	0.74163	0.563505	0.590753	3.17083	0.0111476	0.0110831	0.00767202	0.00582936	0.00611123	0.0328016	0.250828	0.749172	0.02562112	0.001324486	9.92736	8.0491	1.93183	0	0.6277938	8.235484	0	1	1	1	2.166901	0.7491723	0.2508277	7.947966	0.01034482	10.44428	0.784967	0.933986	1.04817	1.23288
3400	-25846.21	-25817.72	-28.48755	15.45179	0.244507	0.253278	0.247264	0.254952	0.1017083	1.18331	1.3348	0.839661	0.713157	0.591696	4.25539	0.0117982	0.0133086	0.00837186	0.00711055	0.00589951	0.0424285	0.894253	0.105747	0.08133588	0.01768607	10.0446	7.88091	1.93791	0	1.649954	8.01914	0	1	1	1	2.091887	0.1057471	0.8942529	71.86612	0.009970524	9.752356	0.697684	0.900001	1.06317	1.33915
3500	-25843.86	-25817.57	-26.28147	19.73566	0.247151	0.246311	0.250833	0.255705	0.0728568	1.22741	1.28276	0.759876	0.723779	0.684316	3.57223	0.0134644	0.0140716	0.00833568	0.0079397	0.0075068	0.0391866	0.465492	0.534508	0.02828998	0.0006168194	9.97971	8.08591	1.85541	0	1.26659	7.684094	0	0	1	1	2.072633	0.5345078	0.4654922	86.75557	0.01096978	9.357622	0.730132	0.913185	1.05795	1.29873
3600	-25844.89	-25814.5	-30.38591	37.60801	0.249185	0.249969	0.247675	0.253172	0.0298388	2.07027	2.18668	1.38064	1.23362	1.1368	3.01415	0.0133068	0.014055	0.00887412	0.00792917	0.00730686	0.0193736	0.749694	0.250306	0.009770413	0.002440999	10.1738	8.20457	2.042	0	0.9514887	7.185589	0	0	1	1	2.058153	0.2503061	0.7496939	34.74067	0.006427564	10.04957	0.801008	0.939739	1.04509	1.21416
3700	-25844.34	-25816.43	-27.91019	26.16964	0.242468	0.249801	0.252618	0.255113	0.2174177	1.75092	1.73797	1.04012	1.24663	0.821724	2.33532	0.0141612	0.0140564	0.00841234	0.0100825	0.00664599	0.0188878	0.739464	0.260536	0.04213737	0.009626893	9.95724	8.11125	2.01454	0	0.7340163	7.392394	0	0	1	1	2.057636	0.2605357	0.7394643	27.59664	0.008087865	9.42574	0.763614	0.9261	1.05211	1.25817
3800	-25842.35	-25815.84	-26.50705	18.40715	0.246603	0.252654	0.248077	0.252666	0.03677621	1.79384	2.05635	1.13796	1.42165	0.919189	1.19402	0.0154851	0.0177513	0.0098233	0.0122723	0.00793481	0.0103073	0.0635016	0.936498	0.05154617	0.002272863	10.0841	7.88188	1.9134	0	0.5650897	6.066551	0	0	1	1	2.164233	0.9364984	0.06350159	36.21206	0.008632411	8.84565	0.721225	0.909633	1.05943	1.30972
3900	-25847.65	-25822.68	-24.97818	45.56549	0.245676	0.261309	0.242507	0.250508	0.0333176	1.23949	1.59296	0.944465	1.20128	0.865037	0.194779	0.0137061	0.0176148	0.0104438	0.0132836	0.00956547	0.00215385	0.423641	0.576359	0.06881549	0.004343195	9.83828	8.04784	1.97182	0	2.016713	5.873594	0	0	1	1	2.176423	0.576359	0.423641	8.208317	0.01105788	9.326473	0.818478	0.945839	1.04163	1.19405
4000	-25842.62	-25819.33	-23.28976	44.39044	0.252747	0.250939	0.247503	0.24881	0.08993804	1.23542	1.65032	1.03381	1.42135	0.84734	0.557683	0.0125315	0.0167401	0.0104865	0.0144175	0.00859503	0.00565689	0.203877	0.796123	0.04526395	0.008747862	9.91726	8.0116	1.88252	0	0.4201461	5.897057	0	0	1	1	2.086552	0.7961229	0.2038771	23.30296	0.01014355	8.951643	0.816189	0.945049	1.04209	1.19667
4100	-25846.82	-25820.55	-26.26443	31.91682	0.253216	0.243057	0.246889	0.256838	0.1486156	1.00267	1.39519	1.15217	1.25356	1.2106	0.838468	0.00815842	0.0113522	0.00937486	0.0101998	0.00985027	0.00682236	0.876383	0.123617	0.07536631	0.00940759	9.82703	8.01159	1.99408	0	0.5723445	6.355019	0	0	1	1	2.065635	0.1236167	0.8763833	60.45841	0.008136697	10.42384	0.784829	0.933936	1.04819	1.23304
4200	-25834.21	-25815.13	-19.07941	25.46787	0.252412	0.248899	0.246116	0.252573	0.05052294	0.788532	0.902382	0.893538	1.15383	0.861655	0.202768	0.00898493	0.0102822	0.0101814	0.0131473	0.00981813	0.00231044	0.722197	0.277803	0.00965388	0.001087617	9.95146	7.9331	1.9898	0	1.391048	6.24179	0	0	1	1	2.03754	0.2778034	0.7221966	12.7061	0.01139451	9.874712	0.760563	0.924951	1.05266	1.26182
4300	-25839.41	-25818.96	-20.45437	46.51642	0.245785	0.25424	0.249746	0.250229	0.01685837	0.533341	0.51838	0.608382	0.841688	0.509151	0.416837	0.00862809	0.00838605	0.00984206	0.0136164	0.00823676	0.00674336	0.685483	0.314517	0.05538667	0.01447116	10.0238	7.96098	2.09416	0	0.7525551	6.818145	0	0	1	1	2.019209	0.3145166	0.6854834	64.29615	0.01617743	8.917984	0.820269	0.946455	1.04127	1.192
4400	-25840.59	-25821.28	-19.31552	46.74779	0.252942	0.25269	0.247885	0.246483	0.1113333	0.650731	0.731456	0.700014	1.1474	0.766588	0.134593	0.00825866	0.00928316	0.00888412	0.0145621	0.00972903	0.00170817	0.991679	0.0083212	0.02290766	0.00647964	10.0303	8.04083	2.01121	0	1.242077	6.443153	0	0	1	1	1.92612	0.008321199	0.9916788	26.71688	0.01269135	9.395584	0.820697	0.946602	1.04119	1.19151
4500	-25840.29	-25821.27	-19.02127	32.61095	0.244381	0.25185	0.250521	0.253248	0.05198906	0.513405	0.748956	0.810874	1.21838	0.805556	0.0937788	0.00546618	0.00797408	0.00863331	0.012972	0.00857669	0.000998456	0.555293	0.444707	0.02702779	0.01777676	9.95991	8.09081	2.06247	0	0.6176419	7.409329	0	0	1	1	2.122377	0.4447073	0.5552927	16.09096	0.01064693	10.48964	0.787019	0.93473	1.04778	1.23047
4600	-25845.44	-25820.37	-25.07167	40.19559	0.248913	0.249793	0.245622	0.255673	0.05967964	0.625149	0.603272	0.68704	1.06397	0.7583	3.15223	0.00767115	0.00740271	0.00843062	0.0130559	0.00930503	0.0386808	0.176218	0.823782	0.02856792	0.01773944	10.0883	7.94844	1.83854	0	0.3423713	7.546031	0	0	1	1	2.138892	0.8237823	0.1762177	69.89359	0.01227092	8.349329	0.807237	0.941933	1.04387	1.20696
4700	-25839.21	-25819.54	-19.67109	40.96042	0.247176	0.254026	0.251913	0.246885	0.0925169	0.412429	0.563475	0.590873	1.20099	0.630016	0.483745	0.00529143	0.00722934	0.00758086	0.0154086	0.00808306	0.00620642	0.166105	0.833895	0.01778495	0.007173433	10.0075	7.98348	1.86425	0	0.9117244	7.987657	0	1	1	1	1.938055	0.8338952	0.1661048	92.49354	0.01282993	8.585532	0.808968	0.942539	1.04353	1.20496
4800	-25836.29	-25817.83	-18.45916	47.46826	0.245433	0.247606	0.251729	0.255231	0.04916095	0.365417	0.400048	0.518029	0.883706	0.541655	0.16082	0.00592418	0.00648562	0.00839834	0.0143267	0.00878136	0.00260722	0.017057	0.982943	0.005612358	0.02180763	9.91477	8.06251	1.98781	0	0.3026481	7.58609	0	0	1	1	1.956706	0.982943	0.01705696	59.9882	0.0162121	9.497895	0.822009	0.947052	1.04092	1.19002
4900	-25839.41	-25819.01	-20.39789	17.10266	0.246173	0.252406	0.243252	0.258169	0.07958203	0.496414	0.588419	0.527806	1.02674	0.545151	0.838452	0.00677153	0.00802657	0.00719976	0.0140057	0.00743635	0.0114372	0.0649594	0.935041	0.08819305	0.001204457	9.91826	8.05719	1.95581	0	0.5123905	8.161777	0	1	1	1	2.057155	0.9350406	0.0649594	26.81321	0.01364091	9.206853	0.711545	0.905716	1.06099	1.32175
5000	-25842.99	-25824.11	-18.87368	19.95608	0.247648	0.250439	0.241795	0.260118	0.1063628	0.369482	0.490412	0.517419	1.17003	0.50635	0.372477	0.00522198	0.00693111	0.00731281	0.0165364	0.00715638	0.0052643	0.364499	0.635501	0.01263107	0.00467861	10.0435	8.09619	2.05408	0	0.5192279	8.552217	0	1	1	1	2.285214	0.6355011	0.3644989	47.43322	0.01413325	8.552217	0.731528	0.913737	1.05772	1.29702
5100	-25840.43	-25819.4	-21.021	36.25426	0.251725	0.24904	0.252186	0.247049	0.08956242	0.467536	0.488691	0.557694	1.1738	0.38887	0.665502	0.00587338	0.00613914	0.00700598	0.0147458	0.00488514	0.0083603	0.556806	0.443194	0.04823587	0.004181776	10.1758	8.1613	1.94726	0	0.7611989	10.19837	1	1	1	1	1.926015	0.4431937	0.5568063	22.3	0.01256241	10.19837	0.797496	0.938492	1.04577	1.21824
5200	-25841.7	-25819.84	-21.86293	28.15783	0.244237	0.256713	0.247366	0.251684	0.1442082	0.462966	0.469251	0.57908	1.25611	0.628804	0.451685	0.00538917	0.00546233	0.0067408	0.0146218	0.00731961	0.00525786	0.307349	0.692651	0.05512493	0.0134747	10.0074	8.15513	1.99911	0	0.5932778	8.941254	0	1	1	1	2.076483	0.6926513	0.3073487	82.4945	0.01164053	9.398319	0.771655	0.929101	1.05065	1.2486
5300	-25840.89	-25820.3	-20.59526	28.01057	0.241345	0.242851	0.254716	0.261089	0.07090817	0.34011	0.40064	0.575536	0.982065	0.781251	1.19828	0.00439103	0.0051725	0.00743052	0.0126791	0.0100864	0.0154705	0.394799	0.605201	0.02979552	0.0007566392	9.9747	7.88852	1.92412	0	0.8536676	8.459113	0	1	1	1	2.072021	0.6052011	0.3947989	72.23897	0.01291061	9.683873	0.771088	0.92889	1.05075	1.24927
5400	-25840.68	-25819.87	-20.80615	48.1835	0.244931	0.246137	0.260162	0.248769	0.02168209	0.9488	1.09852	1.1401	1.58366	1.20362	0.279611	0.00748939	0.00867118	0.00899939	0.0125007	0.00950084	0.00220712	0.32929	0.67071	0.008648898	0.009207751	10.0761	7.97435	1.9401	0	0.5013319	6.790994	0	0	1	1	2.189144	0.6707101	0.3292899	10.69954	0.007893536	10.43882	0.823284	0.947488	1.04067	1.18856
5500	-25840.96	-25817.07	-23.8828	39.03804	0.248582	0.251352	0.246579	0.253487	0.2135119	0.753562	0.767223	1.03644	1.49137	1.09914	0.210889	0.00690999	0.00703526	0.00950388	0.0136755	0.0100789	0.00193381	0.301232	0.698768	0.055429	0.0005935507	10.0321	8.04259	2.07913	0	0.7713907	6.660515	0	0	1	1	1.94627	0.6987676	0.3012324	50.23847	0.009169775	9.872834	0.804525	0.94098	1.0444	1.21009
5600	-25841.52	-25819.69	-21.82567	8.341912	0.251457	0.2519	0.248534	0.24811	0.05841331	1.23041	1.30668	0.889745	1.44601	0.713353	0.0754268	0.0131371	0.0139514	0.00949979	0.015439	0.00761646	0.000805331	0.176112	0.823888	0.01507386	0.001648241	10.1928	7.95887	2.06583	0	1.083281	6.758975	0	0	1	1	2.141082	0.8238883	0.1761117	6.314715	0.01067698	9.562223	0.600496	0.856161	1.07587	1.46747
5700	-25843.68	-25817.07	-26.60859	28.59115	0.247342	0.250934	0.250719	0.251006	0.09993563	0.673487	0.764951	0.534523	0.897954	0.457686	0.325224	0.00949612	0.0107858	0.00753674	0.0126611	0.00645335	0.00458564	0.660484	0.339516	0.1660827	0.006379684	9.83084	7.86084	2.18518	0	0.4717179	8.109886	0	1	1	1	2.065672	0.3395162	0.6604838	63.96682	0.01409994	10.04663	0.7733	0.92971	1.05034	1.24665
