Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rate_multiplier[5]	branch_rate_multiplier[6]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	ingroup_older_island[4]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
22100	-25841.85	-25823.84	-18.01352	43.71	0.244443	0.252937	0.24971	0.25291	0.03067447	0.74124	0.660563	0.477573	0.878705	0.449728	0.110675	0.0129299	0.0115226	0.00833063	0.0153278	0.0078449	0.00193057	0.844033	0.155967	0.02420375	0.0009386808	10.061	7.87746	1.82943	0	0.822019	6.836431	0	0	1	1	1.988679	0.1559669	0.8440331	3.786019	0.01744368	8.478428	0.814822	0.944577	1.04237	1.19823
22200	-25839.93	-25819.49	-20.43653	22.53783	0.247654	0.251287	0.252083	0.248976	0.05232354	0.603076	0.583033	0.603426	0.743771	0.656663	0.148991	0.00983345	0.00950664	0.00983916	0.0121275	0.0107072	0.00242937	0.827174	0.172826	0.06545065	0.002956134	10.1054	7.8997	2.06628	0	0.9533279	6.204557	0	0	1	1	2.155381	0.1728257	0.8271743	36.84448	0.01630549	10.45849	0.746392	0.919542	1.05517	1.2789
22300	-25838.06	-25816.35	-21.70772	45.75943	0.245593	0.251498	0.249933	0.252975	0.05893237	0.465593	0.512643	0.62398	0.62044	0.735066	0.211251	0.008207	0.00903635	0.0109989	0.0109365	0.012957	0.00372371	0.5563	0.4437	0.004062324	0.01054534	9.9622	7.99745	1.7111	0	0.8120874	5.379962	0	0	1	1	2.136603	0.4437001	0.5562999	58.49311	0.01762697	10.39156	0.818848	0.945967	1.04156	1.19363
22400	-25835.67	-25817.46	-18.21593	21.52665	0.249513	0.250314	0.250566	0.249607	0.1048431	0.439023	0.460931	0.716435	0.469231	0.90753	0.563528	0.00850107	0.00892528	0.0138727	0.009086	0.017573	0.0109119	0.101563	0.898437	0.001054707	0.010678	9.96235	7.84771	2.07445	0	1.172277	4.664991	0	0	1	1	1.967192	0.8984375	0.1015625	12.15016	0.01936359	9.386266	0.740874	0.917403	1.05613	1.2856
22500	-25836.27	-25819.83	-16.43413	13.69634	0.248719	0.25029	0.245947	0.255043	0.0480442	0.440525	0.502648	0.763771	0.57629	0.953874	0.757946	0.00733121	0.00836507	0.0127107	0.00959062	0.0158744	0.0126137	0.285671	0.714329	0.0004189095	0.009508486	10.0677	7.9453	1.98654	0	0.7240936	4.701477	0	0	1	1	2.002295	0.7143294	0.2856706	10.58813	0.016642	8.750499	0.680454	0.892719	1.06575	1.36108
22600	-25833.46	-25815.39	-18.07455	42.77664	0.245133	0.250812	0.249443	0.254611	0.1653571	0.301979	0.351577	0.472469	0.382475	0.569124	0.859114	0.00734836	0.00855529	0.0114971	0.00930715	0.0138491	0.0209057	0.0676327	0.932367	0.003434756	0.001531374	10.0772	8.03349	2.02807	0	0.9797509	5.339614	0	0	1	1	2.062958	0.9323673	0.06763271	28.4881	0.02433401	8.168657	0.812896	0.943908	1.04275	1.20045
22700	-25838.26	-25817.12	-21.14308	16.91339	0.249288	0.252367	0.250736	0.247609	0.09855881	0.327362	0.325371	0.489565	0.264855	0.597358	0.641289	0.00756408	0.00751808	0.011312	0.00611977	0.0138027	0.0148177	0.217466	0.782534	0.04171244	0.006735021	10.2149	7.94593	2.00878	0	1.305239	5.342709	0	0	1	1	2.049276	0.7825341	0.2174659	70.05412	0.02310615	10.45908	0.710053	0.905107	1.06123	1.32361
22800	-25838.1	-25817.52	-20.57406	27.99551	0.247164	0.25379	0.249556	0.24949	0.07368061	0.319834	0.400146	0.503918	0.471198	0.56115	0.615062	0.00730209	0.00913567	0.0115049	0.0107579	0.0128115	0.0140424	0.0133201	0.98668	0.01791423	0.009632833	9.97637	7.76791	2.04494	0	0.2576685	5.517865	0	0	1	1	2.119315	0.9866799	0.01332007	17.69683	0.02283086	8.664703	0.77103	0.928869	1.05076	1.24934
22900	-25844.14	-25819.22	-24.91353	16.28682	0.243996	0.24514	0.250116	0.260747	0.2522363	0.570378	0.649604	0.704412	0.774477	0.830195	0.704097	0.00939285	0.0106975	0.0116001	0.0127539	0.0136714	0.0115949	0.115462	0.884538	0.141258	0.002877892	10.0474	8.01875	2.14299	0	0.4287168	5.013667	0	0	1	1	2.177802	0.8845385	0.1154615	46.01865	0.01646776	8.297642	0.704942	0.903009	1.06204	1.33001
23000	-25837.77	-25814.93	-22.84079	49.2615	0.245278	0.250901	0.254043	0.249777	0.05032155	0.611709	0.682923	0.849411	0.812982	0.949023	0.42873	0.00895721	0.00999999	0.0124379	0.0119044	0.0138965	0.00627786	0.0718548	0.928145	0.005798441	0.006546232	9.8936	7.79953	1.78129	0	0.6701057	5.031796	0	0	1	1	2.068241	0.9281452	0.07185475	30.0309	0.01464293	9.1931	0.825153	0.948126	1.04029	1.18643
23100	-25840.44	-25816.78	-23.66383	30.50786	0.243812	0.254383	0.243758	0.258047	0.1312784	0.783959	0.996824	1.07094	0.764748	1.12106	0.524397	0.0101221	0.0128705	0.0138274	0.00987402	0.0144745	0.00677073	0.511085	0.488915	0.01799001	0.014139	9.85191	7.92235	2.13145	0	0.7967359	4.555702	0	0	1	1	2.03765	0.4889154	0.5110846	88.72462	0.01291148	9.991278	0.780167	0.932236	1.04907	1.23853
23200	-25838.12	-25817.57	-20.54682	18.32367	0.249851	0.248088	0.243862	0.2582	0.05424086	0.741182	0.932805	0.768358	0.563399	0.706469	1.043	0.0110439	0.0138991	0.0114488	0.00839486	0.0105267	0.0155412	0.684176	0.315824	0.02912975	0.005484981	9.88977	8.08198	1.93865	0	0.4094724	5.501031	0	0	1	1	2.110308	0.3158238	0.6841762	23.78422	0.01490037	9.093258	0.720635	0.909396	1.05952	1.31045
23300	-25839.28	-25819.1	-20.18119	20.18471	0.251833	0.247681	0.244506	0.25598	0.07038811	0.595515	0.719328	0.681275	0.471357	0.664888	0.88776	0.00958059	0.0115725	0.0109603	0.00758315	0.0106967	0.0142822	0.692883	0.307117	0.03279333	0.02207047	10.0169	7.94539	1.90612	0	1.234242	5.767424	0	0	1	1	2.240996	0.3071165	0.6928835	46.19299	0.01608791	10.00788	0.732952	0.9143	1.05748	1.29527
23400	-25836.14	-25814.95	-21.18804	33.79017	0.246005	0.247325	0.251742	0.254928	0.1410966	0.612814	0.682	0.616813	0.428351	0.536241	1.0996	0.010298	0.0114607	0.0103652	0.00719821	0.00901124	0.0184782	0.25995	0.74005	0.09908667	0.005291331	10.0589	8.01147	1.91218	0	0.8710011	6.096073	0	0	1	1	2.092818	0.7400504	0.2599496	33.20137	0.01680447	9.904875	0.790588	0.936019	1.0471	1.22629
23500	-25836.52	-25816.26	-20.25994	48.16249	0.246732	0.248055	0.252485	0.252727	0.09643273	0.49589	0.558588	0.563404	0.270245	0.518532	0.839444	0.0104927	0.0118194	0.0119213	0.00571821	0.0109718	0.0177621	0.173241	0.826759	0.01138831	0.01912918	10.1718	7.99595	1.90195	0	0.8717794	5.551397	0	0	1	1	2.155569	0.8267595	0.1732405	86.64719	0.02115934	9.915655	0.823247	0.947475	1.04067	1.1886
23600	-25839.73	-25817.3	-22.42877	40.25287	0.245676	0.253842	0.249644	0.250837	0.1076767	0.486339	0.552739	0.579556	0.425083	0.614696	0.649064	0.00993379	0.0112901	0.0118378	0.0086826	0.0125556	0.0132576	0.00461719	0.995383	0.1105808	0.01629356	9.98115	7.84672	1.85566	0	0.7055761	4.960715	0	0	1	1	1.940333	0.9953828	0.004617186	98.09259	0.02042566	9.33556	0.807368	0.941979	1.04384	1.20681
23700	-25839.02	-25817.51	-21.50848	19.63141	0.249157	0.253961	0.244822	0.25206	0.02450859	0.576223	0.605088	0.597226	0.291728	0.57339	1.3854	0.00955368	0.0100323	0.00990192	0.00483681	0.00950672	0.0229698	0.378916	0.621084	0.0006171318	0.0160137	9.78869	8.07797	1.91042	0	0.3905592	6.027787	0	0	1	1	2.044814	0.6210843	0.3789157	35.19294	0.01657985	9.957249	0.729464	0.912921	1.05806	1.29955
23800	-25835.17	-25816.72	-18.45389	20.32676	0.245682	0.249375	0.25306	0.251883	0.09276452	0.61599	0.570613	0.564636	0.323853	0.525786	0.866096	0.0130557	0.0120939	0.0119672	0.00686395	0.0111439	0.0183566	0.860586	0.139414	0.004261474	0.01084499	10.0144	8.00359	2.12656	0	1.061191	5.310648	0	0	1	1	1.976643	0.1394143	0.8605857	42.99086	0.02119464	9.38554	0.733826	0.914644	1.05733	1.2942
23900	-25832.25	-25815.32	-16.92541	19.65607	0.248257	0.25167	0.247216	0.252858	0.04644699	0.545704	0.647526	0.550242	0.454716	0.496792	0.754401	0.00978255	0.0116079	0.0098639	0.00815147	0.00890574	0.0135238	0.72662	0.27338	0.02005825	0.00278419	9.9394	8.00847	2.04093	0	0.4289146	6.35108	0	0	1	1	2.156823	0.2733801	0.7266199	9.93897	0.01792648	10.2701	0.729623	0.912984	1.05803	1.29936
24000	-25850.26	-25826.68	-23.57896	16.95629	0.258623	0.239089	0.252548	0.24974	0.1109312	0.638738	0.815346	0.688037	0.475133	0.75336	1.908	0.00823067	0.0105064	0.00886593	0.00612249	0.00970767	0.0245862	0.981146	0.0188543	0.02004455	0.00595085	9.79507	8.20918	2.04242	0	0.5194062	7.00263	0	0	1	1	1.950968	0.0188543	0.9811457	11.95996	0.01288583	10.15076	0.710393	0.905246	1.06118	1.32318
24100	-25842.17	-25818.58	-23.59614	48.52518	0.24634	0.243489	0.247578	0.262594	0.269338	0.512489	0.617478	0.690805	0.633672	0.687719	1.22528	0.00729349	0.00878765	0.00983121	0.00901811	0.00978729	0.0174376	0.492001	0.507999	0.004289788	0.003508631	10.0326	8.04046	2.15083	0	0.9337427	6.705061	0	0	1	1	2.094193	0.507999	0.492001	13.59474	0.01423152	9.720628	0.823883	0.947693	1.04054	1.18788
24200	-25836.3	-25815.58	-20.71882	48.96331	0.248452	0.252695	0.24805	0.250803	0.09422144	0.679438	0.843558	0.636874	0.634988	0.627292	1.4036	0.00881014	0.0109383	0.00825822	0.00823377	0.00813398	0.0182002	0.117389	0.882611	0.02393142	0.008355727	10.095	8.03677	2.03369	0	1.437892	7.428923	0	0	1	1	2.07422	0.8826115	0.1173885	19.3526	0.01296681	10.27397	0.824642	0.947952	1.04039	1.18702
24300	-25834.68	-25816.06	-18.61593	35.4434	0.245431	0.253318	0.244635	0.256616	0.0526411	0.542672	0.691567	0.460627	0.414587	0.392349	1.46222	0.00954412	0.0121628	0.00810117	0.00729146	0.00690035	0.0257164	0.989059	0.0109408	0.02049845	0.003228805	9.95952	7.98341	2.09683	0	0.878142	7.812671	0	0	1	1	2.055342	0.01094082	0.9890592	29.65307	0.01758728	10.23642	0.7953	0.937708	1.0462	1.2208
24400	-25834.92	-25816.22	-18.69891	31.70047	0.242478	0.247833	0.253583	0.256105	0.07431848	0.300545	0.349465	0.413967	0.35047	0.449672	1.63173	0.00596523	0.00693619	0.00821644	0.00695614	0.00892511	0.0323867	0.837803	0.162197	0.02979453	0.006541315	9.97241	7.92711	2.10476	0	0.7889281	7.485814	0	0	1	1	2.154221	0.1621967	0.8378033	30.5017	0.01984805	9.761971	0.784133	0.933683	1.04832	1.23386
24500	-25839.06	-25816.8	-22.25436	35.09975	0.249176	0.250127	0.250604	0.250092	0.112395	0.333362	0.369405	0.417068	0.303269	0.433569	2.17617	0.00684788	0.00758827	0.00856737	0.00622971	0.00890632	0.0447026	0.473545	0.526455	0.03895499	0.006840378	9.99709	7.78074	2.05847	0	1.517195	6.992354	0	0	1	1	1.971849	0.526455	0.473545	24.89294	0.02054189	8.829903	0.794347	0.937368	1.04638	1.22191
24600	-25835.44	-25816.32	-19.12287	33.15573	0.246075	0.250069	0.251473	0.252382	0.07200456	0.389377	0.418732	0.503982	0.365133	0.484827	2.40056	0.00707144	0.00760456	0.00915277	0.00663114	0.0088049	0.0435964	0.98757	0.0124304	0.02031839	0.003930147	10.0788	8.05712	1.848	0	0.747174	6.942939	0	0	1	1	2.011408	0.01243044	0.9875696	14.1427	0.01816092	8.73087	0.788691	0.935335	1.04746	1.22851
24700	-25842.23	-25818.31	-23.92561	34.99835	0.252151	0.250175	0.250355	0.247319	0.1017164	0.473852	0.559721	0.488894	0.195906	0.449805	2.28909	0.00974618	0.0115123	0.0100556	0.0040294	0.00925158	0.047082	0.754717	0.245283	0.1297924	0.007637961	9.97499	7.94712	1.84394	0	2.11683	6.338123	0	0	1	1	1.946109	0.2452829	0.7547171	10.96754	0.02056798	8.565837	0.794063	0.937266	1.04643	1.22224
24800	-25839.28	-25816.82	-22.45447	12.62318	0.246278	0.252521	0.24538	0.255821	0.102464	0.555718	0.58493	0.523997	0.344509	0.423658	1.88933	0.0109016	0.0114747	0.0102794	0.0067583	0.00831098	0.0370634	0.497125	0.502875	0.04501095	0.008875268	9.91995	7.93665	2.15301	0	0.3761344	6.439109	0	0	1	1	2.15686	0.502875	0.497125	72.32094	0.01961722	8.662132	0.668317	0.887469	1.06749	1.37672
24900	-25845.72	-25817.77	-27.95048	48.82241	0.246749	0.252648	0.244292	0.25631	0.2346065	0.925192	0.843864	0.653282	0.595855	0.52907	1.94867	0.0131433	0.011988	0.00928055	0.00846475	0.007516	0.0276829	0.236402	0.763598	0.1161477	0.002823743	10.2554	7.97332	1.95698	0	1.212867	6.94143	0	0	1	1	2.181568	0.7635977	0.2364023	20.85723	0.01420605	9.13724	0.824399	0.947869	1.04044	1.18729
25000	-25838.4	-25817.8	-20.6088	34.0714	0.246775	0.255178	0.248106	0.249941	0.09584251	0.856828	0.978234	0.63389	0.766733	0.503421	0.95673	0.0115059	0.0131362	0.00851218	0.0102961	0.00676018	0.0128474	0.211915	0.788085	0.006100901	0.006332092	10.1007	8.0473	1.96036	0	0.5733623	7.051459	0	0	1	1	2.160427	0.7880846	0.2119154	69.43023	0.01342847	9.965563	0.791413	0.936315	1.04694	1.22533
25100	-25846.69	-25822.21	-24.48735	31.32624	0.25778	0.243688	0.24983	0.248702	0.03542376	1.131	1.02993	0.639195	0.733326	0.514138	2.48584	0.013112	0.0119404	0.00741042	0.00850171	0.00596058	0.0288193	0.565341	0.434659	0.08126743	0.002277988	10.0096	7.981	2.09296	0	1.155238	8.348028	0	1	1	1	2.225317	0.4346587	0.5653413	27.15884	0.01159335	10.20726	0.782912	0.933239	1.04855	1.2353
25200	-25842.56	-25817.91	-24.64978	14.83729	0.24173	0.249907	0.251624	0.256739	0.03103776	1.3233	1.54758	0.664382	0.714134	0.614211	3.01419	0.015521	0.0181517	0.00779257	0.00837612	0.00720411	0.0353536	0.54823	0.45177	0.01808504	0.005558851	9.88271	7.99105	1.87619	0	0.7469673	7.581494	0	0	1	1	2.020654	0.4517704	0.5482296	47.66652	0.01172905	9.223235	0.691979	0.897612	1.06404	1.34637
25300	-25847.91	-25818.65	-29.25539	36.15745	0.247852	0.250843	0.253928	0.247377	0.1020572	1.54541	1.80865	0.606341	0.810986	0.442193	1.56715	0.0185438	0.0217025	0.00727566	0.00973125	0.005306	0.0188046	0.790338	0.209662	0.172388	0.002949643	9.86815	8.02097	2.03571	0	2.566618	8.559478	0	1	1	1	1.995042	0.2096619	0.7903381	10.21968	0.01199928	10.47275	0.797237	0.938399	1.04582	1.21854
25400	-25838.38	-25817.45	-20.93445	19.79643	0.253205	0.244418	0.248798	0.253578	0.09784404	0.858864	1.01105	0.784111	1.16951	0.615082	0.304963	0.0115879	0.0136412	0.0105793	0.0157792	0.00829877	0.00411461	0.913444	0.086556	0.002932804	0.004061136	9.93102	7.83846	1.91949	0	0.9780225	6.234044	0	0	1	1	2.063225	0.08655603	0.913444	42.99985	0.01349214	8.225204	0.730519	0.913339	1.05788	1.29826
25500	-25838.81	-25817.51	-21.29762	36.65241	0.241228	0.256546	0.250841	0.251386	0.03471902	0.626327	0.671506	0.603211	1.01475	0.577232	0.208076	0.00936253	0.0100379	0.00901699	0.0151689	0.00862864	0.00311038	0.885984	0.114016	0.02268183	0.01330391	10.1658	7.90747	2.01405	0	1.190685	7.009836	0	0	1	1	2.191375	0.1140157	0.8859843	80.92911	0.01494831	8.888269	0.798548	0.938866	1.04557	1.21702
25600	-25840.17	-25817.71	-22.46005	32.84267	0.251074	0.244748	0.249005	0.255174	0.1418793	0.468032	0.474311	0.569572	0.827561	0.602585	0.437532	0.00681616	0.0069076	0.00829494	0.0120521	0.00877571	0.00637197	0.571603	0.428397	0.1158404	0.009286007	9.88821	7.96992	2.11467	0	0.6884605	7.570568	0	0	1	1	2.040891	0.4283974	0.5716026	79.68268	0.01456345	10.3715	0.787735	0.934989	1.04764	1.22963
25700	-25840.91	-25820.68	-20.23415	9.910824	0.247323	0.248411	0.251544	0.252722	0.138164	0.463133	0.474609	0.453636	1.06969	0.488491	0.606391	0.00658565	0.00674884	0.0064506	0.0152108	0.00694623	0.00862275	0.101713	0.898287	0.05473087	0.009893779	10.0715	7.87072	2.15966	0	0.6546873	9.17953	0	1	1	1	1.985428	0.8982867	0.1017133	9.690301	0.01421979	9.404857	0.629989	0.8702	1.07252	1.42729
25800	-25840.25	-25819.48	-20.77417	18.43227	0.240459	0.248515	0.251681	0.259344	0.06538298	0.502013	0.561012	0.580241	1.28668	0.60389	0.849356	0.00547479	0.00611821	0.00632791	0.0140321	0.00658583	0.0092628	0.0670586	0.932941	0.007067155	0.01411576	10.1795	8.03542	1.88208	0	0.6518085	9.418392	0	1	1	1	2.042364	0.9329414	0.06705859	49.50271	0.01090567	9.537563	0.721402	0.909704	1.0594	1.3095
25900	-25843.43	-25818.27	-25.15714	13.49285	0.249893	0.247516	0.244304	0.258288	0.09705773	0.895097	1.127	0.821162	1.54403	0.690665	0.107131	0.00826006	0.0104001	0.00757777	0.0142485	0.00637353	0.000988619	0.243253	0.756747	0.1356444	0.0009429037	9.99688	7.88938	2.00748	0	0.3889283	8.054906	0	1	1	1	2.034088	0.7567473	0.2432527	79.51433	0.009228109	9.572323	0.678257	0.891776	1.06607	1.3639
26000	-25849.01	-25823.67	-25.33862	22.03808	0.242862	0.254502	0.250436	0.2522	0.02171099	1.52546	1.56363	1.16492	2.48203	1.11912	0.164186	0.00890382	0.00912663	0.00679944	0.0144872	0.00653208	0.000958324	0.366601	0.633399	0.01459923	0.0176374	10.1431	7.9909	1.97344	0	0.875552	8.220836	0	1	1	1	2.022637	0.633399	0.366601	83.3828	0.005836813	9.464138	0.74371	0.918505	1.05564	1.28215
26100	-25841.42	-25817.92	-23.50207	35.64096	0.246197	0.249231	0.25094	0.253632	0.228054	0.795647	1.10132	0.967685	1.6717	1.05039	0.130614	0.00636836	0.00881497	0.00774535	0.0133803	0.00840735	0.00104544	0.406194	0.593806	0.003485455	0.0001365484	9.97896	8.09698	1.92664	0	1.0467	7.37059	0	0	1	1	2.022239	0.593806	0.406194	7.666908	0.008004004	10.18392	0.795841	0.937902	1.04609	1.22017
26200	-25841.91	-25820.3	-21.60623	36.0928	0.246045	0.245966	0.255037	0.252952	0.06833376	0.747897	0.874197	0.882402	1.56764	1.02798	0.297102	0.00702766	0.00821444	0.00829155	0.0147304	0.00965949	0.00279174	0.307716	0.692284	0.03359238	0.001241698	9.84326	8.13578	2.09527	0	1.012932	7.614993	0	0	1	1	2.103395	0.6922841	0.3077159	8.317111	0.009396561	8.94505	0.797064	0.938338	1.04585	1.21874
26300	-25842.24	-25817.11	-25.12808	48.29731	0.250655	0.248256	0.246007	0.255082	0.03469439	0.805674	0.992747	1.10929	2.3281	0.644021	2.32552	0.00511411	0.00630158	0.00704135	0.0147779	0.004088	0.0147615	0.293838	0.706162	0.01299987	0.007581583	9.90202	7.98379	1.99064	0	1.449658	10.10171	1	1	1	1	2.114992	0.7061621	0.2938379	55.27325	0.006347617	10.10171	0.823484	0.947557	1.04062	1.18833
26400	-25841.94	-25817.62	-24.32109	27.40271	0.247481	0.251713	0.250261	0.250544	0.1270829	0.831233	0.920555	1.12133	2.38096	1.17809	0.370978	0.00483223	0.00535149	0.00651867	0.0138413	0.00684864	0.00215662	0.0595003	0.9405	0.007762331	0.004005044	9.92125	7.9919	1.96614	0	0.3723965	9.789896	0	1	1	1	2.202873	0.9404997	0.05950035	81.54543	0.005813329	9.789896	0.7687	0.928002	1.05119	1.25211
26500	-25838.66	-25817.54	-21.11603	40.78361	0.246447	0.244726	0.251979	0.256847	0.06856335	1.07676	1.29772	1.13198	2.3096	0.997199	0.667499	0.00653628	0.00787753	0.00687149	0.01402	0.0060533	0.00405192	0.982838	0.0171618	0.01639679	0.003003949	9.9769	8.00258	2.01832	0	0.406742	9.108297	0	1	1	1	2.058984	0.01716175	0.9828382	6.456559	0.006070302	9.898634	0.808572	0.942401	1.04361	1.20542
26600	-25841.03	-25818.46	-22.57228	14.68085	0.246663	0.248037	0.253046	0.252253	0.06594557	0.961578	0.944548	0.909835	1.81017	0.737591	0.131106	0.00760448	0.00746981	0.00719529	0.0143154	0.00583312	0.00103683	0.377657	0.622343	0.07534747	0.0128217	9.98144	7.97989	1.96681	0	0.9322679	9.286001	0	1	1	1	2.050865	0.622343	0.377657	67.55025	0.007908339	9.511215	0.690474	0.896978	1.06426	1.34828
26700	-25844.43	-25822.42	-22.00993	30.26989	0.243504	0.245805	0.251267	0.259425	0.0458712	0.994197	0.976119	0.692518	1.51656	0.488319	0.688769	0.00937691	0.00920641	0.00653158	0.0143036	0.00460565	0.00649622	0.0375152	0.962485	0.01637338	0.01140391	9.94445	7.80138	2.06609	0	1.004291	9.692042	0	1	1	1	1.972892	0.9624848	0.03751515	30.60999	0.009431642	9.692042	0.779348	0.931937	1.04922	1.23949
26800	-25839.76	-25817.25	-22.51145	41.77229	0.246321	0.246289	0.252932	0.254458	0.06179159	0.799338	1.029	0.582793	1.28945	0.120352	2.74055	0.00883502	0.0113735	0.00644157	0.0142522	0.00133024	0.030291	0.164129	0.835871	0.05443035	0.004592753	10.0546	8.03554	1.95229	0	0.5578918	10.4085	1	1	1	1	2.044381	0.8358709	0.1641291	20.88241	0.01105292	10.4085	0.810755	0.943163	1.04318	1.20291
26900	-25845.25	-25819.23	-26.022	31.49963	0.249132	0.246801	0.253312	0.250754	0.05156389	0.735007	0.718906	0.542468	1.23524	0.0975856	3.78416	0.00905689	0.00885849	0.00668439	0.0152209	0.00120247	0.0466292	0.0366612	0.963339	0.02444481	0.005595431	9.87523	7.89236	2.1769	0	1.018607	10.06543	1	1	1	1	2.119749	0.9633388	0.03666124	64.65275	0.01232218	10.06543	0.78348	0.933446	1.04845	1.23463
27000	-25839.51	-25816.54	-22.97373	23.61563	0.2484	0.252369	0.246302	0.252929	0.1311021	0.701682	0.716405	0.400436	0.919966	0.250874	0.268718	0.0120259	0.0122782	0.00686295	0.015767	0.00429965	0.00460547	0.196359	0.803641	0.07212458	0.005901041	9.94195	8.15278	2.03455	0	1.996666	10.00219	1	1	1	1	2.020426	0.8036415	0.1963585	40.3893	0.01713868	10.00219	0.751896	0.921657	1.05421	1.27224
27100	-25838.67	-25818.47	-20.20405	28.52058	0.251266	0.250727	0.2477	0.250306	0.0412047	0.867916	0.98145	0.442185	1.07019	0.341444	0.165811	0.0125269	0.0141656	0.00638219	0.0154464	0.00492816	0.0023932	0.338551	0.661449	0.004534537	0.003375591	10.0307	8.0085	2.09924	0	1.384493	10.01381	0	1	1	1	2.084975	0.6614487	0.3385513	88.26099	0.01443329	10.01381	0.773035	0.929612	1.05039	1.24696
27200	-25847.31	-25821.5	-25.80635	14.08782	0.247776	0.252469	0.243992	0.255763	0.1780332	0.851596	1.10725	0.541361	1.09414	0.375732	0.530753	0.0112527	0.0146308	0.00715334	0.0144575	0.00496479	0.00701318	0.404094	0.595906	0.03564914	0.01034786	10.0448	7.84347	2.14397	0	1.82113	9.465664	0	1	1	1	2.127461	0.5959065	0.4040935	53.60145	0.01321363	9.465664	0.684556	0.894471	1.06515	1.35583
27300	-25840.36	-25818.35	-22.01447	10.23109	0.242737	0.250144	0.253984	0.253136	0.01654686	1.19651	1.24216	0.528619	1.3465	0.473969	0.375979	0.0126951	0.0131794	0.00560869	0.0142865	0.00502885	0.00398916	0.274251	0.725749	0.002442599	0.008584699	10.1277	8.00581	2.13	0	0.4717864	9.984593	0	1	1	1	2.022274	0.7257491	0.2742509	45.39591	0.01061007	9.984593	0.635232	0.872626	1.07187	1.42027
27400	-25844.46	-25822.51	-21.9555	9.107026	0.245314	0.247676	0.257473	0.249537	0.07536737	0.869912	1.02359	0.67007	1.41028	0.495361	0.494844	0.00863393	0.0101592	0.00665049	0.0139972	0.00491649	0.00491136	0.543077	0.456923	0.0322244	0.01040932	10.049	7.89748	2.10068	0	0.7923406	10.47254	1	1	1	1	2.320049	0.4569232	0.5430768	63.70741	0.009925069	10.47254	0.615744	0.863504	1.0742	1.44656
27500	-25840.42	-25816.06	-24.35959	39.39527	0.244649	0.249935	0.254186	0.25123	0.07792088	1.00886	1.19225	0.502424	1.30031	0.479277	0.834713	0.0109131	0.0128969	0.00543486	0.0140659	0.00518448	0.00902933	0.532944	0.467056	0.02972007	0.01193085	9.83411	7.88573	1.91591	0	0.3885547	10.20046	1	1	1	1	2.147731	0.467056	0.532944	94.41342	0.01081728	10.20046	0.805374	0.941279	1.04424	1.20911
27600	-25842.4	-25819.68	-22.71194	6.908944	0.241576	0.249319	0.247794	0.261311	0.1077693	0.97758	1.13843	0.595884	1.13478	0.510683	0.339031	0.0110698	0.0128912	0.00674762	0.0128499	0.00578283	0.00383909	0.329613	0.670387	0.06616262	0.007455464	9.92824	7.94478	2.05796	0	1.782659	9.061432	0	1	1	1	2.106941	0.6703866	0.3296134	26.00589	0.01132371	10.25827	0.566126	0.838915	1.07917	1.51579
27700	-25839.91	-25818.63	-21.27371	22.75101	0.247922	0.255188	0.246139	0.25075	0.1330396	0.922618	1.20945	0.617206	1.29857	0.523875	0.157555	0.010209	0.0133828	0.00682951	0.014369	0.00579679	0.00174338	0.0253581	0.974642	0.01252036	0.0006204979	9.98495	8.12351	1.89312	0	0.5386888	8.880003	0	1	1	1	1.99422	0.9746419	0.02535807	34.66511	0.01106522	9.213202	0.74751	0.919973	1.05498	1.27754
27800	-25837.16	-25816.29	-20.87168	39.59742	0.24772	0.246499	0.252894	0.252887	0.1004374	1.06078	1.17061	0.762132	1.41885	0.646169	0.221894	0.0122928	0.0135656	0.00883197	0.0164424	0.00748812	0.00257142	0.00524525	0.994755	0.01699426	0.004398846	10.0118	7.86996	2.05179	0	1.121711	7.332645	0	0	1	1	2.021805	0.9947547	0.005245251	24.58426	0.0115885	8.400587	0.80585	0.941446	1.04414	1.20856
27900	-25840.77	-25820.53	-20.23456	30.83098	0.247357	0.249086	0.249045	0.254512	0.09540568	1.30126	1.51257	0.754411	1.23955	0.702353	0.913817	0.014098	0.0163874	0.00817338	0.0134294	0.00760939	0.00990042	0.611819	0.388181	0.01777966	0.00287001	10.0566	7.98432	2.10344	0	0.9960982	7.381196	0	0	1	1	2.224824	0.3881813	0.6118187	3.065653	0.01083413	8.972532	0.781263	0.932637	1.04886	1.23724
