Iteration	1	2	3	4	5	6	7	simmap
104600	{2,0.272369:5,0.00678879:2,2.1532:7,0.0804617:3,0.163362:7,0.00919803:2,0.208305:7,0.020395:2,0.150214:7,0.00273177:2,0.0299227:7,0.0440427:2,0.234094:7,0.0256168:2,0.0277745:7,0.0320147:3,0.344866:7,0.0101279:2,0.15479:7,0.0053979:3,0.0314478:7,0.00014854:3,0.668985:7,0.00262212:3,0.697587:7,0.0114042:3,0.106914:7,0.0494589:3,0.02852:7,0.00200917:3,0.215337:7,0.0467999:2,0.231348}	{1,0.415196:5,0.00943498:1,0.00102942:5,0.0142763:2,0.217887:5,0.0183048:1,1.27918:5,0.0175266:2,0.26126:7,0.012736:2,1.1724:7,0.00177414:2,0.398121:7,0.0060479:2,0.256132:7,0.010666:3,0.37752:7,0.0380794:2,0.159025:7,0.000435812:3,0.00127239:7,0.00997786:3,0.972385:7,0.0238709:2,0.393715}	{3,2.62174:7,0.0706306:2,0.742147:7,0.0369981:2,0.165465:7,0.0439933:2,0.0390035:7,0.0280653:3,1.63859:7,0.0116953:3,0.539489:7,0.0260758:2,0.933015:7,0.00714288:2,0.338375:7,0.0571181:2,0.124704:7,0.0140672:3,0.00879759:7,0.0182312:3,0.0371919}	{4,2.06472:0,5.90167:4,1.26115}	{2,0.0130782:7,0.021877:2,0.961608:7,0.015434:3,0.422286}	{3,0.231908:7,0.00353406:3,0.981822:10,0.0245523:3,0.425605:10,0.0127889:4,0.0447899}	{4,0}	(((n1:{2,0.272369:5,0.00678879:2,2.1532:7,0.0804617:3,0.163362:7,0.00919803:2,0.208305:7,0.020395:2,0.150214:7,0.00273177:2,0.0299227:7,0.0440427:2,0.234094:7,0.0256168:2,0.0277745:7,0.0320147:3,0.344866:7,0.0101279:2,0.15479:7,0.0053979:3,0.0314478:7,0.00014854:3,0.668985:7,0.00262212:3,0.697587:7,0.0114042:3,0.106914:7,0.0494589:3,0.02852:7,0.00200917:3,0.215337:7,0.0467999:2,0.231348},n0:{1,0.415196:5,0.00943498:1,0.00102942:5,0.0142763:2,0.217887:5,0.0183048:1,1.27918:5,0.0175266:2,0.26126:7,0.012736:2,1.1724:7,0.00177414:2,0.398121:7,0.0060479:2,0.256132:7,0.010666:3,0.37752:7,0.0380794:2,0.159025:7,0.000435812:3,0.00127239:7,0.00997786:3,0.972385:7,0.0238709:2,0.393715}):{2,0.0130782:7,0.021877:2,0.961608:7,0.015434:3,0.422286},n2:{3,2.62174:7,0.0706306:2,0.742147:7,0.0369981:2,0.165465:7,0.0439933:2,0.0390035:7,0.0280653:3,1.63859:7,0.0116953:3,0.539489:7,0.0260758:2,0.933015:7,0.00714288:2,0.338375:7,0.0571181:2,0.124704:7,0.0140672:3,0.00879759:7,0.0182312:3,0.0371919}):{3,0.231908:7,0.00353406:3,0.981822:10,0.0245523:3,0.425605:10,0.0127889:4,0.0447899},n3:{4,2.06472:0,5.90167:4,1.26115});
104700	{2,0.879122:5,0.0497586:1,0.33341:5,0.000771145:1,0.129213:5,0.0168403:1,0.217518:5,0.00617887:2,0.0251731:5,0.0141218:2,0.00713004:5,0.00301597:1,0.0997915:5,0.0307757:2,0.296534:0,3.22187:3,0.01398}	{1,0.206978:5,0.00587795:2,0.335458:5,0.00320536:2,0.082144:5,0.0125953:2,0.167591:5,0.0330791:2,0.109042:5,0.0269063:1,0.0746022:5,0.0155745:2,0.297718:5,0.0144603:2,0.0902057:5,0.0108569:1,0.0252843:5,0.00784439:1,0.287031:5,0.0062581:2,0.245279:5,0.0463174:2,0.00504511:0,3.23356:3,0.00228594}	{3,2.10935:0,5.65168:3,0.443387}	{4,2.10935:0,5.65801:4,0.301288:10,0.00226538:4,0.253365:10,0.00280698:4,0.0405445:10,0.0185018:3,0.0174321:10,0.0076616:4,0.0186966:10,0.0330887:4,0.659369:10,0.0157489:3,0.0854587:10,0.000732848:3,0.0041156:10,0.00118745:4,0.0943692}	{3,0.601801:7,0.00157077:2,0.562693:7,0.000645385:2,0.158656:7,0.00655807:3,0.284117:7,0.00817963:2,0.142311:7,0.00127196:3,0.20263:7,0.00277734:2,0.127486:7,0.00722484:3,0.108222:7,0.0196:3,0.623478}	{3,0.0331121:10,0.00210294:3,0.609182:10,0.00811849:3,0.0383722:10,3.7553e-05:4,0.428647}	{4,0}	(((n0:{1,0.206978:5,0.00587795:2,0.335458:5,0.00320536:2,0.082144:5,0.0125953:2,0.167591:5,0.0330791:2,0.109042:5,0.0269063:1,0.0746022:5,0.0155745:2,0.297718:5,0.0144603:2,0.0902057:5,0.0108569:1,0.0252843:5,0.00784439:1,0.287031:5,0.0062581:2,0.245279:5,0.0463174:2,0.00504511:0,3.23356:3,0.00228594},n1:{2,0.879122:5,0.0497586:1,0.33341:5,0.000771145:1,0.129213:5,0.0168403:1,0.217518:5,0.00617887:2,0.0251731:5,0.0141218:2,0.00713004:5,0.00301597:1,0.0997915:5,0.0307757:2,0.296534:0,3.22187:3,0.01398}):{3,0.601801:7,0.00157077:2,0.562693:7,0.000645385:2,0.158656:7,0.00655807:3,0.284117:7,0.00817963:2,0.142311:7,0.00127196:3,0.20263:7,0.00277734:2,0.127486:7,0.00722484:3,0.108222:7,0.0196:3,0.623478},n2:{3,2.10935:0,5.65168:3,0.443387}):{3,0.0331121:10,0.00210294:3,0.609182:10,0.00811849:3,0.0383722:10,3.7553e-05:4,0.428647},n3:{4,2.10935:0,5.65801:4,0.301288:10,0.00226538:4,0.253365:10,0.00280698:4,0.0405445:10,0.0185018:3,0.0174321:10,0.0076616:4,0.0186966:10,0.0330887:4,0.659369:10,0.0157489:3,0.0854587:10,0.000732848:3,0.0041156:10,0.00118745:4,0.0943692});
104800	{2,1.04895:5,0.00886991:2,0.329101:5,0.0386471:2,0.00226252:5,0.064257:2,0.41039:7,0.0132505:11,0.0251801:7,0.0829037:2,0.0491044:7,0.0806834:3,0.245404:7,0.0116489:2,0.0199843:7,0.0600471:3,0.00636211:7,0.0138271:3,2.01864:7,0.177905:3,0.309671:7,0.0506908:3,0.22466:7,0.0208045:3,0.0186064}	{1,0.186628:5,0.0015531:1,0.00399463:5,0.0201133:1,0.449043:5,0.112721:2,0.219088:5,0.102996:1,0.292399:5,0.00103344:2,0.471204:7,0.218274:3,0.388747:7,0.00415009:3,2.85991}	{3,2.04909:7,0.0591232:2,0.113334:7,0.0162208:2,0.105125:7,0.00865978:2,0.132373:7,0.0352403:2,0.194214:7,0.0760731:3,1.53965:7,0.0637297:3,1.37793:7,0.144104:2,1.0221:7,0.0150477:2,0.0410352:7,0.0176296:2,0.172149:7,0.0253686:2,0.157467:7,0.0393525:2,0.0894745:7,0.0714087:3,0.0715985}	{4,8.54908}	{3,0.338821:7,0.0146063:2,0.313897:7,0.0908195:2,0.710773:7,0.00339139:3,0.833331}	{3,0.519252:10,0.0232336:4,0.369102}	{4,0}	((n2:{3,2.04909:7,0.0591232:2,0.113334:7,0.0162208:2,0.105125:7,0.00865978:2,0.132373:7,0.0352403:2,0.194214:7,0.0760731:3,1.53965:7,0.0637297:3,1.37793:7,0.144104:2,1.0221:7,0.0150477:2,0.0410352:7,0.0176296:2,0.172149:7,0.0253686:2,0.157467:7,0.0393525:2,0.0894745:7,0.0714087:3,0.0715985},(n1:{2,1.04895:5,0.00886991:2,0.329101:5,0.0386471:2,0.00226252:5,0.064257:2,0.41039:7,0.0132505:11,0.0251801:7,0.0829037:2,0.0491044:7,0.0806834:3,0.245404:7,0.0116489:2,0.0199843:7,0.0600471:3,0.00636211:7,0.0138271:3,2.01864:7,0.177905:3,0.309671:7,0.0506908:3,0.22466:7,0.0208045:3,0.0186064},n0:{1,0.186628:5,0.0015531:1,0.00399463:5,0.0201133:1,0.449043:5,0.112721:2,0.219088:5,0.102996:1,0.292399:5,0.00103344:2,0.471204:7,0.218274:3,0.388747:7,0.00415009:3,2.85991}):{3,0.338821:7,0.0146063:2,0.313897:7,0.0908195:2,0.710773:7,0.00339139:3,0.833331}):{3,0.519252:10,0.0232336:4,0.369102},n3:{4,8.54908});
104900	{0,1.89793:2,0.128099:0,3.24648:2,0.438219}	{0,1.91844:2,0.107582:0,3.47196:2,0.212736}	{0,1.72128:3,0.304744:0,5.11514:3,0.779135}	{0,1.97002:4,0.0560027:0,5.90335:4,0.0458217:0,1.01684:4,0.00049523}	{0,2.20736:3,0.00221593}	{3,0.05489:0,0.956069:4,0.0612633}	{4,0}	(((n1:{0,1.89793:2,0.128099:0,3.24648:2,0.438219},n0:{0,1.91844:2,0.107582:0,3.47196:2,0.212736}):{0,2.20736:3,0.00221593},n2:{0,1.72128:3,0.304744:0,5.11514:3,0.779135}):{3,0.05489:0,0.956069:4,0.0612633},n3:{0,1.97002:4,0.0560027:0,5.90335:4,0.0458217:0,1.01684:4,0.00049523});
105000	{2,0.715876:5,0.00998962:2,0.000463697:5,0.00946166:1,0.64934:5,0.00972254:1,0.178693:5,0.0406933:2,2.13771:7,0.00284987:2,1.55301:7,0.0900719:3,0.665093:7,0.0393044:3,0.0652077}	{1,0.955603:5,0.015947:2,0.455825:5,0.0429429:2,1.25322:7,0.0794181:3,0.4595:7,0.0313276:3,1.02487:7,0.014814:3,1.83401}	{3,3.977:7,0.0607813:3,1.13333:7,0.00188292:2,0.0821593:7,0.032626:2,0.527543:7,0.0678642:3,0.301131:7,0.000817274:2,1.14031:7,0.0875994:3,0.0263769:7,0.0283361:3,0.722768}	{4,10.1418}	{3,1.34064:7,0.0103112:2,0.247706:7,0.0224449:2,0.0167336:7,0.00474205:3,0.380455}	{3,1.2581:10,0.0449546:4,0.648182}	{4,0}	(((n1:{2,0.715876:5,0.00998962:2,0.000463697:5,0.00946166:1,0.64934:5,0.00972254:1,0.178693:5,0.0406933:2,2.13771:7,0.00284987:2,1.55301:7,0.0900719:3,0.665093:7,0.0393044:3,0.0652077},n0:{1,0.955603:5,0.015947:2,0.455825:5,0.0429429:2,1.25322:7,0.0794181:3,0.4595:7,0.0313276:3,1.02487:7,0.014814:3,1.83401}):{3,1.34064:7,0.0103112:2,0.247706:7,0.0224449:2,0.0167336:7,0.00474205:3,0.380455},n2:{3,3.977:7,0.0607813:3,1.13333:7,0.00188292:2,0.0821593:7,0.032626:2,0.527543:7,0.0678642:3,0.301131:7,0.000817274:2,1.14031:7,0.0875994:3,0.0263769:7,0.0283361:3,0.722768}):{3,1.2581:10,0.0449546:4,0.648182},n3:{4,10.1418});
105100	{0,1.94481:2,0.0354177:0,4.33141:2,0.57225}	{0,1.82441:2,0.155809:0,4.56608:2,0.337587}	{0,1.88755:3,0.0926691:0,5.75583:3,0.170467:0,0.66032:4,0.0381371}	{0,1.9078:4,0.0724197:0,5.89818:4,0.0281184:0,1.85856:4,0.0172572}	{0,0.975111:3,0.0475233:0,0.658758:4,0.0396994}	{0,1.11243:4,0.0649301}	{4,0}	(((n1:{0,1.94481:2,0.0354177:0,4.33141:2,0.57225},n0:{0,1.82441:2,0.155809:0,4.56608:2,0.337587}):{0,0.975111:3,0.0475233:0,0.658758:4,0.0396994},n2:{0,1.88755:3,0.0926691:0,5.75583:3,0.170467:0,0.66032:4,0.0381371}):{0,1.11243:4,0.0649301},n3:{0,1.9078:4,0.0724197:0,5.89818:4,0.0281184:0,1.85856:4,0.0172572});
105200	{2,0.466285:5,0.00444041:1,0.217491:5,0.0195382:2,0.765516:5,0.000383709:1,0.360952:5,0.00281985:1,0.0585551:5,0.00884824:1,0.0868999:5,0.0196692:2,0.105225:0,4.10163:2,0.0142028}	{1,0.349158:5,0.00676748:2,0.50285:5,0.019118:1,0.126895:5,0.00170442:2,0.0184829:5,0.0150634:1,0.142136:5,0.019866:2,0.844338:5,0.019536:2,0.00385463:5,0.00726522:2,0.205414:7,0.00333599:2,0.63826:7,0.0185446:2,1.86059:7,0.00661691:2,0.2716:7,0.00845908:3,0.245399:7,0.088492:2,0.808716}	{3,2.11662:0,5.73921:3,0.211998}	{4,2.11662:0,5.70018:4,1.20376:10,0.0143441:4,0.200467}	{2,0.138988:7,0.0398602:3,0.0721581:7,0.0114951:3,0.0583411:7,0.001894:3,0.0376463:7,0.000204464:2,0.32248:7,0.000816564:3,1.15149}	{3,0.00274992:10,0.0460254:4,0.126319:10,0.00751157:4,0.630676:10,0.0209435:3,0.0474213:10,0.00473898:4,0.281161}	{4,0}	(((n0:{1,0.349158:5,0.00676748:2,0.50285:5,0.019118:1,0.126895:5,0.00170442:2,0.0184829:5,0.0150634:1,0.142136:5,0.019866:2,0.844338:5,0.019536:2,0.00385463:5,0.00726522:2,0.205414:7,0.00333599:2,0.63826:7,0.0185446:2,1.86059:7,0.00661691:2,0.2716:7,0.00845908:3,0.245399:7,0.088492:2,0.808716},n1:{2,0.466285:5,0.00444041:1,0.217491:5,0.0195382:2,0.765516:5,0.000383709:1,0.360952:5,0.00281985:1,0.0585551:5,0.00884824:1,0.0868999:5,0.0196692:2,0.105225:0,4.10163:2,0.0142028}):{2,0.138988:7,0.0398602:3,0.0721581:7,0.0114951:3,0.0583411:7,0.001894:3,0.0376463:7,0.000204464:2,0.32248:7,0.000816564:3,1.15149},n2:{3,2.11662:0,5.73921:3,0.211998}):{3,0.00274992:10,0.0460254:4,0.126319:10,0.00751157:4,0.630676:10,0.0209435:3,0.0474213:10,0.00473898:4,0.281161},n3:{4,2.11662:0,5.70018:4,1.20376:10,0.0143441:4,0.200467});
105300	{2,0.0338359:5,0.0105357:2,0.268419:5,0.00633571:1,0.0508396:5,0.00550527:2,0.183146:5,0.00702426:1,0.846751:5,0.00190325:1,0.0297864:5,0.0110794:2,0.422998:0,3.65414:3,0.00139822}	{1,0.0473875:5,0.00702115:1,0.38606:5,0.00237874:1,0.232867:5,0.0015143:1,0.560886:5,0.0105554:2,0.540953:5,0.0331964:2,0.0553399:0,3.65213:3,0.00340822}	{3,1.87816:0,6.02967:3,0.0115254}	{4,1.87816:0,6.2246:4,0.533859}	{3,0.784154:7,0.00464012:3,0.287544:7,0.00117958:3,0.723178:7,0.00715255:3,0.303047:7,0.000218055:2,0.0521798:7,0.00988138:3,0.212477}	{3,0.597291:10,0.000917425:4,0.11906}	{4,0}	(((n1:{2,0.0338359:5,0.0105357:2,0.268419:5,0.00633571:1,0.0508396:5,0.00550527:2,0.183146:5,0.00702426:1,0.846751:5,0.00190325:1,0.0297864:5,0.0110794:2,0.422998:0,3.65414:3,0.00139822},n0:{1,0.0473875:5,0.00702115:1,0.38606:5,0.00237874:1,0.232867:5,0.0015143:1,0.560886:5,0.0105554:2,0.540953:5,0.0331964:2,0.0553399:0,3.65213:3,0.00340822}):{3,0.784154:7,0.00464012:3,0.287544:7,0.00117958:3,0.723178:7,0.00715255:3,0.303047:7,0.000218055:2,0.0521798:7,0.00988138:3,0.212477},n2:{3,1.87816:0,6.02967:3,0.0115254}):{3,0.597291:10,0.000917425:4,0.11906},n3:{4,1.87816:0,6.2246:4,0.533859});
105400	{2,0.174551:5,0.0347994:1,0.114817:5,0.0889359:1,0.126842:5,0.0195427:2,0.0226561:5,0.0112768:1,0.014561:5,0.0120535:1,0.0979079:5,0.13995:2,0.140045:5,0.0427078:2,0.0625169:5,0.00967692:2,0.277812:5,0.0172961:1,0.152793:5,0.0151053:1,0.177594:5,0.000129243:2,0.111826:5,0.0591086:2,0.227534:7,0.0154712:3,0.0180018:7,0.00883389:2,0.11796:7,0.00820028:3,0.421631:7,0.00489496:3,0.122368:7,0.00620398:2,0.339782:7,0.00420541:3,0.0164964:7,0.00584633:2,0.0311984:7,0.0134038:2,0.0397871:7,0.0150602:3,0.0318524:7,0.0370304:2,0.227676:7,0.00672877:3,0.281:7,0.0048204:2,0.0625754:7,0.095282:3,0.0792872:7,0.00258006:3,0.390992:7,0.00431231:3,0.114478:7,0.00621625:3,0.0666609:7,0.0204699:2,0.0777387:7,0.0272977:2,0.401685:7,0.0264376:2,0.080339:7,0.0327943:3,0.105582}	{1,0.811629:5,0.0293759:1,0.0619605:5,0.00588854:1,0.0490168:5,0.0681901:2,0.0566735:5,0.0467981:2,0.0465451:5,0.0120856:2,0.257449:5,0.0251712:2,0.0248512:5,0.00259294:2,0.178191:5,0.00102847:1,0.0997462:5,0.034696:2,0.308184:7,0.00577039:3,0.507541:7,0.0159962:3,0.130799:7,0.0136774:3,0.375507:7,0.0100977:2,0.280078:7,0.00176686:3,0.140807:7,0.0820344:3,0.229491:7,0.0174052:3,0.491352:7,0.0450507:2,0.141642:7,0.0190049:2,0.108061:7,0.0143568:2,0.555464:7,0.00313784:3,0.213362:7,0.00274289}	{3,2.19815:7,0.0131047:2,0.0213055:7,0.0473802:3,0.228776:7,0.0205476:3,0.290629:7,0.0763642:2,0.169056:7,0.00995465:2,0.51509:7,0.0435057:3,0.0335331:7,0.0076726:3,0.281319:7,0.0301694:2,0.0505901:7,0.00221607:2,0.076279:7,0.0154733:3,0.0866421:7,0.0227935:2,0.017664:7,0.00879335:3,0.434807:7,0.0383773:3,0.0452802:7,0.0370937:2,0.0420437:7,0.0125192:3,0.0687471:7,0.0133906:2,0.0583604:7,0.0275102:2,0.18454:7,0.0170502:3,0.0137962:7,0.0351868:3,0.595908:7,0.0141514:2,0.132043:7,0.0488706:2,0.0858133:7,0.0132942:2,0.165892:7,0.0424589:3,0.126761:7,0.0195998:3,0.12:7,0.0436693:2,0.302065:7,0.0361037:3,0.486026:7,0.0598592:3,0.170108:7,0.0101098:2,0.00908237:7,0.00238187:2,0.124062:7,0.124288:3,0.322561:10,0.0226565:4,0.381558:10,0.0369144:3,0.147945:10,0.0409932:4,0.0326445:10,0.00507638:3,0.00970692:10,0.0124313:4,0.4566}	{4,8.22907:10,0.00402278:3,0.0749752:10,0.0656401:3,0.444871:10,0.0272724:3,0.049207:10,0.00223398:4,0.0618657:10,0.0465972:4,0.491586}	{7,0.0322303:3,0.034467:7,0.00555945:3,0.147644:7,0.0231164:2,0.0445016:7,0.00164894:2,0.0544021:7,0.0131994:2,0.0996224:7,0.00666293:2,0.215193:7,0.0450159:3,0.2359:7,0.0166072:3,0.105495:7,0.0950366:2,0.0682114:7,0.0019334:3,0.0570142:7,0.00872623:3,0.514572:7,0.0116915:3,0.0581949:7,0.0117806:3,0.159341:7,0.0633813:2,0.470014:7,0.00727576:3,0.0997803:10,0.0383151:4,0.220802:10,0.0182088:4,0.154354:10,0.00771058:3,0.815557:10,0.0240315:4,0.0664765}	{4,0.0815497}	{4,0}	((n3:{4,8.22907:10,0.00402278:3,0.0749752:10,0.0656401:3,0.444871:10,0.0272724:3,0.049207:10,0.00223398:4,0.0618657:10,0.0465972:4,0.491586},n2:{3,2.19815:7,0.0131047:2,0.0213055:7,0.0473802:3,0.228776:7,0.0205476:3,0.290629:7,0.0763642:2,0.169056:7,0.00995465:2,0.51509:7,0.0435057:3,0.0335331:7,0.0076726:3,0.281319:7,0.0301694:2,0.0505901:7,0.00221607:2,0.076279:7,0.0154733:3,0.0866421:7,0.0227935:2,0.017664:7,0.00879335:3,0.434807:7,0.0383773:3,0.0452802:7,0.0370937:2,0.0420437:7,0.0125192:3,0.0687471:7,0.0133906:2,0.0583604:7,0.0275102:2,0.18454:7,0.0170502:3,0.0137962:7,0.0351868:3,0.595908:7,0.0141514:2,0.132043:7,0.0488706:2,0.0858133:7,0.0132942:2,0.165892:7,0.0424589:3,0.126761:7,0.0195998:3,0.12:7,0.0436693:2,0.302065:7,0.0361037:3,0.486026:7,0.0598592:3,0.170108:7,0.0101098:2,0.00908237:7,0.00238187:2,0.124062:7,0.124288:3,0.322561:10,0.0226565:4,0.381558:10,0.0369144:3,0.147945:10,0.0409932:4,0.0326445:10,0.00507638:3,0.00970692:10,0.0124313:4,0.4566}):{4,0.0815497},(n0:{1,0.811629:5,0.0293759:1,0.0619605:5,0.00588854:1,0.0490168:5,0.0681901:2,0.0566735:5,0.0467981:2,0.0465451:5,0.0120856:2,0.257449:5,0.0251712:2,0.0248512:5,0.00259294:2,0.178191:5,0.00102847:1,0.0997462:5,0.034696:2,0.308184:7,0.00577039:3,0.507541:7,0.0159962:3,0.130799:7,0.0136774:3,0.375507:7,0.0100977:2,0.280078:7,0.00176686:3,0.140807:7,0.0820344:3,0.229491:7,0.0174052:3,0.491352:7,0.0450507:2,0.141642:7,0.0190049:2,0.108061:7,0.0143568:2,0.555464:7,0.00313784:3,0.213362:7,0.00274289},n1:{2,0.174551:5,0.0347994:1,0.114817:5,0.0889359:1,0.126842:5,0.0195427:2,0.0226561:5,0.0112768:1,0.014561:5,0.0120535:1,0.0979079:5,0.13995:2,0.140045:5,0.0427078:2,0.0625169:5,0.00967692:2,0.277812:5,0.0172961:1,0.152793:5,0.0151053:1,0.177594:5,0.000129243:2,0.111826:5,0.0591086:2,0.227534:7,0.0154712:3,0.0180018:7,0.00883389:2,0.11796:7,0.00820028:3,0.421631:7,0.00489496:3,0.122368:7,0.00620398:2,0.339782:7,0.00420541:3,0.0164964:7,0.00584633:2,0.0311984:7,0.0134038:2,0.0397871:7,0.0150602:3,0.0318524:7,0.0370304:2,0.227676:7,0.00672877:3,0.281:7,0.0048204:2,0.0625754:7,0.095282:3,0.0792872:7,0.00258006:3,0.390992:7,0.00431231:3,0.114478:7,0.00621625:3,0.0666609:7,0.0204699:2,0.0777387:7,0.0272977:2,0.401685:7,0.0264376:2,0.080339:7,0.0327943:3,0.105582}):{7,0.0322303:3,0.034467:7,0.00555945:3,0.147644:7,0.0231164:2,0.0445016:7,0.00164894:2,0.0544021:7,0.0131994:2,0.0996224:7,0.00666293:2,0.215193:7,0.0450159:3,0.2359:7,0.0166072:3,0.105495:7,0.0950366:2,0.0682114:7,0.0019334:3,0.0570142:7,0.00872623:3,0.514572:7,0.0116915:3,0.0581949:7,0.0117806:3,0.159341:7,0.0633813:2,0.470014:7,0.00727576:3,0.0997803:10,0.0383151:4,0.220802:10,0.0182088:4,0.154354:10,0.00771058:3,0.815557:10,0.0240315:4,0.0664765});
105500	{2,0.559273:5,0.116332:1,0.0617834:5,0.289591:2,1.26904:7,0.109982:2,1.71956:7,0.0218705:3,1.29434:7,0.228555:3,0.0184792:7,0.103791:3,0.217012}	{1,0.193325:5,0.173166:1,0.108974:5,0.0381852:2,0.18349:5,0.321784:2,0.226405:5,0.0283226:2,0.921924:7,0.00325443:3,0.442282:7,0.111928:2,0.600236:7,0.0490927:3,0.122906:7,0.0552937:2,0.756005:7,0.261888:3,1.41115}	{3,2.15365:7,0.0116256:2,0.539037:7,0.0805076:3,0.932784:7,0.0146917:2,0.929906:7,0.00427827:3,1.68407:7,0.0352679:2,0.0927064:7,0.00162178:3,0.758326:7,0.00212311:3,0.197861:7,0.0323123:3,0.610413:10,0.196639:4,0.0929677:10,0.0477478:4,0.385259}	{4,8.80379}	{3,0.182399:7,0.0506698:2,0.192508:7,0.00426219:3,1.40422:7,0.174833:3,0.059513:10,0.108664:4,1.16345:10,0.0225764:4,0.268717}	{4,0.837629}	{4,0}	((n2:{3,2.15365:7,0.0116256:2,0.539037:7,0.0805076:3,0.932784:7,0.0146917:2,0.929906:7,0.00427827:3,1.68407:7,0.0352679:2,0.0927064:7,0.00162178:3,0.758326:7,0.00212311:3,0.197861:7,0.0323123:3,0.610413:10,0.196639:4,0.0929677:10,0.0477478:4,0.385259},n3:{4,8.80379}):{4,0.837629},(n0:{1,0.193325:5,0.173166:1,0.108974:5,0.0381852:2,0.18349:5,0.321784:2,0.226405:5,0.0283226:2,0.921924:7,0.00325443:3,0.442282:7,0.111928:2,0.600236:7,0.0490927:3,0.122906:7,0.0552937:2,0.756005:7,0.261888:3,1.41115},n1:{2,0.559273:5,0.116332:1,0.0617834:5,0.289591:2,1.26904:7,0.109982:2,1.71956:7,0.0218705:3,1.29434:7,0.228555:3,0.0184792:7,0.103791:3,0.217012}):{3,0.182399:7,0.0506698:2,0.192508:7,0.00426219:3,1.40422:7,0.174833:3,0.059513:10,0.108664:4,1.16345:10,0.0225764:4,0.268717});
105600	{0,2.07007:2,0.0306963:0,2.4757:3,0.0470204}	{0,2.09239:2,0.00837975:0,2.51834:3,0.00437323}	{0,2.05586:3,0.04491:0,5.73154:3,0.184833:0,1.3439:4,0.0331681}	{0,2.05684:4,0.0439248:0,5.75591:4,0.160467:0,1.39882:4,0.00471362}	{0,3.34866:3,0.0450034:0,1.35397:4,0.0231002}	{4,0.0264597}	{4,0}	(((n0:{0,2.09239:2,0.00837975:0,2.51834:3,0.00437323},n1:{0,2.07007:2,0.0306963:0,2.4757:3,0.0470204}):{0,3.34866:3,0.0450034:0,1.35397:4,0.0231002},n2:{0,2.05586:3,0.04491:0,5.73154:3,0.184833:0,1.3439:4,0.0331681}):{4,0.0264597},n3:{0,2.05684:4,0.0439248:0,5.75591:4,0.160467:0,1.39882:4,0.00471362});
105700	{2,2.93347}	{1,1.25628:5,0.520797:2,1.1564}	{3,1.89491:0,5.79091:3,0.576486}	{4,1.89491:0,6.03954:4,0.196645:10,0.00316056:3,0.128057}	{0,4.21834:3,1.21512:10,0.166769:4,0.286735}	{3,0.357279:10,0.0692892:4,0.131564}	{4,0}	((n1:{2,2.93347},n0:{1,1.25628:5,0.520797:2,1.1564}):{0,4.21834:3,1.21512:10,0.166769:4,0.286735},(n3:{4,1.89491:0,6.03954:4,0.196645:10,0.00316056:3,0.128057},n2:{3,1.89491:0,5.79091:3,0.576486}):{3,0.357279:10,0.0692892:4,0.131564});
