Iteration	1	2	3	4	5	6	7	simmap
3700	{2,0.0334451:5,0.00875253:2,0.209292:5,0.00851511:2,0.716172:5,0.0611493:2,0.292621}	{1,0.46157:5,0.0016418:2,0.834314:5,0.0115199:2,0.0209021}	{3,2.70441:7,0.00431771:2,0.140978:7,0.0089291:3,0.29913:7,0.0136377:2,0.651158:7,0.0310529:3,0.316055:7,0.0257717:2,0.225844:7,0.00488659:2,0.0801715:7,0.00727784:3,0.72618:7,0.00813304:3,0.127407:7,0.0118277:2,0.182753:7,0.003412:2,1.06254:7,0.0165082:3,2.34722:10,0.0653563:4,0.272395}	{4,9.33736}	{2,0.458832:5,0.0131794:2,1.21002:7,0.00258105:3,0.304048:7,0.0665243:2,0.208973:7,0.0347661:3,0.281557:7,0.00638074:2,0.187857:7,0.0305484:2,0.798767:7,0.0114694:2,0.179953:7,0.016694:3,0.28813:7,0.0374157:3,0.380579:7,0.0017715:2,0.507538:7,0.0206831:2,0.445694:7,0.0148322:2,0.209246:7,0.0465266:3,1.33869:10,0.0397869:3,0.737738:10,0.0386951:4,0.470455:10,0.0144905:4,0.141239}	{4,0.538245}	{4,0}	((n2:{3,2.70441:7,0.00431771:2,0.140978:7,0.0089291:3,0.29913:7,0.0136377:2,0.651158:7,0.0310529:3,0.316055:7,0.0257717:2,0.225844:7,0.00488659:2,0.0801715:7,0.00727784:3,0.72618:7,0.00813304:3,0.127407:7,0.0118277:2,0.182753:7,0.003412:2,1.06254:7,0.0165082:3,2.34722:10,0.0653563:4,0.272395},n3:{4,9.33736}):{4,0.538245},(n0:{1,0.46157:5,0.0016418:2,0.834314:5,0.0115199:2,0.0209021},n1:{2,0.0334451:5,0.00875253:2,0.209292:5,0.00851511:2,0.716172:5,0.0611493:2,0.292621}):{2,0.458832:5,0.0131794:2,1.21002:7,0.00258105:3,0.304048:7,0.0665243:2,0.208973:7,0.0347661:3,0.281557:7,0.00638074:2,0.187857:7,0.0305484:2,0.798767:7,0.0114694:2,0.179953:7,0.016694:3,0.28813:7,0.0374157:3,0.380579:7,0.0017715:2,0.507538:7,0.0206831:2,0.445694:7,0.0148322:2,0.209246:7,0.0465266:3,1.33869:10,0.0397869:3,0.737738:10,0.0386951:4,0.470455:10,0.0144905:4,0.141239});
3800	{2,0.451892:5,0.142487:2,0.614144}	{1,0.534084:5,0.0132157:2,0.371019:5,0.0168771:2,0.273327}	{3,3.11882:7,0.0046905:3,0.856814:7,0.0148687:3,0.0314951:7,0.126934:2,0.0923624:7,0.00307256:2,0.863188:7,0.0213187:2,0.0991351:7,0.127969:3,0.434343:7,0.0494867:2,0.13706:7,0.03234:3,0.0588496:7,0.0454792:3,0.322665:7,0.0220595:2,0.479199:7,0.0483924:2,0.0962694:7,0.00932929:3,0.743986:10,0.104336:14,0.0105416:10,0.0984509:3,0.551722:10,0.00632361:4,0.316439:10,0.0170052:3,0.246837}	{4,8.52131:10,0.00429282:4,0.117081:10,0.0257978:3,0.523304}	{2,0.386309:5,0.0538635:1,0.229742:5,0.00319414:2,0.552004:7,0.087275:2,0.577855:7,0.0389286:2,0.0549069:7,0.0144468:3,0.760257:7,0.00815759:3,0.101622:7,0.0982397:2,0.0646074:7,0.0761726:3,0.043161:7,0.050299:3,0.434243:7,0.0255808:3,0.64231:7,0.0296874:2,0.435094:7,0.0536581:2,0.0329772:7,0.155827:3,0.0485722:7,0.00944484:3,0.188311:7,0.0131012:3,0.324706:7,0.0934516:2,0.112345:7,0.0358289:3,0.0655032:7,0.0374203:3,0.447141:7,0.0280373:3,1.42758:10,0.0139717:4,0.64929}	{3,0.31379:10,0.0254945:4,0.182578}	{4,0}	((n3:{4,8.52131:10,0.00429282:4,0.117081:10,0.0257978:3,0.523304},n2:{3,3.11882:7,0.0046905:3,0.856814:7,0.0148687:3,0.0314951:7,0.126934:2,0.0923624:7,0.00307256:2,0.863188:7,0.0213187:2,0.0991351:7,0.127969:3,0.434343:7,0.0494867:2,0.13706:7,0.03234:3,0.0588496:7,0.0454792:3,0.322665:7,0.0220595:2,0.479199:7,0.0483924:2,0.0962694:7,0.00932929:3,0.743986:10,0.104336:14,0.0105416:10,0.0984509:3,0.551722:10,0.00632361:4,0.316439:10,0.0170052:3,0.246837}):{3,0.31379:10,0.0254945:4,0.182578},(n1:{2,0.451892:5,0.142487:2,0.614144},n0:{1,0.534084:5,0.0132157:2,0.371019:5,0.0168771:2,0.273327}):{2,0.386309:5,0.0538635:1,0.229742:5,0.00319414:2,0.552004:7,0.087275:2,0.577855:7,0.0389286:2,0.0549069:7,0.0144468:3,0.760257:7,0.00815759:3,0.101622:7,0.0982397:2,0.0646074:7,0.0761726:3,0.043161:7,0.050299:3,0.434243:7,0.0255808:3,0.64231:7,0.0296874:2,0.435094:7,0.0536581:2,0.0329772:7,0.155827:3,0.0485722:7,0.00944484:3,0.188311:7,0.0131012:3,0.324706:7,0.0934516:2,0.112345:7,0.0358289:3,0.0655032:7,0.0374203:3,0.447141:7,0.0280373:3,1.42758:10,0.0139717:4,0.64929});
3900	{2,1.23283}	{1,0.802274:5,0.152653:2,0.0680776:5,0.0459404:2,0.163886}	{3,2.07147:7,0.0868367:2,3.47889:7,0.0761127:2,0.410998:7,0.0135027:2,0.794577:7,0.301506:3,1.47776:10,0.108753:4,0.389251}	{4,9.20966}	{2,0.840837:7,0.0592274:2,0.287801:7,0.0934626:3,1.24871:7,0.107361:3,0.450373:7,0.0205147:3,0.266503:7,0.0854127:2,0.0564973:7,0.109763:3,0.0444503:7,0.0559193:2,0.392311:7,0.00110267:2,0.544439:7,0.101708:3,0.760478:7,0.0336726:3,1.34695:10,0.0701454:3,0.257294:10,0.00393592:3,0.297023:10,0.0665615:4,1.60273}	{4,1.22835}	{4,0}	((n1:{2,1.23283},n0:{1,0.802274:5,0.152653:2,0.0680776:5,0.0459404:2,0.163886}):{2,0.840837:7,0.0592274:2,0.287801:7,0.0934626:3,1.24871:7,0.107361:3,0.450373:7,0.0205147:3,0.266503:7,0.0854127:2,0.0564973:7,0.109763:3,0.0444503:7,0.0559193:2,0.392311:7,0.00110267:2,0.544439:7,0.101708:3,0.760478:7,0.0336726:3,1.34695:10,0.0701454:3,0.257294:10,0.00393592:3,0.297023:10,0.0665615:4,1.60273},(n2:{3,2.07147:7,0.0868367:2,3.47889:7,0.0761127:2,0.410998:7,0.0135027:2,0.794577:7,0.301506:3,1.47776:10,0.108753:4,0.389251},n3:{4,9.20966}):{4,1.22835});
4000	{2,0.0452768:5,0.00649382:1,0.100032:5,0.0306504:2,0.115842:5,0.0347515:1,0.0266842:5,0.0166697:1,0.209336:5,0.00998394:2,0.411164:5,0.0754683:1,0.240302}	{1,0.00278619:5,0.106611:2,0.0639716:5,0.0104889:1,0.0799993:5,0.0309399:2,0.103325:5,0.0299562:2,0.168393:5,0.00623602:2,0.247654:5,0.0352624:2,0.0806694:5,0.0961313:2,0.123919:5,0.0262215:1,0.110089}	{3,2.13979:7,0.0175864:3,0.0144872:7,0.0473722:3,0.0341803:7,0.0195747:2,0.0551342:7,0.0530827:2,0.0485381:7,0.113628:3,0.263924:7,0.0560285:3,0.0168607:7,0.00795195:2,0.121596:7,0.0104325:3,0.110418:7,0.0412809:3,0.0522943:7,0.0628963:3,0.272546:7,0.0127569:2,0.179899:7,0.0815829:3,0.228071:7,0.136118:3,0.0703186:7,0.0485846:3,0.0851072:7,0.000143522:2,0.15095:7,0.00945274:2,0.342462:7,0.000515337:2,0.0300846:7,0.0141558:3,0.631103:7,0.0330877:2,0.0101967:7,0.00622964:2,0.169549:7,0.00866878:2,0.350285:7,0.0277817:3,0.0512067:7,0.0440272:2,0.41865:7,0.111832:2,0.415798:7,0.00283786:3,0.244113:7,0.0522123:3,0.143949:7,0.0135023:3,0.432292:10,0.00786049:3,0.24138:10,0.042222:4,0.0815551:10,0.000899482:3,0.126924:10,0.00144795:3,0.0146319:10,0.0381642:3,0.347284:10,0.0100469:3,0.102634:10,0.00912487:3,0.0135068:10,0.00812465:4,0.185967:10,0.0149725:3,0.361559}	{4,8.26679:10,0.104249:3,0.0235594:10,0.0217581:3,0.106009:10,0.0069656:4,0.0576314:10,0.0838119:3,0.325816:10,0.0247532:4,0.077849:10,0.000441936:4,0.333633:10,0.0273304:3,0.0729674:10,0.000644674:3,0.000415924:10,0.0246635:3,0.166148}	{1,0.0267026:5,0.00963396:2,0.233982:5,0.0105876:1,0.0682656:5,0.0253716:1,0.20852:5,0.00597625:1,0.0326659:5,0.00857896:2,0.162002:7,0.00849433:2,0.131424:7,0.0452424:2,0.0258535:7,0.0070053:2,0.445926:7,0.0782347:2,0.0647804:7,0.00226352:3,0.231517:7,0.0647282:2,0.15945:7,0.0569853:2,1.05196:7,0.0124297:2,0.168648:7,0.00557448:3,0.0932883:7,0.0296917:3,0.0905804:7,0.0184582:3,0.0940371:7,0.00344656:3,0.13685:7,0.0500029:3,0.343009:7,0.0691229:2,0.0666772:7,0.018573:2,0.332086:7,0.00198737:2,0.335828:7,0.0066517:3,0.447755:7,0.00898:2,0.133486:7,0.062702:2,0.384513:7,0.0152707:3,0.420505:7,0.0343125:3,0.03539:7,0.0156818:3,0.156766:10,0.10067:4,0.912149:10,0.0267124:3,0.0338497:10,0.0110126:4,0.00130018:10,0.0460608:4,0.712092}	{3,0.131145:10,0.0339888:4,0.0343933}	{4,0}	((n0:{1,0.00278619:5,0.106611:2,0.0639716:5,0.0104889:1,0.0799993:5,0.0309399:2,0.103325:5,0.0299562:2,0.168393:5,0.00623602:2,0.247654:5,0.0352624:2,0.0806694:5,0.0961313:2,0.123919:5,0.0262215:1,0.110089},n1:{2,0.0452768:5,0.00649382:1,0.100032:5,0.0306504:2,0.115842:5,0.0347515:1,0.0266842:5,0.0166697:1,0.209336:5,0.00998394:2,0.411164:5,0.0754683:1,0.240302}):{1,0.0267026:5,0.00963396:2,0.233982:5,0.0105876:1,0.0682656:5,0.0253716:1,0.20852:5,0.00597625:1,0.0326659:5,0.00857896:2,0.162002:7,0.00849433:2,0.131424:7,0.0452424:2,0.0258535:7,0.0070053:2,0.445926:7,0.0782347:2,0.0647804:7,0.00226352:3,0.231517:7,0.0647282:2,0.15945:7,0.0569853:2,1.05196:7,0.0124297:2,0.168648:7,0.00557448:3,0.0932883:7,0.0296917:3,0.0905804:7,0.0184582:3,0.0940371:7,0.00344656:3,0.13685:7,0.0500029:3,0.343009:7,0.0691229:2,0.0666772:7,0.018573:2,0.332086:7,0.00198737:2,0.335828:7,0.0066517:3,0.447755:7,0.00898:2,0.133486:7,0.062702:2,0.384513:7,0.0152707:3,0.420505:7,0.0343125:3,0.03539:7,0.0156818:3,0.156766:10,0.10067:4,0.912149:10,0.0267124:3,0.0338497:10,0.0110126:4,0.00130018:10,0.0460608:4,0.712092},(n3:{4,8.26679:10,0.104249:3,0.0235594:10,0.0217581:3,0.106009:10,0.0069656:4,0.0576314:10,0.0838119:3,0.325816:10,0.0247532:4,0.077849:10,0.000441936:4,0.333633:10,0.0273304:3,0.0729674:10,0.000644674:3,0.000415924:10,0.0246635:3,0.166148},n2:{3,2.13979:7,0.0175864:3,0.0144872:7,0.0473722:3,0.0341803:7,0.0195747:2,0.0551342:7,0.0530827:2,0.0485381:7,0.113628:3,0.263924:7,0.0560285:3,0.0168607:7,0.00795195:2,0.121596:7,0.0104325:3,0.110418:7,0.0412809:3,0.0522943:7,0.0628963:3,0.272546:7,0.0127569:2,0.179899:7,0.0815829:3,0.228071:7,0.136118:3,0.0703186:7,0.0485846:3,0.0851072:7,0.000143522:2,0.15095:7,0.00945274:2,0.342462:7,0.000515337:2,0.0300846:7,0.0141558:3,0.631103:7,0.0330877:2,0.0101967:7,0.00622964:2,0.169549:7,0.00866878:2,0.350285:7,0.0277817:3,0.0512067:7,0.0440272:2,0.41865:7,0.111832:2,0.415798:7,0.00283786:3,0.244113:7,0.0522123:3,0.143949:7,0.0135023:3,0.432292:10,0.00786049:3,0.24138:10,0.042222:4,0.0815551:10,0.000899482:3,0.126924:10,0.00144795:3,0.0146319:10,0.0381642:3,0.347284:10,0.0100469:3,0.102634:10,0.00912487:3,0.0135068:10,0.00812465:4,0.185967:10,0.0149725:3,0.361559}):{3,0.131145:10,0.0339888:4,0.0343933});
4100	{2,0.184466:5,0.032956:1,0.254974:5,0.0634579:1,0.0687837:5,0.0375125:2,0.0899758:5,0.0843161:1,0.00522419:5,0.0325023:2,0.0330801:5,0.00152317:1,0.17277:5,0.0149722:1,0.0436817:5,0.00265884:1,0.236111}	{1,0.185043:5,0.0125037:1,0.0168958:5,0.00300752:1,0.322566:5,0.00104206:2,0.00385404:5,0.0125847:1,0.117058:5,0.11633:1,0.56808}	{3,2.07006:7,0.0201377:2,0.182869:7,0.0463357:3,0.0526964:7,0.0588611:2,0.00586325:7,0.0400183:3,0.26239:7,0.0102221:3,0.157616:7,0.0625672:3,0.244556:7,0.0296996:2,0.0405031:7,0.0262915:3,0.250128:7,0.00732441:2,0.129038:7,0.059118:2,0.0821513:7,0.0153558:3,0.789755:7,0.0838866:2,0.221204:7,0.244072:3,0.153822:7,0.147649:2,0.0383634:7,0.132888:2,0.0946902:7,0.0583229:3,0.121828:7,0.0376599:2,0.457091:7,0.105121:3,0.514695:7,0.0995385:2,0.139162:7,0.106135:2,0.139173:7,0.0240621:3,0.566356:10,0.00688088:3,0.00866112:10,0.0245337:3,0.191994:10,0.0187728:4,0.00485876:10,0.0100019:4,0.0807973:10,0.0800142:4,0.129057:10,0.0517714:4,0.2952:10,0.03891:4,0.383002}	{4,7.99868:10,0.0172594:3,0.0540544:10,0.12085:4,0.312465:10,0.127585:4,0.195589}	{1,0.0923792:5,0.0148607:2,0.0732661:5,0.0296855:2,0.104437:5,0.0156168:1,0.16409:5,0.0110066:2,1.09685:7,0.0889816:2,0.367314:7,0.176196:3,0.137531:7,0.0190981:3,0.230712:7,0.0390105:3,0.151656:7,0.0777292:3,0.115978:7,0.014574:3,0.0584718:7,0.0683864:2,0.0120902:7,0.0116785:2,0.172982:7,0.0285447:2,0.0316813:7,0.0867016:3,0.40172:7,0.0939462:3,0.468452:7,0.0137335:2,0.0261187:7,0.0586329:3,0.0764497:7,0.0538704:3,0.0133382:7,0.0267849:2,0.0517127:7,0.00372117:3,0.781322:7,0.00426013:2,0.149961:7,0.0397546:2,0.495815:7,0.0296067:2,0.0664436:7,0.000895726:3,0.3181:10,0.0772289:4,0.580033:10,0.050852:4,0.0932477}	{4,0.185014:10,0.025846:4,0.21411:10,0.120497:4,0.0817884}	{4,0}	((n3:{4,7.99868:10,0.0172594:3,0.0540544:10,0.12085:4,0.312465:10,0.127585:4,0.195589},(n0:{1,0.185043:5,0.0125037:1,0.0168958:5,0.00300752:1,0.322566:5,0.00104206:2,0.00385404:5,0.0125847:1,0.117058:5,0.11633:1,0.56808},n1:{2,0.184466:5,0.032956:1,0.254974:5,0.0634579:1,0.0687837:5,0.0375125:2,0.0899758:5,0.0843161:1,0.00522419:5,0.0325023:2,0.0330801:5,0.00152317:1,0.17277:5,0.0149722:1,0.0436817:5,0.00265884:1,0.236111}):{1,0.0923792:5,0.0148607:2,0.0732661:5,0.0296855:2,0.104437:5,0.0156168:1,0.16409:5,0.0110066:2,1.09685:7,0.0889816:2,0.367314:7,0.176196:3,0.137531:7,0.0190981:3,0.230712:7,0.0390105:3,0.151656:7,0.0777292:3,0.115978:7,0.014574:3,0.0584718:7,0.0683864:2,0.0120902:7,0.0116785:2,0.172982:7,0.0285447:2,0.0316813:7,0.0867016:3,0.40172:7,0.0939462:3,0.468452:7,0.0137335:2,0.0261187:7,0.0586329:3,0.0764497:7,0.0538704:3,0.0133382:7,0.0267849:2,0.0517127:7,0.00372117:3,0.781322:7,0.00426013:2,0.149961:7,0.0397546:2,0.495815:7,0.0296067:2,0.0664436:7,0.000895726:3,0.3181:10,0.0772289:4,0.580033:10,0.050852:4,0.0932477}):{4,0.185014:10,0.025846:4,0.21411:10,0.120497:4,0.0817884},n2:{3,2.07006:7,0.0201377:2,0.182869:7,0.0463357:3,0.0526964:7,0.0588611:2,0.00586325:7,0.0400183:3,0.26239:7,0.0102221:3,0.157616:7,0.0625672:3,0.244556:7,0.0296996:2,0.0405031:7,0.0262915:3,0.250128:7,0.00732441:2,0.129038:7,0.059118:2,0.0821513:7,0.0153558:3,0.789755:7,0.0838866:2,0.221204:7,0.244072:3,0.153822:7,0.147649:2,0.0383634:7,0.132888:2,0.0946902:7,0.0583229:3,0.121828:7,0.0376599:2,0.457091:7,0.105121:3,0.514695:7,0.0995385:2,0.139162:7,0.106135:2,0.139173:7,0.0240621:3,0.566356:10,0.00688088:3,0.00866112:10,0.0245337:3,0.191994:10,0.0187728:4,0.00485876:10,0.0100019:4,0.0807973:10,0.0800142:4,0.129057:10,0.0517714:4,0.2952:10,0.03891:4,0.383002});
4200	{2,0.237932:5,0.027685:2,0.342869:5,0.00821129:2,0.211696:5,0.00525781:1,0.175633:5,0.00228582:1,0.138919:5,0.00992162:1,0.0476155:5,0.0131749:2,0.294626:5,0.00661979:1,0.0842447:5,0.00497764:2,0.176469:5,0.0108761:2,0.0950042}	{1,0.434803:5,0.0020905:1,0.00644605:5,0.0187307:1,0.00566584:5,0.00387366:1,0.0609978:5,0.0026541:2,0.505546:5,0.00268905:2,0.100709:5,0.00532387:1,0.0636791:5,0.0195671:1,0.135864:5,0.00530286:2,0.0509354:5,0.00732099:1,0.0551616:5,0.00397696:2,0.275075:5,0.00247496:2,0.104353:7,0.00727238:2,0.013503}	{3,1.85789:0,6.08678:3,0.30421}	{4,1.85789:0,6.10755:4,0.0458852:10,0.00840001:3,0.22916}	{0,6.0731:3,0.191011:10,0.00849058:3,0.0354464:10,0.000876593:4,0.229378:10,0.0163127:4,0.119686:10,0.0415119:4,0.11732:10,0.000267865:3,0.0713459:10,0.00523195:3,0.174562:10,0.000361831:4,0.207804}	{3,0.09647:10,0.00104314:4,0.287262:10,0.00329718:4,0.0922619:10,0.00491703:4,0.227265:10,0.00468054:3,0.1036:10,0.00554708:4,0.0732148:10,0.0205254:4,0.017757}	{4,0}	((n0:{1,0.434803:5,0.0020905:1,0.00644605:5,0.0187307:1,0.00566584:5,0.00387366:1,0.0609978:5,0.0026541:2,0.505546:5,0.00268905:2,0.100709:5,0.00532387:1,0.0636791:5,0.0195671:1,0.135864:5,0.00530286:2,0.0509354:5,0.00732099:1,0.0551616:5,0.00397696:2,0.275075:5,0.00247496:2,0.104353:7,0.00727238:2,0.013503},n1:{2,0.237932:5,0.027685:2,0.342869:5,0.00821129:2,0.211696:5,0.00525781:1,0.175633:5,0.00228582:1,0.138919:5,0.00992162:1,0.0476155:5,0.0131749:2,0.294626:5,0.00661979:1,0.0842447:5,0.00497764:2,0.176469:5,0.0108761:2,0.0950042}):{0,6.0731:3,0.191011:10,0.00849058:3,0.0354464:10,0.000876593:4,0.229378:10,0.0163127:4,0.119686:10,0.0415119:4,0.11732:10,0.000267865:3,0.0713459:10,0.00523195:3,0.174562:10,0.000361831:4,0.207804},(n2:{3,1.85789:0,6.08678:3,0.30421},n3:{4,1.85789:0,6.10755:4,0.0458852:10,0.00840001:3,0.22916}):{3,0.09647:10,0.00104314:4,0.287262:10,0.00329718:4,0.0922619:10,0.00491703:4,0.227265:10,0.00468054:3,0.1036:10,0.00554708:4,0.0732148:10,0.0205254:4,0.017757});
4300	{2,0.0101685:5,0.0117473:2,0.0361743:5,0.0132725:1,0.645021:5,0.0145812:1,0.262727:5,0.0235254:1,0.304318:5,0.0214113:2,0.371695}	{1,0.488851:5,0.00140818:1,0.208256:5,0.0388854:2,0.434456:5,0.0188275:2,0.523957}	{3,2.13731:0,5.61746:3,0.0143321}	{4,2.13731:0,5.94794:4,0.596732:10,0.0239695:4,1.51835}	{2,0.422668:0,5.63049:3,0.00130802}	{3,0.963197:10,0.0483057:4,0.144513:10,0.0235644:4,1.27562}	{4,0}	(((n1:{2,0.0101685:5,0.0117473:2,0.0361743:5,0.0132725:1,0.645021:5,0.0145812:1,0.262727:5,0.0235254:1,0.304318:5,0.0214113:2,0.371695},n0:{1,0.488851:5,0.00140818:1,0.208256:5,0.0388854:2,0.434456:5,0.0188275:2,0.523957}):{2,0.422668:0,5.63049:3,0.00130802},n2:{3,2.13731:0,5.61746:3,0.0143321}):{3,0.963197:10,0.0483057:4,0.144513:10,0.0235644:4,1.27562},n3:{4,2.13731:0,5.94794:4,0.596732:10,0.0239695:4,1.51835});
4400	{2,0.210972:5,0.0422891:2,1.26118}	{1,0.0518632:5,0.0171252:1,0.12091:5,0.111072:2,0.834355:5,0.0304226:1,0.0483718:5,0.0066275:2,0.29369}	{3,2.24306:7,0.00747539:3,0.739135:7,0.0127702:2,0.571746:7,0.0270296:3,0.57975:7,0.0144743:3,0.820689:7,0.100063:2,1.0234:7,0.0517081:3,1.01977:7,0.0181132:3,0.143083:7,0.0459771:3,0.231889:7,0.0408424:3,0.484935}	{4,8.41345:10,0.0199921:3,0.152927:10,0.0231762:4,0.00658934:10,0.000828209:3,0.619495:10,0.0252196:4,0.763384}	{2,0.00401315:5,0.00861386:1,0.233118:5,0.0188109:2,0.467864:7,0.0323134:3,0.237933:7,0.0610596:2,0.771372:7,0.000983931:3,0.548944:7,0.00772385:3,0.25348:7,0.0180363:2,0.0556956:7,0.000276697:2,0.45029:7,0.00164299:3,0.0878:7,0.00718272:3,0.643542:7,0.0217322:2,0.212131:7,0.0106603:3,0.748451:7,0.0161011:3,0.439891:7,2.14763e-05:3,0.108245:7,0.0119689:2,0.0749523:7,0.00265151:2,0.806942:7,0.001058:3,0.295974}	{3,0.706962:10,0.0107376:3,0.00535608:10,0.0591183:4,0.375096:10,0.0198669:4,0.26012:10,0.0813819:4,0.330514}	{4,0}	(((n0:{1,0.0518632:5,0.0171252:1,0.12091:5,0.111072:2,0.834355:5,0.0304226:1,0.0483718:5,0.0066275:2,0.29369},n1:{2,0.210972:5,0.0422891:2,1.26118}):{2,0.00401315:5,0.00861386:1,0.233118:5,0.0188109:2,0.467864:7,0.0323134:3,0.237933:7,0.0610596:2,0.771372:7,0.000983931:3,0.548944:7,0.00772385:3,0.25348:7,0.0180363:2,0.0556956:7,0.000276697:2,0.45029:7,0.00164299:3,0.0878:7,0.00718272:3,0.643542:7,0.0217322:2,0.212131:7,0.0106603:3,0.748451:7,0.0161011:3,0.439891:7,2.14763e-05:3,0.108245:7,0.0119689:2,0.0749523:7,0.00265151:2,0.806942:7,0.001058:3,0.295974},n2:{3,2.24306:7,0.00747539:3,0.739135:7,0.0127702:2,0.571746:7,0.0270296:3,0.57975:7,0.0144743:3,0.820689:7,0.100063:2,1.0234:7,0.0517081:3,1.01977:7,0.0181132:3,0.143083:7,0.0459771:3,0.231889:7,0.0408424:3,0.484935}):{3,0.706962:10,0.0107376:3,0.00535608:10,0.0591183:4,0.375096:10,0.0198669:4,0.26012:10,0.0813819:4,0.330514},n3:{4,8.41345:10,0.0199921:3,0.152927:10,0.0231762:4,0.00658934:10,0.000828209:3,0.619495:10,0.0252196:4,0.763384});
4500	{2,0.656717:5,0.0299371:2,0.0689452:5,0.0241504:2,0.144132:5,0.00122557:2,0.0147806:5,0.00880565:1,0.182414:5,0.029346:2,0.273708}	{1,0.336912:5,0.00236723:1,0.0417458:5,0.00576108:2,0.0916847:5,0.00452256:1,0.150888:5,0.0268795:2,0.23117:5,0.0916188:2,0.274837:5,0.0318799:1,0.0786303:5,9.19917e-05:2,0.0651713}	{3,2.10956:7,0.0178957:3,0.281225:7,0.0118234:2,0.15039:7,0.0343905:3,0.236997:7,0.00230982:3,0.840181:7,0.00741501:3,0.0371001:7,0.0253309:3,0.50079:7,0.0290647:3,0.501797:7,0.0210995:3,0.528276:7,0.00203583:2,0.350298:7,0.0375394:2,0.250102:7,0.00546024:3,0.123546:7,0.00775194:3,0.199044:7,0.00481727:2,0.471395:7,0.093744:2,0.176744}	{4,8.68879:10,0.0318631:4,0.164179:10,0.0332405:4,0.774527}	{2,0.826854:7,0.0876322:3,0.505853:7,0.00658452:3,0.251855:7,0.000934095:3,0.0727238:7,0.0338455:2,0.273662:7,0.0621815:2,0.0987516:7,0.0512626:3,1.11591:7,0.0100904:3,0.546659:7,0.000383589:3,0.555997:7,0.0129695:3,0.777402:7,0.0561554:2,0.276259}	{2,0.0128574:7,0.00680891:3,0.0469758:7,0.0453658:2,0.478717:7,0.0189504:2,0.225987:7,0.00487147:3,0.0772406:7,0.0586621:3,0.511939:10,0.000588238:4,0.354714:10,0.00730659:3,0.191062:10,0.0274313:3,0.0951666:10,0.00626117:4,0.463563}	{4,0}	(((n1:{2,0.656717:5,0.0299371:2,0.0689452:5,0.0241504:2,0.144132:5,0.00122557:2,0.0147806:5,0.00880565:1,0.182414:5,0.029346:2,0.273708},n0:{1,0.336912:5,0.00236723:1,0.0417458:5,0.00576108:2,0.0916847:5,0.00452256:1,0.150888:5,0.0268795:2,0.23117:5,0.0916188:2,0.274837:5,0.0318799:1,0.0786303:5,9.19917e-05:2,0.0651713}):{2,0.826854:7,0.0876322:3,0.505853:7,0.00658452:3,0.251855:7,0.000934095:3,0.0727238:7,0.0338455:2,0.273662:7,0.0621815:2,0.0987516:7,0.0512626:3,1.11591:7,0.0100904:3,0.546659:7,0.000383589:3,0.555997:7,0.0129695:3,0.777402:7,0.0561554:2,0.276259},n2:{3,2.10956:7,0.0178957:3,0.281225:7,0.0118234:2,0.15039:7,0.0343905:3,0.236997:7,0.00230982:3,0.840181:7,0.00741501:3,0.0371001:7,0.0253309:3,0.50079:7,0.0290647:3,0.501797:7,0.0210995:3,0.528276:7,0.00203583:2,0.350298:7,0.0375394:2,0.250102:7,0.00546024:3,0.123546:7,0.00775194:3,0.199044:7,0.00481727:2,0.471395:7,0.093744:2,0.176744}):{2,0.0128574:7,0.00680891:3,0.0469758:7,0.0453658:2,0.478717:7,0.0189504:2,0.225987:7,0.00487147:3,0.0772406:7,0.0586621:3,0.511939:10,0.000588238:4,0.354714:10,0.00730659:3,0.191062:10,0.0274313:3,0.0951666:10,0.00626117:4,0.463563},n3:{4,8.68879:10,0.0318631:4,0.164179:10,0.0332405:4,0.774527});
4600	{2,0.648952:5,0.00205128:2,1.09512}	{1,1.69362:5,0.0112357:2,0.0412721}	{3,7.12831}	{4,10.3561}	{2,0.840534:7,0.0951822:3,0.0270115:7,0.0114515:3,0.0617123:7,0.0225243:3,3.07291:7,0.0870264:3,0.780444:7,0.0825178:3,0.300871}	{3,1.74564:10,0.0323688:4,1.44983}	{4,0}	(((n1:{2,0.648952:5,0.00205128:2,1.09512},n0:{1,1.69362:5,0.0112357:2,0.0412721}):{2,0.840534:7,0.0951822:3,0.0270115:7,0.0114515:3,0.0617123:7,0.0225243:3,3.07291:7,0.0870264:3,0.780444:7,0.0825178:3,0.300871},n2:{3,7.12831}):{3,1.74564:10,0.0323688:4,1.44983},n3:{4,10.3561});
