Iteration	1	2	3	4	5	6	7	simmap
1000	{2,0.0829196:5,0.00782938:2,0.54411:5,0.0611311:2,1.0301:5,0.00554549:2,1.18239:7,0.0178974:2,0.498752}	{1,0.0330244:5,0.105232:2,0.0058369:5,0.0372868:2,0.195199:5,0.00618185:2,0.236015:5,0.0303826:1,0.267648:5,0.0311296:1,0.227267:5,0.0566614:1,0.197961:5,0.0586761:1,0.000129986:5,0.0213206:2,0.592224:7,0.00836963:2,0.260282:7,0.286676:2,0.507018:7,0.0442958:2,0.204816:7,0.00954164:2,0.00749455}	{3,1.99326:7,0.042076:3,0.16051:7,0.0212714:3,0.383065:7,0.00619283:2,0.056149:7,0.0545634:3,0.682672:7,0.0264765:3,0.0674741:7,0.00930415:3,0.0145416:7,0.000111359:2,0.16973:7,0.0214229:3,1.3897:7,0.0223581:2,0.488655:7,0.0814013:2,0.259626:7,0.0605746:2,0.271489:7,0.0177075:2,0.0480085:7,0.0142834:2,0.134559:7,0.0124974:3,0.669087:7,0.0266409:3,1.15399}	{4,9.1183:10,0.106136:4,0.986407}	{2,0.418392:7,0.0537678:3,0.943207:7,0.0556225:3,0.385279:7,0.0183957:3,0.410306:7,0.0503265:2,0.308771:7,0.0188003:3,0.00676127:7,0.0692334:2,0.245464:7,0.0404495:2,0.155307:7,0.0126266:2,0.748061:7,0.0507981:3,0.100703:7,0.00896321:3,0.0763446:7,0.113783:3,0.0672682:7,0.00411096:3,0.312613:10,0.00243834:3,0.0638935:10,0.00546217:3,0.181571}	{3,0.66793:10,0.0297995:3,0.371376:10,0.0163045:4,0.0496494:10,0.0938189:4,0.101025:10,0.0408928:4,0.00729265:10,0.00337452:4,0.469985}	{4,0}	(((n0:{1,0.0330244:5,0.105232:2,0.0058369:5,0.0372868:2,0.195199:5,0.00618185:2,0.236015:5,0.0303826:1,0.267648:5,0.0311296:1,0.227267:5,0.0566614:1,0.197961:5,0.0586761:1,0.000129986:5,0.0213206:2,0.592224:7,0.00836963:2,0.260282:7,0.286676:2,0.507018:7,0.0442958:2,0.204816:7,0.00954164:2,0.00749455},n1:{2,0.0829196:5,0.00782938:2,0.54411:5,0.0611311:2,1.0301:5,0.00554549:2,1.18239:7,0.0178974:2,0.498752}):{2,0.418392:7,0.0537678:3,0.943207:7,0.0556225:3,0.385279:7,0.0183957:3,0.410306:7,0.0503265:2,0.308771:7,0.0188003:3,0.00676127:7,0.0692334:2,0.245464:7,0.0404495:2,0.155307:7,0.0126266:2,0.748061:7,0.0507981:3,0.100703:7,0.00896321:3,0.0763446:7,0.113783:3,0.0672682:7,0.00411096:3,0.312613:10,0.00243834:3,0.0638935:10,0.00546217:3,0.181571},n2:{3,1.99326:7,0.042076:3,0.16051:7,0.0212714:3,0.383065:7,0.00619283:2,0.056149:7,0.0545634:3,0.682672:7,0.0264765:3,0.0674741:7,0.00930415:3,0.0145416:7,0.000111359:2,0.16973:7,0.0214229:3,1.3897:7,0.0223581:2,0.488655:7,0.0814013:2,0.259626:7,0.0605746:2,0.271489:7,0.0177075:2,0.0480085:7,0.0142834:2,0.134559:7,0.0124974:3,0.669087:7,0.0266409:3,1.15399}):{3,0.66793:10,0.0297995:3,0.371376:10,0.0163045:4,0.0496494:10,0.0938189:4,0.101025:10,0.0408928:4,0.00729265:10,0.00337452:4,0.469985},n3:{4,9.1183:10,0.106136:4,0.986407});
1100	{2,0.7955:5,0.0127596:2,0.101968:5,0.0314914:1,0.611992:5,0.0118684:1,0.0638326:5,0.0598829:2,0.152877:5,0.003247:2,0.557861:7,0.0737003:2,0.274531:7,0.00825818:3,0.884936:7,0.00783029:3,0.7846:7,0.00418241:3,0.000496657}	{1,0.0338633:5,0.00119529:2,0.225232:5,0.0123078:2,0.347125:5,0.0410393:2,0.0170563:5,0.00930236:2,0.137136:5,0.00386799:1,0.377895:5,0.0195728:1,0.421041:5,0.0128516:2,0.741551:7,0.037934:3,0.0927274:7,0.0124603:2,0.0029319:7,0.0637736:3,0.418969:7,0.0328612:3,0.53892:7,0.00355747:3,0.182734:7,0.0379684:3,0.0905182:7,0.00765999:2,0.308408:7,0.0312173:3,0.0581359:7,0.00011863:3,0.119883}	{3,2.0417:7,0.0002474:2,0.612793:7,0.0317894:2,0.300202:7,0.053592:3,0.394469:7,0.0456049:3,0.32678:7,0.0257839:2,0.254484:7,0.016008:2,1.17053:7,0.0210522:3,0.668444:7,0.0159269:2,0.0621032:7,0.00218207:3,0.659203:7,0.0274903:3,0.469615:7,0.00957797:3,0.189843}	{4,8.43043}	{3,0.177479:7,0.0282407:2,0.181287:7,0.0693733:2,0.0456788:7,0.00158567:2,0.824372:7,0.00990313:3,0.10025:7,0.0166545:2,0.0937593:7,0.00956617:3,0.146771:7,0.0392246:2,0.881792:7,0.0122028:3,0.152405:7,0.0119486:3,0.155108}	{3,0.00360006:7,0.00971062:3,0.000601321:7,0.0100637:3,0.548884:10,0.033771:4,0.135407:10,0.00937041:3,0.0331775:10,0.0168984:4,0.229533}	{4,0}	(((n0:{1,0.0338633:5,0.00119529:2,0.225232:5,0.0123078:2,0.347125:5,0.0410393:2,0.0170563:5,0.00930236:2,0.137136:5,0.00386799:1,0.377895:5,0.0195728:1,0.421041:5,0.0128516:2,0.741551:7,0.037934:3,0.0927274:7,0.0124603:2,0.0029319:7,0.0637736:3,0.418969:7,0.0328612:3,0.53892:7,0.00355747:3,0.182734:7,0.0379684:3,0.0905182:7,0.00765999:2,0.308408:7,0.0312173:3,0.0581359:7,0.00011863:3,0.119883},n1:{2,0.7955:5,0.0127596:2,0.101968:5,0.0314914:1,0.611992:5,0.0118684:1,0.0638326:5,0.0598829:2,0.152877:5,0.003247:2,0.557861:7,0.0737003:2,0.274531:7,0.00825818:3,0.884936:7,0.00783029:3,0.7846:7,0.00418241:3,0.000496657}):{3,0.177479:7,0.0282407:2,0.181287:7,0.0693733:2,0.0456788:7,0.00158567:2,0.824372:7,0.00990313:3,0.10025:7,0.0166545:2,0.0937593:7,0.00956617:3,0.146771:7,0.0392246:2,0.881792:7,0.0122028:3,0.152405:7,0.0119486:3,0.155108},n2:{3,2.0417:7,0.0002474:2,0.612793:7,0.0317894:2,0.300202:7,0.053592:3,0.394469:7,0.0456049:3,0.32678:7,0.0257839:2,0.254484:7,0.016008:2,1.17053:7,0.0210522:3,0.668444:7,0.0159269:2,0.0621032:7,0.00218207:3,0.659203:7,0.0274903:3,0.469615:7,0.00957797:3,0.189843}):{3,0.00360006:7,0.00971062:3,0.000601321:7,0.0100637:3,0.548884:10,0.033771:4,0.135407:10,0.00937041:3,0.0331775:10,0.0168984:4,0.229533},n3:{4,8.43043});
1200	{2,1.69756:5,0.00657617:2,0.490081:7,0.0825027:3,1.97777:7,0.189049:3,0.62306}	{1,1.83125:5,0.00837703:2,2.02425:7,0.195421:3,1.0073}	{3,3.51227:7,0.127498:3,1.07079:7,0.14603:3,0.0221364:7,0.0360242:3,1.38275:7,0.0323191:3,2.01107}	{4,8.65337}	{3,3.27428}	{3,0.0520685:10,0.0569942:4,0.20343}	{4,0}	(((n1:{2,1.69756:5,0.00657617:2,0.490081:7,0.0825027:3,1.97777:7,0.189049:3,0.62306},n0:{1,1.83125:5,0.00837703:2,2.02425:7,0.195421:3,1.0073}):{3,3.27428},n2:{3,3.51227:7,0.127498:3,1.07079:7,0.14603:3,0.0221364:7,0.0360242:3,1.38275:7,0.0323191:3,2.01107}):{3,0.0520685:10,0.0569942:4,0.20343},n3:{4,8.65337});
1300	{2,0.148579:5,0.00761142:2,0.00322818:5,0.0656107:2,0.0461667:5,0.000292676:2,1.70146:0,4.12858:2,0.00733105}	{1,0.0482811:5,0.0277648:2,0.0189154:5,0.0143913:1,0.0457268:5,0.023424:1,0.394773:5,0.0294636:2,0.832121:5,0.00826918:2,0.213023:5,0.00790057:2,0.140871:5,0.00694288:2,0.161081:0,4.13278:2,0.00312839}	{3,1.97295:0,5.86523:3,0.107263:10,0.0085055:3,0.0303495:10,0.00121219:4,0.407398}	{4,1.97295:0,5.86864:4,0.551316}	{2,0.0407095:7,0.000871707:3,0.401976:7,0.0115469:2,0.946776:7,0.00327761:2,0.0479094:7,0.00998777:3,0.362367:10,0.00707148:4,2.31016}	{4,0.23086:10,0.000607534:3,0.301676:10,0.00368104:4,0.888152:10,0.0114409:4,0.422194}	{4,0}	((n3:{4,1.97295:0,5.86864:4,0.551316},n2:{3,1.97295:0,5.86523:3,0.107263:10,0.0085055:3,0.0303495:10,0.00121219:4,0.407398}):{4,0.23086:10,0.000607534:3,0.301676:10,0.00368104:4,0.888152:10,0.0114409:4,0.422194},(n0:{1,0.0482811:5,0.0277648:2,0.0189154:5,0.0143913:1,0.0457268:5,0.023424:1,0.394773:5,0.0294636:2,0.832121:5,0.00826918:2,0.213023:5,0.00790057:2,0.140871:5,0.00694288:2,0.161081:0,4.13278:2,0.00312839},n1:{2,0.148579:5,0.00761142:2,0.00322818:5,0.0656107:2,0.0461667:5,0.000292676:2,1.70146:0,4.12858:2,0.00733105}):{2,0.0407095:7,0.000871707:3,0.401976:7,0.0115469:2,0.946776:7,0.00327761:2,0.0479094:7,0.00998777:3,0.362367:10,0.00707148:4,2.31016});
1400	{2,0.234969:5,0.00860778:1,0.315697:5,0.0508023:1,0.397648:5,0.0192605:2,0.245132:5,0.0611394:1,0.330784:5,0.00280208:2,0.202963:5,0.0240906:2,0.0108932:5,0.0263332:2,0.342771:7,0.0468129:3,0.342134:7,0.0819635:3,0.419021:7,0.123727:3,0.383276:7,0.0171787:2,0.0784817:7,0.000842683:2,0.110048:7,0.0141676:2,0.115769:7,0.0818393:3,0.17744:7,0.0376337:2,0.281309:7,0.120039:3,0.0048574:7,0.0171258:3,0.0660271:7,0.0404684:2,0.297393:7,0.0500695:2,0.386791:7,0.0725395:2,0.257284:7,0.0448562:2,0.238267}	{1,0.476553:5,0.0807581:2,0.142216:5,0.0246195:2,0.0917503:5,0.0041658:2,1.14265:7,0.0979122:2,1.0315:7,0.0147535:3,0.221405:7,0.0347604:3,0.392315:7,0.0765011:2,0.411421:7,0.124215:2,0.0726782:7,0.0261119:3,0.344286:7,0.00656668:3,0.846443:7,0.0475017:3,0.13783:7,0.0272816:2,0.305058}	{3,2.16466:7,0.0157833:3,0.473052:7,0.0160823:3,0.369508:7,0.0395904:3,0.269767:7,0.00165214:3,0.126302:7,0.048885:3,0.477366:7,0.00412729:2,0.211602:7,0.089226:3,0.153374:7,0.00121513:2,0.31412:7,0.113949:2,0.427957:7,0.0090942:2,0.151325:7,0.00907047:2,0.0931695:7,0.0263547:3,0.311671:7,0.0351406:3,0.316117:7,0.0229606:2,0.180426:7,0.000592136:3,1.83164:10,0.00280514:3,0.232412:10,0.0514888:4,0.0174253:10,0.00304351:3,0.0412169:10,0.0242146:4,0.0590442:10,0.0113251:4,0.0799067:10,0.0172923:4,0.356505}	{4,9.20245}	{2,0.529827:7,0.0407362:2,1.2673:7,0.00868365:3,1.24946:10,0.0968907:4,0.127042:10,0.0456135:4,0.353914}	{4,0.0469022:10,0.00724813:4,0.0810296:10,0.0275447:4,0.535551}	{4,0}	((n3:{4,9.20245},n2:{3,2.16466:7,0.0157833:3,0.473052:7,0.0160823:3,0.369508:7,0.0395904:3,0.269767:7,0.00165214:3,0.126302:7,0.048885:3,0.477366:7,0.00412729:2,0.211602:7,0.089226:3,0.153374:7,0.00121513:2,0.31412:7,0.113949:2,0.427957:7,0.0090942:2,0.151325:7,0.00907047:2,0.0931695:7,0.0263547:3,0.311671:7,0.0351406:3,0.316117:7,0.0229606:2,0.180426:7,0.000592136:3,1.83164:10,0.00280514:3,0.232412:10,0.0514888:4,0.0174253:10,0.00304351:3,0.0412169:10,0.0242146:4,0.0590442:10,0.0113251:4,0.0799067:10,0.0172923:4,0.356505}):{4,0.0469022:10,0.00724813:4,0.0810296:10,0.0275447:4,0.535551},(n1:{2,0.234969:5,0.00860778:1,0.315697:5,0.0508023:1,0.397648:5,0.0192605:2,0.245132:5,0.0611394:1,0.330784:5,0.00280208:2,0.202963:5,0.0240906:2,0.0108932:5,0.0263332:2,0.342771:7,0.0468129:3,0.342134:7,0.0819635:3,0.419021:7,0.123727:3,0.383276:7,0.0171787:2,0.0784817:7,0.000842683:2,0.110048:7,0.0141676:2,0.115769:7,0.0818393:3,0.17744:7,0.0376337:2,0.281309:7,0.120039:3,0.0048574:7,0.0171258:3,0.0660271:7,0.0404684:2,0.297393:7,0.0500695:2,0.386791:7,0.0725395:2,0.257284:7,0.0448562:2,0.238267},n0:{1,0.476553:5,0.0807581:2,0.142216:5,0.0246195:2,0.0917503:5,0.0041658:2,1.14265:7,0.0979122:2,1.0315:7,0.0147535:3,0.221405:7,0.0347604:3,0.392315:7,0.0765011:2,0.411421:7,0.124215:2,0.0726782:7,0.0261119:3,0.344286:7,0.00656668:3,0.846443:7,0.0475017:3,0.13783:7,0.0272816:2,0.305058}):{2,0.529827:7,0.0407362:2,1.2673:7,0.00868365:3,1.24946:10,0.0968907:4,0.127042:10,0.0456135:4,0.353914});
1500	{2,0.56166:5,0.0260835:1,0.822195:5,0.0202226:2,0.331604:5,0.00246965:2,0.134914:5,0.00862021:2,2.45249:7,0.00663529:3,0.779371}	{1,0.0458756:5,0.0341245:1,0.868553:5,0.0289993:2,1.12944:7,0.0301782:3,0.221785:7,0.00619036:3,0.0664516:7,0.000542186:3,0.0485699:7,0.0285615:3,0.00529728:7,0.00401105:3,0.107648:7,0.0297322:2,0.0164555:7,0.0064014:3,0.219195:7,0.00957507:2,1.03732:7,0.0722672:2,0.282377:7,0.0321253:2,0.333055:7,0.0250837:3,0.0718495:7,0.0193493:3,0.180081:7,0.030083:3,0.155081}	{3,2.17757:7,0.0115144:2,0.72498:7,0.0230165:3,0.362637:7,0.00317244:2,0.251958:7,0.0170529:3,0.261898:7,0.0154141:2,0.120024:7,0.0208285:3,0.278644:7,0.00699271:3,0.127524:7,0.032728:2,0.982132:7,0.012139:2,0.290998:7,0.0791752:3,0.258216:7,0.0315287:3,0.778825:7,0.00310585:3,1.6487}	{4,8.24831:10,0.100563:3,0.171908}	{3,0.600617:7,0.00096739:2,0.990692:7,0.0145037:2,0.692653:7,0.0139557:3,0.245466:7,0.0018445:2,0.0354873:7,0.0313117:3,0.267666:10,0.00561276:4,0.00464106:10,0.0254469:3,0.849547:10,0.014574:3,0.164709:10,0.0455385:4,0.230888}	{3,0.759116:10,0.00733425:4,0.095153}	{4,0}	((n2:{3,2.17757:7,0.0115144:2,0.72498:7,0.0230165:3,0.362637:7,0.00317244:2,0.251958:7,0.0170529:3,0.261898:7,0.0154141:2,0.120024:7,0.0208285:3,0.278644:7,0.00699271:3,0.127524:7,0.032728:2,0.982132:7,0.012139:2,0.290998:7,0.0791752:3,0.258216:7,0.0315287:3,0.778825:7,0.00310585:3,1.6487},n3:{4,8.24831:10,0.100563:3,0.171908}):{3,0.759116:10,0.00733425:4,0.095153},(n0:{1,0.0458756:5,0.0341245:1,0.868553:5,0.0289993:2,1.12944:7,0.0301782:3,0.221785:7,0.00619036:3,0.0664516:7,0.000542186:3,0.0485699:7,0.0285615:3,0.00529728:7,0.00401105:3,0.107648:7,0.0297322:2,0.0164555:7,0.0064014:3,0.219195:7,0.00957507:2,1.03732:7,0.0722672:2,0.282377:7,0.0321253:2,0.333055:7,0.0250837:3,0.0718495:7,0.0193493:3,0.180081:7,0.030083:3,0.155081},n1:{2,0.56166:5,0.0260835:1,0.822195:5,0.0202226:2,0.331604:5,0.00246965:2,0.134914:5,0.00862021:2,2.45249:7,0.00663529:3,0.779371}):{3,0.600617:7,0.00096739:2,0.990692:7,0.0145037:2,0.692653:7,0.0139557:3,0.245466:7,0.0018445:2,0.0354873:7,0.0313117:3,0.267666:10,0.00561276:4,0.00464106:10,0.0254469:3,0.849547:10,0.014574:3,0.164709:10,0.0455385:4,0.230888});
1600	{2,0.116186:5,0.0143395:2,0.228366:5,0.00185181:2,0.952664:5,0.00986024:2,1.03303:7,0.16437:2,0.842761}	{1,0.830751:5,0.0804525:1,0.319133:5,0.0269849:2,0.970336:7,0.0976674:2,0.358094:7,0.0543662:2,0.499705:7,0.00855029:2,0.117392}	{3,2.13686:7,0.00266547:3,0.450653:7,0.000771769:2,0.179035:7,0.0392012:3,0.482638:7,0.0884586:3,1.03459:7,0.0592647:3,0.114917:7,0.0114573:3,0.725186:7,0.0405424:3,0.146202:7,0.0453094:3,0.279929:7,0.0606598:3,2.26055:10,0.00441842:4,0.264893:10,0.00802526:4,0.325775:10,0.0393679:4,0.148412}	{4,8.94979}	{2,0.39638:7,0.0295586:3,0.0296493:7,0.0317484:3,1.23824:7,0.06028:3,0.693876:7,0.059177:3,2.62184:10,0.035285:4,0.769137}	{4,0.378817}	{4,0}	((n3:{4,8.94979},n2:{3,2.13686:7,0.00266547:3,0.450653:7,0.000771769:2,0.179035:7,0.0392012:3,0.482638:7,0.0884586:3,1.03459:7,0.0592647:3,0.114917:7,0.0114573:3,0.725186:7,0.0405424:3,0.146202:7,0.0453094:3,0.279929:7,0.0606598:3,2.26055:10,0.00441842:4,0.264893:10,0.00802526:4,0.325775:10,0.0393679:4,0.148412}):{4,0.378817},(n0:{1,0.830751:5,0.0804525:1,0.319133:5,0.0269849:2,0.970336:7,0.0976674:2,0.358094:7,0.0543662:2,0.499705:7,0.00855029:2,0.117392},n1:{2,0.116186:5,0.0143395:2,0.228366:5,0.00185181:2,0.952664:5,0.00986024:2,1.03303:7,0.16437:2,0.842761}):{2,0.39638:7,0.0295586:3,0.0296493:7,0.0317484:3,1.23824:7,0.06028:3,0.693876:7,0.059177:3,2.62184:10,0.035285:4,0.769137});
1700	{2,1.63658:5,0.100962:2,1.70592}	{1,1.37495:5,0.0716484:2,1.99686}	{3,3.16968:7,0.0484198:2,0.0934422:7,0.0421427:2,0.387453:7,0.0292798:3,3.93482:10,0.186563:4,0.201971}	{4,8.09377}	{2,2.62506:7,0.386005:3,0.735747:7,0.00770437:3,1.06676:10,0.0527875:4,1.80596}	{4,0.105103:10,0.115045:3,1.13659:10,0.213253:4,0.459728}	{4,0}	((n2:{3,3.16968:7,0.0484198:2,0.0934422:7,0.0421427:2,0.387453:7,0.0292798:3,3.93482:10,0.186563:4,0.201971},n3:{4,8.09377}):{4,0.105103:10,0.115045:3,1.13659:10,0.213253:4,0.459728},(n0:{1,1.37495:5,0.0716484:2,1.99686},n1:{2,1.63658:5,0.100962:2,1.70592}):{2,2.62506:7,0.386005:3,0.735747:7,0.00770437:3,1.06676:10,0.0527875:4,1.80596});
1800	{2,0.478738:5,0.0108091:2,2.52459}	{1,0.998573:5,0.0379989:1,0.756225:5,0.02777:2,1.04105:7,0.00426455:2,0.148248}	{3,2.6346:7,0.00586238:2,1.25462:7,0.0129826:3,1.37454:7,0.0105415:3,1.20779:7,0.00180593:3,0.147125:7,0.0123629:3,1.77181:10,0.00200864:4,0.581486}	{4,9.42605}	{2,0.199411:7,0.00422612:2,0.185305:7,0.00461127:2,0.797094:7,0.00116135:3,1.90177:7,0.00851468:3,1.22847:7,0.00790248:3,0.98564:10,0.00340187:4,0.675903}	{4,0.408511}	{4,0}	(((n0:{1,0.998573:5,0.0379989:1,0.756225:5,0.02777:2,1.04105:7,0.00426455:2,0.148248},n1:{2,0.478738:5,0.0108091:2,2.52459}):{2,0.199411:7,0.00422612:2,0.185305:7,0.00461127:2,0.797094:7,0.00116135:3,1.90177:7,0.00851468:3,1.22847:7,0.00790248:3,0.98564:10,0.00340187:4,0.675903},n2:{3,2.6346:7,0.00586238:2,1.25462:7,0.0129826:3,1.37454:7,0.0105415:3,1.20779:7,0.00180593:3,0.147125:7,0.0123629:3,1.77181:10,0.00200864:4,0.581486}):{4,0.408511},n3:{4,9.42605});
1900	{2,0.706997:5,0.269736:1,0.725278:5,0.000723418:2,0.623129}	{1,1.33058:5,0.0226453:1,0.397738:5,0.0618709:2,0.513029}	{3,3.01781:7,0.440722:3,0.349789:7,0.150698:2,1.2958:7,0.0641352:2,2.00242:7,0.153346:3,1.29505:10,0.480475:4,0.364913:10,0.0551029:4,0.505016}	{4,8.90298}	{2,0.162641:7,0.238358:3,0.900902:7,0.350535:3,3.1298:7,0.0634886:3,0.952777:10,0.0178363:4,0.584086:10,0.049085:4,0.127615}	{4,1.27228}	{4,0}	(((n1:{2,0.706997:5,0.269736:1,0.725278:5,0.000723418:2,0.623129},n0:{1,1.33058:5,0.0226453:1,0.397738:5,0.0618709:2,0.513029}):{2,0.162641:7,0.238358:3,0.900902:7,0.350535:3,3.1298:7,0.0634886:3,0.952777:10,0.0178363:4,0.584086:10,0.049085:4,0.127615},n3:{4,8.90298}):{4,1.27228},n2:{3,3.01781:7,0.440722:3,0.349789:7,0.150698:2,1.2958:7,0.0641352:2,2.00242:7,0.153346:3,1.29505:10,0.480475:4,0.364913:10,0.0551029:4,0.505016});
2000	{2,0.59526:5,0.0532029:1,0.0781925:5,0.018342:2,0.0119339:5,0.0605534:1,0.15203:5,0.00160888:2,0.102613:5,0.00129267:2,0.00575694:5,0.01873:1,0.271256:5,0.0210681:2,0.177644:5,0.00309264:1,0.165831:5,0.013138:2,0.234696:7,0.0182433:2,0.0328179}	{1,0.0676872:5,0.00026439:2,0.0847377:5,0.00890025:2,0.590784:5,0.0245483:2,0.0268031:5,0.0358446:1,0.169747:5,0.0372984:2,0.217013:5,0.0175166:1,0.102299:5,0.0119837:1,0.434024:5,0.0300444:2,0.0667636:5,0.0360711:2,0.0749741}	{3,2.0977:7,0.0293263:3,0.0693266:7,0.0155829:3,0.713451:7,0.00446941:2,0.00268004:7,0.122539:3,0.185299:7,0.0415886:2,0.369881:7,0.0423345:2,0.056441:7,0.0557113:2,0.148892:7,0.0409978:2,0.536728:7,0.0114653:2,0.555547:7,0.0278927:3,0.235141:7,0.00540735:2,0.47285:7,0.00680535:2,0.681619:7,0.0339864:3,0.145117:7,0.00409172:3,0.158684:7,0.0601146:3,1.00435:7,0.00418626:3,1.41571:10,0.0827548:4,0.0340561:10,0.0151595:3,0.00546684:10,0.0171904:3,0.0067267:10,0.0109268:4,0.0775241:10,0.095018:3,0.00231642:10,0.0101488:4,0.203559}	{4,8.11243:10,0.00752731:4,0.678582:10,0.0101235:3,0.0462106:10,0.0260874:4,0.288386}	{2,0.0169526:7,0.0288652:3,0.129132:7,0.00520003:3,0.247067:7,0.00306559:3,0.122518:7,0.0928144:2,0.0707608:7,0.0448685:2,0.255805:7,0.0058215:2,0.14155:7,0.0504645:3,0.227665:7,0.0013845:2,0.187861:7,0.0247216:2,0.230176:7,0.0131295:2,1.09477:7,0.0400607:3,0.459732:7,0.00107032:3,0.035102:7,0.0182541:2,1.28777:7,0.0112148:3,0.0627434:7,0.0453301:2,0.0252431:7,0.00714814:2,0.51047:7,0.0169775:2,0.306107:7,0.0312733:3,0.347402:10,0.0592913:3,0.145792:10,0.0241273:4,0.3224:10,0.0227798:3,0.238338:10,0.00102132:4,0.117803}	{4,0.562106:10,0.0140657:4,0.171245}	{4,0}	((n3:{4,8.11243:10,0.00752731:4,0.678582:10,0.0101235:3,0.0462106:10,0.0260874:4,0.288386},(n0:{1,0.0676872:5,0.00026439:2,0.0847377:5,0.00890025:2,0.590784:5,0.0245483:2,0.0268031:5,0.0358446:1,0.169747:5,0.0372984:2,0.217013:5,0.0175166:1,0.102299:5,0.0119837:1,0.434024:5,0.0300444:2,0.0667636:5,0.0360711:2,0.0749741},n1:{2,0.59526:5,0.0532029:1,0.0781925:5,0.018342:2,0.0119339:5,0.0605534:1,0.15203:5,0.00160888:2,0.102613:5,0.00129267:2,0.00575694:5,0.01873:1,0.271256:5,0.0210681:2,0.177644:5,0.00309264:1,0.165831:5,0.013138:2,0.234696:7,0.0182433:2,0.0328179}):{2,0.0169526:7,0.0288652:3,0.129132:7,0.00520003:3,0.247067:7,0.00306559:3,0.122518:7,0.0928144:2,0.0707608:7,0.0448685:2,0.255805:7,0.0058215:2,0.14155:7,0.0504645:3,0.227665:7,0.0013845:2,0.187861:7,0.0247216:2,0.230176:7,0.0131295:2,1.09477:7,0.0400607:3,0.459732:7,0.00107032:3,0.035102:7,0.0182541:2,1.28777:7,0.0112148:3,0.0627434:7,0.0453301:2,0.0252431:7,0.00714814:2,0.51047:7,0.0169775:2,0.306107:7,0.0312733:3,0.347402:10,0.0592913:3,0.145792:10,0.0241273:4,0.3224:10,0.0227798:3,0.238338:10,0.00102132:4,0.117803}):{4,0.562106:10,0.0140657:4,0.171245},n2:{3,2.0977:7,0.0293263:3,0.0693266:7,0.0155829:3,0.713451:7,0.00446941:2,0.00268004:7,0.122539:3,0.185299:7,0.0415886:2,0.369881:7,0.0423345:2,0.056441:7,0.0557113:2,0.148892:7,0.0409978:2,0.536728:7,0.0114653:2,0.555547:7,0.0278927:3,0.235141:7,0.00540735:2,0.47285:7,0.00680535:2,0.681619:7,0.0339864:3,0.145117:7,0.00409172:3,0.158684:7,0.0601146:3,1.00435:7,0.00418626:3,1.41571:10,0.0827548:4,0.0340561:10,0.0151595:3,0.00546684:10,0.0171904:3,0.0067267:10,0.0109268:4,0.0775241:10,0.095018:3,0.00231642:10,0.0101488:4,0.203559});
2100	{2,0.645103:5,0.0112288:2,0.236399:5,0.0352516:1,0.0818132}	{1,0.0318534:5,0.0141171:2,0.726817:5,0.0288744:1,0.208133}	{3,3.05813:7,0.000795487:2,1.56626:7,0.00226531:3,0.0314014:7,0.00863195:2,0.270228:7,0.0224057:3,1.91537:7,0.0080672:2,0.0721398:7,0.0314372:3,1.05234:10,0.00902958:4,1.26334}	{4,9.56647}	{1,1.06855:5,0.0156644:2,0.732089:7,0.0773947:2,2.9573:7,0.00370294:3,1.76586:7,0.00308125:3,1.59445:10,0.000216743:4,0.0837235}	{4,0.254635}	{4,0}	(((n0:{1,0.0318534:5,0.0141171:2,0.726817:5,0.0288744:1,0.208133},n1:{2,0.645103:5,0.0112288:2,0.236399:5,0.0352516:1,0.0818132}):{1,1.06855:5,0.0156644:2,0.732089:7,0.0773947:2,2.9573:7,0.00370294:3,1.76586:7,0.00308125:3,1.59445:10,0.000216743:4,0.0837235},n2:{3,3.05813:7,0.000795487:2,1.56626:7,0.00226531:3,0.0314014:7,0.00863195:2,0.270228:7,0.0224057:3,1.91537:7,0.0080672:2,0.0721398:7,0.0314372:3,1.05234:10,0.00902958:4,1.26334}):{4,0.254635},n3:{4,9.56647});
