Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5
0	2	2	1	1	3	3	3	4	3	3
100	1	2	1	1	3	3	3	1	3	3
200	2	2	2	1	3	3	3	2	3	3
300	2	2	2	1	3	3	3	2	3	3
400	2	2	2	1	3	3	3	2	3	3
500	2	2	2	1	3	3	3	2	3	3
600	2	2	2	1	3	3	3	2	3	3
700	2	2	2	1	3	3	3	2	3	3
800	1	2	1	1	3	3	3	1	3	3
900	1	2	1	1	3	3	3	1	3	3
1000	2	2	2	1	3	3	3	2	3	3
1100	2	2	2	1	3	3	3	2	3	3
1200	1	2	1	1	3	3	3	1	3	3
1300	1	2	1	1	3	3	3	1	3	3
1400	1	2	5	1	3	3	3	5	3	3
1500	2	2	2	1	3	3	3	2	3	3
1600	2	2	2	1	3	3	3	2	3	3
1700	3	2	3	1	3	3	3	3	3	3
1800	2	2	3	1	2	3	3	2	3	3
1900	1	2	1	1	3	3	3	1	3	3
2000	2	2	2	1	3	3	3	2	3	3
2100	3	2	3	1	3	3	3	3	3	3
2200	1	2	1	1	3	3	3	1	3	3
2300	1	2	1	1	3	3	3	1	3	3
2400	2	2	2	1	3	3	3	2	3	3
2500	3	2	3	1	3	3	3	3	3	3
2600	2	2	2	1	3	3	3	2	3	3
2700	2	2	2	1	3	3	3	2	3	3
2800	2	2	2	1	3	3	3	2	3	3
2900	3	2	1	1	1	3	3	1	3	3
3000	2	2	2	1	3	3	3	2	3	3
3100	2	2	2	1	3	3	3	2	3	3
3200	3	2	3	1	3	3	3	3	3	3
3300	2	2	3	1	2	3	3	2	3	3
3400	1	2	1	1	3	3	3	1	3	3
3500	2	2	2	1	3	3	3	2	3	3
3600	2	2	2	1	3	3	3	2	3	3
3700	2	2	2	1	3	3	3	2	3	3
3800	2	2	2	1	3	3	3	2	3	3
3900	3	2	3	1	3	3	3	3	3	3
4000	7	2	1	1	3	3	3	7	3	3
4100	2	2	2	1	3	3	3	2	3	3
4200	2	2	2	1	3	3	3	2	3	3
4300	2	2	2	1	3	3	3	2	3	3
4400	2	2	2	1	3	3	3	2	3	3
4500	2	2	2	1	3	3	3	2	3	3
4600	1	2	1	1	3	3	3	1	3	3
4700	2	2	2	1	3	3	3	2	3	3
4800	1	2	1	1	3	3	3	1	3	3
4900	2	2	2	1	3	3	3	2	3	3
5000	1	2	1	1	3	3	3	1	3	3
5100	2	2	2	1	3	3	3	2	3	3
5200	1	2	1	1	3	3	3	1	3	3
5300	2	2	2	1	3	3	3	2	3	3
5400	1	2	1	1	3	3	3	1	3	3
5500	1	2	1	1	3	3	3	1	3	3
5600	1	2	1	1	3	3	3	1	3	3
5700	1	2	1	1	3	3	3	1	3	3
5800	2	2	2	1	3	3	3	2	3	3
5900	2	2	2	1	3	3	3	2	3	3
6000	1	2	1	1	3	3	3	1	3	3
6100	2	2	2	1	3	3	3	2	3	3
6200	1	2	1	1	3	3	3	1	3	3
6300	1	2	2	1	3	3	3	4	3	3
6400	1	2	1	1	3	3	3	1	3	3
6500	2	2	2	1	3	3	3	2	3	3
6600	1	2	1	1	3	3	3	1	3	3
6700	2	2	2	1	3	3	3	2	3	3
6800	2	2	2	1	3	3	3	2	3	3
6900	2	2	2	1	3	3	3	2	3	3
7000	1	2	1	1	3	3	3	1	3	3
7100	2	2	2	1	3	3	3	2	3	3
7200	2	2	2	1	3	3	3	2	3	3
7300	2	2	2	1	3	3	3	2	3	3
7400	1	2	1	1	3	3	3	1	3	3
7500	2	2	2	1	3	3	3	2	3	3
7600	2	2	2	1	3	3	3	2	3	3
7700	1	2	1	1	3	3	3	1	3	3
7800	2	2	2	1	3	3	3	2	3	3
7900	1	2	1	1	3	3	3	1	3	3
8000	2	2	2	1	3	3	3	2	3	3
8100	2	2	2	1	3	3	3	2	3	3
8200	1	2	1	1	3	3	3	1	3	3
8300	2	2	2	1	3	3	3	2	3	3
8400	1	2	1	1	3	3	3	1	3	3
8500	1	2	1	1	3	3	3	1	3	3
8600	1	2	1	1	3	3	3	1	3	3
8700	1	2	1	1	3	3	3	1	3	3
8800	1	2	1	1	3	3	3	1	3	3
8900	1	2	1	1	3	3	3	1	3	3
9000	4	2	1	1	3	3	3	4	3	3
9100	2	2	1	1	3	3	3	4	3	3
9200	2	2	4	1	3	3	3	4	3	3
9300	4	2	1	1	3	3	3	4	3	3
9400	1	2	1	1	3	3	3	1	3	3
9500	2	2	1	1	3	3	3	4	3	3
9600	1	2	1	1	3	3	3	1	3	3
9700	2	2	2	1	3	3	3	2	3	3
9800	2	2	2	1	3	3	3	2	3	3
9900	2	2	2	1	3	3	3	2	3	3
10000	2	2	2	1	3	3	3	2	3	3
10100	2	2	2	1	3	3	3	2	3	3
10200	1	2	1	1	3	3	3	1	3	3
10300	1	2	1	1	3	3	3	1	3	3
10400	1	2	1	1	3	3	3	1	3	3
10500	2	2	2	1	3	3	3	2	3	3
10600	1	2	1	1	3	3	3	1	3	3
10700	2	2	2	1	3	3	3	2	3	3
10800	2	2	2	1	3	3	3	2	3	3
10900	1	2	1	1	3	3	3	1	3	3
11000	2	2	2	1	3	3	3	2	3	3
11100	1	2	1	1	3	3	3	1	3	3
11200	2	2	2	1	3	3	3	2	3	3
11300	1	2	1	1	3	3	3	1	3	3
11400	1	2	1	1	3	3	3	1	3	3
11500	1	2	1	1	3	3	3	1	3	3
11600	2	2	2	1	3	3	3	2	3	3
11700	1	2	1	1	3	3	3	1	3	3
11800	1	2	1	1	3	3	3	1	3	3
11900	1	2	1	1	3	3	3	1	3	3
12000	5	2	3	1	3	3	3	5	3	3
12100	2	2	2	1	3	3	3	2	3	3
12200	1	2	1	1	3	3	3	1	3	3
12300	2	2	2	1	3	3	3	2	3	3
12400	2	2	2	1	3	3	3	2	3	3
12500	3	2	3	1	3	3	3	3	3	3
12600	2	2	2	1	3	3	3	2	3	3
12700	1	2	1	1	3	3	3	1	3	3
12800	2	2	2	1	3	3	3	2	3	3
12900	1	2	1	1	3	3	3	1	3	3
13000	2	2	2	1	3	3	3	2	3	3
13100	2	2	2	1	3	3	3	2	3	3
13200	1	2	1	1	3	3	3	1	3	3
13300	2	2	2	1	3	3	3	2	3	3
13400	2	2	2	1	3	3	3	2	3	3
13500	1	2	1	1	3	3	3	1	3	3
13600	2	2	2	1	3	3	3	2	3	3
13700	2	2	2	1	3	3	3	2	3	3
13800	5	2	3	1	3	3	3	5	3	3
13900	1	2	1	1	3	3	3	1	3	3
14000	3	2	3	1	3	3	3	3	3	3
14100	2	2	2	1	3	3	3	2	3	3
14200	2	2	2	1	3	3	3	2	3	3
14300	1	2	1	1	3	3	3	1	3	3
14400	2	2	2	1	3	3	3	2	3	3
14500	2	2	2	1	3	3	3	2	3	3
14600	1	2	1	1	3	3	3	1	3	3
14700	2	2	2	1	3	3	3	2	3	3
14800	1	2	1	1	3	3	3	1	3	3
14900	1	2	1	1	3	3	3	1	3	3
15000	2	2	2	1	3	3	3	2	3	3
15100	1	2	1	1	3	3	3	1	3	3
15200	1	2	1	1	3	3	3	1	3	3
15300	2	2	2	1	3	3	3	2	3	3
15400	2	2	2	1	3	3	3	2	3	3
15500	1	2	1	1	3	3	3	1	3	3
15600	2	2	2	1	3	3	3	2	3	3
15700	2	2	2	1	3	3	3	2	3	3
15800	3	2	3	1	3	3	3	3	3	3
15900	1	2	3	1	1	3	3	1	3	3
16000	2	2	2	1	3	3	3	2	3	3
16100	4	2	1	1	3	3	3	4	3	3
16200	3	2	3	1	3	3	3	3	3	3
16300	3	2	3	1	3	3	3	3	3	3
16400	3	2	3	1	3	3	3	3	3	3
16500	2	2	2	1	3	3	3	2	3	3
16600	2	2	2	1	3	3	3	2	3	3
16700	1	2	1	1	3	3	3	1	3	3
16800	2	2	2	1	3	3	3	2	3	3
16900	2	2	2	1	3	3	3	2	3	3
17000	2	2	2	1	3	3	3	2	3	3
17100	2	2	2	1	3	3	3	2	3	3
17200	4	2	2	1	3	3	3	4	3	3
17300	2	2	2	1	3	3	3	2	3	3
17400	2	2	2	1	3	3	3	2	3	3
17500	2	2	2	1	3	3	3	2	3	3
17600	1	2	1	1	3	3	3	1	3	3
17700	3	2	3	1	3	3	3	3	3	3
17800	2	2	2	1	3	3	3	2	3	3
17900	1	2	2	1	3	3	3	4	3	3
18000	2	2	2	1	3	3	3	2	3	3
18100	1	2	1	1	3	3	3	1	3	3
18200	1	2	1	1	3	3	3	1	3	3
18300	5	2	1	1	3	3	3	5	3	3
18400	2	2	2	1	3	3	3	2	3	3
18500	3	2	3	1	3	3	3	3	3	3
18600	2	2	2	1	3	3	3	2	3	3
18700	3	2	3	1	3	3	3	3	3	3
18800	1	2	1	1	3	3	3	1	3	3
18900	2	2	2	1	3	3	3	2	3	3
19000	1	2	1	1	3	3	3	1	3	3
19100	1	2	1	1	3	3	3	1	3	3
19200	1	2	1	1	3	3	3	1	3	3
19300	2	2	1	1	3	3	3	4	3	3
19400	2	2	2	1	3	3	3	2	3	3
19500	2	2	2	1	3	3	3	2	3	3
19600	1	2	1	1	3	3	3	1	3	3
19700	2	2	2	1	3	3	3	2	3	3
19800	3	2	2	1	3	3	3	6	3	3
19900	1	2	1	1	3	3	3	1	3	3
20000	2	2	2	1	3	3	3	2	3	3
20100	3	2	3	1	3	3	3	3	3	3
20200	3	2	3	1	3	3	3	3	3	3
20300	3	2	3	1	3	3	3	3	3	3
20400	2	2	2	1	3	3	3	2	3	3
20500	3	2	3	1	3	3	3	3	3	3
20600	3	2	2	1	2	3	3	2	3	3
20700	2	2	2	1	3	3	3	2	3	3
20800	1	2	1	1	3	3	3	1	3	3
20900	2	2	2	1	3	3	3	2	3	3
21000	6	2	3	1	3	3	3	6	3	3
21100	2	2	2	1	3	3	3	2	3	3
21200	2	2	2	1	3	3	3	2	3	3
21300	2	2	2	1	3	3	3	2	3	3
21400	2	2	2	1	3	3	3	2	3	3
21500	2	2	2	1	3	3	3	2	3	3
21600	2	2	4	1	3	3	3	4	3	3
21700	2	2	2	1	3	3	3	2	3	3
21800	1	2	1	1	3	3	3	1	3	3
21900	1	2	4	1	3	3	3	4	3	3
22000	2	2	2	1	3	3	3	2	3	3
22100	2	2	2	1	3	3	3	2	3	3
